"A.TWEX.EPS.","B.ABI.EPS.","H.HB.EPS.","F.RCD.EPS.","I.CPR.EPS.","DGE.EPS.","K.BBCA.EPS.","K.CHRE.EPS.","DK.CAB.EPS.","DK.RBR.EPS.","CN.KCM.EPS.","CN.YWU.EPS.","CN.JYB.EPS.","CN.TTB.EPS.","IN.MLC.EPS.","IN.UBB.EPS.","MX.BEC.EPS.","BR.AVS.EPS.","CL.CVZ.EPS.","U.STZ.EPS.","U.BF.B.EPS.","U.TAP.EPS.","U.SAM.EPS."
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.14,0.23,0.11,0.2,0.51,0,1.48,4.13,7.51
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.14,0.23,0.11,0.2,0.51,0,1.48,4.13,7.51
0.42,4.77,4.34,6.4,0.31,1.69,0.08,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.14,0.23,0.11,0.2,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.14,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.14,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.14,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.14,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.14,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.14,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.14,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.14,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.14,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.14,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.14,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.14,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.14,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.14,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.48,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0.29,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0.29,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0.29,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0.29,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0.29,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0.29,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0.29,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0.29,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0.29,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0.29,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0.29,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0.29,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0.29,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.11,0.17,0.45,0.29,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.13,0.17,0.45,0.29,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.13,0.23,0.13,0.17,0.45,0.29,1.72,4.13,7.51
0.42,1.73,4.34,6.4,0.31,1.69,0.05,0.06,6.76,3.55,35.71,4.67,5.1,1.22,0.05,0.23,0.13,0.17,0.45,0.29,1.72,4.13,10.73
0.42,1.73,4.34,6.4,0.27,1.69,0.05,0.06,6.76,3.55,36.36,4.67,5.1,1.22,0.05,0.23,0.13,0.17,0.45,0.29,1.72,4.13,10.73
0.42,1.73,4.34,6.4,0.27,1.69,0.05,0.06,6.76,3.55,36.36,4.67,5.1,1.22,0.05,0.23,0.13,0.17,0.45,0.29,1.72,4.13,10.73
0.42,0,4.34,6.4,0.27,1.69,0.01,0.06,6.76,3.55,36.36,4.67,5.1,1.22,0.05,0.23,0.13,0.15,0.45,0.29,1.72,4.13,10.73
0.42,0,4.34,6.4,0.27,1.69,0.01,0.06,6.76,3.55,36.36,4.67,5.1,1.22,0.05,0.23,0.13,0.15,0.45,0.29,1.72,4.13,10.73
0.42,0,4.34,6.4,0.27,1.69,0.01,0.06,6.76,3.55,36.36,4.67,5.1,1.22,0.05,0.23,0.13,0.15,0.45,0.29,1.72,0,10.73
0.42,0,1.87,6.4,0.27,1.69,0.01,0.06,6.76,3.55,36.36,4.67,5.1,1.22,0.05,0.23,0.13,0.15,0.45,0.29,1.72,0,10.73
0.42,0,1.87,6.4,0.27,1.69,0.01,0.06,6.76,3.55,36.36,4.67,5.1,1.22,0.05,0.23,0.13,0.15,0.36,0.29,1.72,0,10.73
0.42,0,1.87,6.4,0.27,1.69,0.01,0.06,6.76,3.55,36.36,4.67,5.1,1.22,0.05,0.23,0.13,0.15,0.36,0.29,1.72,0,10.73
0.42,0,1.87,6.4,0.27,1.69,0.01,0.06,6.76,3.55,36.36,4.67,5.1,1.22,0.05,0.23,0.13,0.15,0.36,0.29,1.72,0,10.73
0.42,0,1.87,6.4,0.27,1.69,0.01,0.06,6.76,3.55,36.36,4.67,5.1,1.22,0.05,0.23,0.13,0.15,0.36,0.29,1.72,0,10.73
0.42,0,1.87,6.4,0.27,1.69,0.01,0.06,6.76,3.55,36.36,4.67,5.1,1.22,0.05,0.23,0.13,0.15,0.36,0.29,1.72,0,10.73
0.26,0,1.87,6.4,0.27,1.69,0.01,0.06,6.76,3.55,36.36,4.67,5.1,1.22,0.05,0.23,0.13,0.15,0.36,0.29,1.72,0,10.73
0.26,0,1.87,6.4,0.27,1.69,0.01,0.06,6.63,3.55,36.36,4.67,5.1,1.22,0.05,0.23,0.13,0.15,0.36,0.29,1.72,0,10.73
0.26,0,1.87,6.4,0.27,1.69,0.01,0.06,6.63,3.55,36.36,4.67,5.1,1.22,0.05,0.08,0.13,0.15,0.36,0.29,1.72,0,10.73
0.26,0,1.87,6.4,0.27,1.69,0.01,0.06,6.63,3.55,36.36,4.67,5.1,1.22,0.05,0.08,0.13,0.15,0.36,0.29,1.72,0,10.73
0.26,0,1.87,6.4,0.27,1.69,0.01,0.06,6.63,3.44,36.36,4.67,5.1,1.22,0.05,0.08,0.13,0.15,0.36,0.29,1.72,0,10.73
0.26,0,1.87,6.4,0.27,1.69,0.01,0.07,6.63,3.44,36.36,4.67,5.1,1.22,0.05,0.08,0.13,0.15,0.36,0.29,1.72,0,10.73
0.26,0,1.87,6.4,0.27,1.69,0.01,0.07,6.63,3.44,36.36,4.67,5.1,1.22,0.05,0.08,0.13,0.15,0.36,0.29,1.72,0,10.73
0.26,0,1.87,6.4,0.27,1.69,0.01,0.07,6.63,3.44,36.36,4.67,5.1,1.22,0.05,0.08,0.13,0.15,0.36,0.29,1.72,0,10.73
0.26,0,1.87,6.4,0.27,1.69,0.01,0.07,6.63,3.44,36.36,4.67,5.1,1.22,0.05,0.08,0.13,0.15,0.36,0.29,1.72,0,10.73
0.26,0,1.87,6.4,0.27,1.69,0.01,0.07,6.63,3.44,36.36,4.67,5.1,1.22,0.05,0.08,0.13,0.15,0.36,0.29,1.72,0,10.73
0.26,0,1.87,6.4,0.27,1.69,0.01,0.07,6.63,3.44,36.36,4.67,5.1,1.22,0.05,0.08,0.13,0.15,0.36,0.29,1.72,0,10.73
0.26,0,1.87,6.4,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,5.1,1.22,0.05,0.08,0.13,0.15,0.36,0.29,1.72,0,10.73
0.26,0,1.87,6.4,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.22,0.05,0.08,0.13,0.15,0.36,0.29,1.72,0,10.73
0.26,0,1.87,6.4,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,1.72,0,10.73
0.26,0,1.87,6.4,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,1.72,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,1.72,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,1.72,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,0.29,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,5.49,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,5.49,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,5.49,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,5.49,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,5.49,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,5.49,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,5.49,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,5.49,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,5.49,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,5.49,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,5.49,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,4.99,1.6,0.05,0.08,0.13,0.15,0.36,5.49,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,5.15,1.6,0.05,0.08,0.13,0.15,0.36,5.49,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,5.15,1.6,0.05,0.08,0.13,0.15,0.36,5.49,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.36,5.07,5.15,1.6,0.05,0.08,0.13,0.15,0.36,5.49,2,0,10.73
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.96,5.07,5.15,1.6,0.05,0.08,0.13,0.15,0.36,5.49,2,0,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.96,5.07,5.15,1.6,0.05,0.08,0.13,0.15,0.36,5.49,2,0,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.96,5.07,5.15,1.6,0.05,0.08,0.17,0.15,0.36,5.49,2,0,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.96,5.21,5.15,1.73,0.05,0.08,0.17,0.15,0.36,5.49,2,0,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.96,5.21,5.15,1.73,0.05,0.08,0.17,0.15,0.36,5.49,2,0,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.96,5.21,5.15,1.73,0.05,0.08,0.17,0.15,0.36,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.96,5.21,5.15,1.73,0.05,0.08,0.17,0.15,0.36,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.96,5.21,5.15,1.73,0.03,0.08,0.17,0.15,0.38,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.96,5.21,5.15,1.73,0.03,0.08,0.17,0.15,0.38,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.96,5.21,5.15,1.73,0.03,0.03,0.17,0.15,0.38,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.96,5.21,5.15,1.73,0.03,0.03,0.17,0.15,0.38,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.96,5.21,5.15,1.73,0.03,0.03,0.17,0.15,0.38,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.96,5.21,5.15,1.73,0.03,0.03,0.17,0.15,0.38,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.96,5.21,5.15,1.73,0.03,0.03,0.17,0.15,0.38,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.96,5.21,5.15,1.73,0.03,0.03,0.17,0.15,0.38,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.44,36.96,5.21,5.15,1.73,0.03,0.03,0.17,0.15,0.38,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.69,36.96,5.21,5.15,1.73,0.03,0.03,0.17,0.15,0.38,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.69,36.96,5.21,5.15,1.73,0.03,0.03,0.17,0.15,0.38,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.69,36.96,5.21,5.15,1.73,0.03,0.03,0.17,0.15,0.38,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.69,36.96,5.21,5.15,1.73,0.03,0.03,0.17,0.15,0.38,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.69,36.96,5.21,5.15,1.73,0.03,0.03,0.17,0.15,0.38,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.69,36.96,5.21,5.15,1.73,0.03,0.03,0.17,0.15,0.38,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.69,36.96,5.21,5.15,1.73,0.03,0.03,0.17,0.15,0.38,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.69,36.96,5.21,5.15,1.73,0.03,0.03,0.17,0.15,0.38,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.69,36.96,5.21,5.15,1.73,0.03,0.03,0.17,0.15,0.38,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.69,36.96,5.21,5.15,1.73,0.03,0.03,0.17,0.15,0.38,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.69,36.96,5.21,5.15,1.73,0.03,0.03,0.17,0.15,0.38,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.69,36.96,5.21,5.15,1.73,0.03,0.03,0.17,0.15,0.38,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.69,36.96,5.21,5.15,1.73,0.03,0.03,0.17,0.15,0.38,5.49,2,2.69,11.95
0.26,0,1.87,1.44,0.27,1.69,0.01,0.07,6.63,3.69,36.96,5.21,5.15,1.73,0.03,0.03,0.17,0.15,0.38,5.49,2,2.69,11.95
