"A.TWEX.PB.","B.ABI.PB.","H.HB.PB.","F.RCD.PB.","I.CPR.PB.","DGE.PB.","K.BBCA.PB.","K.CHRE.PB.","DK.CAB.PB.","DK.RBR.PB.","CN.KCM.PB.","CN.YWU.PB.","CN.JYB.PB.","CN.TTB.PB.","IN.MLC.PB.","IN.UBB.PB.","MX.BEC.PB.","BR.AVS.PB.","CL.CVZ.PB.","U.STZ.PB.","U.BF.B.PB.","U.TAP.PB.","U.SAM.PB."
7.39,127.77,94.97,109.89,4.93,24.66,0,2.04,98.58,45.04,266.52,31.34,72.06,31.69,7.63,11.38,0,5.07,10.68,161.89,39.36,99.74,155.35
7.35,128.52,94.97,110.43,4.94,24.87,0,2.01,97.5,45.33,261.43,31.11,70.82,31.43,7.64,10.91,0,4.96,10.6,161.41,39.06,98.76,150.04
7.28,127.66,95.23,110.75,4.92,24.81,0,2.01,96.87,45.33,262.15,31.06,71.17,31.57,7.54,10.71,0,4.96,10.47,162.49,39.2,99.79,151.33
7.54,126.39,94.54,109.5,4.83,24.36,0,2.01,97.19,44.96,260.51,30.57,70.42,30.93,7.5,10.61,0,4.9,10.18,158.13,38.69,98.2,146.55
7.32,125.87,94.8,109.07,4.84,24.19,0,2.01,96.73,44.2,254.54,30.4,70.49,30.42,7.23,10.52,0,4.86,10.52,154.6,38.12,96.7,146.43
7.29,124.78,93.28,108.2,4.72,23.87,0,1.98,95.64,43.64,256.07,30.26,69.78,30.34,6.96,10.55,0,4.91,10.66,156.08,38.12,97.49,147.74
7.39,125.81,94.6,109.3,4.86,24.13,0,1.99,97.11,44.09,261.88,30.65,70.42,30.52,6.98,10.38,0,4.9,10.57,154.04,38.18,96.69,150.54
7.46,125.24,93.91,108.9,4.79,24.1,0,2,97.19,44.14,264.71,31.23,70.81,30.41,7.03,10.21,0,4.87,11.11,154.29,38.14,97.24,153.3
7.5,128.75,95.81,111.18,4.95,24.4,0,1.96,97.96,44.8,262.41,30.71,69.72,30.07,7.04,10.11,0,4.94,11.06,157.61,38.45,99.17,157.57
7.62,130.83,96,112.28,5.02,24.46,0,1.97,99.05,45.42,261.94,30.12,69.47,30.35,7.1,10.19,0,5.01,10.89,156.81,38.6,99.39,160.58
7.63,131.18,96.77,113.71,5.01,24.52,0,2.01,99.9,46.35,263.17,30.07,69.26,29.81,7.06,10.25,0,5.08,10.96,157.89,38.75,99.34,157.48
7.61,131.29,96.7,113.29,5.02,24.72,0,2.01,100.21,47.05,262.48,30.05,69.59,29.93,7.08,10.25,0,5.1,11.02,157.84,39.32,100.19,159.74
7.68,131.87,96.75,114.36,5.03,24.7,0,2,100.29,47.43,266.81,30,69.45,29.54,7.06,10.18,0,5.05,11.04,155.3,39.47,99.14,158.09
7.53,131.29,96.19,112.89,5.01,24.57,0,1.98,99.82,47.51,275.41,31.28,71.16,30.86,6.99,10.5,0,5.04,10.75,153.15,39.23,99.18,155.29
7.4,131.81,96.4,112.81,5.03,24.48,0,2.02,99.74,47.37,274.66,31.15,72.94,30.71,7.01,10.54,0,5.1,10.89,153.7,38.96,102.16,156.27
7.45,131.93,96.42,112.78,5.03,24.32,0,2.05,100.13,47.54,278.13,31.54,72.8,30.67,7.12,10.54,0,5.09,10.99,154.1,38.81,101.91,156.04
7.28,130.43,96.4,112.88,5.03,24.45,0,2.1,99.2,47.34,295.79,32.63,75.94,31.13,7.1,10.32,0,5.15,10.76,153.39,38.89,102.45,154.14
7.46,131.87,96.74,113.57,5.01,24.64,0,2.1,99.2,47.22,287.52,32.41,76.53,31.01,7.04,10.29,0,5.13,11.54,155.08,39.27,102.94,155.18
7.35,133.19,96.74,113.39,5.05,24.67,0,2.07,99.2,47.59,289.44,32.61,77.48,31.21,7.03,10.51,0,5.03,11.58,151.13,38.93,101.69,156.36
7.32,132.5,96,112.63,5.02,24.59,0,2.07,98.89,46.27,285.48,31.96,75.93,30.93,6.95,10.4,0,5.09,11.61,154.06,40.33,103.6,161.88
7.36,131.75,95.04,111.56,4.94,24.29,0,2.06,98.12,46.18,279.88,31.42,74.3,30.97,7.02,10.59,0,5.06,11.06,154.1,39.55,103.39,160.56
7.35,129.04,93.26,109.44,4.8,23.79,0,2.01,95.26,45.66,276.99,32.46,73.7,31.15,6.91,10.51,0,4.95,11.3,153.41,39.29,103.69,159.89
7.3,126.51,91.48,107.7,4.74,23.33,0,1.96,94.79,44.68,278.29,31.22,74.27,30.91,6.97,10.58,0,4.99,11.11,152.88,38.91,101.54,157.68
7.23,125.3,90.62,106.13,4.74,22.95,0,1.96,93.79,43.95,283.98,31.66,76,30.31,6.92,10.5,0,4.9,11.06,157.09,39.19,100.54,159.17
7.18,127.89,90.56,106.77,4.75,23.23,0,1.95,94.25,43.78,287.87,32.64,77.53,30.71,6.91,10.87,0,4.88,11.06,156.25,39.14,100.18,157.5
7.2,127.95,90.36,106.66,4.76,23.42,0,1.93,93.01,43.21,285.26,32.45,77.51,30.34,6.93,10.57,0,4.93,11.09,156.73,39.05,100.83,159.69
7.13,126.79,90.21,105.61,4.74,23.25,0,1.94,92.47,43.32,289.96,34.06,79.36,30.39,6.97,10.72,0,4.91,10.82,154.05,38.67,100.29,159.26
7.23,130.02,92.87,109.05,4.91,23.79,0,2,95.1,44.08,287.75,33.48,77.26,30.28,6.96,10.73,0,4.91,11.03,154.38,39.12,101.06,159.69
7.24,131.41,93.14,110.22,4.93,23.94,0,2,95.26,43.89,285.21,33.09,76,29.95,6.92,10.61,0,4.91,10.89,154.83,39.08,102.05,161.87
7.13,131.93,93.1,110.25,4.87,24.2,0,1.98,96.03,44.36,290.01,33.3,76.13,30.09,6.9,10.57,0,4.84,10.9,153.65,38.68,101.48,160.43
7.1,131.46,93.59,111.36,4.98,24.07,0,1.97,96.65,44.42,287.62,33.28,75.1,29.97,6.88,10.47,0,4.89,10.9,155.97,39.16,101.94,161.01
6.58,127.26,91.75,109.75,4.78,24.67,0,1.97,93.4,43.01,285.12,32.51,74.18,29.42,6.7,10.2,0,4.88,10.6,152.6,37.55,98.05,160.92
6.85,126.28,90.93,108.86,4.78,25.13,0,1.96,92.08,42.76,299.95,33.58,76.55,30.15,6.85,10.29,0,4.94,10.6,153.1,37.62,96.16,163.79
6.66,127.14,91.94,109.58,4.96,25.42,0,1.96,92.63,43.49,300.26,33.6,76.16,30.13,6.94,10.45,0,4.94,10.85,157.69,37.72,96.63,163.35
6.62,131.81,93.74,113.2,5.03,26.2,0,1.96,93.94,45.05,300.25,33.52,75.29,30.29,7.05,10.69,0,5.03,10.98,159.35,38.39,98.42,162.69
6.64,135.5,95.4,115.38,5.12,27.4,0,1.98,98.2,46.03,304.02,33.88,74.91,30.31,7.09,10.74,0,5.02,11.22,165.4,39.9,101.13,171.03
6.75,136.25,96.48,116.47,5.1,27.67,0,1.95,99.9,46.83,298.03,33.71,74.49,30.12,7.32,10.82,0,5.07,11.06,163.56,39.55,100.7,166.57
6.92,135.21,96.26,115.32,5.1,27.6,0,1.94,100.13,46.04,306,33.82,75.19,30.51,7.44,11.02,0,5.03,11.22,164.07,39.36,99.98,165.23
6.77,133.6,96.14,114.95,5.08,28.1,0,1.99,97.89,45.81,312.99,34.36,75.78,30.83,7.63,11.25,0,5.09,11.15,165.91,39.29,100.46,167.79
6.77,132.68,94.46,112.74,4.92,28.16,0,1.91,96.57,44.54,330.99,36.87,80.18,31.3,7.58,11.29,0,5.06,11.02,165.34,38.79,101.26,168.74
6.88,133.08,94.8,113.88,4.97,28.38,0,1.97,97.73,45.22,329.55,36.25,78,31.01,7.47,11.22,0,5.05,10.9,166.01,38.84,99.85,168.43
6.84,133.66,95.45,114.21,5.03,28.15,0,1.96,98.12,45.38,322.83,37.18,78.32,30.92,7.49,11.21,0,5.13,11.06,165.96,39.3,102.56,171.06
6.96,133.6,96.04,114.89,5.11,28.38,0,2.02,99.9,45.56,328.27,38.88,80.66,31.56,7.31,11.24,0,5.12,11.09,164.18,39.42,101.64,170.66
6.77,133.48,95.61,114.66,5.11,28.02,0,2.04,99.74,45.56,338.49,39.64,80.93,31.82,7.24,11.1,0,5.1,10.95,163.69,39.37,101.4,169.54
6.62,132.96,95.69,114.7,5.01,27.89,0,2.07,100.36,45.22,330.36,38.96,79.28,31.77,7.12,11.12,0,5.05,10.76,163.51,39.18,101.19,169.56
6.96,131.41,95.77,114.81,5.06,27.53,0,2.04,99.82,45.47,330.37,38.66,78.37,31.56,7.13,11.28,0,5.04,10.68,162.84,39.37,98.72,167.4
6.99,130.66,95.63,115.09,5,27.56,0,1.99,99.28,44.83,330.68,38.67,78.62,31.51,6.93,11.12,0,5,10.79,163.06,39.44,98.52,169.39
7.11,130.6,95.51,114.74,5.08,27.66,0,2,99.36,44.99,329.33,38.56,77.28,31.18,7.07,11.27,0,5.02,10.7,163.12,39.24,99.07,166.62
7.07,130.83,95.19,114.17,5.08,27.53,0,1.99,99.51,44.93,320.89,36.93,75.5,31.03,6.9,11.22,0,5.06,10.68,164.03,39.27,98,164.69
7.15,130.2,95.62,115.61,5.14,27.71,0,2,100.44,45.28,321.41,36.72,75.3,31.05,6.81,11.17,0,5.04,10.59,166.33,39.52,100.8,165.99
7.24,131.06,95.69,115.72,5.12,27.67,0,2.02,100.98,45.19,327.66,37.11,75.96,31.32,6.77,11.06,0,5.07,10.73,165.35,39.38,100.1,164.57
7.13,131.93,96.96,116.7,5.18,28.08,0,2,101.14,45.39,320.77,36.35,73.84,30.88,6.85,11.02,0,5.11,10.84,167.65,39.94,101.68,190
7.26,132.21,96.88,116.76,5.28,28.02,0,2.02,101.37,45.92,324.19,36.08,74.25,31,7.04,11.12,0,5.12,10.98,166.3,39.45,101.09,181.64
7.2,133.43,97.32,117.97,5.28,28.37,0,2,102.07,46.94,332.59,37.08,75.95,31.34,7,11.18,0,5.11,10.97,165.38,39.25,98.1,183.38
7.13,130.37,96.62,116.42,5.29,28.08,0,1.97,101.52,47.13,326.37,36.54,73.57,30.95,7.31,11.67,0,5.1,10.98,163.01,38.65,93.08,180.22
7.18,127.14,96.83,117.51,5.27,28.79,0,1.89,102.3,47.26,329.33,37.28,74.13,31.8,7.21,11.71,0,5.14,10.91,163.55,39.19,97.75,180.17
7.05,132.79,97.18,117.8,5.32,28.38,0,1.92,101.91,47.26,326.18,37.67,74.48,31.43,6.98,11.57,0,4.96,10.85,164.64,39.25,102.14,182.89
6.96,130.48,93.7,117.28,5.32,28.31,0,1.99,102.61,47.22,319.7,36.28,72.9,30.42,6.8,11.37,0,5.01,10.79,163.98,39.07,100.84,182.1
6.88,128.12,92.92,116.3,5.58,28.17,0,1.96,101.52,46.68,319,36.08,73.18,30.48,6.8,11.18,0,4.97,10.59,162.62,38.76,100.77,179.91
6.79,127.83,92.29,115.78,5.55,27.95,0,1.94,101.52,46.52,319.64,36.38,73.03,30.5,6.59,11.02,0,4.92,10.51,162.64,38.73,99.61,178.31
6.82,128.47,92.28,117.11,5.55,28.5,0,2.02,101.52,46.48,319.11,36.35,73.06,30.63,6.34,11.14,0,4.95,10.66,163.64,38.74,99.91,179.46
6.8,129.1,92.86,118.84,5.54,28.63,0,1.99,101.37,46.55,318.71,35.84,73.07,30.9,6.4,11.35,0,5.03,10.9,163.05,38.98,99.05,179.48
6.79,127.89,92.48,117.8,5.45,28.5,0,1.99,99.9,46.66,320.8,35.89,74.32,30.93,6.38,11.65,0,5.08,11.06,162.6,38.82,98.98,179.62
6.7,127.89,92.43,119.53,5.49,28.65,0,2.04,101.83,47.23,328.8,36.83,74.97,31.04,6.27,11.97,0,5.09,11.13,164.62,38.92,99.4,180.11
6.69,127.43,92.95,119.59,5.47,28.78,0,2.05,99.98,46.6,326.65,36.41,74.78,30.88,6.15,11.8,0,5.06,11.12,166.11,39.36,99.57,181.64
6.73,128.64,93.27,122.35,5.72,28.7,0,2.06,101.22,47.33,329.89,36.99,75.31,30.71,6.49,11.71,0,5.14,11.25,165.16,39.19,99.58,184.08
6.8,129.97,92.73,122.3,5.74,28.65,0,2.01,103.3,47.67,330.19,37.14,75.57,31.01,6.46,11.2,0,5.21,11.17,165.46,39.17,99.77,182.81
6.94,130.2,93.51,122.53,5.69,28.73,0,2.03,104.93,48.38,332.01,38.12,76.66,31.59,6.39,11.17,0,5.27,11.11,164.94,39.24,98.98,186.58
6.97,128.52,92.16,122.01,5.64,28.52,0,2.01,105.24,47.85,322.43,37.7,74.98,31.46,6.33,11.39,0,5.28,11.15,164.47,39.79,98.9,191.46
6.97,128.58,91.86,120.97,5.6,28.6,0,2,99.36,47.39,320.99,38.07,74.89,31.61,6.24,11.37,0,5.29,11.26,165.27,39.89,99.12,186.7
7.64,128.81,91.02,120.39,5.6,28.48,0,2.01,98.04,46.27,319.12,37.44,74.84,31.44,6.42,11.41,0,5.26,11.1,165.28,39.86,99.03,189.04
7.61,128.75,91.29,121.43,5.59,28.61,0,2.01,97.04,47.09,319.22,37.09,74.32,31.15,6.45,11.45,0,5.24,10.93,165.48,40.32,99.34,188.72
8.05,127.89,91.54,120.97,5.66,28.23,0,2.06,97.35,48.33,320.06,37.29,74.16,30.93,6.35,11.39,0,5.18,11.04,165.79,40.26,99.75,189.19
8.16,129.33,91.25,120.45,5.64,28.29,0,2.13,97.42,49.26,319.73,36.81,74.64,31.04,6.55,11.33,0,5.17,10.79,166.36,40.24,100.11,190.34
8.22,128.99,90.76,118.61,5.62,28.1,0,2.14,96.65,48.55,317.89,36.47,74.25,30.93,6.58,11.42,0,5.17,10.83,166.61,40.65,100.68,191.79
8.05,128.93,91.01,118.55,5.61,28.23,0,2.19,96.8,48.63,315.68,36.23,73.78,30.91,6.54,11.42,0,5.1,10.63,166.65,40.82,101.04,190.92
8.14,129.79,91.3,118.72,5.68,28.26,0,2.19,96.65,49.4,314.01,35.99,73.46,30.86,6.6,11.7,0,5.07,10.62,165.67,40.42,101.89,191.95
8.14,129.79,91.63,118.49,5.65,28.12,0,2.2,96.8,49.52,320.27,35.94,72.73,30.9,6.55,11.63,0,5.08,10.67,166.8,40.83,103.31,190.26
8.14,129.97,93.01,119.36,5.7,27.94,0,2.23,97.42,50.75,318.66,36.17,72.91,30.94,6.57,11.77,0,5.08,10.61,166.17,40.27,103.12,184.96
8.12,128.01,92.37,118.61,5.62,27.69,0,2.29,96.73,50.9,322.95,36.36,73.2,30.87,6.59,11.58,0,5.06,10.47,164.13,38.82,102.29,182.65
8.3,128.12,90.93,121.37,5.59,27.36,0,2.23,97.19,51.13,321.51,35.72,72.77,30.83,6.64,11.62,0,5.2,10.35,164.84,38.33,102.47,182.12
8.2,130.83,93.51,123.22,5.77,28.19,0,2.26,99.2,50.92,318.38,35.24,71.74,30.67,6.67,11.62,0,5.24,10.57,167.01,38.47,104.23,185.83
8.08,130.72,93.47,123.22,5.74,27.93,0,2.28,99.67,51.69,321.16,35.41,71.52,31.1,6.71,11.65,0,5.25,10.73,167.67,38.56,105.96,186.03
8.18,130.72,92.95,123.22,5.74,27.67,0,2.31,98.04,51.37,322.79,35.76,71.33,32.04,6.74,11.71,0,5.27,10.55,166.92,38.2,106.63,184.02
8.19,131.12,92.98,123.57,5.78,27.79,0,2.29,97.66,50.68,318.92,35.21,70.35,32.03,6.73,11.75,0,5.3,10.02,166.07,37.54,105.95,182.91
8.01,129.62,92.51,121.89,5.66,27.61,0,2.27,96.57,50.3,318.5,34.97,70.19,32.18,6.72,11.76,0,5.28,9.91,165.53,37.43,104.27,179.81
7.97,127.95,90.5,120.05,5.52,27.32,0,2.25,94.71,49.15,317.18,34.78,69.91,32.01,6.6,11.65,0,5.22,9.66,162.37,36.46,101.34,174.16
7.83,127.26,90.33,119.82,5.49,27.13,0,2.22,94.64,49.2,310.51,33.44,67.7,31.69,6.5,11.55,0,5.22,9.69,164.8,37.14,103.72,174.56
7.89,125.93,89.93,118.55,5.41,27.27,0,2.22,94.71,49.52,312.68,33.8,68.05,32.51,6.56,11.65,0,5.13,9.76,161.31,36.42,101.55,168.17
8.03,125.64,90.04,117.74,5.45,27.24,0,2.19,94.79,49.6,311.92,33.45,68.16,32.3,6.63,11.74,0,5.19,9.81,162.66,36.26,102.3,165.12
7.96,127.77,89.86,118.95,5.54,27.83,0,2.16,95.02,49.65,312.6,33.91,68.18,32.15,6.6,11.64,0,5.21,9.83,166.42,36.5,103.66,164.43
7.97,127.89,89.21,117.8,5.52,27.85,0,2.16,93.55,49.82,314.06,33.87,68.24,32.46,6.66,11.78,0,5.13,9.71,164.63,36.88,102.8,162.21
8.01,129.27,89.85,119.47,5.55,28.34,0,2.16,94.87,49.99,312.56,33.88,68.06,33.13,6.6,12.48,0,5.14,9.63,162.68,37.14,102.55,158.19
7.86,130.31,90.02,120.11,5.54,28.65,0,2.14,96.57,50.19,307.26,33.88,67.65,33.78,6.58,12.62,0,5.15,9.58,162.85,37.26,102.17,153.34
7.86,130.43,89.92,120.68,5.52,28.68,0,2.15,97.11,50.1,306.21,34.03,68.03,33.58,6.59,12.71,0,5.14,9.66,165.74,37.49,105.15,151.01
7.86,133.89,91.69,122.59,5.78,29.01,0,2.13,98.89,50.08,309.22,34.86,69.46,33.46,6.57,12.52,0,5.19,9.9,166.02,38.04,106.77,151.26
7.86,134,91.28,122.64,5.72,29.22,0,2.11,98.04,49.66,309.97,34.66,69.44,33.13,6.52,12.73,0,5.21,9.91,166.63,37.9,105.97,152.21
7.95,133.94,89.81,121.95,5.72,29.03,0,2.12,97.42,49.71,300.74,33.61,68.24,33.15,6.5,12.85,0,5.18,9.88,165.64,37.58,104.24,149.77
7.94,135.33,90.86,121.78,5.73,29.09,0,2.15,96.65,49.69,303.27,33.86,68.93,32.84,6.52,13.05,0,5.2,9.75,165.95,37.72,107.54,150.31
7.94,137,91.06,121.49,5.82,29.17,0,2.11,97.89,50.13,300.33,33.66,68.66,33.42,6.58,12.85,0,5.24,9.8,165.28,37.74,109.61,150.67
7.97,134.46,89.64,121.2,5.78,29.19,0,2.12,98.51,50.45,303.03,34.03,69.19,33.03,6.64,12.58,0,5.21,9.75,163.68,37.67,108.44,151.6
7.94,134.46,90.31,121.43,5.78,29.03,0,2.11,97.89,50.47,310.47,34.74,69.86,33.12,7.04,12.86,0,5.24,9.64,166.47,37.95,109.8,155.24
8.21,132.91,92.63,122.76,5.77,29.49,0,2.16,97.89,50.3,314.38,35.61,70.38,33.32,6.94,12.98,0,5.22,9.71,165.44,37.74,108.64,154.65
8.11,133.83,93.01,124.2,5.72,29.79,0,2.2,97.73,50.81,314.45,35.46,70.76,33.4,7.25,13.72,0,5.16,9.66,165.66,37.45,107.82,153.3
8.19,132.96,91.17,122.01,5.64,29.17,0,2.19,96.96,50.08,312.65,35.21,71.03,33.41,7.28,13.55,0,5.17,9.63,168.58,37.25,107.79,155.03
8.23,131.41,90.45,121.37,5.62,29.16,0,2.23,96.57,49.49,310.93,34.92,71.2,33.4,7.18,13.55,0,5.19,9.58,171,37.34,107.75,155.5
8.24,130.54,89.03,119.18,5.5,29.31,0,2.22,94.64,49.42,311.23,34.91,71.29,33.42,7.03,13.41,0,5.19,9.65,168.72,37.11,107.67,157.32
8.13,132.56,89.85,121.26,5.52,29.4,0,2.18,96.42,49.59,315.5,35.07,71.31,33.51,7.04,13.55,0,5.2,9.69,171.25,37.41,109.83,156.9
8.19,133.48,90.78,121.26,5.54,29.27,0,2.19,95.41,49.68,321.62,34.86,71.23,33.61,7.09,13.55,0,5.14,9.7,169.73,37.1,109.88,158.24
8.16,132.62,89.38,119.53,5.53,28.9,0,2.24,94.64,49.32,318.34,34.88,70.96,33.58,7.11,13.45,0,5.08,9.77,170,36.73,110.24,162.82
8.33,131.93,89.03,119.13,5.47,28.87,0,2.23,94.17,49.54,316.53,34.42,70.94,33.95,7.05,13.46,0,5.08,10.04,168.98,36.72,110.65,163.21
8.38,134.98,90.34,120.39,5.58,28.76,0,2.21,94.95,49.79,318.25,34.51,70.99,33.76,6.89,13.56,0,5.16,9.98,169.48,36.27,111.25,155.58
8.27,134.35,89.93,120.57,5.46,28.55,0,2.18,94.64,49.14,315.05,34.68,71.04,32.94,6.81,13.21,0,5.17,10,167.11,35.98,110.38,155.05
8.35,134.23,90.76,122.64,5.52,28.53,0,2.19,95.18,50.16,320.03,35.29,71.69,33.16,6.96,13.24,0,5.19,10.13,167.17,36.3,110.1,158
8.34,135.21,90.79,125.01,5.55,28.64,0,2.17,97.27,50.44,319.02,35.19,71.65,33.54,6.89,13.24,0,5.19,10.18,167.29,36.1,109.09,160.5
8.29,134.75,91.28,126.51,5.52,28.75,0,2.17,97.27,50.48,317.84,35.04,71.5,33.1,6.82,13.05,0,5.19,10.18,166.91,35.73,108.5,156
8.38,134.87,91.86,126.91,5.49,28.61,0,2.18,97.73,50.41,316.74,34.91,71.04,32.88,6.8,13.03,0,5.22,10.15,167.4,36.01,108.62,162.9
8.31,132.33,91.3,125.87,5.37,28.61,0,2.19,96.8,49.73,319.63,35.1,71.26,33.02,6.74,12.62,0,5.2,10.17,169.53,36.29,108.3,165.25
8.36,131.18,91.1,124.2,5.37,28.94,0,2.2,95.95,49.76,325.99,35.76,72.69,32.98,6.77,12.6,0,5.16,10.37,168.16,36.38,108.11,163.15
8.19,128.52,87.76,124.03,5.33,28.77,0,2.21,94.25,48.97,326.76,36.37,72.66,33.01,6.62,12.48,0,5.16,10.26,166.51,36.38,106.11,159.35
7.9,129.04,87.95,125.12,5.32,28.74,0,2.19,94.71,48.67,329.99,36.09,72.27,32.48,6.5,12.36,0,5.15,10.26,165.66,36.38,104.85,155.85
7.72,123.68,87.48,125.06,5.29,28.72,0,2.16,94.41,49.25,330.19,36.8,72.69,32.35,6.4,12.39,0,5.05,10.17,166.04,36.82,104.5,157.55
7.71,120.57,86.49,124.95,5.29,28.62,0,2.12,94.64,49.06,331.09,36.42,72.54,32.4,6.44,12.46,0,4.98,10.09,167.07,36.93,103.81,155.25
7.71,120.51,86.05,124.26,5.23,28.36,0,2.17,93.32,48.29,329.79,36.65,73.03,32.82,6.33,12.52,0,4.84,10,163.44,36.62,105.26,155.65
7.68,119.07,85.69,122.76,5.17,28.01,0,2.15,93.63,47.61,328.21,36.07,71.93,32.62,6.24,12.4,0,4.77,10.02,163.67,36.88,103.6,155.55
7.62,117.05,84.43,121.32,5.11,27.19,0,2.12,93.01,47.65,328.96,36.22,72.05,32.93,6.09,12.43,0,4.73,10.09,160.02,36.74,103.02,155.65
7.5,117.17,83.99,120.57,5.03,27.04,0,2.09,92.32,47.02,327.69,35.7,71.01,32.93,5.81,12.49,0,4.68,9.96,159.6,36.82,102.81,156.8
7.5,117.45,84,121.37,5.21,27.21,0,2.1,93.48,47.42,328.28,35.97,70.43,32.73,5.72,12.71,0,4.75,10.05,165.93,37.55,104.99,159.9
7.61,119.36,84.83,122.3,5.17,27.46,0,2.09,94.95,47.62,333.27,36.37,71.19,32.8,5.83,12.97,0,4.77,10.11,166.57,37.62,105.89,162.5
7.39,118.43,83.12,121.09,5.11,27.14,0,2.05,93.32,47.64,329.99,36.13,69.99,32.75,5.75,12.63,0,4.73,9.98,153.81,36.5,103.07,164.15
7.93,113.67,82.07,116.42,4.86,26.16,0,2.1,91.7,45.96,332.39,36.45,70.65,32.88,5.74,12.89,0,4.77,9.66,152.87,36.22,99.66,168.25
7.86,114.19,81.76,115.84,4.85,26.03,0,2.09,90.54,45.21,328.18,36.22,70.81,32.54,5.62,12.39,0,4.61,9.66,152.4,36.28,99.04,173.4
7.68,112.08,79.85,115.72,4.96,25.88,0,2.12,89.22,44.91,323.7,35.77,70.5,32.41,5.47,12.1,0,4.57,9.71,147.95,36.19,96.81,175.3
7.64,110.27,81.15,117.22,5.07,26.11,0,2.14,89.76,45.35,326.88,36.25,71.19,32.38,5.35,12.03,0,4.65,9.87,152.43,36.43,97.7,171.75
7.64,111.56,81.65,117.86,4.94,26.28,0,2.15,89.99,45.36,326.2,35.96,70.86,32.37,5.3,11.93,0,4.71,9.9,153.34,36.4,97.47,167.35
7.61,111.8,81.75,118.49,5.07,26.62,0,2.16,90.61,45.28,323.93,36.05,70.92,32.07,5.41,12.18,0,4.65,9.96,154.77,36.71,97.91,165.15
7.61,110.05,81.97,118.38,5.1,26.64,0,2.12,91.23,45.24,322.86,35.88,70.37,32.14,5.32,12.16,0,4.57,9.89,155.09,36.66,96.83,165.75
7.65,111.11,81.67,117.34,5.11,26.33,0,2.12,91.62,45.3,322.34,35.88,70.52,32.28,5.1,12.06,0,4.6,9.79,157.39,37.31,98.55,169.3
7.62,111.28,81.82,116.88,5.12,26.3,0,2.17,91.62,45.19,321.74,35.85,70.57,32.19,5.4,12.18,0,4.54,9.9,156.52,37.25,99.98,172.25
7.94,111.77,81.45,115.38,5.17,26.16,0,2.16,90.69,45.83,325.97,36.5,72.01,32.44,5.41,12.17,0,4.66,9.89,154.55,36.65,98.92,173.9
7.69,111.33,81.77,112.94,5.15,26.2,0,2.14,90.46,42.41,330.16,36.61,72.01,32.37,5.28,12.28,0,4.58,9.93,155.05,36.84,99,174
7.9,113.33,82.95,114.01,5.22,26.46,0,2.12,91.77,43.58,330.08,36.62,72.25,32.38,5.31,12.14,0,4.55,9.88,156.28,37.26,99.71,174.8
7.97,113.86,82.37,112.79,5.17,26.4,0,2.14,91.7,43.33,332.45,36.93,72.76,32.58,5.44,12.37,0,4.64,9.84,156.29,37.34,99.83,177.7
7.91,113.96,81.99,113.06,5.18,26.42,0,2.12,91.93,42.79,337.44,38.24,74.51,32.6,5.42,12.35,0,4.51,9.85,155.81,37.54,100.04,178
7.83,113.05,81.55,114.06,5.24,26.34,0,2.11,92.32,43.1,332.3,37.42,73.43,32.14,5.49,12.48,0,4.53,9.86,150.97,36.28,98.08,173.05
7.83,108.11,78.63,111.28,5.14,25.82,0,2.12,89.61,39.08,334.38,37.66,73.37,32.66,5.42,12.34,0,4.39,9.76,145.27,35.68,94.65,170.6
7.8,109.04,78.45,112.06,5.11,25.7,0,2.05,89.76,39.16,335.11,37.22,72.47,32.29,5.4,12.26,0,4.41,9.73,146.05,36.02,95.61,173
7.61,110.82,78.35,112.23,5.19,25.76,0,2.07,89.99,38.4,329.11,37,72.43,32.34,5.52,12.18,0,4.35,9.67,148.86,36.06,95.52,175
7.59,111.49,79.06,112.52,5.28,25.67,0,2.06,90.77,39.39,339.98,37.67,74.29,32.42,5.48,12.16,0,4.42,9.64,147.99,35.96,95.47,174.4
7.54,111.96,79.22,112.9,5.22,26.27,0,2.07,89.45,39.23,341.09,37.69,74.25,32.16,5.52,12.09,0,4.4,9.66,149.83,35.48,97.12,175.75
7.46,111.8,79.33,113.46,5.3,26.64,0,2.06,89.22,39.2,351.6,38.32,74.78,31.91,5.55,12.13,0,4.35,9.69,151.05,36.5,98.11,174.95
7.56,112.75,80.74,116.36,5.36,26.82,0,2.01,90.46,39.48,351.79,38.18,75.14,31.77,5.45,11.96,0,4.39,9.77,152.84,36.7,99.03,173.5
7.55,112.32,80.75,117.11,5.33,26.76,0,1.97,91.62,39.88,340.52,37.05,73.06,30.96,5.47,11.86,0,4.25,9.89,153.43,36.33,99.4,172
7.52,114.22,81.73,117.11,5.37,27.27,0,1.99,93.4,40.67,346.88,37.75,75.73,31.25,5.52,11.88,0,4.29,9.96,155.21,36.46,99.88,171.75
7.56,113,81.7,116.59,5.27,27.02,0,2.05,93.01,41.03,346.15,36.94,75.5,31.01,5.51,11.8,0,4.27,9.9,155.6,35.82,98.79,169.25
7.5,112.21,81.12,116.82,5.26,26.99,0,2.02,92.08,41.85,341.59,36.81,73.05,30.94,5.48,11.61,0,4.27,9.96,156.26,36.11,97.48,169.2
7.58,114.03,81.43,118.03,5.29,26.99,0,2,92.55,41.57,341.33,36.92,73.11,31.05,5.53,11.81,0,4.4,10.18,157.72,36.29,97.82,170.25
