"A.TWEX.PB.","B.ABI.PB.","H.HB.PB.","F.RCD.PB.","I.CPR.PB.","DGE.PB.","K.BBCA.PB.","K.CHRE.PB.","DK.CAB.PB.","DK.RBR.PB.","CN.KCM.PB.","CN.YWU.PB.","CN.JYB.PB.","CN.TTB.PB.","IN.MLC.PB.","IN.UBB.PB.","MX.BEC.PB.","BR.AVS.PB.","CL.CVZ.PB.","U.STZ.PB.","U.BF.B.PB.","U.TAP.PB.","U.SAM.PB."
7.75,50.07,93.99,162.08,8.75,35.42,2.91,5.73,135.17,85.92,1556.3,189.53,115.52,83.7,8.55,14.62,4.75,3.79,8.84,185.77,64.52,35.06,555.67
7.94,51.67,95.14,165.77,9.01,36,2.89,5.96,136.59,87.07,1608.08,197.35,127.07,82.09,8.49,14.99,4.72,3.74,9.01,185.8,64.42,35.34,556.97
8.02,51.75,95.21,164.22,8.9,35.32,2.9,6.01,137.27,87.53,1605.49,196.54,129.28,81.8,8.38,14.79,4.7,3.74,8.91,186.46,64.62,35.78,548.66
8.08,53.63,96.43,165.66,9.09,36.21,2.98,5.86,137.18,87.75,1666.4,200.82,138.51,80.47,8.4,15.07,4.64,3.79,9.21,186.48,64.71,35.66,554.88
8.24,53.72,96.38,163.47,9.16,35.84,2.96,5.89,137.09,87.6,1758.07,210.26,140.49,82.91,8.45,14.95,4.6,3.81,9.19,182.47,64.17,34.66,581.4
8.24,53.26,96.48,162.49,9.2,36.09,3.03,5.93,136.38,87.63,1751.13,211.8,138.72,81.63,8.85,15.12,4.45,3.89,9.2,183.46,64.04,34.74,587.46
8,52.18,95.72,161.97,9.36,35.48,3.04,5.92,135.26,89.92,1776.8,212.18,139.57,81.24,8.92,15.19,4.49,3.87,9.11,182.39,63.29,33.25,593.62
7.64,54.41,97.45,162.31,9.39,36.25,2.94,5.84,143.16,93.07,1784.99,215.58,139.61,81.48,9.11,14.65,4.42,3.92,8.96,184.85,64.79,34.64,603.66
7.9,54.24,98.02,163.7,9.33,36.55,3.04,6.12,144.33,93.69,1855.96,227.26,143.72,84.2,8.98,14.37,4.3,3.7,8.58,179.69,64.67,34.31,589.63
8.27,53.38,97.45,162.2,9.25,36.44,3.15,6.21,143.71,93.38,1835.13,230.06,143.81,86.38,8.8,14.31,4.27,3.68,8.64,179.18,66.2,35.08,621.81
8.14,54.73,99.89,163.06,9.46,37.37,3.1,6.37,146.81,94.59,1825.28,233.25,149.35,90.18,8.55,14.26,4.27,3.78,8.55,182.57,66.17,35.77,640.38
8.12,54.6,97.91,161.68,9.44,36.95,2.94,6.12,146.87,94.41,1681,217.66,143.38,81.56,8.66,13.94,4.25,3.71,8.52,181.24,66.71,36.06,630.78
8.11,54.15,96.68,160.41,9.35,36.99,3.03,6.48,145.11,94.93,1716.46,213.92,133.76,84.89,8.62,14.07,4.27,3.74,8.53,180.61,67.46,36.08,643.58
8.01,54.19,97.24,161.22,9.42,36.69,3.06,6.28,144.55,96.11,1704.91,210.04,133.51,83.41,8.55,14.04,4.27,3.73,8.45,177.56,66.21,35,650.05
8.11,56.1,97.95,164.85,9.53,37.02,3.14,6.44,145.91,98.37,1737.03,214.11,138.97,85.15,8.45,14.02,4.36,3.88,8.28,180.69,67.11,35.85,653.18
8.33,54.24,96.34,161.91,9.4,36.5,3.01,6.36,145.72,97.56,1747.74,217.57,141.1,87.05,8.51,14.13,4.38,3.88,8.23,179.48,67.52,35.78,663.93
8.18,54.65,96.52,165.89,9.57,37.47,3.1,6.76,146.47,99.33,1745.57,218.79,140.92,88.56,8.71,14.27,4.59,3.8,8.24,178.99,68.46,36.53,658.06
8.12,54.16,95.32,166.06,9.41,36.72,3.04,6.62,144.61,96.66,1661.52,209.74,135.54,83.66,8.51,14.26,4.56,3.94,8.41,179.85,68,36.48,828.33
7.95,52.89,94.75,166.18,9.36,36.57,3.07,6.84,144.52,98.96,1689.9,212.56,140.07,83.82,8.5,14,4.94,4.04,8.34,178.81,68.85,36.14,814
7.97,54.72,96.96,167.04,9.8,37.31,3.24,6.92,144.92,99.23,1739.32,222.88,141.18,86.81,8.39,13.82,4.84,3.98,8.55,179.52,68.31,36.32,817.53
7.92,55.11,98.6,171.54,10.05,37.78,3.27,6.87,146.13,100.63,1741.4,223.89,140.81,87.53,8.23,13.69,4.65,4,8.53,181.61,69.21,36.73,816.48
8.13,55.87,96.34,170.85,9.81,37.57,3.43,6.89,146.47,99.67,1749.72,225.29,142.28,88.06,8.19,13.64,4.58,3.84,8.55,180.88,69.19,37.44,796.08
7.85,53.17,94.82,168.31,9.81,36.78,3.6,6.91,143.53,98.83,1747.84,226.53,140.66,86.43,8.29,13.62,4.8,3.67,8.32,178.15,69.32,37.5,810.43
7.84,53.4,92.9,173.04,9.85,37.82,3.55,6.9,143.93,98.49,1737.24,226.76,139.85,85.76,8.18,13.46,4.75,3.62,8.23,173.28,69.05,36.8,816.82
7.97,54.85,91.61,170.96,9.83,35.74,3.44,6.93,143.16,97.75,1739.3,224.76,140.2,84.39,8.19,13.42,4.71,3.54,8.28,171.69,68.38,36.75,829.45
7.8,54.36,90.48,169.06,9.9,34.45,3.48,6.98,143.93,98.92,1736.85,226.5,139.34,84.47,8.33,13.64,4.63,3.48,8.11,173.43,67.53,36.5,842.65
7.85,53.09,88.43,166.64,9.72,33.82,3.43,6.93,141.52,98.31,1705.95,219.77,136.63,82.07,8.29,13.66,4.65,3.5,8.15,171.14,67.61,36.56,844.44
7.97,52.7,88.22,166,9.8,33.72,3.37,6.88,141.64,98.49,1698.7,215.85,136.72,80.13,8.37,13.77,4.58,3.52,8.09,172.26,68.68,37.26,825.59
8.07,53.32,89.17,165.83,9.81,33.72,3.34,6.75,140.03,96.39,1701.71,214.49,135.75,80.02,8.49,13.77,4.56,3.5,8.02,171.46,69.38,37.9,794.17
8.14,55.35,90.48,166.18,9.87,33.75,3.49,6.84,142.23,98.74,1710.69,217.66,135.45,79.61,8.33,13.82,4.58,3.54,7.99,172.87,69.62,38.21,797.36
8.35,55.61,91.73,167.27,10.04,34.98,3.51,6.64,145.57,99.57,1694.48,215.03,132.67,77.8,8.31,13.71,4.62,3.56,8.23,175.5,71.21,38.43,818.95
9.35,55.29,91.49,168.6,10.03,34.81,3.49,6.68,137.89,98.89,1702.86,215.48,133.53,77.71,8.45,14.09,4.64,3.49,8.2,176.62,71.49,37.8,843.72
9.29,55.08,89.83,164.68,9.88,34.19,3.57,6.75,136.81,96.73,1729.94,221.73,136.25,78,8.32,13.72,4.54,3.5,8.06,176.03,71.15,37.67,817.49
8.98,54.65,89.83,169.52,9.92,34.61,3.51,6.94,135.39,97.38,1760.01,229.12,137.53,80.39,8.36,13.86,4.35,3.4,8.02,173.69,72.05,37.74,836.51
7.73,55.13,89.63,167.62,9.84,34.54,3.52,6.98,134.83,95.24,1775.77,229.73,136.33,82.74,8.4,14.31,4.44,3.45,7.92,178.11,72.47,37.76,843.31
7.07,56.35,90.6,169.69,9.96,34.7,3.58,6.89,138.23,104.53,1756.9,231.4,136.01,83.95,8.43,14.47,4.54,3.39,7.86,179.92,72.73,37.85,845.87
7.18,54.99,89.56,167.5,9.88,34.11,3.44,6.69,135.82,103.57,1733.07,225.42,132.8,80.6,8.32,14.61,4.4,3.4,7.87,178.36,72.3,37.16,852.63
7.24,54.23,88.87,165.54,9.83,34.01,3.48,6.72,134.37,102.67,1745.57,227.46,135.29,85.39,8.33,14.81,4.25,3.42,7.87,179.29,72.09,36.8,883.25
7.13,56.02,91.17,169.12,10,34.48,3.54,6.82,136.62,103.35,1766.74,234.33,137.44,85.4,8.3,15.02,4.32,3.4,7.88,181.49,72.81,38.03,891
7.05,56.31,90.39,169.41,9.96,34.15,3.51,6.52,138.82,103.13,1798.69,245.38,141.83,85.6,8.25,15.07,4.34,3.37,7.84,180.18,72.49,37.62,874.78
7.1,57.58,90.69,170.21,10.06,33.47,3.45,6.59,137.89,104.68,1798.59,246.46,137.78,86.01,8.2,15.04,4.31,3.35,7.63,181.36,72.75,37.49,882.92
6.84,57.86,91.15,169.41,9.92,33.38,3.43,6.63,137.34,104.34,1802.84,247.96,137.51,91.26,8.13,14.96,4.32,3.35,7.71,182.65,72.87,37.57,889.99
6.82,57.18,90.39,167.73,9.77,32.96,3.43,6.77,134.89,102.48,1829.92,250.48,147.51,94.78,8.34,14.83,4.36,3.36,7.65,185.37,73.59,37.89,878.43
6.75,56.27,89.44,165.48,9.9,32.11,3.34,6.46,135.73,100.87,1860.66,249.95,146.95,90.99,7.77,14.48,4.44,3.25,7.74,184.4,73.14,37.62,882.07
6.75,55.84,87.5,163.12,10.13,32.04,3.28,6.44,133.72,101.71,1876.73,246.05,145.39,89.83,8.02,14.38,4.52,3.33,7.77,185.94,72.6,37.01,880.5
6.78,57.67,89.07,167.27,10.47,33.22,3.35,6.54,134.61,102.95,1869.51,244.75,143.91,87.95,8.13,15.46,4.49,3.37,7.61,188,79.88,37.91,856.31
6.94,57.91,90.23,167.96,10.25,33.14,3.32,6.49,136.93,103.57,1867.42,248.54,154.21,88.88,8.28,16.46,4.5,3.33,7.66,190.53,79.27,38,813.3
6.6,56.75,88.52,162.95,10.12,32.79,3.24,6.42,135.05,101.4,1843.46,239.78,150.82,84.88,8.11,16.04,4.44,3.33,7.57,191.44,80.09,38.31,810.38
6.64,56.9,88.15,164.56,10.39,33.41,3.17,6.2,136.01,102.92,1795.03,236.3,149.71,81.63,7.98,15.81,4.56,3.3,7.53,189.13,79.26,38.07,801.59
6.67,54.98,88.01,162.14,10.34,34.15,3.22,6.26,133.9,100.78,1782.18,231.14,142.69,80.2,7.82,15.43,4.34,3.26,7.67,187.76,78.95,37.76,791.01
6.63,55.72,88.77,163.7,10.45,34.75,3.22,6.22,133.44,100.69,1757.94,226.01,138.35,78.09,7.87,15.46,4.33,3.26,7.59,189.81,81.11,37.52,801.11
6.64,56.07,89.35,164.1,10.4,34.6,3.13,6.26,134.46,100.53,1776.6,232.46,139.37,78.36,7.84,15.16,4.45,3.25,7.69,188.66,79.55,35.6,831.14
6.61,54.95,89.28,164.16,10.53,34.57,3.21,6.32,132.29,101.62,1804.73,237.33,141.85,79.95,7.78,15.09,4.49,3.18,7.43,188.86,79.28,35.09,851.51
6.64,54.94,89.67,164.1,10.53,34.55,3.26,6.4,133.25,100.6,1839.3,239.63,142.32,81.19,7.78,14.98,4.47,3.32,7.5,195.21,79.44,35,865.99
6.58,55.34,89.9,164.56,10.67,34.91,3.17,6.54,133.87,100.81,1833.06,239.89,142.96,82.11,7.72,14.93,4.45,3.4,7.41,196.58,78.93,34.29,875.31
6.63,55.79,89.6,162.6,10.76,34.55,3.24,6.57,134.64,101.62,1796.71,235.39,140.78,81.91,7.82,14.72,4.45,3.32,7.39,193.2,77.93,34.55,859.1
6.54,56.51,90.34,161.33,10.79,34.27,3.14,6.48,137.43,102.92,1739.86,231.89,137.43,79.05,7.86,14.85,4.49,3.47,7.41,192.19,77.14,35.05,879.67
6.47,56.08,91.2,159.72,10.82,33.74,3.14,6.4,134.37,100.53,1764.93,239.05,138.86,79.36,7.75,14.52,4.54,3.38,7.42,187.82,76.31,34.31,880.58
6.47,53.15,87.76,157.35,10.57,32.65,3.05,6.31,129.07,99.61,1735.99,234.24,137.24,78.01,7.36,13.9,4.47,3.36,7.43,185.06,75.81,33.58,879.52
6.46,53.26,87.27,155.97,10.67,32.8,2.96,6.15,130.03,99.57,1734.82,232.15,135.5,77.37,7.34,13.74,4.52,3.38,7.43,188.43,76.13,33.73,913.35
6.5,52.67,87.3,156.32,10.77,32.99,2.98,6.16,130.09,99.02,1718.47,228.41,134.56,77.23,7.28,13.76,4.48,3.29,7.42,186.6,75.34,33.08,897.87
6.58,51.64,86.65,155.57,10.79,32.96,2.98,6.07,130.34,99.26,1696.95,225.28,130.19,75.41,7.05,13.09,4.67,3.35,7.41,181.87,74.73,33.02,868.68
6.58,51.93,86.12,152.57,10.51,33.12,2.95,6,130,99.73,1702.98,226.19,131.08,76.55,7.28,13.57,4.63,3.39,7.39,181.77,74.45,32.65,876.81
6.48,53.96,89.07,156.78,10.85,35.14,2.92,6.03,132.79,102.89,1729.94,229.27,131.27,74.46,7.53,13.81,4.6,3.29,7.33,185.45,75.63,33.57,898.6
6.61,53.39,88.24,156.72,10.76,34.71,2.9,5.97,131.8,105.77,1720.89,228.85,130.47,75.07,7.28,13.56,4.66,3.26,7.16,187.52,75.22,33.53,880.68
6.53,53.31,87.5,156.95,10.74,34.81,2.89,6.07,132.88,101.52,1737.67,230.16,129.86,78.22,7.35,13.74,4.76,3.31,7.29,189.39,75.29,33.55,883.91
6.48,52.81,87.18,156.32,10.8,35.08,2.84,6.15,134.15,102.11,1745.46,227.64,127.75,80.48,7.43,13.71,4.7,3.36,7.27,184.6,75.47,32.78,873.3
6.4,52.82,87.64,155.22,10.8,35.24,2.83,6.16,134.43,101.46,1736.7,223.82,124.54,81.38,7.46,13.58,4.76,3.31,7.3,185.6,75.63,34.03,880.1
6.55,53.95,88.17,157.24,10.78,35.22,2.92,6.16,136.04,100.87,1720.57,220.4,121.35,81.28,7.48,13.66,4.59,3.38,7.17,183.58,76.39,34.94,884.36
6.53,56.28,88.75,155.8,10.67,35.19,3.1,6.2,135.82,101.77,1706.29,219.17,119.32,80.51,7.51,13.9,4.61,3.52,7.19,180.54,76.14,34.91,896.49
6.66,57.26,91.82,157.87,10.72,35.44,3.15,6.29,134.18,100.66,1703.03,221.92,119.56,79.43,7.55,13.62,4.63,3.57,7.15,181.43,77.12,35.67,916.18
6.72,58.04,93.87,157.87,10.71,35.55,3.21,6.17,137.46,100.44,1720.01,230.44,123.21,78.38,7.43,13.76,4.75,3.61,7.11,185.12,77.96,36.79,921.09
6.7,58.24,93.27,159.14,10.8,35.45,3.31,6.01,137.52,100.94,1766.4,237.02,131.38,77.72,7.44,14.12,4.94,3.59,7.19,186.65,78.38,36.11,918.19
6.66,58.69,93.76,160.99,11,35.32,3.2,5.87,139.72,103.38,1823.27,251.77,144.51,78.21,7.56,13.81,4.91,3.59,7.14,187.01,78.94,35.64,948.04
6.73,56.98,93.06,162.49,11.03,35.47,3.11,5.83,139.04,102.14,1811.18,252.33,157.46,79.67,7.49,13.85,4.91,3.63,7.11,187.44,78.09,35.34,972.2
6.76,56.62,91.93,162.08,10.96,35.23,3.05,5.87,138.11,101.87,1800.77,249.34,159.12,77.23,7.45,13.83,4.86,3.65,7.07,183.11,77.45,35.4,963.55
6.81,53.94,90.09,159.14,10.81,34.5,3,5.92,135.79,100.26,1796.6,248.82,158.29,79.14,7.18,13.82,4.86,3.55,7.11,181.55,76.25,35.56,947.21
6.69,54.69,91.08,163.18,10.9,34.87,3.03,5.95,134.06,100.29,1783.06,246.7,159.73,78.53,7.26,13.9,4.87,3.51,7.09,181.46,75.94,35.39,943.71
6.69,55.97,90.9,164.1,10.78,34.49,3.06,5.9,135.08,99.85,1768.57,245.8,158.3,77.62,7.33,13.75,4.78,3.47,6.9,180.48,74.34,34.7,932
6.55,55.73,91.43,164.91,10.84,34.55,3.15,6.08,135.11,101.12,1805.97,250.97,164.67,78.84,7.32,13.74,4.76,3.54,6.98,180.33,74.47,34.7,914
6.61,54.07,90.13,162.49,10.51,33.64,3.17,6.1,130.28,97.78,1805.28,251.81,164.82,81.13,7.4,13.7,4.77,3.53,6.93,179.63,74.74,34.59,911.07
6.55,54.37,91.38,168.83,10.67,34.02,3.17,6.05,130.12,98.06,1813.27,251.76,174.78,81.97,7.36,13.69,4.71,3.58,6.89,178.4,75.18,35.3,918.08
6.53,55.92,93.57,170.56,10.65,34.52,3.15,6.02,131.86,99.76,1786.53,246.45,170.2,84.32,7.52,13.65,5.03,3.67,6.9,179.46,74.38,35.68,1091.1
6.61,55.17,93.22,168.83,10.44,34.15,3.13,6.08,130.65,98.83,1711.2,242.27,174.45,82.28,7.38,13.39,4.98,3.75,6.95,174.96,72.76,34.89,1046.09
6.56,54.2,92.28,166.87,10.61,34.19,3.09,6.17,129.47,98.86,1692.45,243.19,174.71,82.86,7.37,13.08,4.97,3.62,6.64,172.24,72.29,33.8,1077.65
6.59,52.17,89.37,161.33,10.33,33.29,3.05,6.29,127.52,96.29,1733.91,249.93,177.33,86.65,7.3,12.87,4.96,3.53,6.56,165.01,69.62,32.95,1060.36
6.64,52.44,88.29,159.66,10.15,32.82,2.97,6.5,127.25,96.6,1745.57,260.38,175.31,91.08,7.2,12.9,4.84,3.41,6.45,165.84,69.62,33.35,1057.15
6.66,51.39,87.87,159.55,10.33,32.81,2.92,6.16,125.11,96.6,1739.33,254.45,175.03,82.51,7.18,13.2,4.71,3.22,6.53,165.17,69.73,35.28,1039.18
6.71,51.8,88.4,161.45,10.16,32.93,2.8,5.96,126.19,97.13,1743.5,255.88,182.43,83.44,7.19,13.19,4.59,3.27,6.15,176.36,70.8,37.52,1038.74
6.53,53.61,89.67,164.16,10.27,33.59,2.88,6.03,128.11,97.9,1765.23,260.79,182.52,82.73,7.26,13.29,4.6,3.38,6.04,184.83,72.9,38.68,1002.4
6.34,53.95,91.4,168.19,10.47,34.79,2.85,6.1,131.77,101.52,1770.13,263.49,183.41,83.89,7.28,13.23,4.79,3.39,6.17,180.85,73.82,37.27,1023.34
5.82,54.98,94.91,169.98,10.62,34.9,2.94,6.24,133.22,102.42,1793.37,270.18,183.05,85.08,7.6,13.57,4.87,3.52,6.39,183.47,75.04,38.24,1025.23
6.38,54.96,93.69,170.15,10.69,34.7,2.89,6.25,132.72,102.92,1771.17,270.05,181.27,83.96,7.73,13.5,4.92,3.5,6.57,185.78,75.27,38.31,1061.03
6.58,61.22,103.83,181.57,11.03,38.1,2.92,6.52,141.92,105.89,1814.58,281.2,186.42,84.8,7.93,13.94,4.95,3.75,7.1,200.57,76.96,41.15,946.83
6.59,65.27,107.41,184.63,11.06,39.08,3.26,6.94,146.56,108.33,1817.25,284.03,189.35,87.37,8.04,15.03,4.93,4.02,7.49,200.56,78.67,42.8,916.9
6.87,65.54,105.15,185.43,11.36,38.96,3.11,6.78,149.19,109.85,1803.22,280.06,186.43,87.42,8.09,14.79,4.88,3.93,7.47,194.29,78.53,42.36,957.66
6.83,64.72,104.41,183.07,11.17,38.73,3.16,6.85,148.2,106.94,1806.8,278.75,187.33,90.14,7.94,14.57,4.91,3.86,7.51,194.9,77.82,42.2,955.68
6.7,64.06,104.13,183.01,11.1,38.12,3.16,6.87,146.41,106.76,1775.77,275.96,182.23,88.46,7.89,14.56,5.17,3.99,7.55,202,79.57,44.14,937.53
6.91,66.01,106.97,186.47,11.26,39.89,3.35,7.11,150.4,109.79,1801.86,284.32,187.32,90.22,7.89,14.58,5.2,4.06,7.47,205.99,81.19,44.92,945.7
7.29,65.14,106.44,185.61,11.26,39.33,3.24,6.93,149.07,109.26,1786.44,280.27,182.28,89.22,7.98,14.75,5.13,4.08,7.88,205.14,81.22,45.13,963.46
7.33,64.76,106.03,186.82,11.17,39.1,3.28,7.04,148.11,108.33,1763.74,274.66,185.94,88.29,8.01,14.66,5.2,3.92,7.86,203.54,79.15,43.53,917.38
7.23,63.62,104.02,185.49,11.04,39.1,3.46,7.35,146.9,106.85,1791.59,275.69,184.35,90.64,8.15,14.95,5.15,3.89,7.89,204.14,80.1,44.05,930.14
7.22,63.22,102.75,178.8,10.9,38.77,3.52,7.55,146.34,105.55,1791.35,279.6,185.28,94.92,8.17,15.54,5.07,3.8,7.74,200.51,79.83,43.55,937.52
7.32,64.03,103.12,179.84,11.01,38.33,3.73,7.82,145.07,103.17,1864.52,283.89,181.3,96.93,8.08,15.4,5.1,3.87,7.81,201.46,80.1,44.11,929.02
7.5,66.56,103.63,178.69,10.83,38.12,3.62,7.76,144.49,101.12,1836.7,283.03,194.19,97.9,8.03,15.26,4.95,3.9,7.74,207.8,81.75,47.04,892.47
7.72,65.69,102.59,179.03,10.98,38.67,3.51,7.46,143.93,99.57,1798.56,273.88,182.88,91.43,7.83,14.89,4.98,3.83,8.16,204.7,81.16,46.48,903.15
7.6,65.74,102.01,179.78,10.95,38.46,3.54,7.64,143.56,100.26,1806.38,271.4,183.45,91.57,7.94,14.92,5.09,3.81,7.87,203.18,81.05,46.49,903.67
7.1,66.02,102.77,184.17,11.01,38.52,3.56,7.63,144.73,100.44,1810.04,273.18,189.04,92.89,7.8,14.69,5.04,3.78,8.1,204.52,81.1,46.69,901.64
6.26,64.42,102.06,184.51,11.18,37.82,3.42,7.34,143.93,100.87,1785.05,264.54,185.39,94.76,7.88,15.11,5.01,3.69,7.78,205.79,80.75,45.96,929.67
6.15,64.95,103.1,186.41,10.9,38.44,3.51,7.66,143.71,100.81,1809.09,268.7,185.28,94.78,8.07,15.5,4.98,3.87,7.66,205.73,81.57,46.25,966.53
6.32,64.71,103.9,183.36,10.92,38.4,3.58,7.89,144.83,101.25,1810.15,271.37,186.42,94.76,8.12,15.17,5.06,3.92,7.72,204.99,79.85,45.28,921.16
6.4,65.67,103.67,182.96,10.9,38.03,3.55,8.08,144.64,101.46,1820.77,272.49,190.2,97.08,8.16,15.26,5,3.88,8.23,209.95,78.57,46.66,932.48
6.63,66.91,104.83,181.92,10.93,38.51,3.46,8.16,145.32,102.05,1867.54,278.27,205.04,100.15,8.26,15.53,5.03,3.89,8.1,213.73,79.77,47.53,933.26
6.72,66.78,104.96,181.51,10.95,39.08,3.44,8.03,144.3,101.65,1887.21,281.46,203.64,102.61,8.39,15.58,5.08,3.94,8.28,212.04,80.36,47.66,936.2
6.74,66.84,103.72,180.88,10.89,38.64,3.35,8.05,143.93,102.73,1926.01,283.29,205.36,102.23,8.36,15.83,5.16,3.98,8.4,213,78.91,47.89,940
6.75,67.15,104.53,181.57,10.75,38.86,3.38,8.38,147.02,103.41,1916.25,280.89,203.43,102.09,8.32,16.3,5.07,4.03,8.44,209.22,76.74,48.08,936.23
6.65,67.3,105.82,183.13,10.91,39.43,3.39,8.27,145.91,103.04,1908.57,278.78,208.8,102.77,8.47,16.24,5.08,4.15,8.42,207.05,76.15,48.21,947.83
6.88,65.96,104.85,182.78,10.82,39.52,3.43,8.46,146.16,104.12,1890.98,278.4,208.82,105.32,8.45,16.48,5.01,4.1,8.07,205.24,76.37,47.29,938.43
6.86,66.42,106.05,185.2,10.8,39.33,3.42,8.64,147.71,105.39,1904.92,284.49,209.34,111.98,8.5,16.48,5.18,4.05,7.92,206.94,75.5,45.9,926.51
6.71,66.8,103.47,182.09,10.55,38.6,3.4,8.51,146.56,105.18,1891.39,282.04,206.81,111.15,8.46,16.55,5.15,4.11,8.01,212.25,76.57,46.03,929.11
6.88,66.45,103.4,182.61,10.6,38.76,3.46,8.56,146.81,104.4,1916.38,285.72,212.62,111.48,8.45,16.45,5.17,4.18,8.11,214.77,77.72,46.27,951.99
6.99,67.73,103.33,182.55,10.69,38.6,3.32,8.55,149.56,104.96,1942.95,289.34,222.36,108.21,8.31,16.21,5.14,4.24,8.03,217.8,78.82,45.96,957.58
6.88,66.9,103,181.46,10.67,38.73,3.3,8.51,149.38,104.71,1921.58,288.35,220.98,105.13,8.39,16.2,5.18,4.19,8.1,218.65,79.37,45.5,964.5
6.83,65.33,100.79,178.63,10.59,38.46,3.28,8.5,146.16,103.51,1918.67,293.61,223.91,103.94,7.92,15.41,5.32,4.07,7.86,214.46,78.67,44.58,963.12
6.7,66.18,101.8,180.94,10.61,38.98,3.22,8.55,146.78,105.02,1959.08,294.09,232.64,104.78,7.93,15.58,5.19,4.1,8.06,212.87,77.69,44.41,1023.19
6.79,67.51,102.24,181.28,10.6,38.52,3.17,8.75,146.9,106.11,1917.94,289.84,228.08,103.94,8.04,16.2,5.31,4.1,7.78,215.48,77.55,45.39,1024.04
6.84,67.14,102.93,181.28,10.56,38.27,3.23,8.89,147.21,106.35,1906.17,286.75,227.77,101.95,8.12,16.11,5.27,4.09,7.64,215.84,78,45.45,1012.01
6.87,67.02,102.28,181.78,10.57,38.81,3.23,8.96,148.37,106.63,1905.96,287.37,228.4,102.06,8.24,16.38,5.28,4.11,7.62,217.35,78.09,45.38,1004.87
6.89,67.36,102.57,183.36,10.71,39.62,3.17,9,150.46,107.81,1950.66,297.82,236.41,102.17,8.27,16.63,5.32,4.17,7.67,218.46,78.33,45.47,992.23
6.89,67.54,105.1,185.67,10.91,39.99,3.13,9.09,152.5,109.7,1944.5,292.66,234.9,103.23,8.14,16.37,5.31,4.21,7.66,217.44,78.94,45.53,977.92
6.87,66.91,104.92,184.51,10.77,39.28,3.24,9.23,151.33,109.51,2013.24,298.78,241.61,103.79,8.22,16.53,5.32,4.13,7.6,218.22,78.67,45.24,996.63
6.84,65.74,105.19,180.82,10.71,37.8,3.28,9.16,149.66,109.2,2080.88,303.96,245.78,103.52,8.24,16.91,5.3,4.07,7.64,219.01,79.42,45.18,994.29
6.91,65.72,105.29,181.77,10.73,37.95,3.21,9.27,148.83,109.16,2077.83,303.77,247.22,103.66,8.27,16.85,5.28,4.05,7.58,218.29,78.95,45.24,966.9
6.99,65.94,104.8,182.9,10.62,38.72,3.22,9.48,149.35,109.02,2079.89,310.4,257.23,106.72,8.32,16.87,5.28,4.09,7.55,216.62,78.03,45.65,952.28
6.98,65.94,104.11,179.15,10.35,38.68,3.37,9.58,150.12,107.75,2144.88,333.25,274.65,112.47,8.28,16.83,5.28,4.17,7.74,216.9,77.9,46.99,968.86
6.83,67.75,104.39,176.56,10.26,38.7,3.32,9.46,147.09,104.34,2185.09,341.93,267.25,113.47,8.37,17.41,5.27,4.24,7.59,224.31,77.53,49.24,972.03
6.69,67.35,105.75,179.5,10.19,39.26,3.27,9.23,145.94,104,2228.83,343.69,266.63,114.16,8.78,17.85,5.33,4.24,7.98,228.75,77.55,49.15,1004.45
6.84,66.72,107.25,181.92,10.21,39.9,3.37,9.67,145.26,103.41,2176.74,330.15,252.53,110.79,9.01,17.8,5.34,4.37,7.92,230.22,78.42,49.5,1000.49
6.77,65.27,105.75,180.76,10.06,38.83,3.28,9.3,141.45,101.4,2186.13,313.7,237.46,108.54,9.13,17.81,5.32,4.25,8.16,226.77,77.23,49.68,933.75
6.64,65.14,103.21,180.01,10,38.41,3.27,8.99,140.93,99.88,2250.46,322.87,238.94,108.82,9.17,17.87,5.32,4.44,8.27,228.08,76.05,51.84,918.54
6.57,65.13,102.91,182.21,10.12,38.49,3.19,8.76,142.72,99.17,2253.83,317.99,224.65,104.66,9.12,18.45,5.25,4.27,8.6,224.54,75.64,52.29,922.33
6.67,65.66,104.18,179.9,10.06,38.42,3.17,8.93,142.78,98.65,2221.78,301.41,219.65,100.91,9.11,18.22,5.22,4.3,8.67,223.87,73.51,53.5,910.71
6.73,65.43,103.26,179.38,10.06,38.13,3.12,8.74,142.94,97.69,2168.42,299.63,216.11,96.99,9.01,18.46,5.11,4.21,8.69,219.96,73.92,52.54,907.22
6.78,65.8,103.26,179.15,10.2,38.06,3.12,8.78,146.16,97.19,2148.63,296.36,208.49,95.76,8.91,18.12,5.29,4.29,8.87,219.4,74.51,52.15,911.34
6.81,64.98,102.91,180.25,10.14,38.43,3.21,9.11,143.74,97.35,2092.82,293.18,198.51,91.65,8.95,18.28,5.2,4.3,8.74,222.91,74.2,52.02,917.79
6.74,64.84,103.14,177.77,10.13,38.54,3.22,9.23,146.53,99.26,2125.33,296.66,198.71,94.43,8.83,17.98,5.17,4.23,8.71,227.51,73.31,51.13,921.39
6.79,63.78,102.47,177.13,10.25,38.21,3.13,9.01,144.61,96.79,2155.4,309.27,202.2,94.43,9.02,17.81,5.17,4.12,8.83,228.68,73.18,50.64,920.01
6.82,63.17,101.55,176.5,10.16,38.2,3.09,8.87,143.74,97.25,2166.29,307.83,200.83,97.32,8.89,17.75,5.17,4,8.68,226.91,72.83,50.51,930.19
