"A.ASBX.PB.","D.RHM.PB.","I.LDO.PB.","F.CSF.PB.","BA..PB.","RR..PB.","TK.ASE.PB.","IS.ESLT.PB.","U.NOC.PB.","U.RTX.PB.","U.HII.PB.","U.LMT.PB.","X.AXON.PB.","X.MANT.PB.","U.BWXT.PB.","U.CW.PB.","X.SWBI.PB.","U.GD.PB.","U.RGR.PB.","X.POWW.PB.","U.CACI.PB.","X.HON.PB."
2.31,75.21,8.4,87.37,7.12,1.64,2.33,126.36,336.26,62.35,191.35,369.53,73.38,76.52,50.8,99.56,6.35,138.93,52.18,6.88,221.5,140.5
2.34,75.09,8.42,86.89,7.07,1.61,2.32,123.52,339.52,61.81,194.92,370.26,73.49,77.27,50.37,97.29,6.37,136.95,51.96,6.89,221.91,137.94
2.34,72.42,8.17,83.56,6.94,1.51,2.54,120.66,349,65.09,197.2,379.82,76.32,79.98,51,97.39,6.21,138.49,52.11,6.93,238.14,140.65
2.3,67.81,7.69,78.6,6.8,1.4,2.46,119.73,344.27,62.33,191.04,374.8,74.12,75.64,50.34,94.25,6.41,133.8,52.18,6.98,231.72,134.9
2.22,65.78,7.64,78.95,6.91,1.39,2.48,122.2,346.23,62.34,192.49,378.06,72.66,75.77,50.9,90.96,6.42,132.44,52.95,7.04,236.43,132.3
2.27,68.04,7.68,83.21,7.33,1.51,2.52,126.39,356.29,65.97,195.95,401.41,76.58,78.52,52.33,97.52,6.74,138.16,53.09,7.11,243.6,138.23
2.28,67.23,7.58,82.89,7.2,1.48,2.55,124.93,344.04,64.9,192.41,384.04,76.66,78.43,51.8,95.03,6.79,135.25,52.81,7.18,238.57,135.61
2.23,65.52,7.15,82.13,7.02,1.39,2.51,127.08,333.84,62.66,184.41,374.52,70.59,74.3,50.36,91.09,6.87,131.68,53.87,7.23,230.4,132.04
2.16,66.66,6.87,80.7,6.7,1.41,2.49,125.79,342,63.41,186.01,380.4,73.26,76.15,51.27,92.99,6.92,133.2,54.37,7.28,237.91,132.89
2.16,68.5,7.19,79.66,6.74,1.43,2.46,130.67,335.83,63.29,186.41,376.74,70.67,76.31,51.81,93.1,7.41,130.49,53.88,7.3,239.89,134.62
2.14,67.23,7.06,78.6,6.63,1.4,2.48,134.98,339.01,63.42,184.5,382.05,71.65,78.04,51.7,94.36,7.39,129.2,54.17,7.31,243.04,135.51
2.21,68.32,7.09,80.63,6.75,1.39,2.55,134.83,344.81,65.06,188.19,378.56,72.13,80.4,53.42,98.27,7.53,134.49,54.76,7.31,252.88,139.88
2.18,69.1,7.05,81.3,6.73,1.44,2.54,135.59,345.02,65.43,191.16,384.51,75.3,82.25,53.75,101.64,7.42,136.37,55.72,7.3,249.84,142.77
2.2,72.05,7.43,83.63,7.04,1.6,2.55,136.87,331.83,67.9,195.74,387.7,75.24,85.89,53.75,106.21,7.52,136.45,54.06,7.29,256.69,146.16
2.49,70.44,7.26,79.73,6.68,1.49,2.52,136.27,330.29,64.69,191.17,388.93,72.62,74.25,53.05,103.65,7.27,130.46,53.23,7.27,250.66,141.61
1.96,68.36,7.06,75.61,6.6,1.41,2.46,133.23,328.61,61.08,185.86,384.11,69.44,75.23,51.64,99.1,7.21,127.77,51.44,7.26,250.71,137.34
2.02,68.2,6.92,74.5,6.45,1.31,2.45,133.4,322.56,58.87,179.98,380.08,66.98,74.34,51.03,96.67,7.11,124.84,51.03,7.25,254.32,135.2
2.09,69.98,6.79,76.53,6.51,1.35,2.52,136.93,328.52,58.98,182.36,389.92,65.84,75.91,54.15,97.13,7.12,126.28,51.11,7.24,252.02,134.76
2.08,71.89,6.92,78.53,6.44,1.32,2.5,136.27,323.02,57.91,178.39,378.57,66.16,74.33,55.69,95.25,7.3,121.73,53.09,7.24,247.16,133.03
2.06,75.88,6.91,80.19,6.73,1.29,2.49,137.16,323.93,57.02,173.22,376.61,70.18,73.14,56.19,91.06,7.12,127.12,55.02,7.24,249.67,132.78
2.1,76.34,7.03,80.63,6.69,1.28,2.46,138.88,327.28,58.62,180.44,377.98,86.13,73.46,58.48,97.94,7.43,135.37,59.99,7.26,247.53,136.91
2.12,75.12,6.82,80.15,6.6,1.27,2.5,137.02,327.34,57.33,178.11,376.55,84.93,75.47,58.37,95.02,8,133.8,59.92,7.29,247.61,134.28
2.12,72.1,6.8,77.4,6.79,1.26,2.55,135.81,325.63,56.74,173.51,371.11,83.5,70.29,55.75,89.19,7.51,131.87,57.72,7.33,238.08,127.5
2.19,70.35,6.57,73.39,6.63,1.16,2.66,136.44,320.72,54.1,170.33,364.35,80.17,67.59,54.11,86.12,7.47,131.5,59.39,7.37,229.97,122.97
2.09,70.44,6.3,71.41,6.47,1.11,2.72,133.43,312.09,53.86,172.11,356.57,75.6,66.83,51.63,85.86,7.33,132.92,58.12,7.42,232.93,127.04
2.19,73.76,6.17,73.14,6.51,1.12,2.68,136.13,321.47,52.51,170.54,360.57,73.85,68,55.03,85.97,7.68,130.91,58.28,7.46,233.86,125.41
2.12,79.22,6.44,77.24,6.58,1.23,2.71,137.05,330.81,57.9,180.4,376.84,74.82,71.25,57.68,94.58,7.62,139.52,57.98,7.49,238.89,135.91
2.06,79.25,6.22,73.23,6.53,1.21,2.74,137.53,326.67,57.92,173.64,371.48,74.73,70.69,57.47,92.14,7.84,136.05,60.37,7.52,236.1,131.94
2.13,77.61,6.27,72.7,6.54,1.23,2.75,138.6,320.4,57.79,175.11,362.51,76.14,72.08,57.23,91.95,7.8,136.92,59.92,7.52,238.16,136.09
2.06,78.49,6.05,73.34,6.49,1.28,2.75,138.85,328.31,60.09,181.62,368.6,76.46,70.97,57.42,93.15,7.93,138.56,59.8,7.51,240.34,137.68
2.03,77.86,5.97,71.5,6.48,1.26,2.72,140.52,325.91,60,182.47,368.99,74.06,72.15,56.96,92.44,7.93,138.56,59.95,7.49,241.8,139.17
2.08,81.3,6.33,76.32,6.66,1.3,2.73,140.03,319.33,61.62,184.36,364.34,74.17,73.4,57.12,93.17,8.01,140.03,59.97,7.46,243.35,141.5
2.14,83.01,6.75,77.84,6.74,1.42,2.77,138.05,324.19,64.47,193.42,372.2,75.74,74.93,58.78,98.15,8.1,144.64,60.57,7.43,246.87,144.94
2.13,86.14,6.58,79.25,6.6,1.56,2.8,140.15,342.98,66.65,205.91,396.9,75.68,77.12,61.76,105.14,8.1,150.36,61.61,7.4,251.7,148.56
2.25,84,6.72,81.65,6.71,1.44,2.79,140.05,342.73,67.27,200.47,398.18,73.19,77.28,63.3,102.01,8.3,148.46,60.79,7.37,250.7,147.55
2.44,82.98,6.45,79.29,6.52,1.22,2.81,140.41,335.61,64.52,199.89,389.18,75.95,77.65,62.52,100.27,9.07,146.79,62.33,7.35,250.78,145.85
2.66,83.72,6.82,80.19,6.55,1.29,2.97,144.43,330.67,64.13,195.53,388.81,89.79,76.89,61.92,100.78,10.42,147.24,68.2,7.34,251.25,146.18
2.58,86.86,7.12,82.15,6.53,1.35,3.03,146.7,327.09,63.36,194.35,389.34,97.87,74.88,62.02,100.78,11.51,149.3,71.17,7.34,256.14,148.34
2.54,91.1,7.72,87.39,6.74,1.48,2.95,147.96,335.95,67.45,199.54,402.54,91.19,76.28,62.02,105.75,10.72,155.22,66.8,7.33,260.3,153.34
2.47,89.58,7.69,86.97,6.71,1.46,2.95,148.71,335.74,67.47,198.44,403.58,93.35,76.45,61.17,106.32,11.03,157.09,68.68,7.33,261.64,155.91
2.47,90.57,8.16,89.97,6.76,1.6,2.96,147.88,342.04,72.05,202.56,410.68,92.7,77.33,61.08,111.89,10.85,162.18,69.5,7.33,253.99,161.21
2.47,93.41,8.23,91.15,6.88,1.8,2.95,147.04,348.79,74.16,206.02,414.3,97.27,75.56,63.2,115.91,11.81,167.78,71.97,7.31,257.28,162.92
2.49,91.13,7.89,87.99,6.97,1.67,2.94,147.33,342.53,70.54,197.76,408.45,100.29,75.29,63.1,109.99,12.93,163.46,70.82,7.3,256.86,158.12
2.49,86.84,7.69,85.24,6.95,1.59,2.99,145.98,341.11,68.33,196.86,403.57,103.16,74.33,62.49,101.99,12.73,158.04,69.36,7.28,252.74,154.1
2.36,81.37,7.18,79.62,6.78,1.45,3,143.42,320.99,62.85,180.83,384.18,90,69.35,59.41,92.44,13.27,148.61,70.17,7.25,238.65,143.44
2.36,82.89,7.14,81.39,6.63,1.48,2.99,143.42,317.56,65.36,182.28,381.86,94.07,70.22,58.79,96.42,12.65,149.17,68.57,7.22,241.08,144.46
2.27,84.71,7.17,80.79,6.54,1.46,2.97,141.38,313.74,67.05,182.09,373.29,100.32,71.92,59.34,95.89,14.03,153.11,71.6,7.19,238.96,146.67
2.33,86.88,7.54,85.54,6.69,1.52,3.02,144.91,324.73,67.85,185.59,382.76,93.63,71.49,59.94,97.05,14.09,156.13,71.28,7.17,244.94,149.15
2.34,86.84,7.59,84.92,6.65,1.5,2.96,144.63,322.13,66.9,183.93,381.91,94.85,70.11,60.24,93.79,13.92,157.05,71.72,7.14,246.09,148.25
2.46,89.7,7.54,85.04,6.58,1.51,3.03,142.1,317.82,66.85,181.49,378.2,91.81,69,58.91,91.93,14.36,159.06,73.12,7.11,243.11,148.15
2.93,87.76,7.42,84.44,6.65,1.51,3.04,139.14,312.57,64.88,178.62,372.42,90.05,67.16,58.16,88.82,13.58,157.59,70.81,7.09,237.27,145.4
2.68,89.33,7.19,83.12,6.66,1.44,3,145.6,315.35,65.03,177.84,376.01,92.5,68.27,58.63,89.58,14.19,153.79,71.69,7.07,235.49,144.98
2.5,89.35,7.29,84.44,6.69,1.43,2.99,143.77,307.1,64.54,177.17,371.74,95.49,67.63,57.98,88.96,14.21,152.75,72.24,7.05,233.59,144.86
2.47,88.01,6.95,80.24,6.3,1.35,2.93,137.16,301.91,61.73,167.22,359.84,93.42,65.39,55.9,82.98,14.01,146.5,70.55,7.04,224.59,138.35
2.33,88.52,6.87,80.36,6.38,1.33,2.92,135.84,301.74,61.01,172.11,362.72,95.94,66.03,56.14,84.35,14.03,146.95,69.96,7.03,219.08,142.45
2.35,87.76,6.75,81.3,6.37,1.28,2.92,132.11,301.6,59.12,170.74,356.76,95.9,64.97,55.2,84.39,14.9,145.9,72.52,7.02,215.1,138.21
2.28,89.35,6.9,82.85,6.51,1.3,2.98,131.68,308.89,61.9,177.29,367.29,95.67,68.2,56.08,89.96,15.41,149.31,73.16,7.02,219.09,143.24
2.35,88.68,6.8,82.89,6.35,1.29,3.02,135.98,307.43,61.57,174.49,364.85,98.07,68.5,56.58,89.28,16.51,149.36,75.99,7.03,216.88,144.61
2.36,88.45,6.73,81.42,6.35,1.29,3.05,137.88,307.99,61.63,173.73,360.42,99.35,68.45,56.45,87.15,16.85,147.14,76.04,7.04,218.48,144.07
2.35,90.6,6.88,84.6,6.34,1.32,3.05,138.74,309.96,61.79,173.11,361.78,100.29,68.84,56.07,87.92,17.39,147.3,78.61,7.06,219.43,145
2.42,89.07,6.74,85.31,6.33,1.19,3,135.27,313.52,63.2,174.28,365.02,101.1,68.44,56.41,89.42,18,148.9,79.67,7.09,216.7,147.04
2.42,92.14,6.91,86.93,6.46,1.27,3.02,132.97,312.29,63.32,173.28,362.59,99.58,67.08,55.99,88.86,17.8,148.47,78.12,7.14,210.87,147.22
2.37,92.14,6.82,85.27,6.42,1.25,3.03,131.85,304.45,61.01,168.39,353.27,95.92,65.74,54.15,86.32,16.81,145.18,76.15,7.19,204.94,144.96
2.28,90.46,6.76,84.99,6.3,1.3,3,131.9,301.09,61.03,167.49,350.24,96.92,65.87,53.59,87.12,17.25,143.89,77.85,7.24,202.95,145.6
2.36,90.04,6.47,81.53,6.28,1.16,2.96,131.24,285.94,58.11,161.68,339.96,96.42,63.43,51.39,83.91,17.08,138.02,76.3,7.29,195.54,141.4
2.4,91.03,6.48,82.2,6.23,1.2,2.95,129.61,291.94,59.63,167.04,349.25,95.82,64.7,52.08,85.65,16.79,141.93,76.35,7.33,199.56,142.43
2.35,92.72,6.93,82.94,6.26,1.21,3.01,126.94,292.35,59.36,169.4,353.14,90.71,62.85,50.82,84.68,15.25,142.79,73.89,7.36,196.19,143.49
2.33,91.47,6.95,80.7,6.15,1.16,2.98,126.45,295.49,60.47,171.78,355.59,92.77,63.12,50.43,85.09,16.6,143.34,77.13,7.37,194.35,148.1
2.41,92.51,7.4,82.25,6.43,1.23,3.04,128.63,300.68,62.92,176.97,364.5,92.63,65.34,51.66,90.54,16.46,145.78,78.14,7.36,199.34,151.92
2.43,92.81,7.33,81.3,6.27,1.21,3.08,130.44,303.88,62.38,179.46,365.87,91.07,64.54,52.43,91.86,17.01,148.51,78.58,7.33,195.39,153.08
2.38,93.85,7.38,79.8,6.39,1.19,3.03,132.11,306.78,62.19,181.11,368.49,90.68,65.47,52.64,92.12,16.51,148.91,77.26,7.28,197.29,154.98
2.36,95.21,7.44,81.3,6.43,1.19,3.08,130.81,301.45,61.4,176.11,365.58,92.18,65.49,52.36,89.3,16.72,145.41,76.09,7.23,202.37,153.38
2.37,95.6,7.27,83.38,6.51,1.28,3.01,133.25,308.07,63.04,178.01,375.12,92.09,66.05,52.99,91.05,17.6,147.81,78.34,7.18,203.3,154.77
2.35,94.03,7.17,80.79,6.38,1.27,3.14,134.6,316.05,63.63,179.61,394.08,88.99,66.26,54.18,91.3,17.41,151.52,76.91,7.13,208.18,154.57
2.41,93.27,7.13,82.18,6.48,1.22,3.27,134.63,313.06,63.12,180.91,387.37,87.52,66.4,54.32,91.98,17.83,151,75.69,7.09,206.04,153.76
2.41,92.81,7.09,77.03,6.28,1.21,3.26,132.77,312.62,62.07,177.06,386.1,85.61,65.88,53.82,91.22,17.94,150.15,75.12,7.06,204.66,149.49
2.4,96.36,6.84,74.91,6.28,1.17,3.5,134.12,307.92,61.09,173.2,382.02,86.44,67.63,53.48,90,19.06,147.95,78.47,7.05,201.41,150.76
2.44,98.55,6.79,74.66,6.36,1.18,3.39,134.29,312.87,61,174.99,386.95,85.71,65.89,54.01,90.03,18.46,148.58,78.05,7.05,198.96,152
2.4,97.15,6.73,73.97,6.26,1.14,3.28,137.28,314.95,59.39,175.88,387.3,84.78,67.61,54.23,91.11,18.92,149.42,80.66,7.06,203.33,154.58
2.49,94.84,6.58,73.78,6.63,1.1,3.28,139.12,326.01,57.45,174.79,381.72,84.88,70.64,53.87,89.99,18.73,148.86,81.88,7.09,204.42,149.16
2.4,91.91,6.24,70.74,6.44,1.04,3.26,138.02,325.01,56.65,173.71,378.87,83.13,69.67,54.53,89.09,18.34,146.71,81.37,7.14,207.84,149.4
2.37,94.59,6.38,71.8,6.46,1.04,3.22,135.38,323.58,57.49,175.34,377.1,88.5,70.44,54.37,91.76,19.79,147.64,84.59,7.2,211.68,148.53
2.38,95.51,6.69,74.08,6.74,1.11,3.21,135.7,324.92,57.51,173.52,377.99,89.5,70.32,58.84,97,19.79,147.23,83.46,7.27,206.58,147.33
2.34,95.39,6.79,76.09,6.89,1.16,3.13,133.28,329.64,60.03,178.17,383.38,92.57,70.79,58.07,99.4,19.96,149.16,86.02,7.34,205.48,150.8
2.43,93.89,6.75,75.81,6.66,1.14,2.84,134.09,326.27,59.87,162.79,379.66,91.52,70.93,56.39,99.69,19.69,149.13,85.4,7.41,206.28,152.53
2.38,92.95,6.77,75.63,6.67,1.14,3.12,134.12,329.27,61.23,167.89,385.61,83.87,72.19,57.35,103.03,20.22,152.95,87.55,7.47,210.88,155.11
2.38,90.41,6.98,77.08,6.8,1.19,3.35,133.25,335.47,64.23,168.89,389.26,83.12,73.36,58.95,106.88,20.51,156.6,89.43,7.52,211.08,159.43
2.38,92.09,7.21,82.5,6.92,1.23,3.37,133.23,341.86,64.25,168.45,391.87,79.22,74.58,59.16,108.61,19.19,158.85,84.74,7.54,212.52,160.32
2.39,91.26,7.23,81.79,7.04,1.22,3.3,134.78,339.5,64.29,164.21,392.51,79.76,75,58.44,107.85,19.22,156.4,87.46,7.54,214.07,159.98
2.38,90,7.08,81.3,7.02,1.21,3.27,134.09,338.62,63.3,164.13,389.23,80.4,74.5,58.08,106.87,19.78,154.91,82.98,7.52,224.94,158.98
2.37,89.44,6.9,79.89,7.01,1.16,3.21,138.42,342.12,63.64,166.85,391.48,79.56,75.51,59.14,108.16,19.26,156.42,80.94,7.49,229.48,160.28
2.4,90.76,6.73,78.99,7.03,1.16,3.32,138.42,339.65,62.77,163,388.76,79.72,74.84,58.48,106.19,18.54,153.73,78.86,7.46,229.6,158.76
2.44,91.93,6.78,77.22,7.07,1.15,3.29,137.59,337.57,62.1,162.28,390.12,79.32,73.96,58.17,103.14,18.46,153.03,78.55,7.42,225.87,157.34
2.57,90,6.92,78.37,7.06,1.18,3.33,133.97,338.01,61.64,162.77,390.05,80.96,74.37,58.3,102.46,17.61,152.45,76.35,7.4,228.42,156.9
2.52,88.4,6.79,78.42,6.94,1.15,3.29,130.81,336.5,60.99,159.54,387.71,81.76,73.8,57.42,101.78,17.31,150.93,74.76,7.39,228.63,156.16
2.64,88.17,6.7,77.96,6.96,1.16,3.23,134.35,337.86,60.25,158.63,389.42,82.6,74.31,56.63,100.65,17.17,149.8,72.7,7.39,232.13,157.5
2.56,91.01,6.93,79.94,7.11,1.18,3.2,133.97,344.43,61.89,162.17,394.8,83.25,75.52,58.11,103.27,16.06,153.3,70.48,7.4,235.31,159.39
2.43,90.71,6.9,79.34,7.05,1.16,3.15,131.19,342.82,60.94,158.93,394.83,85.22,75.28,58.41,102.55,17.26,151.47,71.29,7.42,233.76,164.53
2.56,91.13,6.84,78.35,6.97,1.14,3.16,132.11,341.4,60.78,153.89,395.44,85.15,74.95,55.77,102.08,19.87,150.47,74.92,7.45,232.33,165.31
2.54,91.29,6.8,78.35,6.92,1.13,3.15,131.27,349.04,60.89,153.44,395.02,85.39,75.25,55.29,102.91,18.85,152.44,72.91,7.46,235.2,165.99
2.55,91.61,6.73,78.39,6.82,1.09,3.11,130.15,344.67,62.26,152.46,395.36,83.83,75.14,56,103.16,18.04,152.27,72.01,7.47,235.48,168.37
2.59,90.11,6.54,75.53,6.64,0.99,3.02,129.95,342.6,60.92,151.48,390.21,85.7,74.86,55.6,102.32,18.25,149.32,70.86,7.47,233.96,165.37
2.49,87.85,6.49,74.15,6.58,0.93,3.13,128.75,340.38,60.67,150.32,386.79,87.43,75.02,55.04,102.37,21.08,150.19,73.95,7.45,237,167.98
2.47,90.27,6.61,76.5,6.75,0.98,3.08,127.11,348.36,61.98,151.34,397.99,88.02,76.03,57.06,104.54,20.78,153.88,73.27,7.43,240.34,172.36
2.48,89.26,6.58,77.2,6.7,0.98,3.14,123.12,342.23,60.86,150,386.3,84.48,75.7,57.39,99.88,18.81,151.93,68.4,7.4,231.03,166.23
2.41,90.32,6.53,75.35,6.61,0.98,3.14,123.63,339.03,61.16,147.51,385.02,82.67,74.23,58.53,99.75,18.16,151.7,66.37,7.38,226.8,166.69
2.38,91.36,6.6,77.5,6.81,1.02,3.14,127.14,334.59,60.28,143.88,381.49,80.81,72.47,57.78,98.08,17.78,149.4,65.45,7.37,224.15,165.56
2.38,89.9,6.46,75.56,6.74,0.99,3.1,123.4,334.57,59.26,141.83,380.23,81.35,71.97,57.21,96.47,17.32,146.96,64.88,7.36,223.25,164.27
2.35,89.37,6.36,76.25,6.76,0.95,3.08,123.52,339.41,59.58,141.35,385.24,85.17,73.25,58.3,96.86,16.98,146.11,64.43,7.36,224.91,165.75
2.33,90.25,6.42,76.6,6.67,0.94,3.1,122.34,329.86,59.5,137.78,379.02,84.29,73.46,56.43,93.31,17.08,142.5,63.23,7.38,223.3,164.21
2.3,89.51,6.3,76.04,6.67,0.95,3.09,122.69,338.73,60.65,147.4,389.37,83.9,73.81,56.48,94.49,17.03,145.26,63.33,7.39,221.97,166.37
2.37,91.26,6.36,79.36,6.83,0.95,3.11,126.48,338.38,61.95,146.85,393.7,83.72,74.3,57.41,95.48,16.71,147.43,62.74,7.42,222.11,168.43
2.41,94.35,6.43,78.53,6.98,0.92,3.1,126.22,338.02,61.41,145.16,392.08,84.36,73.36,57.18,93.47,16.49,145.13,62.71,7.44,225.29,168.3
2.38,94.45,6.5,78.49,6.89,0.87,3.1,123.2,343.5,62.94,147.94,395.26,83.69,72.79,57.74,95.69,16.17,146.78,61.88,7.46,223.72,170
2.38,93.87,6.6,78.63,6.93,0.86,3.1,123.49,343.84,62.77,150.62,395.82,82.77,71.69,58.42,98.96,15.6,144.56,60.85,7.47,221.33,170.34
2.39,92.67,6.34,75.65,6.94,0.81,3.08,122.74,341.46,62.34,149.2,395.19,82.5,70.29,59.18,98.7,15.19,142.97,60.92,7.48,218.28,168.71
2.37,86.72,5.92,71.84,6.57,0.72,3.02,122.26,325.89,60.02,143.89,379.72,83.15,70.02,57.98,96.42,15.22,138.33,62.03,7.48,215.46,161.34
2.29,86.65,5.74,72.17,6.55,0.72,3.04,123.2,332.81,59.79,143.59,388.42,86.85,71.41,58.83,97.8,16.18,139.44,64.62,7.47,225.36,162.66
2.41,86.19,5.58,72.35,6.56,0.73,3.04,120.62,328.05,58.33,139.43,382.96,86.71,69.12,57.71,92.99,15.5,136.51,62.1,7.47,217.21,158.71
2.35,84.51,5.72,71.43,6.43,0.68,3.15,118.95,324.66,57.37,139.48,378.75,85.38,68.69,56.76,93,15.96,136.84,62.71,7.45,212.87,158.76
2.38,83.61,5.75,71.98,6.47,0.7,3.2,117.71,327.87,57.49,141.15,386.71,87.18,69.56,57.37,93.29,15.87,138.21,61.48,7.44,215.9,161.49
2.38,88.04,5.94,73.64,6.49,0.67,3.25,116.99,329.18,58.9,143.13,390.46,87.86,70.46,57.86,95.2,15.5,140.93,62.08,7.42,217.68,164.64
2.41,87.92,5.77,72.91,6.41,0.63,3.46,117.6,325.04,57.59,141.21,388.57,88.6,69.44,57.22,94.1,15.4,138.51,61.07,7.4,214.8,164.46
2.38,88.5,5.77,73.99,6.33,0.59,3.59,119.47,315.31,57.5,140.75,383.27,90.65,68.88,56.3,93.22,15.53,138.39,61.15,7.38,213.15,164.49
2.38,88.75,5.63,74.31,6.39,0.53,3.44,119.9,311.8,57.44,139.98,380.8,95.59,69.41,56.71,93.93,16.14,138.14,62.44,7.36,215.1,163.75
2.27,88.06,5.56,74.31,6.48,0.51,3.42,120.1,313.81,59.34,144.13,380.56,91.45,70.05,56.4,95.53,16.53,140.49,62.66,7.35,215.58,165.61
2.3,90.41,5.65,74.89,6.5,0.56,3.48,122.63,312.18,59.47,146.31,383.57,91.78,70.26,56.17,94.83,17.26,142.73,64.86,7.35,215.17,168.74
2.28,90.2,5.95,76.78,6.53,0.68,3.45,121.42,308.97,58.45,147.02,376.12,93.19,70.43,55,94.31,16.98,142.31,64.45,7.35,212.49,166.78
2.36,88.17,5.92,75.03,6.48,0.71,3.45,122,314.03,59.68,147.94,382.49,96,70.63,55.46,95.47,17.28,144.78,65.49,7.37,211.69,171.57
2.4,88.17,6.03,76.34,6.47,0.88,3.37,121.19,319.7,60.8,149.64,388.59,97.03,71.13,57.96,97.9,16.68,145,65.04,7.39,211.12,173.81
2.47,90.5,5.88,77.26,6.55,1,3.37,121.65,315.04,59.91,149.99,385.73,98.99,71.1,57.88,97.83,16.78,143.69,65.57,7.4,213.39,174.3
2.54,88.98,5.71,77.26,6.44,0.88,3.36,120.68,316.52,60.52,149.45,388.71,99.11,72.47,58.81,98.61,16.48,144.73,65.54,7.41,216.99,175.35
2.52,86.84,5.59,75.81,6.35,0.83,3.35,119.99,312.66,59.51,148.38,388.61,101.6,71.49,57.82,95.25,16.62,143.18,65.55,7.41,217.76,171.54
2.47,85.31,5.6,75.44,6.29,0.81,3.36,117.89,314.81,59.93,151.53,390.59,101.35,71.4,58.62,95.57,16.43,142.89,65.39,7.4,217.22,173.48
2.44,83.45,5.38,74.15,6.23,0.88,3.38,116.28,314.75,60.47,147.44,385.95,105.81,72.13,58.91,96.33,16.77,140.81,66.99,7.37,215.83,172.61
2.41,84.64,5.49,75.58,6.35,1,3.36,115.31,316.39,61.71,147.99,386.38,109,72.29,57.93,96.89,16.68,142.22,66.53,7.33,215.49,174.86
2.44,84.3,5.49,76,6.33,0.99,3.36,115.74,311.33,61.43,146.96,383.7,107.61,69.87,56.94,93.74,16.85,138.68,65.59,7.28,209.98,171.59
2.36,86.01,5.67,75.05,6.3,1.02,3.38,121.05,309.04,61.25,147.68,372.21,105.94,69.58,56.17,94.38,17.16,138.46,65.5,7.22,212,173.27
2.35,84.14,5.4,73.55,6.11,1.01,3.36,118.46,308.11,60.36,149.44,366.9,103.26,68.72,55.78,92.77,16.47,136.61,62.87,7.17,211,172.86
2.33,83.05,5.37,72.21,5.81,1.01,3.41,117,302.99,62.8,152.23,368.96,103.64,68.52,57.27,93.86,16.19,139.41,61.79,7.13,212.2,176.88
2.32,83.03,5.5,73.74,6.02,1.09,3.36,114.87,308.17,62.57,152.82,374.34,102.83,69.53,57.64,94.29,16.24,140.71,61.58,7.1,212.71,175.58
2.15,80.31,5.33,70.69,5.88,1.02,3.17,111.54,309.84,60.83,149.9,368.33,101.86,68,56.63,91.07,16.06,138.51,61.83,7.09,205.81,170.14
2.05,75.14,5.1,67.62,5.67,0.99,3.23,109.85,302.11,56.47,146.51,362.31,101.05,66.37,56,87.61,16.96,134.87,65.2,7.1,202.33,166.75
2.05,72.28,4.9,66.31,5.43,1.11,3.24,111.97,293.74,52.34,141.28,350.89,102,62.31,53.72,83.84,17.46,132.43,65.52,7.12,198.98,161.16
1.97,71.78,4.74,64.81,5.32,0.95,3.13,110.14,292.39,53.14,142.95,352.43,103.32,63.9,54.18,84.16,17.82,131.32,68.43,7.14,203.54,164.5
1.98,72.03,4.71,64.44,5.21,0.94,3.11,110.37,289.81,54.32,147.62,350.13,98.9,64.88,55.01,84.36,16.59,131.53,66.85,7.17,208.79,165.03
1.94,72.88,4.89,66.63,5.41,1,3.28,112.09,296.34,55.76,149.5,352.06,97.95,66.23,54.92,89.85,17.3,136.06,67.61,7.19,215.94,173.48
2.03,77.38,5.16,68.59,5.65,1.09,3.22,111.97,304.81,57,156.9,363.44,101.67,68.99,55.38,92.22,17.56,138.2,70.47,7.22,219.68,179.06
2,79.11,5.3,72.08,5.81,1.1,3.23,111.86,315.33,56.65,150.72,372.34,105.03,70.87,54.29,93.04,15.49,139.19,62.9,7.23,232,178.91
1.98,79.52,5.39,72.05,5.67,0.98,3.24,112,307.21,58.25,151.77,364.59,108.48,71.25,54.76,96.19,16.5,139.09,66.17,7.25,229.6,183.28
2,77.59,5,72.97,5.65,0.91,3.25,110.31,301.36,58.54,152.73,361.25,122.51,72.3,55.05,95.84,17.52,139.24,68.72,7.26,226.45,184.29
2.01,82.92,5.82,82.02,5.8,1.31,3.33,114.87,301.28,64.99,155.88,363.95,124.26,74.48,54.35,104.67,15.8,147.04,63.65,7.26,234.24,196.99
1.98,90.09,6.25,84.71,6.09,1.4,3.35,111.63,314.71,67.9,161.44,371.17,119,75.72,55.13,108.17,16.05,151.18,64.92,7.26,234.99,201.98
2.02,87.34,6.17,85.8,6.24,1.29,3.45,111.77,309.96,65.84,158.04,369.1,118.29,75.28,55.54,104.51,16.57,150.29,67.18,7.25,232.77,199.29
2,85.8,6.01,85.36,6.18,1.18,3.39,112.18,305.96,64,158.56,367.61,118.09,75.56,55.28,103.14,16.34,147.54,65.51,7.24,231.93,197.15
2,84.69,6.07,86.65,6.19,1.23,3.41,113.15,311.71,66.15,164.01,375.1,120.81,77.8,56.37,107.23,16.06,151.15,64.5,7.22,236.82,201.43
2.04,87.39,6.54,91.4,6.39,1.35,3.38,115.54,312.73,68.72,163.29,377.13,119.12,78.56,56.45,113.24,16.08,152.93,62.98,7.2,239.82,208.59
