"U.MGM.PA.","U.LVS.PA.","X.WYNN.PA.","X.BJK.PA.","X.GDEN.PA.","U.BYD.PA.","U.BALY.PA.","X.RRR.PA."
31.38,54.18,107.46,47.67,19.95,50.08,53.27,25.75
29.98,52.97,108.09,47,18.81,48.96,55.51,24.9
29.6,52.42,105.96,46.98,18.02,47.41,52.99,24.56
28.37,49.15,100.8,45.42,17.06,45.76,51.27,23.97
29.56,49.09,102.05,46.47,17.71,46.01,53.72,24.66
28.56,48.15,99.56,45.43,17.04,45.17,52.48,23.52
29.28,49.08,101.77,46.12,17.42,46.11,52.62,23.36
30.65,52.17,106.17,48,18.51,47.88,54.49,23.9
30.89,53.81,108.44,48.43,18.77,48.02,55.46,24.49
32.48,52.94,108.69,48.8,19.73,50.42,55,25.54
34.25,55.58,117.05,50.55,19.7,53.06,55,26.88
35.61,55.3,117.56,50.77,20,54.6,56.62,27.96
35.82,54.41,113.38,50.69,19.95,53.46,59.87,27.81
36.51,55.52,116.53,50.85,20.39,53.74,60.38,27.97
35.3,55.01,114.59,50.6,20.41,53.79,57.63,27.82
35.95,56.03,117.85,51.3,21.06,54.13,59.61,28.72
35.73,56.9,120.24,51.52,21.66,54.92,61.12,29.11
35.01,57.45,121.42,51.49,21.92,54.7,61.13,29.15
34.95,58,122.17,51.62,21.78,52.77,60.29,29.23
35.05,58.24,119.94,51.27,21.41,51.79,58.79,28.72
36.43,60.2,123.69,52,21.87,52.92,60.12,29.24
37.53,61.75,126.77,53.05,22.56,56.9,60.5,29.1
39.58,64.33,136.5,54.24,23.25,57.43,63.03,29.39
38.63,64.83,134.22,54.49,23.79,60.46,65.85,30.19
36.71,62.54,128.67,52.6,23.36,55.71,63.64,29.56
37.81,62.62,131.73,53.08,23.72,58.79,59.92,30.26
38.3,63.06,131.79,54.5,24.39,62.18,64.43,31.47
38.54,64.95,133.01,54.67,23.97,61.96,62.84,31.44
38.86,65.83,135.62,54.92,24.32,60.9,60.8,31.95
37.3,62.38,132.98,53.36,23.25,58.8,52.3,30.61
37.14,62.42,133.33,53,23.31,60.42,59.57,30.75
37.85,63.26,133.74,52.89,23.85,60.96,64.79,32.12
37.48,62.12,133.99,53.97,23.74,58.37,63.61,31.46
37.64,62.03,134.84,54.9,25.5,60.88,69.13,32.77
39.18,63.16,137.88,56.48,26.14,65.6,72.7,34.71
38.97,62.46,137.05,55.8,29,63.94,71.57,34.77
40.96,66.2,139.8,57.16,28.51,64.88,72.69,35.64
39.91,64.97,137.58,56.31,30.03,62.36,69.43,34.68
41.23,65.93,139.99,57.33,30.37,64.57,72.12,35.06
39.51,64.79,135.65,55.89,28.48,60.92,67.34,34.23
40.04,63.75,135.48,56.11,28.07,62.67,68.75,34.57
39.03,62.87,132.86,55.83,27.31,60.55,68.97,33.94
37.34,59.35,125.18,54.46,26.36,58.78,66.47,33.01
36.9,59.16,125.19,53.24,25.31,57.01,68.23,32.99
37.97,60.72,128.12,54.23,26.46,60.3,73.49,34.05
37.67,61,127.43,54.25,27.66,59.98,69.85,34.82
37.17,59.75,123.5,52.96,25.22,56.88,63.87,31.99
38.22,61.23,125.45,53.56,25.75,59.1,66.07,32.68
38,60.77,125.37,53.67,25.31,58.97,64.98,32.6
39.7,61.87,128.16,54.53,26.45,61.52,65.41,33.35
41.15,62.21,128.76,54.95,27.25,62.11,67.03,33.8
41.7,62.6,131.06,55.19,27.73,61.91,67.13,33.91
41.52,63.62,136.44,55.5,28.33,62.93,64.38,34.19
41.1,62.13,132.68,54.84,28.05,62.55,62.01,34.58
42.15,62.62,133.49,55.25,28.55,63.79,62,34.76
41.78,61.94,131.39,55.08,29.07,64.06,61.71,35.29
41.17,61.62,130.05,54.1,28.24,63.39,60.86,34.57
40.99,61,129.88,54.6,28.52,63.54,54.3,34.4
41.28,61.33,129.05,54.62,28.96,64.12,53.26,34.15
39.7,61.32,127.91,54.55,29.39,65.15,57.93,34.26
40.28,61,127.28,54.65,29.28,65.63,58.78,34.5
39.78,60.63,126.32,54.01,29.6,63.76,56.86,33.63
39.55,59.04,121.67,53.32,28.08,63.08,54.74,32.67
41.2,60.99,125.99,54.64,29.69,65.34,57.41,34.23
40.76,58.33,124.39,54,29.7,65.25,57.73,33.99
41.51,59.76,124.22,54.85,29.74,66.85,59.13,34.12
41.48,59.3,125,55.1,29.95,67.29,60.01,35.07
42.2,60.74,127.76,56.67,31.47,69.01,59.6,37.15
42.02,61.74,130.3,56.85,33.84,68.48,59.79,38.81
40.42,61.2,129.1,56.5,33.85,66.51,59.05,37.35
40.72,61.28,128.48,55.58,34.48,66.15,57.98,36.64
41.27,61.07,128.92,55.83,34.19,67.44,59.04,36.75
40.55,59.35,124.36,54.74,34.19,65.84,57.99,37.36
41.75,59.47,127.82,55.35,36.21,66.77,58.72,37.94
38.94,57.28,122.79,54.01,35.9,65.98,56.6,37.62
39.93,57.68,126.3,54.59,41.91,67.69,58.34,38.62
39.47,57.15,125.72,53.53,43.38,64.15,55.22,39.42
38.76,56.24,125,52.13,42.99,63.24,56.19,39.75
37.15,54.96,121,50.6,37.96,58.39,51.97,36.8
37.48,55.77,122.43,50.99,39.25,60.47,53.25,38.16
39.12,57.9,126.67,52.31,41.32,61.81,53.57,41.3
38.75,56.77,124.74,51.81,40.92,60.54,53.44,41.54
39.49,56.73,126.14,52.3,41.49,60.94,53.01,40.57
39.29,56.14,126.35,51.44,39.62,59.57,53.09,40.17
39.92,57.76,126.7,52.57,40.23,59.68,53.57,40.37
39.72,57.73,127.36,52.4,40.76,59.47,53.21,40.38
41.74,57.74,129.46,53.76,40.94,60.92,55.22,42.56
42.2,57.68,129.03,54.06,39.46,61.51,55.16,42.54
42.88,59.01,132.45,54.91,40.64,63.67,57.19,43.6
43.79,58.56,132.68,55.44,42.53,65.38,58.28,45.21
42.87,57.75,131.87,55.06,42.64,64.4,58.04,44.77
42.86,58.26,133.48,55.03,44.04,64.27,57.81,45.67
43.4,59.2,135.61,55.49,45.47,64.12,58.55,46.25
43.23,58.93,134.65,55.76,45.15,62.73,59.61,44.76
42.55,56.76,129.09,54.91,45.01,62.53,57.17,44.78
42.77,56.52,128.2,55.38,45.8,62.45,55.84,45.15
43.41,56.52,129.14,55.62,46.15,63.01,55.94,43.73
44.16,55.92,128.06,56.1,46.27,64,55.02,44.84
43.54,55.09,126.7,55.91,46.01,62.4,53.72,44.21
42.67,55.39,126.18,55.55,45.5,61.62,52.48,44.11
43.22,55.64,127.17,55.87,46.13,62.85,52.74,44.74
42.23,54.16,124.96,55.24,45.5,61.78,52.21,44.21
42.25,54.29,125.4,54.25,44.83,61.56,51.73,44.85
42.1,54.38,125.45,54.17,45.38,61.62,52.68,44.26
41.38,54.14,125.3,53.67,44.22,59.9,50.9,41.92
40.86,53,124.48,53.09,43.61,58.68,51.45,39.51
42.09,54.57,127.61,54.34,44.44,60.44,52.64,41.54
42.3,53.6,126.83,54.27,45.07,60.88,53.62,41.51
43.13,53.37,125.95,53.91,44.95,60.98,54.99,41.91
44.05,51.92,124.15,54.3,45.33,61.52,54.74,42.36
43.9,52.69,124.09,54.2,44.79,61.14,53.76,43.89
42.39,51.38,120.77,52.86,43.34,60.05,53.23,41.43
42.2,51.19,121.65,53.14,44.35,60.48,53.4,42.21
42.65,52.7,122.3,53.29,44.87,61.46,54.12,42.57
43.53,53.15,122.45,53.15,45.07,62.25,53.91,42.86
43.25,53.08,121.5,53.5,44.48,61.61,52.45,42.68
42.33,52.39,119.82,53.36,44.07,60.77,52.31,42.2
41.26,51.53,116.9,52.72,44.02,59.27,51.84,41.36
40.37,50.86,112.91,51.77,43.9,56.69,49.8,40.25
40.32,50.29,111.66,50.89,43.62,55.36,50.25,40.14
41.6,51.34,113.87,51.99,46.02,57.19,52.06,41.65
41.54,51.02,114.01,51.8,47.75,58.24,52.46,42.49
40.66,50.5,111.55,51.07,47,56.36,51.24,41.18
39.98,50.13,110.75,50.5,47.17,55.25,49.55,40.2
39.2,49.44,108.23,49.95,44.55,54.89,48.19,40.08
37.94,47.83,104.71,49.19,42.06,53.16,47.17,38.59
36.64,47.35,104.74,48.32,41.14,51.66,45.19,38.36
38.4,47.79,106.58,48.94,43.19,54.22,45.86,39.89
39.87,49.47,109.6,50.15,44.86,57.34,46.9,41.84
39.24,47.22,107.4,50.33,43.93,56.23,46.51,40.58
38.77,45.78,103.57,50.05,45.45,56.19,46.41,40.51
39.19,45.35,104.33,49.83,46.84,57.6,48.87,41.62
38.04,43.63,100.35,49.34,45.4,56.94,49.56,41.06
38.4,44.52,102.16,49.87,46.17,58.5,50.28,41.5
38.2,42.99,99.77,48.98,46.4,57.84,49.37,40.69
37.53,42.36,98.34,48.59,45.51,57.03,49.25,39.41
37.38,41.51,98.42,48.26,46.09,57.7,49.28,39.58
36.95,40.13,95.08,47.49,45.67,56.38,47.89,39.4
37.28,38.86,91.08,47.27,44.49,55.3,47.95,39.55
39.68,40.77,98.72,48.5,47.41,58.51,51.33,41.79
39.81,40.87,98.91,48.59,51.49,59.12,53.44,42.51
39.22,40.65,96.14,48.73,50.34,59.23,53.29,43.53
39.72,40.98,97.45,49.19,49.32,59.55,51.26,43.66
40.58,40.99,97.85,49.42,49.29,60.68,50.75,43.22
40.72,40.79,97.2,49.56,48.72,60.86,49.7,42.63
40.43,39.96,95.53,49.35,47.67,60.09,48,42.48
39.42,39.35,93.73,48.73,46.37,59.34,47.36,42.12
37.94,38.65,91.98,47.67,45.31,57.5,44.66,40.5
38.66,38.32,92.38,47.85,44.63,57.62,45.04,40.11
37.67,36.77,88.69,46.75,44.21,55.66,44.28,39.55
38.4,37.55,88.31,47,45.5,56.04,45.06,39.87
39.54,39.76,92.92,47.92,47.84,58.25,46.99,42.23
40.91,42.74,99.47,49.75,48.75,60.15,48.73,43.35
42.13,43.23,100.84,50.9,53.43,61.94,50.28,46.15
41.98,43.02,99.61,50.6,52.14,60.97,50.37,45.69
43.32,43.91,101.05,51.38,52.74,63.24,51.76,47.01
42.67,43.44,99.91,51.3,48.79,62.08,50.49,45.75
42.62,44.61,101.69,51.31,47.72,61.37,50.24,46.83
42.21,44.12,100.98,52.1,47.08,61.12,48.77,47.38
42.57,44.02,102.04,52.61,46.56,61.43,48.9,47.35
42.54,43.15,100.32,52.5,47.25,60.66,48,46.45
42.31,44.09,102.95,52.94,47.7,61.77,49.45,46.93
42.2,44.93,105.94,53.35,46.8,62.37,50.07,47.04
42.45,43.94,104.65,53.11,44.72,60.8,47.59,45.23
42.76,43.68,103.93,52.91,44.01,61.52,48.3,44.13
42.3,41.85,101.57,52.07,42.88,59.26,47.31,42.75
43.1,42.89,103.48,51.63,43.1,58.5,45.78,43.26
41.42,38.71,92.25,50.39,43.58,58.59,45.09,44.63
40.39,38.05,86.44,49.66,45.74,59.57,44.82,45.7
41.31,37.52,84.39,50.02,45.97,61.38,44.72,46.72
41.56,38.18,83.29,49.72,45.49,61.48,44.2,47.55
41.3,37.7,82.11,48.7,45.74,60.89,42.93,47.18
40.55,35.6,78.77,49.38,45.17,60.46,44.31,47.04
43.03,36.13,80.81,50.22,47.2,62.91,47.31,49.68
44.65,37.29,83.84,50.84,48.95,64.14,49.61,50.37
44.62,36.91,82.86,50.21,50,64.32,51,50.75
45.09,37.91,85.39,50.05,50.23,66.42,53.79,52.04
44.88,37.31,84.32,49.07,48.89,65.59,53.01,52.62
43.84,36.4,83.63,48.69,49.32,64.55,51.66,51.93
43.14,36.6,84.74,48.55,49.09,63.26,50.15,51.25
44.87,38.19,87.21,49.9,49.38,66.43,53.08,53.67
44.5,36.92,83.56,49.15,48.93,66.01,53.19,54.17
44.95,37.48,85.05,48.96,50.02,64.86,51.51,53.63
44.65,36.76,84.28,48.63,50.03,64.38,53.39,53.75
44.78,37.12,85.5,48.96,51.57,64.62,52.71,54.81
44.44,38.22,86.07,48.53,51.46,64.25,51.15,53.89
44.4,39.1,88.98,48.32,49.85,64.03,50.04,54.66
48.69,40.24,91.45,49.29,50.56,66.75,50.59,56.62
48.16,40.05,92.49,49.75,50.59,66.95,49.37,55.98
48.45,40.38,91.65,49.98,51.7,67.33,49.65,56.78
47.95,40.1,90.72,50.3,50.45,66.4,51.07,57.3
48.25,40.05,90.8,50.64,50.76,66.61,51.21,57.41
47.47,40.31,91.64,51.05,49.86,65.81,50.81,56.61
47.07,39.56,90.95,51.1,49.22,66.32,49.65,57.21
48.07,38.77,91.1,51.04,48.37,66.31,49.25,57.14
48.03,38.01,89.12,50.9,48.73,66.05,49.51,56.77
48.15,38.02,90.43,50.75,50.78,66.35,49.7,57.64
47.24,39.04,92.17,51.33,52.36,66.55,52.02,57
47.02,40.3,91.82,51.15,52.23,67.22,50.62,55.41
46.96,39.74,90.83,50.68,52.62,64.97,47.35,54.77
