"D.2TP.PA.","BATS.PA.","ID.GUD.PA.","U.VGR.PA.","U.STZ.PA.","U.TPB.PA.","U.RLX.PA.","U.PM.PA."
3.55,32.65,2.59,13.65,214.14,49.21,17.55,84.01
3.69,33.45,2.6,14.12,217.75,51.64,19.88,84.95
3.55,33.35,2.65,13.78,218.15,49.96,18.96,85.1
3.7,33.56,2.63,13.92,216.1,48.98,17.95,85.16
3.33,34.01,2.62,13.42,211.15,47.62,16.69,84.66
3.14,34.34,2.6,13.92,217.01,48.22,16.11,86.16
3.26,34.25,2.6,14.12,220.63,48.51,13.83,86.39
3.23,34.18,2.57,14.44,227.15,49.83,16.13,87.05
3.11,34.42,2.58,15.01,227.11,50.72,15.36,86.77
3.28,34.55,2.58,15.15,228.47,51.54,18.8,86.63
3.47,34.72,2.57,14.97,229.45,52.74,17.35,87.72
3.3,35.12,2.57,14.78,229.86,52.78,19.57,87.67
3.29,35.34,2.61,14.53,230.78,51.06,19.08,88.21
3.17,36.13,2.58,14.86,233.26,52.13,18.06,89.21
3.21,36.27,2.6,14.3,231.16,51.74,18.58,90.52
3.17,36.68,2.68,14.6,234.72,52.15,19.46,89.26
3.14,37.16,2.68,14.22,230.77,53.06,10.15,89.98
3.26,37.71,2.61,13.87,229.12,50.86,10.09,88.06
3.13,37.44,2.54,13.67,229.8,51.21,8.94,88.6
2.88,36.18,2.55,13.95,231.22,51.96,9.21,88.74
3.06,36.46,2.56,14.24,235.31,52.39,9.12,90.58
2.88,37.13,2.59,14.08,236.13,50.76,10.69,90.99
2.81,36.38,2.61,14.16,234.01,51.6,10.24,89.41
2.84,36.44,2.57,13.98,228.11,52.18,10.4,88.8
2.91,35.67,2.58,14.12,229.7,52.57,10.99,88.07
2.9,35.51,2.58,14.16,229.36,51.79,10.67,88.12
2.8,35.95,2.58,14.11,230.33,50.98,10.15,88.6
2.66,36.27,2.58,14.12,236.43,50.96,10.07,88.64
2.57,36.46,2.57,14.08,235.13,50.36,9.58,88.28
2.71,37.55,2.63,14.26,224.3,52.05,10.01,89.46
2.73,36.59,2.7,14.47,224.27,51.36,9.32,91.06
2.53,36.63,2.62,14.43,226.48,50.33,8.58,91.43
2.47,36.66,2.6,14.24,226.72,49.93,9,90.78
2.42,36.57,2.6,14.38,229.11,49.77,9.2,91.12
2.27,37.07,2.58,14.49,234.8,49.56,9.25,91.86
2.33,38.11,2.58,14.5,238.86,49.82,9.11,92.91
2.57,38.28,2.58,14.18,237.67,47.01,9.28,91.69
2.48,35.37,2.58,13.58,238.4,46.01,9.09,94.04
2.48,35.96,2.57,13.76,241.11,47.06,9.89,94.22
2.7,36.04,2.57,13.62,238.43,46.75,10.52,94.05
2.83,35.92,2.56,13.75,240.56,48.05,12.13,94.61
3.16,35.55,2.57,13.45,238.63,48.89,12.53,94.45
3.45,35.43,2.56,13.55,238.43,51.19,12.49,94.5
3.46,35.21,2.59,13.44,237.94,49.09,12.02,94.2
3.68,34.49,2.57,12.98,241.72,48.88,10.99,95.12
3.89,35.23,2.56,13.06,240.41,48.79,10.9,95.02
3.68,35.73,2.55,13.36,243.03,47.84,11.1,95.86
3.25,35.66,2.53,13.54,240.05,47.86,10.52,94.96
3.34,35.68,2.52,13.19,239.73,48.17,10.86,95.49
3.04,36.82,2.5,13.89,241.62,46.82,10.76,96.87
2.95,37.28,2.49,13.92,240.99,47.01,11.05,97.4
2.77,37.11,2.5,14.09,239.33,46.37,9.94,98.07
2.61,36.34,2.49,13.84,234,46.32,10.82,97.32
2.65,37.01,2.46,13.62,229.71,45.17,10.76,96.21
2.57,37.03,2.42,13.8,230.95,44.94,10.38,97.52
2.68,37.14,2.39,13.84,234.55,45.86,10.98,97.73
2.83,36.99,2.39,14.49,235.94,45.12,11.86,97.58
2.76,36.86,2.4,14.55,234.19,44.12,12.1,97.67
2.72,36.51,2.35,14.74,232.38,44.34,12.13,96.37
2.8,36.57,2.34,14.76,236.2,44.13,11.65,97.44
2.8,36.81,2.34,14.7,237.43,43.91,11.61,97.44
2.8,36.75,2.35,14.79,236.58,43.79,11.27,98.18
2.79,36.46,2.35,14.43,237.94,43.73,11,97.52
2.72,36.49,2.35,14.63,237.19,43.7,10.89,97.32
2.65,36.25,2.34,14.26,237.11,43.56,11.73,96.66
2.62,35.63,2.34,13.74,239.84,42.86,11.31,96.46
2.66,35.48,2.35,13.93,238.72,42.78,11.56,96.62
2.77,35.66,2.39,14.3,237.35,43.2,11.84,96.78
2.84,35.87,2.4,14.28,239.32,43.39,11.2,96.86
2.7,36.06,2.39,14.36,238.75,42.83,10.86,97.36
2.73,35.91,2.37,14.5,239.34,43.84,9.91,97.9
2.83,36.44,2.38,14.85,239.07,46.18,8.95,98.56
2.72,36.59,2.34,14.66,238.46,45.81,9,96.4
2.64,36.92,2.34,14.66,236.82,44.91,9.27,96.76
2.62,37,2.39,14.51,237.33,45.05,9.17,97.55
2.65,36.86,2.39,14.56,237.97,45.15,9.49,98.84
2.69,36.72,2.41,14.44,236.48,45.37,9.44,100.55
2.65,37.39,2.47,14.08,236.24,44.86,9.36,100.47
2.63,37.12,2.53,14.09,234.09,44.42,9.4,99.92
2.63,37.39,2.56,13.69,229.69,42.81,8.82,100
2.62,36.67,2.54,13.05,220.97,42.14,9.01,99.51
2.59,36.93,2.57,13.54,226,43.07,8.51,100.14
2.57,36.71,2.66,13.56,224.7,43.1,8.43,100
2.55,36.42,2.69,13.63,224.28,42.77,8.72,100.05
2.4,36.4,2.72,13.89,226.13,44.29,9.27,99.05
2.32,36.6,2.75,13.83,228.72,43.03,9.05,99.06
2.39,36.99,2.89,13.85,229.51,43.97,9.04,98.72
2.39,37.15,3.09,14.01,231.65,44.28,8.71,97.95
2.58,36.78,3.14,14.15,234.07,45.84,8.73,99.1
2.55,37.15,3.14,14.21,232.15,47.06,8.76,99.91
2.62,37.05,3.35,14.17,231.49,46.18,8.43,100.33
2.58,37.16,3.12,14.02,231.08,46.11,8.15,99.49
2.43,36.82,2.94,13.82,229.49,46.35,8.11,98.67
2.42,37.07,2.9,13.64,227.05,46.02,8.14,98.8
2.39,36.23,2.88,13.57,227.18,46.4,7.8,98.4
2.43,36.42,2.93,13.8,227.75,46.34,7.95,99.42
2.51,36.43,2.97,13.98,226.61,47,7.53,98.54
2.43,36.54,2.95,13.59,225.61,46.06,7.58,97.72
2.46,36.78,2.88,13.63,225.94,46.84,7.25,99.59
2.46,36.69,2.89,13.63,225.08,46.35,7.25,99.32
2.48,37.4,2.86,13.42,224.01,45.8,6.56,98.94
2.36,36.07,2.66,13.09,222.14,44.57,6.38,98.15
2.4,35.78,2.55,13.37,225.29,44.18,6.09,94.99
2.47,36.02,2.56,13.58,225.95,44.67,6.16,96.54
2.72,35.92,2.57,13.17,223.96,44.27,5.7,97.24
2.88,36.37,2.56,13.24,224.63,45.65,4.97,98.4
2.96,36.34,2.52,13.36,224.99,46.91,4.45,99.04
2.78,36.4,2.47,13.27,226.36,51.79,4.31,99.86
2.98,35.91,2.44,13.4,226.49,51.42,4.39,98.96
2.86,35.77,2.47,13.44,224.56,51.83,4.48,100.29
2.86,35.21,2.33,13.37,224.35,53.02,4.36,100.12
2.83,35.52,2.32,13.25,222.81,53.6,4.66,100.03
2.84,35.54,2.35,13.44,221.4,52.02,4.85,100.45
2.86,35.19,2.33,13.23,219.39,51.5,4.61,99.5
2.86,34.89,2.34,14.33,219.54,50.78,4.64,99.59
2.89,34.8,2.33,14.26,218.8,49.74,4.47,99.21
3,34.91,2.33,14.3,217.27,47.02,4.54,99.2
3.06,34.79,2.31,14.53,218.19,47.25,4.6,99.96
3.1,35.15,2.32,14.72,213.4,48.95,4.71,99.79
3.26,35.08,2.34,14.58,211.94,47.11,4.9,100.02
3.46,35.28,2.31,14.56,213.65,45.72,5.02,101.64
3.23,35.2,2.29,14.44,214.06,49.46,4.55,102.39
3.14,35.5,2.25,14.46,213.45,49.02,4.49,102.52
3.24,35.41,2.19,14.38,214.43,47.59,4.46,100.98
3.14,35.08,2.15,14.16,213.88,47.62,4.22,101.45
3.18,35.63,2.15,14.28,213.83,48.48,3.92,101.44
3.43,35.55,2.26,14.39,216.08,48.57,3.81,100.89
3.52,35.31,2.29,14.49,216.88,48.19,4.08,100.62
3.57,35.49,2.3,14.5,214.95,49.3,4.36,101.26
3.69,35.38,2.29,14.41,214.35,49.5,5.14,101.25
3.81,35.46,2.27,14.95,212.4,50.12,5.38,102.11
3.76,35.78,2.32,14.9,211.88,50.18,5.13,103.08
3.61,35.85,2.37,15.01,211.2,49.77,5.14,103.03
3.51,35.54,2.37,15.07,215.02,50.41,5.38,103.56
3.68,35.72,2.31,15.26,212.47,52.01,5.9,105.64
3.62,35.61,2.35,15.25,211.86,52,6.05,106.11
3.79,35.97,2.35,15.21,213.62,51.34,6.23,106.52
3.7,35.76,2.34,15.14,215.85,50.58,6.54,106.07
3.66,35.77,2.3,14.92,217.05,49.83,6.9,103.84
3.62,34.98,2.38,14.62,216.01,49,6.9,102.6
3.62,34.88,2.35,14.36,214.03,47.74,5.73,103.61
3.66,34.93,2.3,12.99,214.99,47.44,5.1,102.6
3.51,34.93,2.31,12.44,215.6,47.58,5.05,101.99
3.28,35.07,2.28,12.55,218.58,48.38,4.91,104.04
3.06,34.99,2.3,12.39,215.49,48.56,4.97,102.85
3.26,34.91,2.26,12.37,214.92,44.11,4.85,101.86
3.04,34.7,2.26,12.18,210.09,44.64,4.51,100.98
3.08,35.02,2.24,12.16,209.07,44.03,4.53,100.46
3.04,35.37,2.23,12.31,211.21,44.69,4.67,100.49
3.07,35.08,2.23,12.53,213.99,44.79,4.67,101.43
3.18,34.92,2.21,12.35,212.62,44.81,4.51,101.83
3.19,35.12,2.21,12.75,211.54,45.98,4.58,102.56
3.06,35.47,2.24,12.76,209.9,47.26,4.49,98.47
3.11,35.95,2.25,12.92,211.76,48.08,4.43,99.48
2.99,34.21,2.31,12.75,210.72,47.76,4.52,94.8
3,33.36,2.28,13.38,213.58,48.52,4.6,96.09
2.77,33.72,2.31,13.4,213.13,48.34,4.19,96.24
2.77,33.49,2.32,13.49,213.11,48.2,4.29,96.4
2.78,33.17,2.35,13.61,211.52,48.12,4.25,96.67
2.89,33.28,2.47,13.63,216.58,48.08,4.76,95.65
3.04,33.32,2.46,13.85,219.71,48.08,4.87,95.35
3.1,33.38,2.41,13.8,219.7,48.01,4.87,95.13
3.01,33.36,2.4,13.67,218.78,48.07,4.63,95.6
3.06,33.76,2.45,13.77,219.16,48.39,5.34,97.51
3.06,34.06,2.46,13.87,220.39,48.41,5.07,98.83
3.1,34.14,2.44,13.69,218.96,47.97,5.41,98.38
3.22,33.94,2.5,13.58,215.58,46.61,5.93,97.36
3.1,33.89,2.49,13.46,216.29,46.78,6,95.86
3.02,34.2,2.49,13.57,218.27,46.67,5.98,97.08
2.98,34.14,2.5,13.6,218.47,47.04,5.64,96.53
2.84,34.15,2.48,13.56,219.4,47.58,5.79,96.88
2.74,33.93,2.41,13.97,217.74,48.65,5.77,96.58
2.76,34.07,2.43,13.82,218.3,38.55,5.27,96.21
2.74,34.14,2.45,13.59,214.94,37.79,5.11,94.87
2.69,33.95,2.38,13.51,216.77,37.61,4.95,95.95
