"A.ASBX.P.","D.RHM.P.","I.LDO.P.","F.CSF.P.","BA..P.","RR..P.","TK.ASE.P.","IS.ESLT.P.","U.NOC.P.","U.RTX.P.","U.HII.P.","U.LMT.P.","X.AXON.P.","X.MANT.P.","U.BWXT.P.","U.CW.P.","X.SWBI.P.","U.GD.P.","U.RGR.P.","X.POWW.P.","U.CACI.P.","X.HON.P."
2.36,88.73,6.8,82.89,6.35,1.29,3.02,136.13,307.44,61.62,174.49,364.92,98.13,68.49,56.64,89.28,16.53,149.46,76,2.63,216.88,144.59
2.37,88.47,6.73,81.44,6.35,1.29,3.05,138.08,308.14,61.61,173.73,360.42,99.37,68.63,56.46,87.15,16.86,147.14,76.09,2.42,218.48,144.11
2.35,90.9,6.89,84.6,6.35,1.32,3.05,139.29,309.97,61.79,173.11,362,100.34,68.99,56.07,87.92,17.4,147.3,78.62,2.5,219.43,145.02
2.44,89.14,6.74,85.31,6.33,1.19,3,135.27,309.97,61.79,173.11,362,100.34,68.99,56.07,87.92,17.4,147.3,78.62,2.5,219.43,145.02
2.44,92.83,6.91,86.93,6.46,1.27,3.02,133.14,312.4,63.32,173.28,362.59,99.64,67.08,55.99,88.86,17.8,148.47,78.18,2.38,210.84,147.22
2.39,91.15,6.82,85.27,6.43,1.25,3.03,131.96,304.47,61.01,168.32,353.27,96.06,65.82,54.21,86.32,16.82,145.18,76.24,2.33,204.96,144.97
2.29,90.94,6.76,84.99,6.3,1.3,3,131.9,301.1,61.01,167.49,350.23,96.93,65.88,53.6,87.12,17.26,143.9,77.86,2.39,202.95,145.59
2.38,89.95,6.47,81.58,6.28,1.16,2.96,131.24,285.95,58.11,161.77,339.96,96.42,63.45,51.4,83.91,17.09,138.02,76.36,2.24,195.54,141.37
2.4,91.52,6.48,82.22,6.23,1.2,2.95,129.81,292,59.64,167.04,349.25,95.91,64.71,52.1,85.65,16.8,141.97,76.34,2.2,199.56,142.45
2.36,93.18,6.93,82.94,6.26,1.21,3.01,126.94,292.35,59.35,169.62,353.06,90.77,62.85,50.86,84.69,15.27,142.82,73.91,2.2,196.23,143.49
2.37,91.4,6.95,80.72,6.15,1.16,2.98,126.62,295.55,60.47,171.82,355.66,92.83,63.15,50.44,85.17,16.62,143.36,77.15,2.15,194.41,148.1
2.41,92.6,7.4,82.27,6.43,1.23,2.98,128.66,300.76,62.94,176.97,364.56,92.64,65.35,51.68,90.51,16.47,145.79,78.2,2.15,199.35,151.93
2.44,93.41,7.33,81.35,6.27,1.21,3.08,130.5,303.65,62.37,179.37,365.88,91.08,64.54,52.45,91.86,17.02,148.51,78.64,2.4,195.39,153.08
2.38,94.29,7.38,79.8,6.39,1.19,3.03,132.19,306.84,62.2,180.95,368.5,90.72,65.47,52.66,92.12,16.51,148.91,77.28,2.44,197.29,155
2.38,95.39,7.44,81.3,6.43,1.19,3.08,130.87,301.49,61.41,176.23,365.53,92.24,65.49,52.37,89.33,16.72,145.45,76.11,2.5,202.28,153.39
2.37,96.25,7.27,83.4,6.51,1.29,3.01,133.34,308.19,63.05,178.01,375.12,92.11,66.15,53.02,91.05,17.6,147.81,78.35,2.4,203.3,154.76
2.36,93.99,7.18,80.79,6.38,1.27,3.14,134.6,316,63.63,179.61,394.08,89.12,66.38,54.21,91.39,17.42,151.53,76.93,2.5,208.14,154.61
2.41,93.76,7.13,82.18,6.48,1.22,3.27,134.98,313.06,63.12,180.91,387.62,87.53,66.47,54.31,91.94,17.83,151.01,75.7,2.65,206.09,153.73
2.44,92.46,7.09,77.03,6.28,1.21,3.26,132.97,312.69,62.07,177.06,386.21,85.62,65.89,53.82,91.22,17.93,150.15,75.18,2.69,204.55,149.43
2.43,96.22,6.84,74.91,6.28,1.17,3.5,134.43,308.02,61.09,173.2,382.09,86.44,67.64,53.48,90,19.06,147.98,78.48,2.65,201.5,150.76
2.44,98.76,6.79,74.73,6.36,1.18,3.39,134.26,312.87,61,174.99,386.66,85.85,65.9,54.01,90.03,18.47,148.57,78.05,2.7,198.96,152.01
2.41,97.75,6.73,73.99,6.26,1.14,3.28,137.28,315.26,59.4,175.88,387.3,84.89,67.61,54.23,91.13,18.92,149.44,80.66,2.7,203.33,154.58
2.49,93.94,6.58,73.8,6.63,1.11,3.28,137.28,326.01,57.46,174.79,381.72,84.88,70.75,53.87,89.99,18.73,148.86,81.89,2.62,204.67,149.16
2.41,92.26,6.24,70.76,6.44,1.04,3.28,138.14,325.01,56.68,173.71,378.97,83.13,69.58,54.52,89.12,18.35,146.74,81.37,2.69,207.82,149.37
2.38,95.07,6.39,71.8,6.46,1.04,3.28,135.78,323.59,57.51,175.34,377.1,88.5,70.45,54.37,91.66,19.8,147.72,84.6,2.53,211.68,148.53
2.44,95.72,6.69,74.15,6.74,1.11,3.21,135.81,325.01,57.51,173.54,377.99,89.51,70.37,58.84,97.01,19.79,147.24,83.47,2.5,206.58,147.33
2.34,96.04,6.79,76.11,6.89,1.17,3.13,133.4,329.71,60.03,178.67,383.5,92.64,70.79,58.07,99.4,19.97,149.19,86.02,2.62,205.48,150.82
2.43,94.42,6.75,75.81,6.67,1.14,2.84,134.09,326.34,59.87,162.8,379.74,91.67,70.93,56.41,99.69,19.69,149.14,85.4,2.44,206.38,152.58
2.4,93.18,6.78,75.65,6.67,1.14,3.12,134.12,329.27,61.23,167.9,385.62,83.88,72.28,57.36,103.03,20.22,152.97,87.55,2.45,210.88,155.11
2.39,90.18,6.98,77.13,6.8,1.2,3.35,133.25,335.73,64.23,169.13,389.26,83.14,73.36,58.98,106.88,20.52,156.56,89.46,2.55,211.08,159.43
2.39,91.68,7.21,82.57,6.92,1.23,3.37,133.25,341.85,64.26,168.54,391.96,79.23,74.58,59.2,108.62,19.19,158.85,84.74,2.58,212.51,160.28
2.41,92.07,7.23,81.81,7.04,1.22,3.3,135.27,339.4,64.29,164.17,392.44,79.76,75,58.48,107.85,19.22,156.41,87.46,2.68,212.98,160.07
2.38,90.78,7.08,81.3,7.02,1.21,3.27,134.09,338.62,63.3,164.13,389.24,80.41,74.51,58.08,106.91,19.79,154.95,83.04,2.88,224.94,158.98
2.38,89.72,6.91,79.92,7.01,1.16,3.21,138.42,342.06,63.64,166.89,391.42,79.58,75.51,59.14,108.16,19.27,156.46,80.96,2.89,229.55,160.28
2.42,91.1,6.73,79.04,7.03,1.16,3.32,138.71,339.76,62.77,163.09,388.96,79.62,74.84,58.49,106.19,18.55,153.72,78.86,2.82,229.57,158.76
2.46,92.67,6.79,77.22,7.08,1.15,3.29,137.76,337.6,62.1,162.29,390.26,79.35,73.96,58.21,103.14,18.46,153.03,78.49,2.72,225.87,157.38
2.58,90.66,6.92,78.46,7.07,1.18,3.33,134,337.91,61.64,162.77,390.05,80.96,74.37,58.32,102.46,17.63,152.49,76.38,2.79,228.42,156.85
2.54,88.82,6.8,78.42,6.94,1.15,3.29,130.87,336.67,60.99,159.54,387.88,81.75,73.78,57.42,101.8,17.34,150.94,74.77,2.43,228.88,156.17
2.64,89.03,6.7,77.98,6.96,1.16,3.23,134.4,337.86,60.27,158.63,389.57,82.61,74.36,56.62,100.65,17.18,149.81,72.71,2.39,232.13,157.5
2.57,91.13,6.93,79.99,7.11,1.18,3.2,134.26,344.42,61.88,162.18,395.04,83.25,75.52,58.13,103.32,16.06,153.3,70.48,2.43,235.41,159.37
2.44,91.22,6.9,79.34,7.06,1.16,3.15,131.19,343,60.95,158.94,394.84,85.23,75.28,58.47,102.59,17.26,151.47,71.29,2.5,233.82,164.53
2.6,91.47,6.84,78.37,6.97,1.14,3.16,132.39,341.41,60.77,153.89,395.44,85.19,74.96,55.78,102.1,19.88,150.47,74.92,2.46,232.43,165.31
2.58,91.54,6.8,78.35,6.92,1.13,3.15,131.33,348.99,60.9,153.44,395.02,85.39,75.25,55.3,102.94,18.86,152.44,72.91,2.4,235.23,165.99
2.55,92.23,6.73,78.39,6.82,1.09,3.11,130.15,344.75,62.24,152.46,395.59,83.84,75.14,56,103.16,18.05,152.27,72.02,2.56,235.48,168.38
2.59,90.18,6.54,75.53,6.82,1.09,3.02,130.1,342.61,61,151.52,390.26,85.68,74.85,55.61,102.32,18.26,149.35,70.86,2.4,234.19,165.55
2.49,88.17,6.5,74.15,6.58,0.93,3.13,128.8,340.38,60.68,150.33,386.81,87.43,75.01,55.03,102.37,21.11,150.19,73.95,2.25,237,167.97
2.48,90.34,6.61,76.55,6.75,0.98,3.09,127.2,348.36,62,151.35,398.07,88.13,76.03,57.07,104.53,20.79,153.92,73.28,2.41,240.34,172.47
2.49,91.98,6.58,77.2,6.7,0.98,3.14,123.2,342.23,60.86,150.12,386.29,84.54,75.7,57.38,99.93,18.82,151.94,68.4,2.44,231.02,166.3
2.41,91.77,6.53,75.35,6.62,0.98,3.14,123.98,339.03,61.17,147.51,385.02,82.67,74.23,58.53,99.79,18.16,151.7,66.38,2.37,226.83,166.69
2.41,91.33,6.6,77.61,6.81,1.02,3.14,127.14,339.03,61.17,147.51,385.02,82.67,74.23,58.53,99.79,18.16,151.7,66.38,2.37,226.83,166.69
2.4,90.18,6.46,75.56,6.74,0.99,3.1,123.4,334.56,59.25,141.76,380.23,81.35,71.97,57.21,96.53,17.35,146.96,64.91,2.49,223.26,164.27
2.36,90.3,6.36,76.3,6.76,0.95,3.08,123.52,339.41,59.58,141.35,385.24,85.24,73.27,58.3,96.87,16.99,146.17,64.43,2.43,225.08,165.75
2.34,91.08,6.42,76.66,6.67,0.94,3.1,122.23,330.02,59.52,137.83,379.11,84.29,73.46,56.45,93.31,17.09,142.58,63.26,2.39,223.42,164.27
2.31,90.13,6.31,76.07,6.67,0.95,3.09,122.92,338.88,60.65,147.4,389.45,83.91,73.82,56.49,94.49,17.03,145.36,63.33,2.4,222.09,166.45
2.38,91.13,6.36,79.36,6.83,0.95,3.11,126.65,338.45,61.97,146.85,393.75,83.84,74.32,57.43,95.49,16.71,147.47,62.74,2.3,222.37,168.47
2.41,95.02,6.43,78.56,6.98,0.92,3.1,126.36,338.02,61.44,145.27,392.55,84.4,73.36,57.19,93.47,16.49,145.14,62.72,2.4,225.29,168.3
2.39,94.15,6.5,78.49,6.89,0.87,3.1,123.2,343.47,62.92,147.94,395.58,83.73,72.9,57.74,95.7,16.17,146.78,61.88,2.4,223.72,170
2.38,94.54,6.6,78.63,6.93,0.86,3.1,123.43,343.84,62.81,150.59,395.94,82.83,71.77,58.42,98.97,15.62,144.59,60.86,2.39,221.33,170.34
2.39,93.22,6.34,75.67,6.94,0.81,3.08,123.43,341.5,62.35,149.18,395.14,82.55,70.29,59.25,98.7,15.19,142.99,60.93,2.38,218.15,168.7
2.38,88.15,5.92,71.84,6.57,0.72,3.02,122.34,325.89,60.02,143.9,379.61,83.18,70.03,57.96,96.3,15.22,138.33,62.08,2.37,215.44,161.37
2.3,87.23,5.74,72.17,6.55,0.72,3.04,123.49,332.8,59.79,143.61,388.42,86.88,71.41,58.82,97.8,16.19,139.45,64.66,2.37,225.23,162.68
2.41,87,5.58,72.35,6.56,0.73,3.04,120.62,328.06,58.33,139.43,383.24,86.71,69.12,57.71,93.02,15.51,136.51,62.13,2.36,217.19,158.79
2.37,84.18,5.72,71.43,6.43,0.68,3.16,119.01,324.72,57.38,139.49,378.76,85.39,68.72,56.76,93.06,15.96,136.9,62.71,2.38,212.87,158.76
2.4,83.4,5.75,72.03,6.47,0.7,3.2,119.01,328,57.49,141.22,386.7,87.2,69.57,57.37,93.32,15.88,138.21,61.49,2.37,215.9,161.49
2.42,87.07,5.95,73.78,6.49,0.67,3.25,119.01,329.52,58.89,143.13,390.51,87.91,70.54,57.86,95.2,15.51,140.92,62.08,2.31,217.68,164.64
2.44,88.34,5.77,72.91,6.41,0.63,3.46,117.6,325.28,57.6,141.21,388.74,88.62,69.5,57.27,94.11,15.4,138.55,61.15,2.49,214.8,164.51
2.4,88.45,5.77,73.99,6.33,0.59,3.59,119.73,315.49,57.54,140.75,383.28,90.7,68.88,56.31,93.26,15.52,138.43,61.16,2.52,213.16,164.61
2.39,88.8,5.63,74.31,6.39,0.53,3.45,120.19,311.81,57.46,139.98,380.89,95.61,69.51,56.65,93.93,16.15,138.22,62.44,2.65,215.23,163.68
2.28,88.15,5.56,74.31,6.48,0.51,3.42,120.56,313.95,59.34,144.13,380.58,91.55,70.08,56.42,95.48,16.54,140.49,62.71,2.69,215.58,165.61
2.3,91.22,5.65,74.89,6.5,0.56,3.48,122.74,312.18,59.51,146.32,383.96,91.84,70.27,56.18,94.84,17.27,142.73,64.86,2.84,215.09,168.72
2.29,91.06,5.96,76.78,6.53,0.68,3.45,121.48,308.97,58.45,147.13,376.46,93.22,70.44,55,94.32,16.99,142.31,64.5,2.79,212.5,166.89
2.36,88.38,5.92,75.03,6.48,0.71,3.45,122.05,313.89,59.69,147.94,382.94,96.07,70.63,55.44,95.47,17.3,144.87,65.5,2.85,211.59,171.55
2.41,89,6.04,76.62,6.47,0.88,3.37,121.19,319.68,60.8,149.64,388.59,97.07,71.13,57.97,97.91,16.69,145.04,65.05,2.92,211.08,173.78
2.52,88.84,5.88,77.5,6.55,1.01,3.37,121.65,315.28,59.91,149.98,385.93,98.99,71.09,57.85,97.83,16.79,143.66,65.59,2.63,213.44,174.38
2.56,88.87,5.71,77.26,6.44,0.88,3.36,120.91,316.59,60.53,149.45,388.92,99.18,72.6,58.81,98.54,16.5,144.73,65.55,2.55,216.74,175.36
2.52,87.41,5.59,75.81,6.35,0.83,3.35,120.22,312.6,59.52,148.46,388.95,101.75,71.6,57.83,95.25,16.62,143.24,65.56,2.4,217.98,171.55
2.48,86.14,5.61,75.49,6.29,0.81,3.36,117.89,314.89,59.94,151.53,390.72,101.42,71.5,58.71,95.58,16.44,142.89,65.39,2.34,217.19,173.47
2.44,83.45,5.38,74.15,6.23,0.88,3.38,116.31,314.82,60.49,147.55,386.12,105.86,72.13,58.91,96.31,16.78,140.81,66.99,2.4,215.78,172.61
2.41,84.16,5.49,75.6,6.35,1,3.36,115.31,316.24,61.75,148,386.5,109.16,72.3,57.93,96.89,16.68,142.24,66.53,2.09,215.48,174.86
2.45,84.53,5.49,75.05,6.33,0.99,3.37,115.74,311.33,61.46,146.96,383.71,107.62,69.87,56.94,93.74,16.86,138.68,65.59,2,209.98,171.59
2.37,86.37,5.68,75.07,6.3,1.02,3.38,120.99,309.05,61.24,147.7,372.21,106.07,69.64,56.17,94.38,17.16,138.46,65.51,2.27,212,173.26
2.36,84.18,5.41,73.55,6.11,1.01,3.36,118.46,308.37,60.35,149.52,367.14,103.26,68.79,55.78,92.77,16.47,136.61,62.87,2.29,211,172.87
2.33,83.84,5.37,72.24,5.81,1.02,3.41,117,302.99,62.8,152.23,368.96,103.64,68.7,57.27,93.86,16.19,139.42,61.82,2.48,212.2,176.85
2.32,83.61,5.5,74.15,6.02,1.1,3.36,114.87,308.43,62.57,152.82,374.33,102.91,69.6,57.64,94.29,16.25,140.7,61.58,2.51,212.71,175.54
2.16,79.89,5.33,70.69,5.88,1.02,3.17,111.54,309.84,60.81,149.71,368.55,101.93,68.03,56.63,91.07,16.08,138.51,61.8,2.41,205.81,170.17
2.06,75.97,5.11,67.62,5.67,0.99,3.23,109.85,302.12,56.53,146.51,362.43,101.05,66.37,56,87.61,16.96,134.87,65.2,2.24,202.33,166.75
2.05,72.14,4.9,66.31,5.43,1.11,3.24,112,293.66,52.34,141.46,350.86,102,62.32,53.72,83.76,17.47,132.43,65.48,2.17,198.97,161.16
1.98,71.98,4.74,64.88,5.32,0.95,3.24,110.88,292.39,53.14,142.97,352.44,103.4,63.99,54.18,84.17,17.83,131.32,68.56,2.27,203.55,164.6
1.98,72.65,4.71,64.44,5.21,0.94,3.11,110.37,289.82,54.32,147.48,350.13,98.9,64.88,55.01,84.36,16.59,131.33,66.86,2.2,208.53,164.95
1.95,73.71,4.89,66.63,5.42,1.01,3.28,112,296.63,55.75,149.5,352.42,97.95,66.25,54.93,89.83,17.31,136.09,67.61,2.29,216.25,173.61
2.03,78.09,5.16,68.59,5.65,1.1,3.22,112,304.82,57.04,156.9,363.44,101.68,69.05,55.43,92.3,17.58,138.2,70.45,2.26,219.79,179.21
2,79.39,5.3,72.08,5.81,1.1,3.23,111.86,315.64,56.82,150.72,372.16,105.05,70.9,54.29,93.04,15.49,139.09,62.9,2.02,232,178.91
2,80.4,5.39,72.08,5.67,0.98,3.24,112,307.4,58.28,151.81,364.7,108.5,71.25,54.78,96.14,16.51,139.15,66.18,2.15,229.96,183.28
2.03,77.93,5,72.97,5.65,0.91,3.25,110.42,301.36,58.56,152.72,361.27,122.59,72.3,55.06,95.84,17.52,139.32,68.72,2.15,226.45,184.27
2.02,82.5,5.82,82.98,5.8,1.31,3.33,114.9,301.28,64.99,155.97,363.95,124.26,74.51,54.37,104.83,15.81,147.13,63.67,2.35,234.24,196.99
1.99,90.09,6.25,84.71,6.09,1.41,3.35,111.72,314.51,67.89,161.54,371.28,119,75.73,55.13,108.17,16.06,151.31,64.92,2.39,235.12,201.98
2.03,88.29,6.18,85.8,6.24,1.29,3.45,111.83,309.96,65.85,158.04,369.28,118.3,75.39,55.55,104.5,16.58,150.29,67.29,2.48,232.96,199.29
2,86.1,6.01,85.38,6.19,1.18,3.39,112.18,306.23,63.99,158.53,367.89,118.15,75.56,55.28,103.07,16.34,147.5,65.51,2.35,232.13,197.24
2.02,85.18,6.07,86.65,6.19,1.23,3.41,113.18,311.71,66.15,164.01,375.14,120.98,77.8,56.37,107.23,16.07,151.15,64.5,2.26,236.82,201.54
2.04,87.97,6.54,91.4,6.39,1.35,3.38,115.62,312.73,68.66,163.26,377.13,119.33,78.73,56.53,113.23,16.09,152.93,62.98,2.33,239.82,208.59
2.08,86.77,6.61,92.35,6.5,1.35,3.29,116.74,312.63,68.87,162.82,375.9,119.05,77.9,56.67,114.75,16.31,151.47,63.51,2.29,239.46,205.33
2.08,86.12,6.68,90.9,6.56,1.35,3.38,112.95,310.6,69.51,163.02,377.56,119.83,76.39,56.96,115.64,15.94,153.5,63.07,2.33,238.26,201.11
2.08,87.16,6.56,90.76,6.67,1.29,3.4,112,309.48,71.11,162.21,376.46,123.1,76.55,57.01,116.36,16.21,149.99,63.39,2.32,238.01,202.72
2.1,88.22,6.61,92.37,6.84,1.31,3.41,111.89,306.42,69.76,158.74,368.02,124.81,76.5,55.89,111.65,16.15,148.36,62.69,2.29,237.09,202
2.1,89.7,6.8,91.79,6.89,1.41,3.38,110.34,306.49,72.64,165.11,370.85,126.5,77.93,57.05,116.1,16.08,150.02,62.6,2.42,239.49,204.58
2.16,91.61,7.18,93.25,6.92,1.52,3.4,116.89,309.98,74.36,170.87,378.48,127.49,79.35,58.64,122.01,15.25,153.67,59.89,2.46,241.14,207.89
2.17,90.18,7.17,93.39,6.79,1.46,3.38,119.9,312.26,73.81,165.53,378.34,127.74,79.37,58.11,120.51,15.27,152.04,60.09,2.57,241.42,207.68
2.17,88.24,7.02,91.91,6.71,1.42,3.4,121.45,312.26,73.81,165.53,378.34,127.74,79.37,58.11,120.51,15.27,152.04,60.09,2.57,241.42,207.68
2.16,88.75,6.9,92.09,6.62,1.41,3.36,122.74,306.03,73.91,164.53,374.34,125.55,78.46,57.56,120.45,15.6,152.06,61.05,2.59,242.26,209.41
2.14,86.93,6.99,88.87,6.62,1.39,3.22,121.62,302.26,71.72,160.19,365,125.69,76.97,56.88,115.26,15.76,149.35,61.24,2.48,237.29,203.92
2.14,90,7.02,89.58,6.69,1.47,3.35,116.89,301.1,71.23,164.42,364.99,125.26,77.19,56.94,116.19,15.72,151.76,61.13,2.3,239.41,206.2
2.18,87.99,7.09,89.97,6.79,1.53,3.32,114.19,298.77,71.94,163.17,361.36,123.92,77.5,56.71,117.89,15.47,153.35,60.88,2.28,240.81,208
2.14,89.26,7.3,92.21,6.98,1.77,3.32,112.89,303.43,73.29,163.73,362.03,123.85,76.98,56.74,118.5,15.13,153.88,60.7,2.3,242.5,208.22
2.13,90.99,7.54,93.66,6.85,1.71,3.29,113.73,307.23,73.91,167.69,366.61,124.18,78.92,57.64,121.35,15.91,156.04,61.74,2.51,246.89,212.68
2.11,91.17,7.48,92.49,6.79,1.72,3.28,112.03,301,73.04,170.04,362.13,122.79,79.83,58.61,118.5,15.49,153,60.81,2.63,246.65,211.1
2.11,89.72,7.3,91.22,6.74,1.66,3.27,112.75,301.96,74.48,171.59,359.23,125.56,80.78,60.14,118.97,15.48,153.57,61.35,3.21,247.72,212.07
2.08,91.56,7.3,90.02,6.77,1.7,3.31,112.09,303.73,73.54,173.44,361.35,123.19,81.84,60.62,119.09,15.42,154.14,62.69,3.72,244.09,212.24
2.08,91.33,7.1,88.91,6.71,1.67,3.28,110.28,298.43,72.98,174.46,355.39,125.48,82.22,62.1,117.88,16.03,150.37,64.29,3.48,242.61,211.97
2.08,90.53,6.85,88.98,6.6,1.54,3.26,111.72,300.57,72.89,177.7,361.71,123.12,81.37,62.6,115.84,15.43,151.33,62.96,3.59,242.88,214.63
2.07,92.26,6.75,88.38,6.62,1.56,3.32,112.06,298,70.8,174.98,357.66,127.24,81.81,61.1,113.16,15.49,153.34,63.35,3.47,241.95,211.85
2.03,95.67,6.95,88.66,6.59,1.51,3.31,110.6,298.51,71.04,176.07,357.57,128.81,81.03,62.13,115.92,17.23,154.6,66.5,3.33,244.68,214.17
1.96,97.1,6.8,87.64,6.62,1.51,3.32,112.58,302.01,70.57,174.62,354.57,119.94,81.83,61.03,114.11,16.93,153.4,65.13,3.25,244.94,210.31
2.03,99.82,6.76,87.07,6.49,1.48,3.32,117.43,300.68,70.64,170.47,352.6,120.75,82.2,60.52,113.04,17.08,151.59,63.75,3.18,243.36,211.94
1.99,99.61,6.73,86.1,6.46,1.5,3.32,114.21,303.13,70.17,169.62,356.03,125.34,83.76,60.16,112.75,17.22,152.67,64.27,3.33,247.77,210.04
1.97,98.05,6.52,84.76,6.44,1.45,3.35,111.28,297.61,69.67,165.27,349.35,127.87,81.89,59.48,109.99,17.53,149.67,66.21,3.42,244.85,210.66
1.94,98.69,6.63,85.59,6.49,1.48,3.33,113.47,296.32,69.25,163.63,347.92,128.5,81.89,59,110.43,18.04,146.5,68.14,3.6,245.95,207.94
1.96,98.02,6.78,87.57,6.58,1.52,3.34,116.37,300.66,70.72,166.55,351.6,131.83,82.67,61.2,113.21,18.1,148.15,67.45,3.65,248.51,209.99
1.97,98.02,6.78,86.93,6.62,1.52,3.35,121.16,299.6,70.27,165.4,351.97,130.75,83.31,60.14,113.29,17.97,149.01,67.23,3.64,246.5,209.53
1.97,98.02,6.78,86.93,6.62,1.52,3.35,122.66,299.6,70.27,165.4,351.97,130.75,83.31,60.14,113.29,17.97,149.01,67.23,3.64,246.5,209.53
1.97,98.14,6.83,87.27,6.62,1.52,3.35,121.02,303.02,70.63,166.89,354.18,125.16,85.39,60.31,115.07,17.98,148.72,66.45,3.47,249.52,209.94
1.98,101.09,6.9,88.01,6.61,1.48,3.33,119.9,300.99,70.34,166.58,353.9,123.33,86.03,59.64,114.11,17.13,147.55,64.69,3.43,249.05,209.13
1.97,100.72,6.82,87,6.48,1.47,3.43,120.91,302.61,71.36,168.54,354.16,123.88,87.65,60.16,116.26,17.26,148.3,64.89,3.33,248.11,210.95
1.95,100.72,6.82,86.37,6.42,1.46,3.39,121.51,304.72,71.51,170.48,354.98,122.53,88.94,60.28,116.35,17.75,148.82,65.07,3.3,249.33,212.7
1.95,100.72,6.82,86.37,6.42,1.46,3.39,121.77,304.72,71.51,170.48,354.98,122.53,88.94,60.28,116.35,17.75,148.82,65.07,3.3,249.33,212.7
1.97,100.33,6.72,86.7,6.49,1.36,3.42,120.7,294.76,68.43,164.05,344.64,116.85,88.4,58.95,111.32,18.18,145.94,67,3.44,241.16,207.95
1.95,99.75,6.89,87.9,6.58,1.42,3.41,122.05,296.59,69.42,165.56,348.79,122.3,87.52,59.22,114.62,19.02,146.01,69.54,3.57,239.16,208.46
1.95,100.72,6.99,87,6.63,1.46,3.48,119.38,299.14,70.28,170.98,348.03,121.69,92.06,61,119.42,22.52,149.74,77.92,3.85,238.65,212.26
1.95,101.69,6.93,86.03,6.56,1.46,3.53,117.17,292.58,69.78,169.74,342.55,124.57,92.89,58.91,117.49,21.02,151.72,76.43,4.1,239.87,212.61
1.93,102.24,6.82,86.81,6.58,1.41,3.52,118.03,288.33,69.86,169.09,336.1,125.36,93.98,59.23,116.99,19.27,150.77,71.12,3.95,238.46,210.03
1.85,101.11,6.78,86.72,6.52,1.39,3.52,119.47,294.74,69.8,169.2,337.68,124.84,94.06,59.8,117.58,19.96,151.78,73.11,4.17,239.85,208.36
1.89,101.04,6.9,86.28,6.49,1.42,3.51,121.59,297.54,71.52,172.21,341.85,135,96.25,60.33,118.52,20.69,153.5,74.78,5.42,241.81,208.88
1.89,101.14,6.77,86.24,6.49,1.39,3.48,122.26,299.46,70.5,171.3,345.49,145.26,95.22,60.09,117.65,20.68,152.63,73.09,7.28,239.1,207.02
1.87,102.08,6.82,88.87,6.59,1.4,3.45,125.3,303.02,70.94,172.02,347.44,149.64,97.55,61.22,117.65,21.56,154.09,72.92,6.7,242.69,208.61
1.84,99.82,6.76,88.15,6.51,1.39,3.38,127.17,300.75,69.2,171.47,347.27,150.77,97.37,59.85,116.01,21.17,153.17,72,6.83,245.25,205.97
1.79,102.59,6.74,87.02,6.41,1.37,3.43,128.37,300.75,69.2,171.47,347.27,150.77,97.37,59.85,116.01,21.17,153.17,72,6.83,245.25,205.97
1.83,103.03,6.75,87.18,6.38,1.37,3.42,126.94,298.02,69.36,170.57,341.5,159.36,99.29,59.99,118.02,20.77,153.13,72.28,7.07,247.83,206.76
1.87,106.67,7.05,90.53,6.45,1.41,3.38,128.37,298.78,68.84,168.46,341.67,164.56,99.12,58.88,117.88,18.79,154.03,70.09,6.47,249.8,208.08
1.82,105.26,6.76,88.31,6.3,1.36,3.35,127.22,296.87,68.11,166.89,339.67,162.54,98.23,58.31,115.35,17.84,151.06,67.15,5.9,249.1,205.23
1.83,104.69,6.52,87.07,6.29,1.35,3.42,123.78,298.16,67.58,167.64,339.88,170.26,101.2,58.18,114.03,17.87,152.77,67.53,5.78,253.66,202.25
1.84,102.59,6.33,84.41,6.19,1.29,3.38,125.5,299.35,66.28,166.51,343.51,174.54,96.44,57.96,112.06,17.72,153.16,67.28,5.83,253.09,201.87
1.84,104.23,6.51,84.6,6.17,1.27,3.41,126.36,293.11,67.2,160.88,330.69,176.65,94.64,57.31,108.57,17.19,150.33,65.81,5.81,252.59,201.06
1.89,101.9,6.55,85.66,6.26,1.25,3.27,130.93,292.24,65.5,163.2,332.51,170.04,95.71,54.89,104.3,16.38,152.73,63.55,5.55,259.21,199.38
1.84,101.02,6.58,85.31,6.2,1.27,3.29,131.24,293.03,68.17,161.95,327.93,163.97,92.02,55.13,107.97,16.7,150.43,63.37,5.4,246.6,202.84
1.88,100.79,6.61,85.54,6.07,1.2,3.22,126.97,286.61,66.73,157.33,321.82,164.16,89.69,53.92,103.79,16.56,146.68,63.36,5.25,241.22,195.37
1.84,100.95,6.6,86.03,6.17,1.24,3.24,128.52,292.31,66.96,157.77,324.03,166.15,88.87,54.94,107.98,16.83,147.67,65.05,5.4,239.31,195.56
1.85,101.87,6.71,88.61,6.25,1.24,3.25,129.69,300,70.14,159.62,332.7,166.53,89.49,56.03,110.34,16.77,149.82,65.02,6.14,240.38,200.12
1.84,103.21,6.81,88.17,6.2,1.21,3.33,132.16,300.74,70.58,161.2,332.39,167.55,88.43,55.44,112.08,16.96,153.08,65.84,6.72,238.93,199.14
1.81,104.09,6.92,90.09,6.27,1.23,3.3,132.11,301.85,72.68,161.25,337.23,175.34,89.42,56.45,113.7,17.83,157.53,67.85,7.34,239.82,200.59
