"A.ASBX.P.","D.RHM.P.","I.LDO.P.","F.CSF.P.","BA..P.","RR..P.","TK.ASE.P.","IS.ESLT.P.","U.NOC.P.","U.RTX.P.","U.HII.P.","U.LMT.P.","X.AXON.P.","X.MANT.P.","U.BWXT.P.","U.CW.P.","X.SWBI.P.","U.GD.P.","U.RGR.P.","X.POWW.P.","U.CACI.P.","X.HON.P."
1.84,101.78,6.96,89.58,6.23,1.23,3.28,133.46,298.79,72.33,163.9,337.04,177.18,88.77,56.11,112.72,17.24,158.82,66.76,7.19,237.54,202.92
1.84,100.91,7.1,89.14,6.21,1.22,3.28,132.39,300.13,72.49,165.02,337.84,182.39,89.76,56.99,113.59,17.9,159.64,68.33,7.4,240.13,203.86
1.81,99.48,7.1,90.09,6.3,1.2,3.36,133.4,303.78,73.04,167.22,342.34,183.16,88.71,56.71,113.12,18.41,162.14,70.28,7.91,242.71,202.02
1.87,97.38,7.07,89.6,6.3,1.22,3.34,134.92,303.63,72.47,167.77,342.19,187.98,85.93,57.1,113.59,18.06,163.13,67.82,7.75,239.08,202.16
1.84,98.6,6.97,90.13,6.3,1.22,3.31,133.03,299.63,72.33,170.53,339.14,203.51,86.48,58.56,115.7,18.06,163.45,68.24,9.61,241,202.18
1.83,100.24,6.98,89.83,6.3,1.22,3.28,133.83,297.36,72.61,176.13,337.73,195.54,85.06,59.15,115.51,18.42,164.83,68.34,9.32,236.73,203.57
1.84,100.77,7.16,89.77,6.38,1.26,3.32,134.15,297.36,72.61,176.13,337.73,195.54,85.06,59.15,115.51,18.42,164.83,68.34,9.32,236.73,203.57
1.89,98.41,7.18,88.73,6.38,1.31,3.25,133.25,290.88,72.61,175.16,335.03,175.93,83.26,59.43,115.24,18.78,163.32,69.22,8.96,237.3,203.44
1.83,97.42,7.09,89.53,6.33,1.34,3.24,132.39,297.18,73.06,178.42,337,178.38,81.55,59.69,115.04,18.24,164.49,68.49,7.86,242.44,201.9
1.84,95.37,6.91,87.85,6.2,1.23,3.23,130.33,297.86,72.88,178.43,337.92,173.75,82.81,58.91,113.52,18.56,163.23,69.11,7.66,237.16,203.52
1.83,96.71,7.6,88.5,6.11,1.3,3.3,130.93,297.24,74.26,182.13,335.42,177,82.46,58.59,117.19,18.43,164.78,70.64,7.7,235.1,203.56
1.81,95.72,7.59,90.06,6.2,1.39,3.26,129.81,297.94,73,190.64,340.47,170,80.56,57.73,118.12,18.28,166.42,71.31,8.2,234.28,203.62
1.61,95.72,7.68,91.63,6.38,1.4,3.18,127.77,298.68,73.99,186.42,346.23,169.14,80.54,57.45,117.56,17.77,167.35,69.38,7.48,232.28,205.04
1.62,98.48,7.99,92.65,6.51,1.47,3.24,126.94,301.73,77.67,188.1,346.53,161.45,80.35,60.29,119.72,17.98,168.06,70.26,7.46,228.5,211.03
1.68,97.68,7.84,91.38,6.59,1.47,3.18,123.69,301.89,73.32,183.23,341.69,159.9,79.62,59.34,112.38,17.3,166.2,68.78,7.36,225.2,204.79
1.73,96.08,7.65,90.46,6.36,1.41,3.16,123.2,291.66,71.99,175.91,330.25,165.49,78.16,58.01,110.49,17.21,163.47,68.2,6.99,221.34,202.35
1.88,97.38,7.95,93.5,6.43,1.46,3.2,126.33,293.46,74.36,178.41,333.47,169.65,80.2,60,114.81,17.9,167.06,69.8,7.17,226.92,206.22
1.87,98.02,7.86,92.58,6.51,1.45,3.2,125.56,298.78,74.67,179.63,338.59,166.15,76.93,60.45,113.44,17.33,167.68,68.06,7.74,218.72,206.58
1.81,99.29,7.9,94.12,6.56,1.5,3.2,126.42,299.1,75.07,182.23,340.91,155.01,77.27,59.9,114.6,16.31,167.95,65.96,7.16,216.37,207.01
1.8,98.71,7.94,95.69,6.53,1.5,3.19,125.39,297.51,74.42,179.37,338.25,144.9,77.62,58.04,114.04,15.79,165.77,65.16,6.67,216.48,202.94
1.79,98.16,7.78,91.66,6.35,1.43,3.2,126.16,300.91,75.18,185.61,340.43,143.04,79.23,59.75,118.33,16.07,170.52,66.21,6.91,218.27,206.58
1.76,100.33,7.96,93.62,6.52,1.53,3.17,124.78,305.62,75.61,191.1,341.45,138.59,79.74,59.99,119.26,16.69,172.69,67.59,6.04,218.56,207.7
1.75,101.44,8.18,93.8,6.55,1.5,3.19,127.86,298.3,74.83,185.09,337.5,144.4,80.13,59.63,116.85,18.09,168.74,70.15,6.35,223.21,207.61
1.82,101.78,8.63,95.49,6.57,1.48,3.2,128.37,300,76.56,187.86,340.84,141.1,81.32,61.03,119.89,18.77,172.42,71.19,6.32,224.99,212.91
1.81,100.33,8.58,95.76,6.48,1.49,3.19,130.67,299.41,77.05,189.91,339.73,152.76,81.1,61.9,119.79,18.95,172.67,71.13,6.78,236.71,212.5
1.79,100.12,8.57,96.87,6.59,1.51,3.18,133.97,301.79,78.52,195.09,340.19,152.26,82.02,63.08,123.92,18.66,176.29,69.85,5.86,241.53,214.38
1.79,98.94,8.93,97.31,6.66,1.55,3.21,133.54,305.74,79.57,198.28,346.41,153.71,82.04,64.34,123.49,18.6,176.71,70.44,6.5,248.5,216.2
1.79,99.5,9,98.16,6.61,1.61,3.21,132.91,305.84,78.24,195.13,347.13,147.03,81.81,63.66,121.14,19.01,175.32,71.89,6.21,246.25,211.81
1.76,99.31,9.01,97.75,6.58,1.67,3.17,131.45,310.57,79.56,197.94,351.02,148.43,84.55,64.77,122.32,18.8,177.52,71.51,6.01,246.71,213.03
1.71,99.54,8.89,96.71,6.53,1.64,3.14,129.69,314.94,77.94,198.47,358.45,139.96,86.37,64.47,120.18,18.51,179.24,70.55,5.74,248.63,215.02
1.65,99.75,8.73,94.54,6.43,1.54,3.04,128.54,308.65,78.36,197.26,355.07,144.75,85.02,64.87,119.3,18.7,177.62,71.68,6.31,247.45,212.91
1.62,96.36,8.57,94.56,6.41,1.47,2.74,129.69,314.21,76.92,196.07,357.66,144.77,84.32,64.56,117.19,18.14,176.56,69.81,6.66,250.11,212.13
1.61,95.3,8.44,94.7,6.57,1.38,2.8,129.69,314.14,75.18,191.48,353.61,139.62,84.41,63.34,113.31,17.94,174.87,67.75,6.44,246.05,208.59
1.59,96.87,7.93,95.16,6.57,1.42,2.84,132.42,316.03,75.55,194.12,356.12,133.45,85.14,63.99,114.91,16.7,176.42,64.71,5.8,244.81,212.22
1.58,96.06,7.85,95.32,6.47,1.39,2.8,129.81,321.19,77.53,200.14,361.22,136.77,86.7,64.28,117.33,17.08,180.06,65.49,6,245.53,213.88
1.7,96.73,7.84,95.62,6.49,1.39,2.76,129.81,319.02,78.17,203.16,364.71,137.82,86.92,64.79,118.41,17.53,181.54,67.46,5.91,241.6,218.53
1.62,97.38,7.85,96.32,6.55,1.39,2.81,132.91,323.15,77.68,207.36,372.79,134.32,87.2,65.82,119.57,16.69,183.3,65.37,5.6,247.95,218.88
1.61,98.99,8.1,98.25,6.74,1.43,2.79,133.74,322.68,77.82,205.67,370.54,139.28,86.67,66,118.99,16.75,182.1,65.23,5.64,246.25,218.09
1.64,99.75,7.96,97.7,6.63,1.38,2.78,135.75,323.64,77.27,205.85,369.5,142.42,86.95,65.94,118.6,17.45,181.56,66.07,5.92,246.66,217.07
1.72,102.84,8.09,100.65,6.7,1.43,2.87,137.45,322.24,77.28,204.23,371.02,143.06,86.71,66.87,119.93,18.16,180.83,67.72,6.22,248.6,216.8
1.72,102.84,8.09,100.65,6.7,1.43,2.88,137.3,322.24,77.28,204.23,371.02,143.06,86.71,66.87,119.93,18.16,180.83,67.72,6.22,248.6,216.8
1.72,102.84,8.09,100.65,6.7,1.43,2.96,134.98,330.65,77.91,207.6,378.75,146.33,88.89,67.88,120.58,18.19,185.59,68.47,6.44,256.24,219.27
1.76,102.91,8.23,100.61,6.85,1.47,2.89,135.84,331.16,77.51,207.37,378.97,145.6,87.8,68.1,122.75,17.97,185.11,68.91,6.65,255.59,219.19
1.76,103.93,8.32,100.37,6.91,1.47,2.9,136.16,333.97,77.6,205.03,380.19,147.27,86.37,67.21,122.84,18.39,184.79,68.97,7.19,251.29,218.5
1.78,102.87,8.22,100.35,6.92,1.46,2.87,136.56,336.12,77.48,206.64,386.02,150.57,86.25,67.71,123.61,18.28,184.11,68.39,7.5,249.2,219.86
1.79,102.63,8.15,99.13,6.76,1.47,2.82,136.67,339.95,78.29,206.87,386.23,149.42,86.72,67.32,124.85,18.18,183,68.51,7.31,251.35,226.98
1.78,100.67,8.13,98.67,6.63,1.42,2.8,135.27,340.69,78.72,210.27,387.85,149.17,86.22,67.95,126.28,18.91,184.94,70.36,7.68,253.52,228.6
1.74,100.05,8.08,98.92,6.6,1.41,2.79,133.97,338.61,77.7,206.15,387.11,152.55,85.39,67.03,124.31,19.05,182.28,71.28,7.44,250,229
1.81,102.54,8.13,100.07,6.76,1.42,2.84,133.97,341.82,77.96,207.86,388.67,152.44,84.85,67.25,124.31,18.62,183.48,70.71,7.24,252.43,229.38
1.87,104.83,8.05,99.52,6.87,1.41,2.82,133.97,344.59,77.97,208.35,390.63,153.25,85.56,67.56,124.73,18.21,183.93,70.3,7.05,257.25,229.84
1.87,105.4,8.12,99.24,6.86,1.37,2.83,135.29,346.43,78.22,208.06,391.81,152.74,87.3,68.02,125.54,18.27,184.47,70.63,6.65,260.45,232.11
1.82,106.33,8.31,99.64,6.87,1.38,2.78,134.06,344.64,78.59,210,391.73,150.55,86.6,67.67,125.37,18.44,184.79,71.54,6.68,262.46,230.97
1.83,101,7.92,97.4,6.8,1.3,2.77,133.2,345.14,77.09,207.57,387.33,150.79,85.95,67.35,122.95,17.94,184.07,70.37,6.59,261.86,227.33
1.8,103.79,7.96,97.31,6.91,1.31,2.7,133.05,345.52,78.87,208.57,387.24,149.89,85.59,67.77,126.04,17.84,185.85,70.66,6.85,255.49,230.5
1.81,99.27,8.01,99.24,6.57,1.35,2.71,131.68,343.43,78.74,203.89,380.09,153.65,84.27,67.18,125.1,17.71,184.5,69.37,6.83,258.4,229.26
1.84,98.14,8,99.34,6.52,1.34,2.71,130.44,342.04,80.54,206.13,377.29,153.94,84.7,67.37,125.42,17.78,186.48,69.14,7.11,254.47,224.5
1.81,97.84,7.83,98.9,6.55,1.42,2.73,131.3,337.8,81,206.97,371.98,159.28,83.31,67.19,125.92,17.71,185.19,69,7.29,253.56,221.52
1.82,96.89,7.67,98.46,6.5,1.35,2.88,130.15,339.87,82.81,207.45,373.22,156.61,83.06,67.58,126.83,18.17,185.89,68.47,7.03,253.78,222.93
1.79,99.34,7.73,98,6.53,1.35,2.77,128.66,338.37,83.08,210.24,372.94,155.55,83.48,67.25,127.86,17.62,185.26,65.96,7.29,251.16,222.87
1.81,99.52,7.66,97.47,6.54,1.34,2.79,128.34,352.22,82.87,212.97,380.35,154.05,85.7,67.67,130.08,17.7,190.71,66.38,7.14,254.05,223.9
1.76,100.58,7.83,97.77,6.65,1.37,2.79,127.05,354.44,83.24,212.32,380.56,151.61,85.35,66.92,127.9,17.4,190.23,64.94,7.39,254.86,223.04
1.75,101.97,7.93,97.75,6.65,1.37,2.81,127.05,361,84.14,215.14,385.31,148.98,87,67.27,128.04,18.67,191.69,66.67,7.16,262.09,223.2
1.73,99.84,7.91,97.86,6.57,1.33,2.77,125.21,368.12,83.94,214.39,387.48,142.46,86.1,67.18,128.2,19.26,191.99,68.03,6.92,263.44,225.43
1.7,99.64,7.96,97.93,6.57,1.34,2.77,126.02,372.99,84.13,212.87,386.37,141.24,82.97,65.62,126.92,19.49,190.68,67.22,6.8,262.65,226.19
1.73,100.63,8.05,99.94,6.63,1.36,2.75,127.51,370.05,84.68,218.31,387.34,130.86,83.86,65.38,129.77,19.52,192.68,69.47,6.74,261.71,228.66
1.75,101.71,7.97,99.22,6.67,1.4,2.8,126.99,370.63,85.71,216.99,390.34,134.74,83.61,66,132.49,19.71,194.82,70.37,6.91,264.31,228.79
1.79,101.37,8.04,99.64,6.74,1.44,2.81,125.36,373.8,85.04,219.37,393.14,129,83.41,65.85,129.15,19.51,194.6,71.16,6.86,263.8,230.94
1.73,99.06,7.85,98.48,6.61,1.37,2.77,122.57,368.3,84.33,214.7,387.82,131.96,83.64,65.13,125.4,19.91,191.54,72.53,6.63,259.62,229.16
1.7,97.49,7.91,97.63,6.7,1.38,2.76,124.18,363.15,82.28,212.14,380.62,124.09,83.02,63.31,121.97,19.28,186.88,72.56,6.08,253.99,220.04
1.65,95.51,7.85,97.56,6.67,1.37,2.76,126.68,370.06,83.78,215.29,387.77,126.25,85.01,63.59,126.24,19.76,191.29,74.77,5.99,258.86,223.68
1.65,99.18,8.03,99.54,6.9,1.41,2.76,126.68,371.61,85.88,216.21,390.78,132.76,86.02,65.01,127.87,20.22,191.94,75.31,6.2,259.97,227.36
1.66,99.04,7.95,98.28,6.87,1.35,2.82,126.68,372.87,86.57,216.84,391.12,133.59,85.52,64.44,127.7,20.39,191.65,76.76,6.34,259.66,226.47
1.65,98.69,7.97,96.41,6.84,1.35,2.82,126.51,368.62,85.38,213.37,387.22,123.43,84.96,62.47,125.43,19.63,189.35,74.76,6.28,260.25,222.32
1.65,95.67,7.87,94.72,6.83,1.36,2.82,126.36,370.9,85.21,213.18,385.54,126.8,84.81,62.04,125.5,19.17,188.52,74.06,6.22,257.72,221.32
1.64,95.78,7.87,95.05,6.78,1.36,2.8,128.09,371.96,85.23,212.56,388.32,130.31,85.42,62.35,124.83,19.59,189.06,74.82,6.36,256.47,222.13
1.67,97.08,8,95.65,6.83,1.38,2.82,127.88,370.46,85.81,213.67,387.22,127.07,86.01,62.43,126.49,20.06,189.88,76.26,6.38,257.04,223.2
1.68,97.08,8.1,96.2,6.85,1.39,2.86,125.59,372.18,86.48,215.95,387.71,129.99,86.23,61.98,125.98,19.83,189.6,75.94,6.29,258.16,225
1.71,97.17,7.99,95.85,6.83,1.38,2.74,122.37,369.99,86.26,211.88,385.85,130.73,86.28,62,124.33,19.48,188.91,74.72,6.33,255.35,224.04
1.71,97.12,7.95,95.58,6.88,1.35,2.8,121.97,366.72,86.5,212.78,384.13,136.06,86.12,62.38,125,20.44,189.02,76.89,6.58,254.36,224.27
1.72,98.44,8.16,96.96,6.94,1.41,2.77,123.4,370.46,88.61,215.62,387.39,139.48,87.05,62.55,126.7,21.15,190.67,77.99,6.99,254.65,231.27
1.74,99.18,8.27,97.12,6.92,1.41,2.8,123,365.87,88.71,216.21,382.2,140.59,87.01,62.54,125.32,21.26,189.91,78.94,6.86,254.96,230.91
1.65,97.72,8.2,96.71,6.92,1.41,2.77,121.34,365.87,88.71,216.21,382.2,140.59,87.01,62.54,125.32,21.26,189.91,78.94,6.86,254.96,230.91
1.62,98.41,8.28,97.08,6.94,1.43,2.8,120.65,365.62,88.99,218.09,381.92,139.15,88.54,63.1,126.57,21.79,189.54,79.64,7.07,256.13,232.95
1.62,99.22,8.36,97.33,6.97,1.48,2.8,121.25,367.21,88.63,218.92,385.09,141.59,87.49,63.25,124.42,21.83,191.54,79.6,6.9,257.57,230.74
1.63,99.66,8.3,97.47,6.99,1.44,2.79,121.51,366.51,88.68,220.61,387.35,138.19,86.4,63.62,124.67,21.97,190.81,79.83,6.77,256.86,229.2
1.64,100.56,8.25,97.45,7,1.41,2.8,121.51,377.51,89.02,222.25,394.1,141.16,87.35,63.99,125.69,21.46,193.57,79.33,6.54,259.09,230.05
1.7,100.1,8.38,98.81,7.03,1.45,2.87,120.91,371.84,88.97,221.28,391.51,146.61,86.92,64.14,125,22.12,191.77,79.88,6.75,257.71,228.19
1.69,98.02,8.38,99.11,7.03,1.46,2.87,120.82,371.11,89.45,222.66,388.53,151.06,87.43,64.12,128.13,21.73,192.72,79.78,6.74,260.01,229.81
1.7,97.45,8.33,99.38,7.02,1.48,2.84,121.77,372.6,88.85,221.03,386.8,148.05,87.87,64.17,126.46,21.29,191.87,79.11,7.32,260.63,227.81
1.66,97.47,8.31,99.13,7.03,1.46,2.92,121.77,372.51,88.25,220.75,387.72,150.72,88.2,63.89,126.73,20.94,191.48,78.22,7.02,264.71,226.25
1.7,99.01,8.31,99.22,7.04,1.47,2.9,122.34,375.06,88.81,221,387.72,157.44,89.45,64.05,128.47,21.22,191.49,79.22,7.16,266.57,225.18
1.7,98.81,8.32,99.29,7.01,1.41,2.94,121.59,372.23,88.72,219.8,389.11,156.99,89.91,64.28,126.82,20.78,190.84,79.06,7.37,263.85,223.17
1.55,98.51,8.21,99.34,7.06,1.42,2.89,123.09,375,89.4,220.09,389.8,154.49,91.05,63.65,126.98,20.51,192.45,78.92,7.19,265.94,222.5
1.46,99.06,8.28,99.27,7.12,1.44,2.86,125.3,372.21,88.43,216.79,383.6,152,91.22,62.72,126,20.55,190.08,79.11,7.44,264.08,218.99
1.53,98.85,8.25,100.24,7.15,1.47,2.81,122.17,368.7,87.13,211.64,382.9,153.6,90.65,60.44,121.98,19.92,187.68,78.34,7.38,263.83,216.29
1.57,97.17,8.05,98.94,7.04,1.41,2.77,122.92,367.19,85.92,207.18,379.19,156.85,87.8,59.21,120.27,23.35,185.15,80.63,7.92,260.78,212.5
1.53,99.38,8.14,98.39,7.08,1.44,2.83,124.35,373.29,88,213.05,382.5,158.76,89.17,60.46,123.37,27.68,190.78,84.23,7.76,263.09,216
1.53,97.21,8.06,98.81,7.07,1.42,2.85,122.49,372.57,87.38,211.6,382.48,160.62,89.03,60.01,121.21,28.86,189.58,85.4,8.51,261.82,215.49
1.49,96.87,7.96,97.91,7,1.44,2.82,126.22,370.28,86.6,209.49,377.33,165.98,87.82,58.86,120.72,28.76,186.81,85.3,8.64,258.72,214.66
1.51,96.08,8.01,99.01,7.01,1.42,2.83,124.44,369.68,86.85,211.07,377.73,167.87,87.26,58.74,121.04,29.99,188.11,86.99,8.75,257.65,217.69
1.51,96.25,8.04,99.11,7.03,1.4,2.79,123.58,373.31,86.72,213.28,382.01,172.18,89.78,59.28,122.08,30.42,189.81,86.66,9,260.42,218.74
1.51,95.53,7.86,97.03,6.9,1.32,2.77,122.51,370.21,85.11,211.16,380.07,172.06,87.02,58.35,119.54,30.41,188.87,86.13,8.53,257.99,216.79
1.53,97.15,7.91,98.81,6.87,1.29,2.79,121.34,360.31,84.44,207.83,373.42,174.14,85.7,57.67,117.92,31.72,186.7,86.52,8.79,255.24,215.95
1.5,96.45,7.86,99.22,6.86,1.3,2.74,121.19,363.43,85.31,210.75,378.35,176.8,86.54,58.12,118.76,34.7,188.26,89.98,9.79,255.12,219.35
1.52,96.38,8.04,99.98,6.91,1.32,2.77,120.96,367.62,86.22,212.15,380.22,173.26,87.99,58.12,119.02,35.4,188.05,89,9.55,256.86,220.62
1.51,96.5,8,100.37,6.9,1.35,2.74,120.53,369.2,86.7,211.97,381.49,177.79,86.95,58.52,121.03,30.96,188.54,83.42,9.06,257.44,221.32
1.52,95.9,8,100.88,6.93,1.38,2.79,120.13,369.2,86.7,211.97,381.49,177.79,86.95,58.52,121.03,30.96,188.54,83.42,9.06,257.44,221.32
1.53,93.87,7.81,101.8,6.91,1.36,2.76,119.93,367.65,85.75,205.86,378.67,176.7,85.31,58.15,120.58,30.09,186.91,82.77,8.6,256.33,218.56
1.53,92.67,7.73,101.78,6.95,1.33,2.77,121.11,371.26,85.83,206.89,383.48,175.81,86.72,58.18,122.67,28.89,189.79,82.12,8.33,258.52,220.74
1.54,91.68,7.61,101.48,7,1.32,2.74,120.59,369.94,85.44,203.55,379.92,177.68,86.61,57.24,118.98,27.47,188.02,81.16,8.13,258.66,219.32
1.5,94.15,7.81,103.58,7.07,1.33,2.75,119.9,371.82,86.38,206.22,383.11,178.29,87.08,58.39,121.83,28.89,190.22,81.76,8.28,261.15,224.34
1.49,92.88,7.8,102.63,7.04,1.26,2.68,120.04,370.33,86.22,204.69,379.07,179.92,87.62,58.01,121.5,28.28,189.33,81.54,8.35,260.69,225.02
1.5,93.87,7.59,102.27,7.07,1.23,2.64,119.07,367.39,85.33,202.66,377.84,182.3,87.62,57.95,118.09,27.1,188.74,80.43,7.9,260.3,224.08
1.54,93.41,7.46,101.71,7.07,1.22,2.69,120.62,363.94,84.91,201.66,376.82,177.31,87.52,57.3,117.87,26.21,189.46,79.13,7.42,261.01,227.77
1.54,91.75,7.34,100.7,7,1.2,2.69,119.76,364.12,84.98,201.38,378.25,173.61,87.04,57.05,117.47,25.69,189.35,78.64,7.39,262.22,232.81
1.6,92.28,7.3,101,7.09,1.22,2.69,119.76,362.81,83.53,200.74,377.14,173.76,87.42,57.17,115.91,24.68,189.28,77.48,7.08,264.17,230.33
1.59,89.17,7.01,97.56,6.92,1.14,2.69,116.17,355,81.05,195.31,372.02,175.7,85.18,55.35,112.11,24.61,184.09,77.31,7.48,261.02,220.66
1.59,90.96,7.11,98.94,7.02,1.18,2.69,117.37,359.97,84.8,202.89,379.98,180.56,87.01,58.07,116.22,24.7,190.01,77.23,7.6,264.69,229.66
1.59,92,7.38,101.85,7.11,1.27,2.69,118.58,361.46,86.58,204.76,380.89,181.45,87.09,57.83,117.23,24.46,191.63,77,7.62,266.3,231.85
1.58,92.33,7.28,102.45,7.14,1.25,2.69,118.32,359.26,85.82,202.17,379.93,180.55,86.1,57.47,116.54,23.57,190.57,75.61,7.45,266.58,232.74
1.61,93.18,7.38,103.19,7.25,1.26,2.69,118.03,361.31,85.81,203.75,380.77,183.03,87.41,57.7,116.78,23.38,191.86,76.35,7.36,268.63,229.32
1.59,93.39,7.48,104.23,7.23,1.27,2.71,118.92,358.26,85.95,205.17,368.05,182.04,86.8,57.6,117.11,23.33,191.92,76.15,7.24,267.89,229.25
1.58,93.99,7.45,103.95,7.27,1.29,2.74,120.68,362.2,88.22,204.43,374.73,180.54,86.55,57.36,116.72,23.44,194.05,75.08,7.05,268.46,230.36
1.55,94.56,7.55,105.63,7.36,1.34,2.76,124.32,360.11,87.2,204.86,372.81,186.09,87.07,57.5,117.95,23.87,195.51,75.1,7.08,268.72,230.49
1.58,95.55,7.57,104.66,7.52,1.34,2.84,122.8,365.66,87.65,207.23,372.6,186.42,87.77,57.81,119.35,24.23,198.14,76.03,7.28,268.87,232.88
1.58,93.57,7.65,102.06,7.57,1.31,2.88,122.57,363.02,86.95,205.13,371.67,186.02,87.46,57.43,118.3,23.45,196.03,74.36,6.77,266.96,233.79
1.59,95.14,7.83,102.63,7.65,1.36,2.98,122.34,361.84,86.61,203.42,368.3,189.64,87.44,56.92,118.58,24.47,195.83,75.48,7.01,268.27,232.42
1.62,95.02,7.65,101.07,7.55,1.35,3.01,122.05,364.44,87.97,204.36,369.45,187.32,84.37,55.17,120.61,25.24,197.32,76.77,7.05,256.44,232.65
1.59,94.61,7.7,101.25,7.57,1.37,2.95,121.62,357.25,85.82,200.41,361.64,191.12,82.94,52.88,118.93,24.93,195.87,76.54,6.9,252.75,229.59
1.61,97.1,7.79,102.61,7.57,1.45,2.98,121.77,358.72,86.88,203.2,360.78,193.49,84.42,52.65,120.97,25.22,196.69,80.31,7.26,251.6,229.88
1.65,97.86,7.86,101.92,7.55,1.48,2.97,123.2,362.11,87.58,205.58,362.05,192.59,84.57,53.94,120.65,24.67,199.08,81.18,7.27,252.31,229.68
1.66,96.18,7.85,101.14,7.48,1.43,2.94,122.83,360.99,87.08,205.13,361.04,192.37,83.67,54.19,119.48,24.89,197.24,82.86,7.3,251.18,228.23
1.7,96.06,7.84,101.39,7.5,1.45,2.96,121.05,362.68,87.65,206.94,362.24,183.79,83.75,55.38,120.51,24.79,199.02,82.9,7.54,253.29,231.88
1.68,95.23,8.03,101.55,7.6,1.47,2.84,121.74,366.1,88.62,208.93,363.3,184.65,83.3,55.66,121.79,24.71,200.69,82.8,7.38,253.64,234.18
1.7,95.44,7.96,101.02,7.61,1.44,2.88,132.88,363.86,87.98,207.49,359.75,186.45,82.99,55.66,120.99,24.61,199.17,82.91,7.33,253.6,231.94
1.76,96.64,8.09,100.65,7.62,1.46,2.87,132.19,363.11,87.25,205.94,357.98,185.14,81.83,55.28,120.88,24.08,198.37,80.77,7.16,251.96,231.76
1.81,95.83,7.95,100.63,7.62,1.44,2.87,134,368.62,87.14,205.75,360.25,186.24,82.94,55.39,120.48,24.17,200.46,81.01,7.04,255.22,233.74
1.8,96.32,7.84,99.68,7.6,1.46,2.87,133.83,368.63,86.61,205.67,361.6,183.45,83.42,55.66,119.31,23.94,199.32,80.36,7.11,260.02,231.45
1.76,95.92,7.97,99.59,7.56,1.48,2.84,134.75,363.16,85.48,201.17,356.6,182.71,81.33,54.88,117.43,23.31,196.8,79.21,7.38,257.53,228.42
1.8,95.16,7.79,97.24,7.49,1.46,2.84,135.93,361.09,83.35,200.16,354.03,181.52,79.35,53.9,115.81,23.17,195.49,78.53,7.12,257.79,227.73
1.77,94.22,7.72,96.75,7.54,1.45,2.86,135.24,363,84.05,202.73,357.17,186.83,79.73,55.84,117.6,23.5,197.3,78.91,7.16,259.65,227.7
1.84,94.61,7.81,97.08,7.51,1.49,2.91,136.53,362.92,84.96,205.98,357.35,186.73,79.12,56.43,118.37,23.63,198.01,78.91,7.55,257.54,229.11
1.59,96.08,8.03,97.38,7.51,1.55,2.91,134.63,362.77,85.43,206.04,359,185.8,78.15,57.26,118.7,23.78,198.92,77.37,7.41,256.5,230.44
1.52,96.62,7.99,97.84,7.46,1.53,2.92,135.01,362.66,85.73,206.22,358.75,186.4,78.26,57.61,119.51,24.57,199.3,78.4,7.47,257.31,230.66
1.43,94.98,7.92,98.25,7.47,1.52,2.92,135.41,366.76,84.76,204.42,361.62,185.15,77.3,57.49,119.56,24.25,199.07,78.31,7.36,256.61,230.88
1.43,95.51,7.96,99.27,7.5,1.53,2.94,135.72,364.84,85.4,206.99,361.99,187.01,79.18,57.47,123.06,24.42,199.72,79.63,7.47,257.74,231.14
1.44,96.73,7.93,98.78,7.5,1.53,2.94,135.27,367.62,84.8,207.01,362.05,192.84,79.75,57,122.24,24.25,199.19,78.92,7.44,256.74,231.87
1.43,95.62,7.95,99.11,7.47,1.51,2.95,133.97,367.7,84.76,204.17,359.8,181.87,79.17,57.43,121.78,24.13,200.31,78.19,7.35,257.54,231.91
1.44,93.78,8.13,100.19,7.44,1.51,2.92,134.46,364.98,84.1,202.99,356.66,181.65,77.88,57.05,120.69,24.88,199.79,78.74,7.41,256.47,229.8
1.4,93.76,8.1,99.43,7.46,1.5,2.92,133.23,368.3,84.54,205.13,358.05,182.87,78.37,57.66,120.32,22.09,202.3,75.8,7.12,258.92,230.97
1.4,93.89,8.02,98.97,7.41,1.47,2.92,132.42,365.93,83.65,203.17,356,184.89,77.94,57.48,118.88,22.45,202.46,75.89,7.21,256.32,228.36
1.39,92.81,8.21,99.18,7.41,1.47,2.92,132.42,365.93,83.65,203.17,356,184.89,77.94,57.48,118.88,22.45,202.46,75.89,7.21,256.32,228.36
1.36,91.1,8.08,96.92,7.31,1.46,2.86,132.42,358.88,83,199.24,349.2,182.67,77.52,57.4,116.56,21.83,202.39,74.67,7.09,252.24,222.93
1.32,88.96,7.98,96.2,7.29,1.46,2.82,132.42,360.4,82.87,199.49,351.46,182.56,78.69,57.04,115.93,21.09,204.4,73.8,6.89,257.22,224.4
1.28,88.75,7.96,96.98,7.3,1.46,2.85,136.07,356.78,83.66,199.33,348.93,181.15,78.68,56.87,115.78,21.42,203.81,75.22,7.04,258.44,222.93
1.29,88.8,7.82,95.85,7.28,1.43,2.81,135.52,354.1,83,198.18,345.88,179.81,76.93,56.5,113.41,21.18,201.6,74.64,6.89,255.87,222.37
1.27,89.56,7.92,97.21,7.29,1.47,2.81,137.73,353.7,83.64,200.98,346.31,176.25,80.26,56.95,115.09,20.88,199.42,74.28,6.74,257.83,223.6
1.26,89.37,7.88,95.9,7.25,1.43,2.78,136.41,351.73,82.74,197.75,344.34,177.26,77.59,54.61,114.38,20.66,196.66,72.65,6.38,252,220.19
