"U.MGM.P.","U.LVS.P.","X.WYNN.P.","X.BJK.P.","X.GDEN.P.","U.BYD.P.","U.BALY.P.","X.RRR.P."
30.53,54.45,107.17,46.65,19.93,47.7,48.71,24.16
31.06,54.43,110.07,47.86,19.99,49.18,48.57,25.66
31.53,55.38,109.16,47.97,20,49.81,50.66,25.88
31.39,54.18,107.45,47.59,19.95,50.09,53.26,25.75
29.98,52.98,108.06,47,18.79,48.95,55.5,24.88
29.59,52.42,105.91,46.7,18.02,47.37,52.87,24.55
28.36,49.04,100.8,45.32,17.01,45.76,51.27,23.97
29.56,49.08,102.05,46.37,17.71,46.01,53.72,24.62
28.56,48.09,99.53,45.4,17,45.16,52.48,23.48
29.27,49.07,101.76,45.98,17.33,46.11,52.36,23.36
30.64,52.16,106.1,47.91,18.51,47.89,54.4,23.9
30.89,53.8,108.42,48.27,18.77,48.02,55.52,24.47
32.48,52.95,108.69,48.75,19.73,50.4,54.96,25.56
34.25,55.57,116.99,50.55,19.69,53.06,54.91,26.86
35.6,55.3,117.41,50.73,19.97,54.6,56.56,27.96
35.82,54.4,113.38,50.69,19.87,53.44,59.8,27.81
36.47,55.51,116.44,50.77,20.27,53.72,60.38,27.89
35.3,55,114.58,50.33,20.34,53.81,57.62,27.79
35.93,56.02,117.85,51.3,20.98,54.09,59.61,28.72
35.93,56.02,117.85,51.3,20.98,54.09,59.61,28.72
34.99,57.46,121.42,51.3,21.9,54.61,61.07,29.12
34.96,57.99,122.17,51.62,21.73,52.76,60.02,29.19
35.04,58.24,119.87,51.09,21.4,51.78,58.79,28.66
36.42,60.18,123.66,52,21.83,52.91,60.08,29.2
37.52,61.74,126.75,52.8,22.56,56.88,60.49,29.06
39.59,64.38,136.48,54.24,23.25,57.43,62.95,29.38
38.63,64.81,134.21,54.3,23.79,60.42,65.84,30.18
36.7,62.55,128.66,52.51,23.22,55.7,63.47,29.54
37.79,62.6,131.73,53.08,23.63,58.7,59.52,30.17
38.3,63.05,131.79,54.5,24.31,62.12,64.42,31.47
38.54,64.95,133,54.6,23.93,61.94,62.75,31.4
38.83,65.82,135.62,54.97,24.21,60.9,60.61,31.95
37.29,62.35,132.89,53.25,23.2,58.79,52.3,30.56
37.14,62.44,133.32,53,23.26,60.42,59.57,30.75
37.85,63.26,133.74,52.89,23.85,60.97,64.64,32.12
37.48,62.12,134,53.73,23.74,58.37,63.61,31.45
37.62,62.02,134.84,54.84,25.5,60.88,69.13,32.77
39.19,63.16,137.92,56.45,26.06,65.6,72.7,34.71
38.98,62.45,137.05,55.77,29,63.94,71.58,34.78
40.96,66.2,139.8,57,28.53,64.88,72.61,35.6
39.91,64.97,137.57,56.3,30.03,62.35,69.38,34.66
41.23,65.93,140,57,30.31,64.57,72.12,35.05
39.51,64.77,135.65,55.9,28.45,60.93,67.34,34.21
40.03,63.74,135.48,56.1,27.92,62.59,68.7,34.5
39.03,62.87,132.87,55.83,27.2,60.55,68.97,33.94
37.34,59.35,125.15,54.31,26.27,58.78,66.34,33
36.9,59.16,125.18,53.2,25.24,57.02,68.06,33
37.96,60.72,128.1,54.01,26.36,60.24,73.63,34.03
37.68,61,127.43,54.13,27.61,59.97,69.85,34.77
37.16,59.72,123.5,52.8,25.08,56.87,63.74,31.95
38.21,61.22,125.45,53.43,25.63,59.04,66.07,32.68
37.99,60.76,125.37,53.4,25.26,58.96,64.98,32.59
39.7,61.85,128.1,54.32,26.44,61.53,65.29,33.34
39.7,61.85,128.1,54.32,26.44,61.53,65.29,33.34
41.7,62.6,131.07,55.17,27.64,61.91,66.95,33.82
41.52,63.61,136.37,55.42,28.26,62.93,64.38,34.15
41.09,62.13,132.68,54.65,27.95,62.55,62.01,34.52
42.14,62.6,133.49,55.23,28.54,63.72,62,34.76
41.77,61.94,131.39,54.97,28.82,64.06,61.7,35.27
41.16,61.61,129.94,54.01,28.23,63.39,60.8,34.58
40.99,61,129.82,54.33,28.47,63.57,54.3,34.36
41.26,61.31,129.05,54.48,28.91,64.12,53.26,34.09
39.69,61.29,127.92,54.5,29.35,65.14,57.82,34.22
40.26,61,127.28,54.6,29.26,65.62,58.78,34.49
39.75,60.62,126.28,53.84,29.59,63.76,56.84,33.59
39.55,59.04,121.64,53.23,28.07,63.06,54.98,32.67
41.2,60.76,125.99,54.5,29.64,65.32,57.29,34.19
40.75,58.33,124.38,53.93,29.7,65.23,57.72,33.99
41.51,59.76,124.15,54.82,29.66,66.85,59.08,34.07
41.47,59.3,125,55.1,29.89,67.26,59.91,35.02
42.2,60.73,127.75,56.46,31.44,68.98,59.6,37.15
42.02,61.74,130.27,56.69,33.84,68.39,59.75,38.81
40.42,61.19,129.03,56.33,33.68,66.47,59.04,37.33
40.72,61.26,128.4,55.39,34.47,66.15,57.96,36.63
41.26,61.06,128.86,55.56,34.18,67.45,59.04,36.78
40.51,59.34,124.35,54.41,34.16,65.83,57.99,37.25
41.75,59.46,127.81,55.28,36.25,66.75,58.62,37.93
38.91,57.27,122.78,53.78,35.75,65.94,56.6,37.61
39.92,57.7,126.29,54.51,41.91,67.69,58.27,38.62
39.46,57.14,125.73,53.45,43.28,64.2,55.17,39.39
38.76,56.24,125,52.05,42.99,63.25,56.19,39.75
37.14,54.94,120.91,50.44,37.96,58.39,51.91,36.75
37.47,55.76,122.42,50.8,39.26,60.42,53.16,38.13
39.11,57.9,126.67,52.21,41.21,61.8,53.57,41.26
38.75,56.76,124.73,51.76,40.92,60.49,53.39,41.52
39.48,56.71,126.14,51.98,41.31,60.95,53.01,40.56
39.28,56.13,126.3,51.16,39.54,59.56,53.13,40.13
39.91,57.76,126.63,52.32,40.23,59.66,53.56,40.37
39.7,57.72,127.36,52.24,40.7,59.44,53.21,40.39
41.74,57.74,129.46,53.62,40.91,60.91,55.22,42.55
42.21,57.67,129.03,54,39.45,61.49,55.15,42.49
42.86,59.01,132.45,54.85,40.6,63.65,56.98,43.56
43.79,58.56,132.67,55.29,42.55,65.37,58.28,45.19
42.87,57.75,131.87,54.96,42.64,64.39,58.03,44.75
42.87,57.75,131.87,54.96,42.64,64.39,58.03,44.75
43.39,59.2,135.61,55.43,45.39,64.11,58.55,46.24
43.23,58.92,134.65,55.59,45.14,62.72,59.63,44.71
42.55,56.76,129.08,54.91,45,62.53,57.16,44.77
42.77,56.52,128.16,55,45.81,62.43,55.84,45.12
43.41,56.52,129.1,55.35,46.15,63,55.94,43.74
44.16,55.92,128.05,56.1,46.27,64.04,55.02,44.84
43.54,55.09,126.67,55.89,45.95,62.4,53.7,44.2
42.67,55.39,126.17,55.39,45.5,61.62,52.48,44.1
43.21,55.63,127.17,55.51,46.13,62.83,52.75,44.7
42.22,54.15,124.95,55.06,45.44,61.77,52.21,44.2
42.24,54.29,125.4,54.11,44.67,61.52,51.78,44.84
42.1,54.37,125.45,53.81,45.26,61.62,52.68,44.23
41.37,54.14,125.3,53.21,44.14,59.88,50.9,41.89
40.86,53,124.44,52.8,43.7,58.68,51.49,39.46
42.09,54.57,127.61,54.26,44.37,60.44,52.65,41.49
42.3,53.6,126.76,53.9,44.96,60.91,53.62,41.51
43.12,53.37,125.95,53.56,44.88,60.98,54.98,41.91
44.06,51.92,124.15,54.19,45.19,61.47,54.75,42.34
43.89,52.68,124.06,53.92,44.79,61.06,53.6,43.89
42.39,51.37,120.76,52.76,43.34,60.04,53.28,41.47
42.19,51.18,121.64,52.95,44.24,60.45,53.4,42.21
42.65,52.69,122.3,53.12,44.8,61.49,54.11,42.5
43.52,53.13,122.4,53.12,44.99,62.21,53.84,42.83
43.25,53.07,121.5,53.4,44.39,61.59,52.42,42.67
43.25,53.07,121.5,53.4,44.39,61.59,52.42,42.67
41.25,51.53,116.9,52.39,44.01,59.23,51.84,41.35
40.36,50.85,112.91,51.69,43.68,56.68,49.76,40.21
40.31,50.25,111.66,50.73,43.54,55.33,50.22,40.13
41.6,51.33,113.87,51.66,45.96,57.19,52.02,41.65
41.53,51.02,114.01,51.62,47.69,58.23,52.46,42.48
40.65,50.49,111.55,50.98,47,56.34,51.24,41.18
39.97,50.12,110.71,50.5,47.1,55.25,49.51,40.2
39.2,49.44,108.23,49.77,44.49,54.89,48.18,40.09
37.93,47.82,104.7,49.15,42,53.16,47.15,38.58
36.63,47.34,104.74,48.06,41.08,51.64,45.12,38.33
38.39,47.78,106.57,48.62,43.09,54.2,45.75,39.87
39.86,49.42,109.59,49.99,44.82,57.34,46.9,41.8
39.23,47.22,107.4,50.03,43.93,56.23,46.52,40.53
38.76,45.77,103.57,50.04,45.36,56.18,46.37,40.45
39.19,45.35,104.32,49.79,46.8,57.59,48.86,41.58
38.04,43.62,100.34,49.06,45.4,56.9,49.56,41.06
38.4,44.51,102.16,49.53,46.17,58.5,50.27,41.5
38.17,42.99,99.76,48.97,46.34,57.84,49.29,40.59
37.53,42.35,98.33,48.36,45.51,57,49.25,39.4
37.37,41.51,98.37,48.05,46.07,57.7,49.27,39.57
36.95,40.13,95.08,47.29,45.66,56.38,47.88,39.31
37.27,38.86,91.09,47.06,44.48,55.3,47.96,39.52
39.67,40.77,98.68,48.3,47.25,58.48,51.37,41.73
39.81,40.87,98.9,48.33,51.5,59.1,53.48,42.49
39.21,40.64,96.14,48.42,50.22,59.23,53.22,43.53
39.72,40.97,97.44,49.19,49.32,59.53,51.26,43.63
40.56,40.99,97.84,49.13,49.29,60.66,50.75,43.2
40.71,40.79,97.2,49.5,48.72,60.84,49.69,42.6
40.41,39.96,95.52,49.2,47.47,60.13,48.01,42.44
39.42,39.35,93.71,48.59,46.37,59.29,47.36,42.12
37.93,38.64,91.96,47.54,45.28,57.49,44.62,40.47
38.64,38.32,92.35,47.56,44.53,57.6,45.04,40.1
37.66,36.77,88.68,46.75,44.21,55.65,44.29,39.56
38.4,37.55,88.3,46.9,45.39,56.04,45.06,39.84
39.52,39.73,92.93,47.83,47.65,58.25,46.98,42.19
40.91,42.72,99.44,49.55,48.68,60.18,48.71,43.35
42.13,43.24,100.84,50.85,53.42,61.94,50.28,46.17
41.98,43.02,99.58,50.43,51.98,60.97,50.37,45.66
43.32,43.91,101.05,51.09,52.74,63.24,51.75,47.02
42.66,43.44,99.89,51.12,48.63,62.07,50.48,45.72
42.62,44.61,101.69,51.35,47.72,61.37,50.24,46.81
42.2,44.12,100.98,51.99,46.93,61.11,48.76,47.38
42.56,44.01,102,52.53,46.45,61.4,48.87,47.35
42.54,43.13,100.3,52.22,47.24,60.66,48,46.41
42.54,43.13,100.3,52.22,47.24,60.66,48,46.41
43.44,44.93,105.93,53.33,46.73,62.37,50.04,47.04
42.44,43.94,104.62,53.14,44.62,60.8,47.58,45.23
42.76,43.67,103.93,52.59,43.86,61.5,48.29,44.09
42.29,41.84,101.54,52.04,42.8,59.25,47.25,42.75
43.1,42.89,103.48,51.47,43.09,58.51,45.77,43.23
41.41,38.71,92.25,50.2,43.51,58.58,45.09,44.63
40.38,38.05,86.44,49.35,45.74,59.59,44.82,45.7
41.3,37.52,84.37,49.79,45.96,61.37,44.67,46.68
41.54,38.17,83.29,49.62,45.39,61.49,44.17,47.56
41.28,37.69,82.11,48.5,45.65,60.89,42.91,47.13
40.55,35.59,78.77,49.2,45.17,60.46,44.33,47
43.02,36.12,80.79,50.25,47.12,62.9,47.25,49.65
44.65,37.28,83.83,50.65,48.86,64.14,49.59,50.32
44.62,36.9,82.88,50.06,49.93,64.29,50.97,50.72
45.09,37.9,85.38,49.82,50.15,66.39,53.82,52.03
44.88,37.3,84.31,48.88,48.79,65.56,52.97,52.59
43.85,36.4,83.63,48.47,49.24,64.55,51.62,51.89
43.15,36.6,84.75,48.53,49.09,63.26,50.14,51.22
44.86,38.18,87.21,49.8,49.26,66.4,53.08,53.67
44.51,36.91,83.56,48.87,48.92,66.01,53.16,54.12
44.96,37.47,85.05,48.81,50.02,64.86,51.51,53.63
44.64,36.75,84.25,48.35,49.84,64.38,53.39,53.68
44.77,37.12,85.49,48.57,51.46,64.62,52.72,54.79
44.43,38.22,86.06,48.32,51.36,64.2,51.15,53.83
44.42,39.09,88.98,48.04,49.71,64,50.01,54.66
48.69,40.23,91.44,49.11,50.35,66.75,50.57,56.61
48.15,40.05,92.44,49.75,50.59,66.95,49.37,55.92
48.44,40.37,91.64,49.98,51.57,67.32,49.65,56.74
47.95,40.1,90.71,50.26,50.35,66.35,51.06,57.22
48.24,40.04,90.8,50.32,50.58,66.61,51.17,57.42
47.47,40.3,91.62,50.95,49.77,65.78,50.8,56.53
47.07,39.52,90.94,51.02,49.13,66.31,49.63,57.16
48.09,38.77,91.08,50.83,48.36,66.31,49.23,57.14
48.03,38,89.1,50.59,48.73,66.05,49.5,56.72
48.15,37.99,90.42,50.6,50.78,66.34,49.66,57.58
47.24,39.03,92.16,51.03,52.35,66.6,52.01,56.99
47.02,40.3,91.79,50.93,52.18,67.21,50.61,55.39
46.97,39.74,90.78,50.39,52.5,64.91,47.34,54.76
