"A.TWEX.P.","B.ABI.P.","H.HB.P.","F.RCD.P.","I.CPR.P.","DGE.P.","K.BBCA.P.","K.CHRE.P.","DK.CAB.P.","DK.RBR.P.","CN.KCM.P.","CN.YWU.P.","CN.JYB.P.","CN.TTB.P.","IN.MLC.P.","IN.UBB.P.","MX.BEC.P.","BR.AVS.P.","CL.CVZ.P.","U.STZ.P.","U.BF.B.P.","U.TAP.P.","U.SAM.P."
7.58,126.45,94.54,109.5,4.83,24.38,0,2.02,97.5,45.02,260.41,30.57,70.43,30.94,7.49,10.63,0,4.9,10.38,158.15,38.68,98.22,146.58
7.35,125.87,94.82,109.09,4.84,24.21,0,2.02,96.88,44.26,254.59,30.41,70.49,30.59,7.23,10.49,0,4.86,10.57,154.48,38.12,96.71,146.42
7.35,124.83,93.36,108.23,4.72,23.88,0,1.98,95.57,43.67,255.97,30.26,69.79,30.36,6.97,10.54,0,4.91,10.67,156.09,38.12,97.49,147.74
7.47,126.04,94.61,109.35,4.86,24.14,0,1.99,97.27,44.08,261.69,30.66,70.52,30.44,6.97,10.44,0,4.9,10.68,154.1,38.2,96.72,150.6
7.54,125.24,93.91,108.98,4.79,24.11,0,2.01,97.35,44.09,264.75,31.23,70.82,30.42,7.03,10.2,0,4.87,11.12,154.29,38.15,97.22,153.3
7.56,128.75,95.81,111.23,4.95,24.4,0,1.96,97.96,44.9,262.4,30.72,69.73,30.06,7.03,10.12,0,4.94,11.07,157.7,38.44,99.17,157.58
7.63,131,96.06,112.29,5.02,24.47,0,1.97,99.05,45.5,262.31,30.12,69.47,30.36,7.12,10.18,0,5.01,11.06,156.9,38.62,99.43,160.58
7.64,131.46,96.77,113.74,5.01,24.52,0,2.01,99.82,46.35,263.2,30.08,69.26,29.82,7.03,10.21,0,5.01,11.02,157.95,38.75,99.36,157.45
7.62,131.41,96.71,113.29,5.02,24.73,0,2.02,100.13,47.11,262.92,30.06,69.59,29.92,7.08,10.3,0,5.1,11.04,157.83,39.34,100.2,159.81
7.69,131.98,96.79,114.39,5.04,24.73,0,2,100.52,47.43,266.76,30,69.45,29.55,7.1,10.23,0,5.06,11.09,157.83,39.34,100.2,159.81
7.56,131.29,96.26,112.91,5.01,24.57,0,1.98,99.82,47.79,275.45,31.28,71.17,30.86,7.04,10.35,0,5.05,10.92,153.15,39.23,99.18,155.4
7.45,131.93,96.42,112.81,5.03,24.48,0,2.02,99.9,47.43,274.74,31.16,72.94,30.7,7.02,10.54,0,5.11,10.92,153.81,38.96,102.17,156.39
7.52,132.04,96.42,112.78,5.04,24.32,0,2.05,99.9,47.62,278.85,31.54,72.8,30.67,7.1,10.6,0,5.09,11,154.15,38.82,101.94,156.1
7.46,130.43,96.4,113.03,5.04,24.45,0,2.1,99.13,47.42,295.67,32.63,76.03,31.13,7.11,10.36,0,5.15,11.04,153.4,38.91,102.47,154.14
7.58,131.93,96.74,113.6,5.03,24.65,0,2.11,99.44,47.25,287.51,32.41,76.53,31.04,7.06,10.35,0,5.13,11.61,155.1,39.26,102.96,155.25
7.38,133.25,96.89,113.46,5.06,24.67,0,2.07,99.44,47.59,289.38,32.62,77.48,31.21,7.03,10.51,0,5.04,11.59,151.11,38.94,101.71,156.44
7.39,132.56,96.1,112.64,5.02,24.59,0,2.07,99.05,46.38,285.67,31.97,75.93,30.94,6.96,10.44,0,5.09,11.67,154.06,40.32,103.6,161.96
7.37,131.75,95.14,111.61,4.94,24.29,0,2.07,97.96,46.2,285.67,31.97,75.93,30.94,7.03,10.6,0,5.06,11.53,154.1,39.56,103.38,160.73
7.36,129.04,93.28,109.44,4.8,23.79,0,2.01,95.49,45.62,285.67,31.97,75.93,30.94,6.92,10.52,0,4.95,11.33,153.4,39.28,103.69,159.89
7.36,126.51,91.53,107.71,4.74,23.33,0,1.97,94.79,44.68,278.15,31.23,74.33,30.92,6.96,10.58,0,5,11.17,152.88,38.91,101.58,157.68
7.28,125.3,90.64,106.14,4.74,22.96,0,1.96,93.94,44.01,284.07,31.66,76.03,30.42,6.93,10.5,0,4.91,11.09,157.12,39.18,100.55,159.17
7.25,127.95,90.56,106.8,4.75,23.24,0,1.95,94.33,43.95,287.97,32.65,77.53,30.71,6.92,10.87,0,4.88,11.09,156.24,39.16,100.18,157.5
7.21,127.95,90.36,106.68,4.76,23.43,0,1.94,93.17,43.3,285.39,32.45,77.51,30.35,6.95,10.6,0,4.93,11.12,156.76,39.06,100.84,159.69
7.22,126.85,90.34,105.61,4.76,23.25,0,1.94,92.55,43.29,289.81,34.07,79.36,30.4,6.98,10.74,0,4.92,11.01,154.05,38.67,100.31,159.44
7.29,130.02,92.88,109.05,4.92,23.8,0,2,94.95,44.09,287.57,33.48,77.26,30.29,6.98,10.72,0,4.91,11.06,154.33,39.14,101.05,159.76
7.29,131.41,93.18,110.23,4.93,23.94,0,2.01,95.33,43.92,285.18,33.1,76.01,29.94,6.94,10.64,0,4.91,11.01,154.84,39.12,102.07,161.87
7.13,131.93,93.14,110.26,4.87,24.2,0,1.98,95.8,44.4,290,33.31,76.13,30.1,6.89,10.57,0,4.84,11,153.65,38.68,101.51,160.48
7.1,131.58,93.72,111.45,4.99,24.08,0,1.97,96.88,44.49,287.91,33.29,75.1,30,6.9,10.5,0,4.89,10.94,155.99,39.19,101.95,161.11
6.91,127.26,91.91,109.75,4.78,24.67,0,1.97,93.48,43.02,285.13,32.51,74.18,29.42,6.73,10.25,0,4.88,10.73,152.53,37.56,98.08,161.02
6.85,126.28,90.94,108.89,4.78,25.14,0,1.97,91.77,42.73,299.62,33.58,76.55,30.17,6.84,10.3,0,4.94,10.73,153.1,37.61,96.18,163.86
6.68,127.14,91.97,109.69,4.97,25.42,0,1.96,92.47,43.49,300.17,33.61,76.18,30.13,6.9,10.45,0,4.95,10.9,157.65,37.71,96.64,163.35
6.72,131.93,93.76,113.23,5.03,26.21,0,1.96,94.02,45.1,300.14,33.53,75.3,30.3,7.02,10.67,0,5.03,11.03,159.39,38.39,98.44,162.8
6.75,135.62,95.45,115.44,5.12,27.41,0,1.99,98.2,46.12,304.04,33.88,74.91,30.28,7.13,10.7,0,5.03,11.24,165.4,39.9,101.13,171.03
6.79,136.37,96.53,116.47,5.11,27.67,0,1.99,100.13,46.91,298.05,33.71,74.49,30.11,7.32,10.81,0,5.08,11.2,163.61,39.55,100.74,166.64
6.96,135.21,96.27,115.32,5.1,27.6,0,1.95,100.13,46.07,306.1,33.82,75.2,30.52,7.45,11.01,0,5.04,11.31,163.61,39.55,100.74,166.64
6.81,133.6,96.15,114.95,5.08,28.1,0,1.99,97.89,45.78,313.06,34.36,75.79,30.83,7.65,11.26,0,5.1,11.2,165.9,39.29,100.44,167.88
6.89,132.73,94.61,112.77,4.92,28.16,0,1.91,96.73,44.59,330.36,36.88,80.18,31.29,7.65,11.26,0,5.07,11.03,165.34,38.81,101.27,168.81
6.93,133.31,94.82,113.9,4.97,28.38,0,1.97,97.89,45.35,330.06,36.27,78,31,7.49,11.27,0,5.05,10.9,166.01,38.84,99.85,168.53
6.88,133.77,95.47,114.36,5.04,28.15,0,1.95,98.35,45.45,322.77,37.18,78.43,30.92,7.48,11.26,0,5.13,11.11,165.99,39.31,102.56,171.13
6.96,133.6,96.04,115.01,5.11,28.39,0,2.02,99.82,45.58,328.22,38.89,80.7,31.53,7.35,11.27,0,5.13,11.11,164.21,39.43,101.62,170.75
6.83,133.71,95.68,114.66,5.11,28.03,0,2.04,99.67,45.66,338.21,39.65,80.94,31.81,7.25,11.12,0,5.1,10.98,163.73,39.37,101.4,169.59
6.75,133.02,95.69,114.71,5.01,27.89,0,2.07,100.21,45.24,330.36,38.97,79.28,31.78,7.13,11.13,0,5.05,10.8,163.52,39.2,101.2,169.69
7,131.46,95.78,114.85,5.06,27.54,0,2.04,99.82,45.48,330.25,38.66,78.38,31.57,7.13,11.26,0,5.05,10.75,162.91,39.38,98.76,167.56
7.04,130.83,95.63,115.1,5,27.56,0,2,99.36,44.91,330.7,38.68,78.63,31.5,6.98,11.17,0,5.01,10.85,163.09,39.46,98.53,169.5
7.14,130.6,95.6,114.74,5.08,27.66,0,1.99,99.59,45.08,329.34,38.56,77.29,31.18,7.08,11.27,0,5.04,10.74,163.12,39.26,99.11,166.71
7.1,130.83,95.27,114.18,5.09,27.54,0,1.99,99.44,45.07,320.9,36.94,75.51,31.07,6.91,11.23,0,5.06,10.71,164.01,39.29,98.03,164.67
7.27,130.25,95.63,115.72,5.14,27.71,0,2.01,100.52,45.25,321.37,36.72,75.3,31.06,6.82,11.17,0,5.05,10.65,166.34,39.52,100.8,165.99
7.26,131.23,95.72,115.78,5.12,27.68,0,2.02,101.14,45.25,327.43,37.11,75.98,31.32,6.77,11.09,0,5.07,10.82,165.39,39.39,100.13,164.74
7.2,131.93,97.03,116.76,5.19,28.09,0,2,101.22,45.45,320.7,36.36,73.84,30.88,6.85,11.09,0,5.12,10.87,167.66,39.96,101.67,190.16
7.29,132.39,96.89,116.88,5.28,28.02,0,2.03,101.52,45.96,324.18,36.08,74.25,31.01,7.01,11.1,0,5.12,10.99,166.32,39.47,101.17,181.65
7.21,133.48,97.36,118.03,5.28,28.37,0,2.01,101.91,47.08,332.28,37.09,75.96,31.34,7.01,11.17,0,5.11,11,165.39,39.27,98.11,183.38
7.21,130.43,96.64,116.53,5.3,28.08,0,1.97,101.52,47.17,327.04,36.54,73.57,30.96,7.27,11.65,0,5.1,11,162.97,38.64,93.13,180.21
7.19,127.14,96.86,117.51,5.27,28.79,0,1.89,102.3,47.28,329.17,37.28,74.16,31.83,7.22,11.72,0,5.14,10.97,163.59,39.2,97.75,180.17
7.06,132.96,97.38,117.86,5.32,28.38,0,1.93,102.22,47.36,326.15,37.67,74.48,31.41,7,11.58,0,4.97,10.88,164.63,39.28,102.16,182.88
7.01,130.54,93.79,117.34,5.33,28.31,0,2.01,102.61,47.26,319.7,36.28,72.91,30.44,6.8,11.37,0,5.02,10.81,163.93,39.09,100.85,182.16
6.9,128.12,92.92,116.36,5.58,28.18,0,2.01,101.83,46.72,318.92,36.08,73.19,30.5,6.81,11.19,0,4.98,10.62,162.63,38.75,100.79,179.91
6.86,127.89,92.36,115.78,5.55,27.95,0,1.94,101.45,46.55,319.56,36.38,73.04,30.47,6.6,11.05,0,4.92,10.52,162.7,38.75,99.65,178.3
6.83,128.7,92.31,117.11,5.55,28.51,0,2.02,101.68,46.51,319.01,36.35,73.06,30.69,6.28,11.17,0,4.95,10.7,163.62,38.74,99.9,179.45
6.81,129.16,92.86,118.84,5.56,28.63,0,2,101.52,46.69,318.63,35.85,73.08,30.9,6.42,11.41,0,5.05,10.9,163.08,39,99.07,179.45
6.81,127.89,92.49,117.8,5.45,28.51,0,1.99,100.21,46.63,320.89,35.89,74.33,30.93,6.38,11.64,0,5.09,11.07,162.65,38.83,98.99,179.62
6.71,127.89,92.45,119.59,5.51,28.66,0,2.05,101.91,47.31,328.86,36.83,74.97,31.05,6.27,11.92,0,5.09,11.12,164.65,38.92,99.39,180.11
6.7,127.43,92.95,119.59,5.48,28.78,0,2.05,99.98,46.63,326.84,36.41,74.79,30.89,6.16,11.79,0,5.06,11.16,166.11,39.38,99.59,181.64
6.8,128.75,93.28,122.35,5.73,28.7,0,2.07,101.37,47.43,329.92,36.99,75.31,30.71,6.42,11.74,0,5.15,11.24,165.14,39.19,99.57,184.02
6.88,130.02,92.73,122.35,5.74,28.65,0,2.01,103.23,47.7,330.13,37.14,75.57,31.03,6.48,11.27,0,5.21,11.18,165.51,39.19,99.79,182.78
7.05,130.25,93.51,122.53,5.74,28.73,0,2.04,105.01,48.43,332.01,38.12,76.66,31.59,6.48,11.27,0,5.27,11.18,165,39.25,98.95,186.55
6.97,128.52,92.16,122.01,5.64,28.52,0,2.01,105.08,47.84,322.37,37.7,74.99,31.46,6.34,11.34,0,5.28,11.18,164.47,39.8,98.92,191.47
6.99,128.58,91.86,121.03,5.6,28.61,0,2,99.59,47.51,320.95,38.07,74.91,31.62,6.28,11.4,0,5.3,11.25,165.29,39.89,99.12,186.61
7.79,128.81,91.02,120.45,5.61,28.48,0,2.01,97.89,46.4,319.15,37.44,74.85,31.43,6.41,11.4,0,5.26,11.12,165.27,39.86,99,189.05
7.7,128.81,91.3,121.49,5.59,28.61,0,2.01,97.27,47.13,319.2,37.1,74.32,31.16,6.45,11.42,0,5.24,11.06,165.5,40.32,99.34,188.82
8.07,127.95,91.69,121.03,5.66,28.23,0,2.07,97.42,48.39,320.08,37.3,74.18,30.92,6.36,11.42,0,5.18,11.05,165.78,40.26,99.75,189.2
8.19,129.45,91.25,120.45,5.65,28.3,0,2.14,97.58,49.32,319.62,36.82,74.64,31.05,6.56,11.34,0,5.17,10.8,166.37,40.25,100.13,190.47
8.22,129.1,90.76,118.61,5.62,28.1,0,2.14,96.73,48.6,317.95,36.48,74.26,30.92,6.58,11.44,0,5.17,10.87,166.61,40.62,100.65,191.79
8.26,128.93,91.01,118.55,5.62,28.23,0,2.19,96.8,48.6,315.59,36.23,73.78,30.93,6.52,11.47,0,5.1,10.65,166.69,40.82,101.01,190.91
8.16,129.85,91.3,118.72,5.68,28.26,0,2.19,96.73,49.35,313.96,36,73.46,30.86,6.59,11.71,0,5.07,10.64,165.59,40.41,101.88,192.05
8.21,129.85,91.71,118.55,5.65,28.26,0,2.21,96.88,49.68,320.3,35.94,72.8,30.93,6.52,11.64,0,5.08,10.66,166.8,40.85,103.33,190.28
8.21,129.97,93.01,119.36,5.72,27.94,0,2.23,97.66,50.78,318.56,36.17,72.91,30.96,6.59,11.82,0,5.08,10.63,166.15,40.26,103.11,185.06
8.22,128.06,92.37,118.66,5.62,27.69,0,2.3,96.8,50.9,323.07,36.36,73.21,30.88,6.6,11.6,0,5.07,10.45,164.05,38.84,102.32,182.65
8.35,128.12,91.01,121.43,5.59,27.37,0,2.23,97.11,51.21,321.52,35.73,72.79,30.84,6.62,11.61,0,5.2,10.4,164.8,38.33,102.47,182.2
8.27,130.83,93.67,123.33,5.78,28.19,0,2.26,99.36,50.99,318.47,35.26,71.75,30.68,6.67,11.62,0,5.24,10.57,167,38.5,104.21,186.06
8.19,130.89,93.5,123.22,5.75,27.93,0,2.28,99.67,51.69,321.31,35.42,71.52,31.11,6.67,11.62,0,5.25,10.74,167,38.5,104.21,186.06
8.24,130.72,93.05,123.28,5.74,27.67,0,2.31,98.04,51.38,322.81,35.77,71.34,32.03,6.76,11.68,0,5.28,10.56,166.85,38.22,106.61,184.15
8.24,131.29,93.1,123.57,5.79,27.8,0,2.29,97.58,50.73,319.33,35.21,70.35,32.04,6.74,11.74,0,5.28,10.02,165.99,37.54,105.93,183.08
8.06,129.74,92.56,121.89,5.66,27.62,0,2.28,96.42,50.38,318.51,34.97,70.2,32.23,6.73,11.77,0,5.28,9.94,165.55,37.43,104.32,179.88
8.04,128.06,90.51,120.05,5.52,27.32,0,2.25,94.71,49.31,317.27,34.79,69.92,32.02,6.61,11.65,0,5.22,9.67,162.35,36.46,101.34,174.25
7.89,127.26,90.35,119.93,5.49,27.13,0,2.22,94.95,49.31,310.43,33.45,67.7,31.71,6.51,11.61,0,5.22,9.7,164.87,37.15,103.73,174.64
7.9,125.99,89.93,118.61,5.41,27.27,0,2.22,94.79,49.52,312.9,33.8,68.05,32.51,6.51,11.61,0,5.13,9.76,161.31,36.41,101.54,168.5
8.04,125.64,90.04,117.74,5.45,27.24,0,2.2,94.79,49.62,312,33.45,68.16,32.32,6.61,11.77,0,5.19,9.82,162.62,36.25,102.36,165.17
8,127.89,89.86,118.95,5.54,27.83,0,2.16,95.18,49.68,312,33.45,68.16,32.32,6.57,11.68,0,5.21,9.83,166.47,36.5,103.66,164.5
8.02,127.89,89.21,117.86,5.52,27.86,0,2.16,93.94,49.91,312,33.45,68.16,32.32,6.69,11.82,0,5.13,9.77,164.61,36.89,102.8,162.15
8.03,129.39,89.85,119.53,5.55,28.35,0,2.16,94.95,50.07,312.59,33.89,68.06,33.18,6.61,12.5,0,5.14,9.77,162.68,37.13,102.58,158.19
7.94,130.31,90.02,120.16,5.54,28.65,0,2.15,96.49,50.22,307.2,33.88,67.67,33.76,6.58,12.59,0,5.15,9.58,162.85,37.25,102.2,153.4
7.94,130.6,89.94,120.74,5.52,28.68,0,2.16,97.04,50.13,306.26,34.04,68.03,33.57,6.6,12.7,0,5.14,9.67,165.79,37.5,105.15,151.06
7.94,134,91.76,122.64,5.79,29.01,0,2.13,98.82,50.05,309.31,34.87,69.47,33.48,6.59,12.48,0,5.2,9.91,166.02,38.05,106.78,151.32
8.02,134,91.28,122.64,5.72,29.22,0,2.12,97.81,49.77,310.04,34.66,69.45,33.18,6.54,12.67,0,5.21,9.95,166.63,37.9,105.97,152.3
8.02,133.94,89.82,122.01,5.72,29.04,0,2.12,97.27,49.73,300.71,33.62,68.26,33.13,6.51,12.92,0,5.18,9.91,165.58,37.57,104.26,149.76
8.03,135.33,90.86,121.84,5.73,29.09,0,2.15,96.65,49.74,303.26,33.87,68.93,32.85,6.52,13.03,0,5.2,9.8,165.96,37.73,107.53,150.29
7.98,137,91.06,121.49,5.82,29.19,0,2.11,97.96,50.3,300.38,33.66,68.66,33.4,6.58,12.86,0,5.24,9.86,165.3,37.75,109.61,150.79
8.08,134.52,89.64,121.2,5.79,29.21,0,2.12,98.51,50.53,303.06,34.04,69.2,33.06,6.57,12.51,0,5.21,9.77,163.67,37.66,108.44,151.61
8.08,134.46,90.31,121.49,5.78,29.03,0,2.11,97.81,50.61,310.28,34.74,69.87,33.13,7.03,12.89,0,5.24,9.65,166.49,37.95,109.8,155.26
8.22,132.96,92.67,122.76,5.77,29.49,0,2.17,97.96,50.48,310.28,34.74,69.87,33.13,6.92,12.94,0,5.22,9.71,165.51,37.74,108.68,154.66
8.23,133.89,93.01,124.2,5.72,29.79,0,2.2,97.81,50.84,310.28,34.74,69.87,33.13,7.27,13.72,0,5.16,9.69,165.85,37.44,107.82,153.3
8.23,133.02,91.17,122.07,5.64,29.17,0,2.2,96.73,50.11,310.28,34.74,69.87,33.13,7.3,13.57,0,5.18,9.64,168.6,37.24,107.78,155.03
8.29,131.46,90.46,121.49,5.62,29.16,0,2.23,96.57,49.54,310.28,34.74,69.87,33.13,7.18,13.52,0,5.19,9.59,171.03,37.34,107.73,155.47
8.28,130.6,89.06,119.18,5.5,29.31,0,2.22,94.48,49.43,310.28,34.74,69.87,33.13,7.06,13.48,0,5.19,9.67,168.84,37.1,107.65,157.44
8.2,132.68,89.87,121.32,5.52,29.4,0,2.22,96.26,49.62,315.54,35.07,71.31,33.49,7.04,13.55,0,5.2,9.67,171.24,37.42,109.83,156.9
8.22,133.6,90.79,121.32,5.54,29.27,0,2.19,95.33,49.68,321.74,34.86,71.24,33.6,7.04,13.55,0,5.14,9.7,169.71,37.1,109.84,158.22
8.24,132.62,89.38,119.64,5.54,28.9,0,2.25,94.48,49.25,318.51,34.88,70.97,33.59,7.04,13.55,0,5.14,9.81,170,36.73,110.25,162.8
8.36,131.93,89.08,119.18,5.47,28.88,0,2.23,93.94,49.48,316.5,34.42,70.98,33.91,7,13.47,0,5.08,10.06,168.94,36.71,110.65,163.18
8.39,135.16,90.38,120.39,5.59,28.77,0,2.21,94.95,49.85,318.29,34.51,70.99,33.76,6.89,13.53,0,5.16,10.03,169.46,36.28,111.25,155.41
8.32,134.41,89.97,120.62,5.46,28.55,0,2.18,94.79,49.18,315,34.68,71.04,32.95,6.81,13.26,0,5.17,10.02,167.13,35.99,110.39,155.1
8.4,134.23,90.76,122.7,5.53,28.54,0,2.2,95.18,50.3,319.91,35.3,71.69,33.16,6.97,13.26,0,5.19,10.15,167.2,36.3,110.11,158.1
8.41,135.39,90.79,125.06,5.56,28.64,0,2.17,97.42,50.41,319.17,35.2,71.66,33.55,6.91,13.26,0,5.2,10.2,167.35,36.1,109.09,160.65
8.32,134.81,91.29,126.56,5.52,28.77,0,2.18,97.35,50.42,318.16,35.04,71.5,33.14,6.84,13.09,0,5.19,10.18,166.97,35.73,108.53,156.25
8.4,134.92,91.86,127.14,5.49,28.61,0,2.18,97.66,50.25,316.82,34.96,71.05,32.9,6.81,13.09,0,5.22,10.15,167.41,36,108.63,163
8.38,132.33,91.3,125.93,5.37,28.61,0,2.19,96.65,49.85,319.67,35.11,71.26,33.03,6.75,12.7,0,5.2,10.17,169.57,36.3,108.3,165.2
8.38,131.18,91.1,124.26,5.37,28.94,0,2.2,95.88,49.77,325.93,35.76,72.7,33,6.77,12.63,0,5.16,10.39,168.14,36.38,108.1,163.2
8.21,128.52,87.84,124.08,5.33,28.77,0,2.22,94.17,49,326.7,36.38,72.66,33.01,6.64,12.45,0,5.16,10.28,166.51,36.38,106.11,159.4
7.94,129.27,87.95,125.24,5.32,28.75,0,2.19,94.64,48.7,330.02,36.09,72.27,32.5,6.48,12.42,0,5.15,10.25,165.63,36.37,104.86,156
7.75,123.68,87.63,125.12,5.29,28.73,0,2.16,94.56,49.28,330.21,36.8,72.7,32.35,6.42,12.4,0,5.05,10.19,166.02,36.82,104.49,157.6
7.86,120.57,86.55,124.95,5.29,28.63,0,2.12,94.56,49.06,331.15,36.43,72.54,32.43,6.46,12.46,0,4.98,10.19,167.12,36.94,103.81,155.25
7.88,120.51,86.06,124.32,5.23,28.36,0,2.17,93.4,48.29,329.83,36.65,73.03,32.83,6.34,12.57,0,4.84,10.19,163.45,36.62,105.31,155.6
7.76,119.07,85.74,122.76,5.17,28.01,0,2.15,93.63,47.74,328.26,36.08,71.93,32.64,6.25,12.38,0,4.84,10.05,163.7,36.89,103.65,155.55
7.64,117.05,84.44,121.37,5.11,27.2,0,2.12,93.09,47.59,328.97,36.22,72.05,32.93,6.08,12.44,0,4.73,10.11,160.07,36.76,103.02,155.6
7.64,117.22,84.01,120.57,5.03,27.04,0,2.09,92.16,47.05,327.89,35.7,71.01,32.97,5.84,12.5,0,4.68,10,159.59,36.82,102.81,156.8
7.76,117.51,84.03,121.43,5.22,27.22,0,2.1,93.48,47.47,328.42,35.97,70.44,32.75,5.75,12.72,0,4.75,10.07,165.93,37.56,105,160.05
7.69,119.36,84.97,122.35,5.17,27.46,0,2.09,94.79,47.5,333.28,36.37,71.19,32.78,5.82,12.88,0,4.77,10.12,166.55,37.63,105.88,162.65
7.4,118.43,83.12,121.14,5.11,27.15,0,2.06,93.55,47.79,329.96,36.14,69.99,32.73,5.77,12.67,0,4.74,10,153.91,36.5,103.09,164.15
7.96,113.69,82.12,116.47,4.86,26.17,0,2.1,91.7,46.03,332.38,36.45,70.66,32.88,5.79,12.89,0,4.77,9.69,152.87,36.23,99.66,168.35
7.99,114.19,81.81,115.84,4.86,26.04,0,2.09,90.61,45.3,328.16,36.23,70.82,32.55,5.65,12.43,0,4.61,9.69,152.39,36.27,99.05,173.45
7.79,112.08,79.86,115.72,4.96,25.88,0,2.12,89.14,44.97,323.9,35.78,70.5,32.43,5.65,12.43,0,4.57,9.74,147.94,36.22,96.82,175.3
7.7,110.3,81.17,117.28,5.07,26.11,0,2.14,89.92,45.33,327.04,36.25,71.19,32.38,5.4,11.99,0,4.57,9.85,152.43,36.45,97.72,171.75
7.7,111.56,81.68,117.86,4.94,26.3,0,2.16,90.07,45.47,326.15,35.96,70.86,32.38,5.34,11.94,0,4.71,9.9,153.34,36.4,97.51,167.35
7.67,111.96,81.75,118.49,5.08,26.62,0,2.16,90.61,45.28,323.95,36.05,70.93,32.08,5.38,12.18,0,4.66,9.97,154.8,36.71,97.94,165.2
7.7,110.05,81.99,118.43,5.1,26.65,0,2.12,90.92,45.24,322.87,35.89,70.39,32.12,5.33,12.2,0,4.58,9.89,155.16,36.66,96.83,165.8
7.67,111.11,81.68,117.4,5.11,26.34,0,2.12,91.7,45.27,322.35,35.88,70.52,32.28,5.1,12.11,0,4.61,9.82,157.39,37.32,98.55,169.35
7.75,111.28,81.82,116.88,5.13,26.3,0,2.17,91.77,45.18,321.69,35.85,70.58,32.19,5.37,12.15,0,4.54,9.9,156.51,37.25,99.98,172.3
7.97,111.81,81.45,115.44,5.18,26.16,0,2.17,90.85,45.93,325.94,36.5,72.02,32.42,5.41,12.22,0,4.66,9.97,154.57,36.66,98.89,174.05
7.83,111.33,81.82,113.01,5.15,26.22,0,2.14,90.46,42.33,330.09,36.61,72.02,32.39,5.28,12.29,0,4.58,9.98,154.57,36.66,98.89,174.05
8.01,113.36,82.97,114.03,5.22,26.47,0,2.12,92.08,43.61,330.04,36.63,72.25,32.39,5.33,12.18,0,4.55,9.89,156.42,37.34,99.74,174.9
8.02,113.86,82.42,112.96,5.17,26.4,0,2.14,91.62,43.27,332.76,36.94,72.76,32.58,5.47,12.4,0,4.64,9.84,156.27,37.35,99.83,177.7
7.95,114.05,82.02,113.07,5.18,26.42,0,2.12,92.24,42.93,337.41,38.24,74.51,32.61,5.4,12.35,0,4.51,9.87,155.8,37.54,100.05,178
7.89,113.06,81.55,114.17,5.25,26.34,0,2.11,92.39,42.82,332.32,37.42,73.43,32.16,5.47,12.54,0,4.53,9.84,151.14,36.28,98.03,173.1
8.09,108.12,78.64,111.35,5.14,25.83,0,2.13,89.69,39.06,334.35,37.67,73.37,32.66,5.42,12.34,0,4.39,9.76,145.34,35.68,94.66,170.7
7.84,109.07,78.48,112.09,5.11,25.71,0,2.05,89.76,39.23,335.13,37.23,72.47,32.3,5.41,12.17,0,4.41,9.75,146.02,36.02,95.63,173
7.62,110.94,78.38,112.23,5.2,25.76,0,2.07,90.38,38.4,329.04,37.02,72.43,32.35,5.51,12.18,0,4.35,9.7,148.88,36.06,95.53,175
7.62,111.71,79.09,112.58,5.28,25.7,0,2.06,90.77,39.37,339.97,37.67,74.29,32.42,5.48,12.19,0,4.43,9.7,147.98,35.96,95.48,174.4
7.54,112,79.26,112.92,5.22,26.28,0,2.07,89.45,39.37,341.04,37.7,74.25,32.17,5.51,12.05,0,4.4,9.67,149.9,35.49,97.13,175.75
7.48,111.8,79.39,113.46,5.31,26.65,0,2.07,89.38,39.17,351.73,38.33,74.78,31.91,5.57,12.17,0,4.35,9.67,151.09,36.51,98.11,174.95
7.57,112.82,80.74,116.42,5.37,26.83,0,2.01,90.61,39.56,351.78,38.18,75.17,31.78,5.46,11.98,0,4.4,9.86,152.82,36.7,99.04,173.55
7.57,112.32,80.78,117.11,5.33,26.77,0,1.97,91.62,39.93,340.43,37.05,73.11,30.94,5.47,11.88,0,4.26,9.92,153.41,36.33,99.4,172.15
7.54,114.26,81.73,117.11,5.37,27.27,0,2,93.55,40.59,346.83,37.77,75.73,31.1,5.54,11.89,0,4.3,9.98,155.21,36.45,99.83,171.8
7.57,113,81.72,116.59,5.27,27.02,0,2.06,93.17,41.01,346.06,36.94,75.5,31.02,5.52,11.82,0,4.27,9.89,155.59,35.8,98.8,169.35
7.52,112.21,81.12,116.88,5.26,27,0,2.02,91.85,41.83,341.67,36.81,73.05,30.96,5.49,11.65,0,4.31,10.02,156.24,36.11,97.48,169.2
7.6,114.03,81.47,118.26,5.29,26.99,0,2,92.78,41.71,341.18,36.92,73.21,31.06,5.51,11.79,0,4.41,10.2,157.77,36.29,97.85,170.25
7.62,113.94,82.15,118.78,5.37,27.26,0,1.97,92.47,42.06,339.49,37.5,74.37,30.93,5.52,11.66,0,4.31,10.15,156.77,36.36,97.59,172.2
7.53,115.01,82.59,118.95,5.31,27.25,0,1.9,92.86,41.91,340.03,36.87,73.56,30.31,5.46,11.34,0,4.33,10.05,150.45,36.27,96.01,169.1
7.64,114.44,82.2,118.15,5.33,27.4,0,1.88,93.17,41.63,342.3,37.11,73.38,30.29,5.42,11.16,0,4.32,9.9,151.71,36.27,97.31,167.35
