"","A:ASBX(FFNOSH)","D:RHM(FFNOSH)","I:LDO(FFNOSH)","F:CSF(FFNOSH)","BA.(FFNOSH)","RR.(FFNOSH)","TK:AES(FFNOSH)","IS:ESLT(FFNOSH)","U:NOC(FFNOSH)","U:RTX(FFNOSH)","U:HII(FFNOSH)","U:LMT(FFNOSH)","@AXON(FFNOSH)","@MANT(FFNOSH)","U:BWXT(FFNOSH)","U:CW(FFNOSH)","@SWBI(FFNOSH)","U:GD(FFNOSH)","U:RGR(FFNOSH)","@POWW(FFNOSH)","U:CACI(FFNOSH)","@HON(FFNOSH)"
"07/06/16","212610","43559","390558","104385","2982538","1645364",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53077","236373","14987","101","18731","760875"
"07/07/16","212610","43559","390558","104385","2982538","1645364",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53077","236373","14987","101","18731","760875"
"07/08/16","212610","43559","390558","104385","2982538","1645364",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53077","236373","14987","101","18731","760875"
"07/11/16","212610","43559","390558","104385","2982538","1645364",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53077","236373","14987","101","18731","760875"
"07/12/16","212610","43559","390558","104385","2982538","1645364",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53077","236373","14987","101","18731","760875"
"07/13/16","212610","43559","390558","104385","2982538","1645364",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53077","236373","14987","101","18731","760875"
"07/14/16","212610","43559","390558","104385","2982538","1645364",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53077","236373","14987","101","18731","760875"
"07/15/16","212610","43559","390558","104385","2982538","1645364",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53077","236373","14987","101","18731","760875"
"07/18/16","212610","43559","390558","104385","2982538","1645364",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53077","236373","14987","101","18731","760875"
"07/19/16","212610","43559","390558","104385","2982538","1645364",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53077","236373","14987","101","18731","760875"
"07/20/16","212610","43559","390558","104385","2982538","1645364",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53077","236373","14987","101","18731","760875"
"07/21/16","212610","43559","390558","104385","2982538","1645364",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53077","236373","14987","101","18731","760875"
"07/22/16","212610","43559","390558","104385","2982538","1645364",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53077","236373","14987","101","18731","760875"
"07/25/16","212610","43559","390558","104385","2982538","1645364",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53077","236373","14987","101","18731","760875"
"07/26/16","212610","43559","390558","104385","2982538","1645364",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53077","236373","14987","101","18731","760875"
"07/27/16","212610","43559","390558","104385","2982538","1645364",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53077","236373","14987","101","18731","760875"
"07/28/16","212610","43559","390558","104385","2982538","1645364",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53077","236373","14987","101","18731","760875"
"07/29/16","212610","43559","390558","104385","2982538","1645364",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53077","236373","14987","101","18731","760875"
"08/01/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"08/02/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"08/03/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"08/04/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"08/05/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"08/08/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"08/09/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"08/10/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"08/11/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"08/12/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"08/15/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"08/16/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"08/17/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"08/18/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"08/19/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"08/22/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"08/23/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"08/24/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"08/25/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"08/26/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"08/29/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"08/30/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"08/31/16","191082","43559","390558","104385","2982931","1644499",NA,"23155","178575","836927","40524","276312","40061","19750","96925","36945","53133","236373","14987","101","18735","760875"
"09/01/16","208939","43559","390558","104385","2983416","1645878",NA,"23155","178575","823406","40953","266584","40473","19436","103415","36620","53057","239692","15286","101","18972","762125"
"09/02/16","208939","43559","390558","104385","2983416","1645878",NA,"23155","178575","823406","40953","266584","40473","19436","103415","36620","53057","239692","15286","101","18972","762125"
"09/05/16","208939","43559","390558","104385","2983416","1645878",NA,"23155","178575","823406","40953","266584","40473","19436","103415","36620","53057","239692","15286","101","18972","762125"
"09/06/16","208939","43559","390558","104385","2983416","1645878",NA,"23155","178575","823406","40953","266584","40473","19436","103415","36620","53057","239692","15286","101","18972","762125"
"09/07/16","208939","43559","390558","104385","2983416","1645878",NA,"23155","178575","823406","40953","266584","40473","19436","103415","36620","53057","239692","15286","101","18972","762125"
"09/08/16","208939","43559","390558","104385","2983416","1645878",NA,"23155","178575","823406","40953","266584","40473","19436","103415","36620","53057","239692","15286","101","18972","762125"
"09/09/16","208939","43559","390558","104385","2983416","1645878",NA,"23155","178575","823406","40953","266584","40473","19436","103415","36620","53057","239692","15286","101","18972","762125"
"09/12/16","208939","43559","390558","104385","2983416","1645878",NA,"23155","178575","823406","40953","266584","40473","19436","103415","36620","53057","239692","15286","101","18972","762125"
"09/13/16","208939","43559","390558","104385","2983416","1645878",NA,"23155","178575","823406","40953","266584","40473","19436","103415","36620","53057","239692","15286","101","18972","762125"
"09/14/16","208939","43559","390558","104385","2983416","1645878",NA,"23155","178575","823406","40953","266584","40473","19436","103415","36620","53057","239692","15286","101","18972","762125"
"09/15/16","208939","43559","390558","104385","2983416","1645878",NA,"23155","178575","823406","40953","266584","40473","19436","103415","36620","53057","239692","15286","101","18972","762125"
"09/16/16","208939","43559","390558","104385","2983416","1645878",NA,"23155","178575","823406","40953","266584","40473","19436","103415","36620","53057","239692","15286","101","18972","762125"
