"A.TWEX.P.","B.ABI.P.","H.HB.P.","F.RCD.P.","I.CPR.P.","DGE.P.","K.BBCA.P.","K.CHRE.P.","DK.CAB.P.","DK.RBR.P.","CN.KCM.P.","CN.YWU.P.","CN.JYB.P.","CN.TTB.P.","IN.MLC.P.","IN.UBB.P.","MX.BEC.P.","BR.AVS.P.","CL.CVZ.P.","U.STZ.P.","U.BF.B.P.","U.TAP.P.","U.SAM.P.","U.MGM.P.","U.LVS.P.","X.WYNN.P.","X.BJK.P.","X.GDEN.P.","U.BYD.P.","U.BALY.P.","X.RRR.P.","D.2TP.P.","BATS.P.","ID.GUD.P.","X.IMBBY.P.","U.VGR.P.","U.TPB.P.","U.RLX.P.","U.PM.P.","A.ASBX.P.","D.RHM.P.","I.LDO.P.","F.CSF.P.","BA..P.","RR..P.","TK.ASE.P.","IS.ESLT.P.","U.NOC.P.","U.RTX.P.","U.HII.P.","U.LMT.P.","X.AXON.P.","X.MANT.P.","U.BWXT.P.","U.CW.P.","X.SWBI.P.","U.GD.P.","U.RGR.P.","X.POWW.P.","U.CACI.P.","X.HON.P."
5.98,129.68,89.71,117.63,4.47,23.87,0,1.89,93.17,41.83,218.74,26.74,66.74,32.32,8.49,13.4,0,4.55,11.15,140.69,38.88,92.29,199.25,22.25,43.4,68.77,31.03,10.04,19.01,0,0,0.15,48.41,3.81,52.26,18.99,0,0,87,1.15,70.02,14.27,78.46,6.48,2.38,0.8,97.64,187.51,56.37,124.22,213.21,16.83,29.16,31.48,67.27,17.88,136.07,61.39,0.75,89.58,97.65
5.82,131.46,90.54,117.63,4.55,24.25,0,1.89,94.41,41.94,221.65,27.08,69.77,32.12,8.4,13.55,0,4.62,11.15,143.62,38.9,92.64,194.6,22.75,44.04,70.07,31.24,10.18,19.07,0,0,0.13,48.72,3.79,52.02,19.08,0,0,87.87,1.17,70.97,14.83,79.33,6.49,2.4,0.81,98.59,192.39,56.46,127.02,218.26,17.02,29.23,31.86,70.8,19.86,136.64,65.54,0.75,91.7,98.45
5.84,129.74,90.04,117.05,4.48,24.18,0,1.89,92.01,41.58,220.99,27.68,69.51,32.76,8.27,13.43,0,4.57,10.98,143.12,38.15,90.8,190.48,22.39,42.69,66.44,30.31,10.1,19.11,0,0,0.12,48.97,3.89,52.35,18.95,0,0,87.85,1.11,69.98,14.48,78.94,6.73,2.38,0.81,97.41,190.47,54.92,127.47,217.63,17.64,29.06,31.4,73.13,18.98,135.26,63.22,0.75,90.51,97.33
5.78,127.54,87.9,115.3,4.37,23.65,0,1.77,91.93,42.02,210.62,26.33,63.9,31.01,7.93,13.19,0,4.45,10.87,149.61,37.34,90.35,192.14,20.62,38.78,60.19,29.04,10.02,17.78,0,0,0.12,48.13,3.84,51.21,18.9,0,0,87.25,1.07,66.37,14.47,79.21,6.64,2.32,0.81,97.27,188.11,54.2,124.89,213.29,16.59,28.68,30.59,70.45,18.14,130.8,60.54,0.75,89.1,94.47
5.77,124.03,86.69,114.35,4.36,23.77,0,1.79,91,41.71,213.12,26.99,63.55,31.75,8.01,13.02,0,4.51,10.76,147,37.21,89.22,177.52,20.49,39.01,57.74,28.8,10.02,18.58,0,0,0.12,47.69,3.91,50.6,18.6,0,0,86.71,1.05,68.33,14.28,79.86,6.82,2.38,0.83,96.93,186.07,53.32,127.22,212.91,16.28,28.13,30.29,69.62,17.38,130.19,58.23,0.75,86.85,93.71
5.71,126.51,87.62,114.41,4.41,23.71,0,1.8,89.61,40.86,208.16,25.07,61.66,30.92,7.86,12.79,0,4.44,10.4,147.05,37.56,88.47,171.31,20.83,38.99,56.79,28.9,10.02,18.55,0,0,0.15,47.92,3.87,51.16,18.98,0,0,89.17,0.87,67.01,14.36,82.78,6.92,2.35,0.84,97.82,188.11,53.38,126.47,215.35,15.86,28.43,30.25,69.54,17.13,131.29,56,0.75,88.14,93.7
5.8,125.58,88.77,115.49,4.51,24.13,0,1.78,88.14,42.44,204.96,25.08,62.54,30.55,8.08,12.56,0,4.49,10.23,147.04,37.83,89.58,172.42,21.13,38.91,55.62,29,10.1,18.14,0,0,0.15,48.57,3.98,52.06,19.03,0,0,89.09,0.81,68.56,14.52,83.57,6.85,2.36,0.87,97.36,188.92,53.38,129.02,217.96,16.02,28.57,30.5,70.52,17.37,132.49,56.75,0.75,87.96,94.41
5.85,126.1,88.97,115.95,4.58,24.32,0,1.78,86.36,42.67,208.07,25.11,61.31,30.08,7.98,12.42,0,4.45,10.2,144.13,36.6,87.59,167.27,20.02,36.97,52.47,28.08,9.94,17.38,0,0,0.15,48.87,3.97,51.23,18.96,0,0,88.31,0.82,68.8,14.63,83.19,6.89,2.38,0.86,96.7,184.86,52.39,122.91,214.4,15.41,28.94,30.43,69.03,16.18,129.05,51.89,0.75,86.58,92.44
5.71,122.53,86.64,113.75,4.44,23.77,0,1.76,84.89,41.09,213.32,25.31,63.41,30.25,7.88,12.45,0,4.45,9.99,143.25,37.1,86.74,168.8,20.27,37.45,51.5,28.38,10.03,17.84,0,0,0.15,47.8,3.96,51.3,19.26,0,0,87.88,0.82,65.58,13.98,80.77,6.81,2.37,0.85,94.77,185.55,52.5,124.96,216.42,15.48,29.64,29.49,68.65,15.99,129.04,52.35,0.75,87.72,94
5.67,122.82,86.21,111.96,4.38,23.52,0,1.75,82.26,40.07,207.26,24.58,62.07,29.17,7.64,12.28,0,4.38,10.21,142.75,36.8,86.03,164,19.86,38.72,58.37,27.74,10.04,17.89,0,0,0.12,47.22,4,49.92,18.74,0,0,86.29,0.76,62.5,13.31,78.89,6.74,2.31,0.84,94.74,184.21,50.51,123.65,215.99,14.63,29.47,28.8,67.95,15.78,125.99,53.26,0.75,87.7,92.59
5.56,123.91,86.43,111.3,4.33,23.37,0,1.71,82.02,39.84,207.71,24.93,62.32,29.1,7.39,11.82,0,4.29,10.08,142.75,36.8,86.03,164,19.86,38.72,58.37,27.74,10.04,17.89,0,0,0.13,47.44,3.94,49.92,18.74,0,0,86.29,0.75,63.91,13.07,78.07,6.69,2.29,0.83,96.06,184.21,50.51,123.65,215.99,14.63,29.47,28.8,67.95,15.78,125.99,53.26,0.75,87.7,92.59
5.59,126.68,87.45,113.86,4.43,24.01,0,1.74,82.95,40.46,218.97,25.94,63.97,29.89,7.79,11.99,0,4.43,10.04,145.62,37.05,87.2,166.16,19.63,38.43,59.13,28.12,10.02,17.27,0,0,0.13,47.9,3.91,50.4,18.72,0,0,87.47,0.77,66.77,13.35,79.73,6.65,2.34,0.85,96.24,186.75,50.28,121.8,215.29,14.5,29.1,28.45,65.75,15.51,127.38,52.78,0.75,86.61,92.66
5.71,121.43,85.54,111.8,4.27,23.35,0,1.72,80.24,39.65,210.72,25.63,61.45,29.25,7.81,11.42,0,4.37,10.03,145.14,36.74,86.27,163.72,19.11,37.21,56.33,27.61,10.06,16.52,0,0,0.13,46.83,3.94,49.12,18.46,0,0,85.86,0.77,64.1,12.7,77.07,6.44,2.26,0.83,93.94,182.56,50.03,121.98,210.4,15.1,28.23,27.79,65.66,15.58,124.18,53.98,0.75,87.92,91.62
5.78,123.97,87.56,115.61,4.36,24,0,1.47,82.02,40.41,208.57,25.04,60.88,28.9,7.63,11.24,0,4.31,10,143.45,36.24,86.57,163.95,19.02,37.64,56.68,27.78,9.88,16.46,0,0,0.13,47.02,3.93,49.28,18.47,0,0,85.8,0.81,65.43,12.95,77.99,6.29,2.27,0.81,92.76,181.22,50.47,121.41,210.79,15.66,27.62,27.88,65.48,15.77,124.32,54.59,0.75,84.59,91.95
6.79,128.52,88.64,119.01,4.43,24.4,0,1.54,83.65,42.17,211.16,25.08,60.52,29.35,7.86,11.25,0,4.45,10.34,148.76,36.88,88.9,164.62,19.34,39.03,59.17,28.58,9.94,16.87,0,0,0.14,47.62,3.92,50.98,18.9,0,0,86.87,0.88,67.81,13.2,80.65,6.47,2.31,0.83,93.91,184.11,50.93,122.86,212.04,15.43,28.29,28.31,66.7,15.98,126.37,56.12,0.75,86.21,93.13
6.44,129.79,89.43,118.43,4.48,24.19,0,1.45,84.04,42.14,211.19,25.45,62.43,29.37,7.7,11.18,0,4.45,10.36,148.25,36.86,87.6,163.55,18.89,39.11,61,28.48,9.88,16.4,0,0,0.14,48.03,3.9,50.83,18.63,0,0,86.68,0.93,69.06,13.02,81.87,6.51,2.31,0.87,93.42,181.83,50.08,121.86,211.01,15.02,27.77,28.2,67.68,16.05,124.6,56.45,0.75,83.59,91.85
6.44,130.25,89.14,119.7,4.53,24.59,0,1.44,85.43,42.71,207.27,24.53,62.4,27.59,7.7,11.18,0,4.45,10.46,148.38,37.5,87.76,169.5,19.11,40.87,63.41,29.02,9.92,16.69,0,0,0.15,48.38,3.97,51.58,18.59,0,0,87.31,0.93,71.64,13.02,79.82,6.6,2.31,0.86,93.48,182.5,50.52,124.78,209.93,15.85,27.81,28.61,69.37,16.3,127.38,57.48,0.75,84.57,93.78
6.53,131.46,90.41,119.93,4.56,24.52,0,1.44,85.89,42.62,208.23,23.9,60.93,27.69,7.38,11.03,0,4.71,10.61,146.11,37.1,87.75,171.87,19.47,41.59,62.23,29.2,10,16.96,0,0,0.15,49.44,4.17,52.22,18.57,0,0,88.09,0.91,72.31,12.52,79.95,6.66,2.29,0.85,93.91,178.19,50.61,122.16,207.86,15.15,27.67,28.86,67.99,15.45,129,55.2,0.75,82.35,92.31
6.69,129.16,89.55,119.53,4.43,24.19,0,1.48,86.51,43.02,204.8,23.62,59.47,28.12,7.35,11.08,0,4.73,10.82,151.82,37.92,88.45,170.18,19.28,42.79,63.15,29.67,9.98,17.24,0,0,0.15,49.5,4.12,52.73,18.82,0,0,89.06,0.91,71.38,12.41,78.24,6.64,2.31,0.84,96.78,180.15,50.99,122.45,206.66,14.8,27.82,29.21,69.23,15.68,128.65,56.41,0.75,81.76,93.27
6.63,133.6,92.28,124.49,4.65,24.75,0,1.45,89.45,44.57,208.98,24.64,61.25,28.63,7.1,11.02,0,4.93,11.23,152.48,39.14,90.48,179.25,20.08,45.1,67.34,30.73,9.97,17.81,0,0,0.2,51.19,4.14,54.18,19.19,0,0,90.01,0.95,75.67,12.6,80.92,6.78,2.36,0.84,97.67,185.06,51.72,127.88,211,15.39,28.83,29.94,69,16.56,133.77,58.85,0.75,83.07,98.25
6.68,133.94,92.78,125.35,4.62,25.09,0,1.49,90.38,45.07,209.65,25.02,61.13,28.06,6.99,11.06,0,4.86,11.38,154.36,38.51,91.91,178.81,20.05,44.63,67.1,30.78,10,17.85,0,0,0.2,50.75,4.12,54.88,19.39,0,0,89.41,0.94,74.46,12.63,80.99,6.69,2.36,0.83,96.52,188.64,51.64,126.72,209.8,15.43,28.03,30,69.1,16.65,133.62,59.14,0.75,81.59,97.94
6.64,133.48,92.21,123.45,4.61,25.03,0,1.48,89.38,44.9,213.04,25.2,62.07,28.38,7,11.49,0,4.75,10.81,152.51,38.32,91.55,174.9,19.09,42.2,62,30.01,9.94,17.03,0,0,0.15,50.65,4.11,54.2,19.18,0,0,89.35,0.9,74.96,12.26,79.28,6.58,2.26,0.84,96.78,187.44,50.38,124.58,210.45,14.75,27.48,29.8,66.4,16.91,133.53,60.28,0.75,80.95,95.83
6.46,129.5,92.23,122.18,4.51,24.56,0,1.48,87.52,44.4,212.11,25.3,62.05,27.88,7.21,11.36,0,4.78,10.2,150.4,38.53,89.97,180.23,18.55,42.56,63.17,30.05,9.99,16.64,0,0,0.15,49.98,4.14,54.1,18.96,0,0,89.79,0.9,74.96,12.03,78.34,6.39,2.18,0.84,96.38,189.77,50.7,125.63,212.92,15.06,27.84,30.14,66.94,16.62,133.79,60.33,0.75,80.72,97.26
6.62,126.74,88.8,119.82,4.31,24.01,0,1.43,88.21,43.74,213.5,25.33,62,28.17,7.06,11.57,0,4.85,10.36,146.95,38.5,87.63,178.31,18.77,42.68,63.78,29.87,10.07,16.83,0,0,0.15,49.3,4.25,52.74,18.84,0,0,89.1,0.91,71.78,11.81,76.05,6.43,2.22,0.83,95.63,186.35,51.97,125.95,210.21,15.8,28.15,29.4,67.71,16.77,135.35,61.38,0.75,92.86,97.63
6.47,123.74,87.02,116.59,4.28,23.6,0,1.45,88.68,42.19,212.33,24.66,62.39,28.01,7.47,11.63,0,4.79,10.11,137.95,38.56,86.95,179.03,17.88,41.98,61.91,29.27,10.01,15.86,0,0,0.15,48.95,4.27,50.55,18.75,0,0,89.55,0.89,70.45,11.11,73.15,6.29,2.25,0.83,93.74,186.49,51.81,125.38,211.94,15.53,27.5,28.62,65.83,16.44,134.2,61.96,0.75,91.07,97.23
6.41,118.72,86.26,115.67,4.08,23.41,0,1.45,84.89,39.96,212.33,24.66,62.39,28.01,7.43,11.61,0,4.79,10.01,134.95,37.73,83.9,184.66,16.87,40.53,58.8,28.75,9.89,15.04,0,0,0.15,49.01,4.27,50.98,18.31,0,0,89.72,0.87,65.77,10.62,71.33,6.14,2.19,0.81,92.68,185.62,51.18,125.17,214.53,15.38,27.78,27.84,65.2,16.35,132.26,63.78,0.75,93.54,96.66
6.29,119.01,86.7,113.31,4.14,23.42,0,1.45,84.73,39.11,212.33,24.66,62.39,28.01,7.14,11.58,0,4.79,9.81,136.09,38.34,83.87,180.29,16.56,39.58,58.45,28.3,9.85,15.04,0,0,0.13,49.08,4.3,50.74,18.1,0,0,90.02,0.86,64.94,10.28,70.78,6.17,2.18,0.81,93.34,187.32,51.46,125.46,215.98,15.37,27.32,27.54,64.85,16.16,132.13,62.51,0.75,93.82,97.79
6.23,119.93,84.03,114.84,4.24,23.41,0,1.45,88.14,40.21,212.33,24.66,62.39,28.01,6.89,11.55,0,4.74,10.01,138.8,38.11,84.18,177.55,17.17,40.13,58.14,28.24,9.81,15.36,0,0,0.17,48.5,4.37,50.45,18.33,0,0,89.23,0.86,67.42,10.7,71.78,6.18,2.25,0.81,92.79,188.33,51.29,129.44,213.95,15.48,26.9,27.5,65.25,16.78,133.07,62.85,0.75,93.77,97.68
6.36,116.01,81.97,107.12,4,22.92,0,1.44,88.99,40.84,212.33,24.66,62.39,28.01,6.6,11.37,0,4.72,9.98,135.61,38.23,83.63,179.6,16.93,40.25,59.69,28.05,9.98,14.96,0,0,0.17,48.35,4.33,52.27,17.9,0,0,88.34,0.89,65.04,9.95,69.47,6.04,2.25,0.8,89.6,183.91,49.93,128.43,207.18,15.41,26.58,27.09,63.72,16.96,128.58,62.57,0.75,92.75,96.67
6.25,117.97,82.41,107.61,4.06,23.09,0,1.46,91.31,40.63,212.33,24.66,62.39,28.01,6.65,11.48,0,4.73,10.03,138.03,38.81,84.14,185.04,18.11,44.09,69.14,29,10.08,15.98,0,0,0.16,48.71,4.31,51.24,18.26,0,0,89.06,0.88,65.19,10.22,70.66,6.14,2.58,0.8,91.04,181.25,50.69,131.3,206.08,15.43,26.67,27.39,63.7,17.54,130.18,63.84,0.75,94.04,98.51
6.34,121.09,84.71,110.12,4.13,23.76,0,1.49,94.33,41.97,208.73,24.24,61.02,27.69,6.78,11.44,0,4.73,10.02,138.03,38.81,84.14,185.04,18.11,44.09,69.14,29,10.08,15.98,0,0,0.16,49.58,4.37,51.24,18.26,0,0,89.06,0.83,68.46,10.71,73,6.33,2.62,0.78,92.3,181.25,50.69,131.3,206.08,15.43,26.67,27.39,63.7,17.54,130.18,63.84,0.75,94.04,98.51
6.38,120.39,84.55,108.38,4.03,23.79,0,1.51,93.55,42.16,212.38,25.04,62.41,28.39,6.61,11.21,0,4.75,10.08,139.29,39.29,84.66,184.58,19.15,45.82,74.65,29.95,10.05,16.81,0,0,0.16,50.49,4.37,52.97,18.12,0,0,90.12,0.81,70.28,10.6,73.78,6.41,2.69,0.78,91.76,184.22,51.01,134.34,209,16.32,27.2,28.02,64.63,18.06,131.51,65.62,0.75,94.76,99.91
6.4,122.18,85.56,111.63,4.13,24.06,0,1.55,94.25,42.48,210.7,24.93,62.28,28.43,6.58,11.53,0,4.82,10,142.01,39.94,86.24,188.65,20.07,46.32,76.21,30.49,10.05,17.25,0,0,0.16,51.09,4.51,53.38,18.47,0,0,91.23,0.84,71.5,10.74,75.19,6.56,2.88,0.8,91.38,190.06,51.97,134.86,212.74,17.13,27.04,29.33,65.4,17.81,135.03,64.26,0.75,93.78,101.04
6.66,121.66,85.16,111.41,4.09,23.98,0,1.56,94.41,42.93,210.08,24.42,61.11,28.46,6.46,11.43,0,4.86,10.14,140.33,40.48,84.73,184.43,18.4,46.02,78.45,30.53,9.97,17.07,0,0,0.16,50.56,4.51,53.12,18.45,0,0,91.65,0.85,73.28,10.87,75.68,6.63,2.81,0.81,91.61,192.68,52.12,133.02,214.2,17.11,27.44,29.36,65.86,18.28,135.05,66.49,0.75,92.11,101.36
6.89,120.86,85.09,111.63,4.12,24.02,0,1.54,93.71,42.93,211.54,24.27,61.33,28.4,6.83,11.62,0,4.84,10.11,139.51,40.8,85.55,181.02,18.06,45.86,77.18,30.41,10,16.3,0,0,0.16,50.31,4.55,53.69,18.51,0,0,91.94,0.89,71.34,10.73,76.26,6.64,2.73,0.8,93.48,190.68,52.04,133.01,213.62,17.12,28.22,29.78,65.84,18.13,135.26,65.69,0.75,93.23,102.12
6.93,122.59,86.1,113.62,4.18,24.42,0,1.55,93.79,43.55,216.43,24.84,62.41,28.99,7.07,11.59,0,4.91,10.08,140.6,41.11,86.83,192.26,18.76,47.51,79.53,31.4,10.05,16.68,0,0,0.2,50.75,4.64,52.64,18.51,0,0,92.54,0.86,72.88,10.89,76.93,6.7,2.8,0.81,95.35,192.27,54.48,134.53,215.01,17.26,28.8,30.08,66.7,17.87,136.62,64.97,0.75,94.82,100.12
6.99,122.18,85.91,114.04,4.18,24.49,0,1.54,94.33,43.49,221.23,25,64.05,29.11,7.35,11.39,0,4.82,9.86,139.47,41.1,85.6,191.02,18.22,47.23,79.65,30.95,9.92,16.22,0,0,0.21,50.48,4.69,52.24,18.51,0,0,92.05,0.94,73.06,10.95,81.76,6.68,2.82,0.82,94.2,191.31,54.03,132.88,215.15,17,28.79,30.99,66.71,18.13,135.91,65.24,0.75,94.03,98.67
6.85,119.64,84.61,111.94,4.13,24.54,0,1.54,89.99,43.29,226.78,25.19,63.63,29.17,7.39,11.24,0,4.8,9.7,139.08,40.94,86.14,190.23,18.25,46.92,79.67,30.9,9.99,16.27,0,0,0.21,50.36,4.65,52.18,18.77,0,0,91.46,0.88,70.63,10.52,82.23,6.61,2.78,0.82,93.57,190.02,55.21,132.86,216.63,17.22,28.99,30.72,65.96,18.39,135.15,64.22,0.75,94.63,98.34
6.9,117.63,85.8,113.34,4.23,24.66,0,1.5,92.08,43.33,221.23,24.04,60.11,27.65,7.6,11.42,0,4.68,9.71,143.64,41.36,86.63,191.92,18.34,47.44,80.63,30.77,10,16.36,0,0,0.2,50.93,4.39,53.31,19.09,0,0,92.45,0.89,72.79,10.57,83.13,6.73,2.85,0.82,92.42,192.93,57.84,133.99,220.03,17.21,29.13,31.42,70.38,19.04,137.24,69.21,0.75,96.73,99.19
6.95,117.74,85.75,113.41,4.2,24.5,0,1.46,92.32,43.33,225.84,24.41,61.29,27.83,7.78,11.41,0,4.66,9.86,142.05,40.04,85.19,188.95,18.87,47.92,82.17,31.1,10.22,17.64,0,0,0.3,51.42,4.47,52.08,19.01,0,0,91.45,0.93,73.99,10.78,83.19,6.72,2.89,0.82,92.82,192.22,57.62,133.55,217.24,17.48,28.87,31.83,70.55,19,137.11,69.91,0.75,94.61,98.09
7.06,119.47,85.52,113.14,4.18,24.42,0,1.48,91.85,43.47,223.83,23.39,59.69,27.64,7.56,11.45,0,4.66,9.93,141.43,39.39,85.27,188.11,18.93,48.28,82.48,31.18,10.35,17.32,0,0,0.27,51.56,4.52,51.52,19.11,0,0,91.03,1.01,75.61,11,84.66,6.74,2.89,0.82,93.11,192.22,56.99,131.06,215.79,19.38,29.13,31.9,70.59,19.48,136.27,70.31,0.75,96.62,96.49
6.88,120.62,88.29,115.78,4.33,24.71,0,1.5,92.86,43.44,227.49,23.78,61.66,27.79,7.53,11.52,0,4.82,10.12,144.52,39.06,86.54,189.06,19.93,50.7,84.51,31.98,10.45,17.99,0,0,0.27,52.54,4.49,53.2,18.62,0,0,91.54,0.97,80.27,11.75,85.38,6.71,2.9,0.84,93.62,193.88,56.06,132.81,218.13,19.44,29.36,32.32,72.32,19.78,138.24,71.85,0.75,96.97,100.79
6.85,120.28,87.47,113.3,4.39,24.46,0,1.77,92.08,44.26,233.53,24.86,65.15,28.94,7.16,11.48,0,4.79,10.28,143.78,38.48,86.63,194.96,20.27,51.04,85,32.15,10.68,18.05,0,0,0.28,52.13,4.58,53,18.39,0,0,91.56,1.04,78.76,11.53,83.01,6.63,2.89,0.85,93.77,193.32,56.34,131.47,217.2,19.52,29.05,32.72,71.82,19.42,135.61,71.25,0.75,99.23,101.38
6.87,119.41,86.39,112.79,4.41,24.34,0,1.84,92.63,45.76,237.27,25.52,66.66,28.91,7.07,11.47,0,4.87,10.38,144.45,38.74,88.54,199.73,20.33,52.6,88.35,32.49,10.39,18.06,0,0,0.28,51.99,4.69,52.42,18.87,0,0,93.26,1.09,78.73,11.56,83.07,6.56,3.04,0.85,93.74,192.12,56.69,133.54,218.52,19.47,29.22,32.47,71.84,19.51,135.74,72.22,0.75,101.32,102.8
6.93,122.18,87.5,114.47,4.48,24.61,0,1.77,93.48,46.41,248.69,26.21,68.8,28.7,6.94,11.49,0,5.05,10.44,143.9,39.21,90.22,198.72,19.81,51.8,85.44,32.2,10.22,17.88,0,0,0.27,53.12,4.7,52.34,19.19,0,0,94.49,1.02,79.97,11.49,83.61,6.66,3.07,0.84,94.31,191.07,57.21,133.81,218.72,19.45,30.23,32.34,71.68,20.78,135.28,73.39,0.75,102.9,102.96
6.8,121.78,87.33,113.95,4.49,24.42,0,1.77,92.94,45.5,243.34,26.41,67.7,29.2,6.94,11.49,0,5.06,10.36,138.71,39.01,89.33,199.48,19.82,50.83,83.99,32.09,10.25,17.45,0,0,0.52,52.65,4.62,52.25,19.41,0,0,93.9,1.02,78.37,11.34,82.86,6.57,3.07,0.84,94.02,186.68,57.16,132.28,215.84,19.85,30.58,33.04,71.98,19.92,132.33,73.31,0.75,101.43,102.31
6.84,120.28,87.5,113.75,4.43,24.52,0,1.75,91.93,45.66,238.72,26.1,67.75,28.96,6.95,11.5,0,5.03,10.38,139.97,39.2,88.4,175.21,19.33,48.97,80.27,31.17,10.22,17.27,0,0,0.52,52.7,4.48,52.09,19.25,0,0,94.45,0.97,76.88,11.57,82.6,6.52,3,0.8,95.35,186.86,57.15,130.08,215.34,19.54,30.44,32.73,70.72,20.65,131.4,74.11,0.75,98.8,102.42
6.87,121.78,89.12,115.32,4.49,24.73,0,1.72,92.01,45.93,236.88,25.82,67.7,28.46,6.88,11.47,0,4.93,10.46,140.28,38.93,90.38,175.58,20.05,50.07,81.56,31.83,10.3,17.84,0,0,0.52,53.13,4.48,52.46,19.38,0,0,96.01,1,77.72,11.64,82.82,6.58,2.98,0.8,96.21,186.74,56.98,131.68,216.41,19.54,31.1,32.6,71.12,21.69,131.91,75.66,0.75,98.5,103.7
6.91,119.76,88.09,114.32,4.52,24.31,0,1.71,91.62,45.21,237.53,26.18,69.05,28.39,6.7,11.45,0,4.92,10.71,140.5,39.01,91.81,180.05,20.34,50.6,84.06,31.91,10.25,17.79,0,0,0.51,52.34,4.66,52.62,19.22,0,0,96.84,1.02,76.42,11.37,81.21,6.49,2.9,0.8,97.13,186.75,56.73,131.94,216.56,19.33,30,32.65,70.41,21.44,133.57,73.49,0.75,98.69,103.16
6.86,121.55,89.98,116.65,4.58,24.6,0,1.77,93.24,46.01,237.52,26.45,68.05,28.26,6.8,11.33,0,4.81,10.59,142.06,39.16,92.46,184.02,20.81,51.58,86.06,32.59,10.3,18.68,0,0,0.27,53.54,4.62,54.17,19.12,0,0,96.49,1.05,76.51,12.15,82.98,6.52,2.92,0.8,97.5,189.89,57.06,134.06,217.05,19.53,30.08,32.76,70.68,21.59,135.52,73.73,0.75,100.27,103.8
6.81,122.07,89.38,118.15,4.81,24.81,0,1.76,94.87,46.48,233.89,26.51,66.94,28.78,6.86,11.3,0,4.77,10.67,141.9,38.96,92.5,185.6,20.94,52.34,85.22,32.41,10.33,18.81,0,0,0.31,53.87,4.68,53.45,18.85,0,0,96.44,1.1,78.98,12.51,83.04,6.53,2.9,0.8,96.35,188.57,57.11,132.61,216.6,19.33,29.82,32.88,70.64,21.79,134.21,74.66,0.75,99.56,103.3
6.79,121.14,89.51,118.49,4.92,24.9,0,1.71,94.71,46.66,241.55,26.58,65.82,29.1,7.04,11.22,0,4.84,10.54,144.13,38.31,92.8,181.7,20.67,51.94,83.25,31.9,10.37,18.34,0,0,0.31,54.22,4.66,53.01,18.93,0,0,96.44,1.1,78.42,12.39,84.13,6.53,2.87,0.8,97.79,191.67,56.79,134.33,217.05,18.37,29.86,33.27,70.28,21.61,133.29,73.04,1.25,98.51,103.47
6.82,120.22,88.89,117.8,4.98,25.02,0,1.7,91.7,46.82,238.1,26.33,65.51,28.71,7.27,11.45,0,4.83,10.53,144.54,38.13,93.19,185.18,21.2,53.35,86.3,32.71,10.4,19.07,0,0,0.27,54.08,4.47,54,19.09,0,0,97.18,1.1,79.14,12.64,84.48,6.59,2.87,0.8,99.4,191.57,57.5,135.41,218.19,18.5,30.88,33.41,71.12,21.9,133.99,74.94,1.25,99.83,103.99
6.95,120.22,88.87,117.34,5.03,24.69,0,1.72,92.08,46.78,239.09,26.56,66.97,29.15,7.21,11.47,0,4.95,10.66,146.84,39.13,94.43,191.28,20.95,54.09,88.8,32.98,10.38,19.03,0,0,0.33,53.09,4.44,55.45,18.88,0,0,98.9,1.08,78.79,12.43,85.19,6.65,2.98,0.81,99.94,190.91,58.3,137.58,219.25,18.88,31.51,33.72,71.84,22.56,134.12,76.11,1.25,100.03,105.69
6.68,123.57,91.14,117.68,5.01,24.54,0,1.77,91.46,46.74,235.38,27.18,66.66,29.72,7.39,11.59,0,4.87,10.86,147.04,39.08,93.46,190.45,21.42,53.62,94.02,33.64,10.45,18.99,0,0,0.43,52.24,4.33,55.17,18.82,0,0,98.17,1.08,79.25,12.88,86.31,6.53,3.05,0.82,100.69,193.99,58.42,138.52,220.91,19.08,31.8,34.33,73.59,22.49,135.45,76.05,1.25,101.23,106.72
6.75,124.03,90.61,117.28,5.02,24.53,0,1.79,91.85,46.23,241.61,27.5,68.42,30.07,7.47,11.58,0,4.95,10.88,147.2,39.09,93.52,188.26,20.97,53.27,92.74,33.33,10.53,18.77,0,0,0.27,52.22,4.32,54.77,18.72,0,0,98.59,1.06,76.97,12.86,86.43,6.54,2.99,0.84,99.74,194.18,58.49,137.84,221.26,18.96,32.94,34.2,73.85,22.46,134.78,75.92,1.25,100.62,107.27
6.74,125.35,90.05,117.11,5.02,24.64,0,1.74,92.55,47.13,244.22,27.57,68.19,29.9,7.48,12.04,0,4.95,10.75,149.42,39.01,94.83,187.77,21.24,53.28,95,33.33,10.55,19.85,0,0,0.3,52.32,4.21,53.53,18.51,0,0,96.74,1.06,76.91,13,87.02,6.55,2.95,0.83,102.67,194.34,58.19,137.59,220.73,18.73,31.67,33.85,73.99,22.45,135.24,76.31,1.25,100.75,107.56
6.8,126.22,91.96,119.93,5.03,24.82,0,1.72,94.71,47.81,244.72,27.43,68.45,29.71,7.45,11.91,0,5.02,10.73,150.11,38.65,95.52,188.03,20.76,52.38,91.76,32.57,10.51,19.47,0,0,0.27,53.12,4.34,53.52,18.57,0,0,97.07,1.06,78.88,12.96,88.47,6.65,2.89,0.81,106.4,194.96,58.46,138.39,221.26,18.38,30.92,33.56,73.54,22.31,134.32,76.28,1.25,100.16,106.83
