"","@IMBBY(FFNOSH)","D:2TP(FFNOSH)","BATS(FFNOSH)","ID:GUD(FFNOSH)","U:VGR(FFNOSH)","U:STZ(FFNOSH)","U:TPB(FFNOSH)","U:RLX(FFNOSH)","U:PM(FFNOSH)"
"10/12/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
"10/15/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
"10/16/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
"10/17/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
"10/18/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
"10/19/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
"10/22/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
"10/23/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
"10/24/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
"10/25/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
"10/26/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
"10/29/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
"10/30/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
"10/31/18","953737","27671","2006208","470499","97367","166138","19314","0","1554524"
"11/01/18","953737","27671","2006209","470499","104377","166138","19549","0","1554524"
"11/02/18","953737","27671","2006209","470499","104377","166138","19549","0","1554524"
"11/05/18","953737","27671","2006209","470499","104377","166138","19549","0","1554524"
"11/06/18","953737","27671","2006209","470499","104377","166138","19549","0","1554524"
"11/07/18","953737","27671","2006209","470499","104377","166138","19549","0","1554524"
"11/08/18","953737","27671","2006209","470499","104377","166138","19549","0","1554524"
"11/09/18","953737","27671","2006209","470499","104377","166138","19549","0","1554524"
"11/12/18","953737","27671","2006209","470499","104377","166138","19549","0","1554524"
"11/13/18","953737","27671","2006209","470499","104377","166138","19549","0","1554524"
"11/14/18","953737","27671","2006209","470499","104377","166138","19549","0","1554524"
"11/15/18","953737","27671","2006209","470499","104377","166138","19549","0","1554524"
"11/16/18","953737","27671","2006209","470499","104377","166138","19549","0","1554524"
"11/19/18","953737","27671","2006209","470499","104377","166138","19549","0","1554524"
"11/20/18","953737","27671","2006209","470499","104377","166138","19549","0","1554524"
"11/21/18","953737","27671","2006209","470499","104377","166138","19549","0","1554524"
"11/22/18","953737","27671","2006209","470499","104377","166138","19549","0","1554524"
"11/23/18","953737","27671","2006209","470499","104377","166138","19549","0","1554524"
"11/26/18","953737","27671","2006209","470499","104377","166138","19549","0","1554524"
"11/27/18","953737","27671","2006209","470499","104377","166138","19549","0","1554524"
"11/28/18","953737","27671","2006209","470499","104377","166138","19549","0","1554524"
"11/29/18","953737","27671","2006209","470499","104377","166138","19549","0","1554524"
"11/30/18","953737","27671","2006209","470499","104377","166138","19549","0","1554524"
"12/03/18","953737","27829","1978769","470499","105969","166548","18466","0","1554524"
"12/04/18","953737","27829","1978769","470499","105969","166548","18466","0","1554524"
"12/05/18","953737","27829","1978769","470499","105969","166548","18466","0","1554524"
"12/06/18","953737","27829","1978769","470499","105969","166548","18466","0","1554524"
"12/07/18","953737","27829","1978769","470499","105969","166548","18466","0","1554524"
"12/10/18","953737","27829","1978769","470499","105969","166548","18466","0","1554524"
"12/11/18","953737","27829","1978769","470499","105969","166548","18466","0","1554524"
"12/12/18","953737","27829","1978769","470499","105969","166548","18466","0","1554524"
"12/13/18","953737","27829","1978769","470499","105969","166548","18466","0","1554524"
"12/14/18","953737","27829","1978769","470499","105969","166548","18466","0","1554524"
"12/17/18","953737","27829","1978769","470499","105969","166548","18466","0","1554524"
"12/18/18","953737","27829","1978769","470499","105969","166548","18466","0","1554524"
"12/19/18","953737","27829","1978769","470499","105969","166548","18466","0","1554524"
"12/20/18","953737","27829","1978769","470499","105969","166548","18466","0","1554524"
"12/21/18","953737","27829","1978769","470499","105969","166548","18466","0","1554524"
"12/24/18","953737","27829","1978769","470499","105969","166548","18466","0","1554524"
"12/25/18","953737","27829","1978769","470499","105969","166548","18466","0","1554524"
"12/26/18","953737","27829","1978769","470499","105969","166548","18466","0","1554524"
"12/27/18","953737","27829","1978769","470499","105969","166548","18466","0","1554524"
"12/28/18","953737","27829","1978769","470499","105969","166548","18466","0","1554524"
"12/31/18","953737","27829","1978769","470499","105969","166548","18466","0","1554524"
"01/01/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"01/02/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"01/03/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"01/04/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"01/07/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"01/08/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"01/09/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"01/10/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"01/11/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"01/14/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"01/15/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"01/16/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"01/17/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"01/18/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"01/21/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"01/22/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"01/23/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"01/24/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"01/25/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"01/28/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"01/29/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"01/30/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"01/31/19","956737","27829","1978769","470499","105969","166548","18466","0","1554584"
"02/01/19","956737","27829","1978770","470499","105969","166548","18469","0","1554584"
"02/04/19","956737","27829","1978770","470499","105969","166548","18469","0","1554584"
"02/05/19","956737","27829","1978770","470499","105969","166548","18469","0","1554584"
"02/06/19","956737","27829","1978770","470499","105969","166548","18469","0","1554584"
"02/07/19","956737","27829","1978770","470499","105969","166548","18469","0","1554584"
"02/08/19","956737","27829","1978770","470499","105969","166548","18469","0","1554584"
"02/11/19","956737","27829","1978770","470499","105969","166548","18469","0","1554584"
"02/12/19","956737","27829","1978770","470499","105969","166548","18469","0","1554584"
"02/13/19","956737","27829","1978770","470499","105969","166548","18469","0","1554584"
"02/14/19","956737","27829","1978770","470499","105969","166548","18469","0","1554584"
"02/15/19","956737","27829","1978770","470499","105969","166548","18469","0","1554584"
"02/18/19","956737","27829","1978770","470499","105969","166548","18469","0","1554584"
"02/19/19","956737","27829","1978770","470499","105969","166548","18469","0","1554584"
"02/20/19","956737","27829","1978770","470499","105969","166548","18469","0","1554584"
"02/21/19","956737","27829","1978770","470499","105969","166548","18469","0","1554584"
"02/22/19","956737","27829","1978770","470499","105969","166548","18469","0","1554584"
"02/25/19","956737","27829","1978770","470499","105969","166548","18469","0","1554584"
"02/26/19","956737","27829","1978770","470499","105969","166548","18469","0","1554584"
"02/27/19","956737","27829","1978770","470499","105969","166548","18469","0","1554584"
"02/28/19","956737","27829","1978770","470499","105969","166548","18469","0","1554584"
"03/01/19","956737","7216","1984930","470499","106300","166548","8530","0","1555795"
