"","A:TWEX(P)","A:TWEX(EPS)","A:TWEX(PA)","A:TWEX(PB)","B:ABI(P)","B:ABI(EPS)","B:ABI(PA)","B:ABI(PB)","H:HB(P)","H:HB(EPS)","H:HB(PA)","H:HB(PB)","F:RCD(P)","F:RCD(EPS)","F:RCD(PA)","F:RCD(PB)","I:CPR(P)","I:CPR(EPS)","I:CPR(PA)","I:CPR(PB)","DGE(P)","DGE(EPS)","DGE(PA)","DGE(PB)","K:BBCA(P)","K:BBCA(EPS)","K:BBCA(PA)","K:BBCA(PB)","K:CHRE(P)","K:CHRE(EPS)","K:CHRE(PA)","K:CHRE(PB)","DK:CAB(P)","DK:CAB(EPS)","DK:CAB(PA)","DK:CAB(PB)","DK:RBR(P)","DK:RBR(EPS)","DK:RBR(PA)","DK:RBR(PB)","CN:KCM(P)","CN:KCM(EPS)","CN:KCM(PA)","CN:KCM(PB)","CN:YWU(P)","CN:YWU(EPS)","CN:YWU(PA)","CN:YWU(PB)","CN:JYB(P)","CN:JYB(EPS)","CN:JYB(PA)","CN:JYB(PB)","CN:TTB(P)","CN:TTB(EPS)","CN:TTB(PA)","CN:TTB(PB)","IN:MLC(P)","IN:MLC(EPS)","IN:MLC(PA)","IN:MLC(PB)","IN:UBB(P)","IN:UBB(EPS)","IN:UBB(PA)","IN:UBB(PB)","MX:BEC(P)","MX:BEC(EPS)","MX:BEC(PA)","MX:BEC(PB)","BR:AVS(P)","BR:AVS(EPS)","BR:AVS(PA)","BR:AVS(PB)","CL:CVZ(P)","CL:CVZ(EPS)","CL:CVZ(PA)","CL:CVZ(PB)","U:STZ(P)","U:STZ(EPS)","U:STZ(PA)","U:STZ(PB)","U:BF.B(P)","U:BF.B(EPS)","U:BF.B(PA)","U:BF.B(PB)","U:TAP(P)","U:TAP(EPS)","U:TAP(PA)","U:TAP(PB)","U:SAM(P)","U:SAM(EPS)","U:SAM(PA)","U:SAM(PB)"
"04/19/18",12.92,0.3,13.02,12.81,98.25,4.11,98.25,98.24,102.1,3.82,102.13,101.87,159.95,7.1,159.95,159.89,7.27,0.28,7.27,7.26,32.36,1.68,32.37,32.36,0,0,0,0,4.51,0.05,4.51,4.5,105.67,1.28,105.7,105.64,63.08,2.47,63.02,62.93,708.18,22.45,708.23,708.22,73.29,2.37,73.3,73.29,114.23,4.54,114.24,114.23,44.71,0.97,44.74,44.73,9.92,0.02,9.97,9.94,15.87,0.12,15.94,15.93,3.67,0.16,3.67,3.66,6.21,0.12,6.21,6.2,12.57,0.51,12.85,12.51,229.62,8.73,229.65,229.62,55.46,1.48,55.46,55.45,73.06,4.13,73.05,73.03,224.05,6.42,224.05,223.95
"04/20/18",12.81,0.3,12.92,12.79,98.59,4.11,98.59,98.54,102.13,3.82,102.15,102.08,160.29,7.1,160.35,160.29,7.09,0.28,7.09,7.09,32.38,1.68,32.38,32.37,0,0,0,0,4.44,0.05,4.44,4.44,105.89,1.28,105.89,105.86,62.83,2.47,62.93,62.86,698.08,22.45,697.7,697.6,72.52,2.37,72.52,72.51,116.65,4.54,116.65,116.63,43.49,0.97,43.63,43.59,9.84,0.02,9.83,9.83,16.08,0.12,16.11,16.11,3.68,0.16,3.69,3.67,6.19,0.12,6.19,6.18,12.59,0.51,12.62,12.55,227.58,8.73,227.6,227.58,54.49,1.48,54.5,54.49,70.38,4.13,70.38,70.37,220.5,6.42,220.65,220.5
"04/23/18",12.84,0.3,12.92,12.79,97.56,4.11,97.58,97.56,99.94,3.82,100.07,99.91,157.35,7.1,157.41,157.35,7.05,0.28,7.05,7.03,32.2,1.68,32.21,32.2,0,0,0,0,4.24,0.05,4.24,4.24,105.7,1.28,105.8,105.73,62.9,2.47,63.02,62.96,701.99,22.45,701.98,701.86,72.58,2.37,72.59,72.58,115.6,4.54,115.61,115.6,44.51,0.97,44.58,44.56,9.95,0.02,9.95,9.93,15.93,0.12,15.91,15.88,3.64,0.16,3.65,3.64,6.2,0.12,6.2,6.19,12.45,0.51,12.46,12.41,228.26,8.73,228.25,228.24,55.03,1.48,55.05,55.04,71.92,4.13,71.9,71.89,220.8,6.42,220.8,220.65
"04/24/18",13.16,0.3,13.17,13.1,97.41,4.11,97.41,97.39,99.24,3.82,99.29,99.18,156.72,7.1,156.72,156.66,7.1,0.28,7.1,7.09,32.38,1.68,32.38,32.38,0,0,0,0,4.32,0.05,4.32,4.32,105.73,1.28,105.83,105.8,64.26,2.58,64.35,64.2,718.52,22.45,718.52,718.43,75.44,2.37,75.44,75.43,119.07,4.54,119.07,119.05,45.14,0.97,45.18,45.15,10.17,0.02,10.15,10.13,15.88,0.12,15.93,15.87,3.6,0.16,3.6,3.58,6.16,0.12,6.17,6.16,12.21,0.51,12.41,12.2,226.23,8.73,226.19,226.18,54.36,1.48,54.37,54.36,71.69,4.13,71.67,71.66,218.2,6.42,218.25,218.05
"04/25/18",13.16,0.3,13.38,13.28,97.92,4.11,97.94,97.91,99.13,3.82,99.24,99.11,156.72,7.1,156.72,156.66,7.13,0.28,7.14,7.13,32.4,1.68,32.41,32.4,0,0,0,0,4.28,0.05,4.28,4.28,106.23,1.28,106.2,106.17,63.89,2.58,63.92,63.86,719.65,22.45,719.68,719.48,75.34,2.37,75.35,75.34,117.69,4.54,117.69,117.68,44.98,0.97,44.98,44.95,10.1,0.02,10.07,10.05,15.88,0.12,15.84,15.81,3.63,0.16,3.63,3.62,6.12,0.12,6.12,6.11,12.23,0.51,12.32,12.22,226.87,8.73,226.87,226.84,54.8,1.48,54.78,54.77,71.91,4.13,71.89,71.88,217.05,6.42,216.55,216.4
"04/26/18",13.57,0.3,13.61,13.47,98.92,4.11,98.93,98.92,100.33,3.82,100.33,100.28,156.89,7.1,156.95,156.89,7.18,0.28,7.18,7.17,32.87,1.68,32.87,32.86,0,0,0,0,4.24,0.05,4.24,4.24,106.97,1.28,107.16,107.1,65.16,2.58,65.25,65.16,706.38,22.45,706.03,705.99,71.97,2.37,71.98,71.97,115.35,4.58,115.37,115.35,42.62,1.04,42.6,42.59,10.02,0.02,10.04,10.03,16.21,0.12,16.18,16.17,3.63,0.16,3.63,3.62,6.16,0.12,6.16,6.16,12.34,0.51,12.34,12.31,228.73,8.73,228.74,228.73,55.6,1.48,55.61,55.6,72.49,4.13,72.46,72.45,216.55,6.42,216.5,216.4
"04/27/18",13.86,0.3,13.9,13.78,97.09,4.11,97.09,97.04,100.81,3.82,100.86,100.79,159.03,7.1,159.03,158.97,7.17,0.28,7.17,7.16,33.6,1.68,33.61,33.6,0,0,0,0,4.26,0.05,4.26,4.25,106.97,1.28,107.14,107.07,65.16,2.58,64.8,64.68,690.03,22.45,691.51,691.35,70.8,2.66,70.81,70.8,116.82,4.58,116.85,116.82,42.38,1.04,42.37,42.36,10.19,0.02,10.22,10.19,16.92,0.12,17,17,3.41,0.15,3.39,3.39,6.12,0.12,6.13,6.12,12.25,0.51,12.32,12.25,234.22,8.73,234.22,234.19,56.04,1.48,56.04,56.03,72.3,4.13,72.29,72.28,229.3,6.54,229.35,229.15
"04/30/18",13.95,0.3,14.01,13.72,95.39,4.11,95.39,95.38,100.67,3.82,100.7,100.63,158.62,7.1,158.62,158.57,7.17,0.28,7.17,7.17,34.01,1.68,34.01,33.98,0,0,0,0,4.35,0.05,4.37,4.35,107,1.28,106.91,106.85,63.45,2.58,63.48,63.36,690.03,24.42,685.59,685.3,70.8,2.66,73.4,73.39,116.82,4.58,117.41,117.19,42.38,1.04,43.02,42.97,10.33,0.02,10.36,10.36,17.12,0.12,17.11,17.09,3.36,0.15,3.37,3.37,6.16,0.12,6.16,6.16,12.33,0.51,12.36,12.27,233.13,8.73,233.12,233.11,56.04,1.48,56.04,56.03,71.24,4.13,71.28,71.27,224.15,6.54,224.3,224.15
"05/01/18",13.7,0.3,13.9,13.67,95.39,4.11,93.56,93.57,100.67,3.82,100.59,100.51,158.62,7.1,158.09,158.04,7.17,0.28,7.19,7.18,34.23,1.68,34.23,34.22,0,0,0,0,4.35,0.05,4.39,4.38,107.47,1.28,107.68,107.62,62.93,2.58,63.27,63.14,690.03,24.42,687.79,687.42,70.8,2.66,76.57,76.56,116.82,4.58,117.89,117.47,42.38,1.04,43.62,43.54,10.33,0.02,10.42,10.41,17.12,0.12,16.91,16.9,3.36,0.15,3.39,3.4,6.16,0.12,6.09,6.09,12.33,0.51,12.33,12.28,229.68,8.73,229.67,229.63,55.49,1.48,55.49,55.48,71.68,4.13,71.67,71.62,225,6.54,225.05,225
"05/02/18",13.63,0.3,13.83,13.59,92.44,4.11,92.44,92.43,100.26,3.82,100.26,100.19,158.45,7.1,158.51,158.45,7.17,0.28,7.18,7.17,34.23,1.68,34.24,34.23,0,0,0,0,4.31,0.05,4.32,4.31,108.64,1.28,108.61,108.58,63.14,2.58,63.24,63.21,695.55,24.42,695.39,695,74.18,2.66,74.19,74.18,120.86,4.58,121.21,120.86,43.8,1.04,43.85,43.83,10.23,0.02,10.27,10.25,16.57,0.12,16.53,16.52,3.39,0.15,3.39,3.39,5.99,0.12,5.99,5.99,12.29,0.51,12.31,12.27,226.8,8.73,226.78,226.77,53.74,1.48,53.74,53.73,60.64,4.13,60.63,60.59,227.8,6.54,227.9,227.85
"05/03/18",13.89,0.3,13.9,13.59,93.01,4.11,93.03,93.01,99.64,3.82,99.64,99.61,159.37,7.1,159.43,159.31,7.14,0.28,7.14,7.14,34.24,1.68,34.24,34.24,0,0,0,0,4.22,0.05,4.23,4.22,107.96,1.28,107.87,107.81,62.86,2.58,62.99,62.9,698.73,24.42,698.85,698.51,76.86,2.66,76.86,76.85,127.07,4.58,127.08,127.07,43.71,1.04,43.73,43.72,9.95,0.02,9.95,9.94,16.16,0.12,16.07,16.03,3.35,0.15,3.36,3.35,5.97,0.12,5.98,5.97,12.34,0.51,12.37,12.34,224.07,8.73,224.08,224.07,55.26,1.48,55.26,55.25,59.4,4.13,59.4,59.39,227.3,6.54,227.3,227.15
"05/04/18",13.95,0.3,13.97,13.86,94.18,4.11,94.2,94.18,99.87,3.82,99.91,99.84,159.03,7.1,159.14,158.97,7.14,0.28,7.15,7.14,34.98,1.68,34.98,34.97,0,0,0,0,4.24,0.05,4.24,4.24,109.11,1.28,109.08,109.02,62.12,2.58,62.46,62.4,690.39,24.42,690.47,690.42,75.93,2.66,75.93,75.92,129.16,4.58,129.16,129.15,44.73,1.04,44.71,44.7,9.92,0.02,9.94,9.93,16.09,0.12,16.09,16.08,3.29,0.15,3.29,3.29,5.94,0.12,5.94,5.94,12.37,0.51,12.39,12.37,221.28,8.73,221.31,221.29,55.86,1.48,55.86,55.85,60.48,4.13,60.47,60.46,227.05,6.54,227.05,226.9
"05/07/18",14.29,0.3,14.32,14.28,94.65,4.11,94.65,94.56,100.17,3.82,100.17,100.01,159.26,7.1,159.26,159.08,7.16,0.28,7.16,7.15,34.98,1.68,35.15,35.13,0,0,0,0,4.46,0.05,4.46,4.45,109.51,1.28,109.39,109.36,62.56,2.58,62.52,62.43,727.15,24.42,726.85,726.84,79.15,2.66,79.15,79.14,136.42,4.58,136.43,136.42,49.21,1.04,47.93,49.21,9.92,0.02,9.9,9.9,16.12,0.12,16.11,16.1,3.26,0.15,3.27,3.26,5.9,0.12,5.9,5.9,12.43,0.51,12.53,12.38,223.8,8.73,223.77,223.76,55.64,1.48,55.64,55.63,59.63,4.13,59.64,59.63,226.1,6.54,226.25,226.15
"05/08/18",14.03,0.3,14.08,14.02,95.39,4.11,95.43,95.27,101.16,3.82,101.16,100.79,159.31,7.1,159.37,159.26,7.16,0.28,7.16,7.16,34.94,1.68,34.94,34.93,0,0,0,0,4.54,0.05,4.55,4.54,110.25,1.28,110.32,110.22,63.02,2.58,63.24,63.11,738.25,24.42,738.38,738.12,79.2,2.66,79.2,79.19,136.98,4.58,136.98,136.96,50.76,1.04,50.78,50.75,9.58,0.02,9.56,9.55,16.11,0.12,16.11,16.1,3.31,0.15,3.32,3.31,5.93,0.12,5.95,5.93,12.34,0.51,12.38,12.34,221.46,8.73,221.39,221.38,55.45,1.48,55.45,55.44,60.39,4.13,60.4,60.39,231.15,6.54,231.1,230.95
"05/09/18",14.36,0.3,14.41,14.34,95.39,3.87,95.39,95.38,101.23,3.82,101.27,101.23,158.91,7.1,158.91,158.85,7.22,0.28,7.22,7.21,34.93,1.68,34.94,34.93,0,0,0,0,4.51,0.05,4.52,4.51,110.38,1.28,110.38,110.28,64.07,2.58,64.29,64.16,731.09,24.42,731.13,731.04,79.42,2.66,79.43,79.42,136.02,4.58,136.06,136.02,51.04,1.04,51.11,51.09,9.4,0.02,9.38,9.38,15.97,0.12,15.96,15.9,3.21,0.15,3.23,3.22,5.79,0.13,5.81,5.79,12.35,0.55,12.41,12.34,221.97,8.73,221.95,221.94,56.97,1.48,56.97,56.96,61.07,4.13,61.06,61.05,230.35,6.54,230.5,230.45
"05/10/18",14.02,0.3,14.19,13.99,92.09,3.87,92.09,92.05,101.04,3.82,101.07,101.02,159.95,7.1,160.01,159.83,7.21,0.28,7.22,7.21,35.07,1.68,35.07,35.06,0,0,0,0,4.53,0.05,4.55,4.53,110.38,1.28,110.35,110.29,64.07,2.58,64.33,64.21,743.84,24.42,743.98,743.95,81.22,2.66,81.22,81.21,135.41,4.58,135.47,135.41,51.17,1.04,51.18,51.16,9.25,0.02,9.25,9.24,15.64,0.12,15.53,15.51,3.25,0.15,3.25,3.25,5.76,0.13,5.76,5.76,12.35,0.55,12.39,12.36,220.39,8.73,220.39,220.37,57.43,1.48,57.44,57.43,61.4,4.13,61.4,61.39,232.95,6.54,233,232.95
"05/11/18",13.7,0.3,13.79,13.68,92.03,3.87,92.03,92,100.84,3.82,101.02,100.81,159.55,7.1,159.6,159.49,7.19,0.28,7.2,7.18,35.21,1.68,35.21,35.19,0,0,0,0,4.52,0.05,4.52,4.51,110.38,1.28,110.34,110.31,64.07,2.58,63.74,63.62,747.82,24.42,747.76,747.28,80.26,2.66,80.26,80.25,135.4,4.58,135.4,135.39,51.02,1.04,51.07,51.05,9.24,0.02,9.22,9.22,15.86,0.12,15.82,15.79,3.25,0.15,3.24,3.24,5.77,0.13,5.78,5.77,12.35,0.55,12.37,12.34,220.23,8.73,220.23,220.22,56.86,1.48,56.86,56.85,60.72,4.13,60.73,60.72,232.3,6.54,232.35,232.3
"05/14/18",13.12,0.3,13.17,13.12,92.33,3.87,92.33,92.29,100.88,3.82,100.91,100.84,160.35,7.1,160.35,160.12,7.28,0.28,7.28,7.28,34.98,1.68,34.98,34.97,0,0,0,0,4.49,0.05,4.5,4.49,110.13,1.28,110.01,109.97,63.33,2.58,63.42,63.3,773.23,24.42,772.8,772.79,81.57,2.66,81.58,81.57,137.48,4.58,137.48,137.46,51.55,1.04,51.55,51.54,9.12,0.02,9.14,9.14,15.76,0.12,15.8,15.75,3.28,0.15,3.28,3.27,5.74,0.13,5.75,5.74,12.27,0.55,12.34,12.23,221.82,8.73,221.81,221.8,57.31,1.48,57.31,57.29,60.42,4.13,60.44,60.43,232.45,6.54,232.7,232.6
"05/15/18",13.17,0.3,13.19,13.1,91.32,3.87,91.32,91.29,100.54,3.82,100.61,100.49,160.41,7.1,160.41,160.24,7.31,0.28,7.31,7.31,35.14,1.68,35.14,35.13,0,0,0,0,4.42,0.05,4.42,4.41,109.57,1.28,109.54,109.48,63.76,2.58,63.95,63.82,773.9,24.42,774.08,774.06,82.67,2.66,82.69,82.67,138.52,4.58,138.53,138.52,53.65,1.04,53.7,53.69,9.12,0.02,9.12,9.12,15.99,0.12,15.8,15.8,3.33,0.15,3.34,3.33,5.67,0.13,5.67,5.67,12.42,0.55,12.49,12.29,221.77,8.73,221.76,221.75,57.96,1.48,57.95,57.93,60.05,4.13,60.04,60.03,237.25,6.54,237.4,237.35
"05/16/18",13.18,0.3,13.24,13.13,92.05,3.87,92.05,91.91,99.91,3.82,99.98,99.87,161.16,7.1,161.22,161.04,7.27,0.28,7.28,7.27,35.61,1.68,35.61,35.58,0,0,0,0,4.62,0.05,4.62,4.62,109.94,1.28,109.94,109.91,64.04,2.58,64.23,64.1,765.01,24.42,764.7,764.68,82.46,2.66,82.47,82.46,136.65,4.58,136.68,136.65,54.29,1.04,54.36,54.35,9.17,0.02,9.18,9.17,15.9,0.12,15.88,15.87,3.36,0.15,3.37,3.36,5.68,0.13,5.69,5.67,12.28,0.55,12.3,12.27,221.46,8.73,221.49,221.47,58.26,1.48,58.26,58.25,60.11,4.13,60.12,60.11,238.9,6.54,238.95,238.9
"05/17/18",12.36,0.3,12.37,12.29,92.65,3.87,92.65,92.64,98.99,3.82,99.06,98.97,161.16,7.1,161.16,160.99,7.32,0.28,7.33,7.32,35.61,1.68,35.61,35.6,0,0,0,0,4.55,0.05,4.55,4.55,109.02,1.28,109.26,109.2,63.3,2.58,63.27,63.17,757.57,24.42,757.5,757.39,80.27,2.66,80.28,80.27,136.13,4.58,136.13,136.02,53.52,1.04,53.54,53.53,9.14,0.02,9.15,9.15,15.98,0.12,16.01,15.91,3.36,0.15,3.36,3.36,5.57,0.13,5.57,5.57,12.26,0.55,12.3,12.25,222.15,8.73,222.15,222.05,58.92,1.48,58.92,58.91,60.26,4.13,60.26,60.25,240.85,6.54,241.1,240.9
"05/18/18",12.12,0.3,12.14,12.11,92.29,3.87,92.43,92.29,98.97,3.82,98.97,98.94,160.29,7.1,160.29,160.24,7.32,0.28,7.33,7.32,35.45,1.68,35.46,35.45,0,0,0,0,4.55,0.05,4.56,4.55,109.14,1.28,109.11,109.08,64.04,2.58,63.92,63.82,770.01,24.42,769.82,769.7,80.81,2.66,80.82,80.81,134.89,4.58,134.94,134.89,54.01,1.04,54.02,54.01,9,0.02,9.03,9.03,16.17,0.12,16.21,16.21,3.36,0.15,3.37,3.35,5.45,0.13,5.46,5.45,12.23,0.55,12.27,12.23,220.3,8.73,220.16,220.15,59.22,1.48,59.22,59.21,60.24,4.13,60.24,60.23,242.45,6.54,242.85,242.8
"05/21/18",11.9,0.3,11.96,11.9,92.49,3.87,92.49,92.43,98.99,3.82,99.04,98.88,162.95,7.1,162.95,162.83,7.28,0.28,7.28,7.27,35.66,1.68,35.66,35.65,0,0,0,0,4.59,0.05,4.6,4.59,109.14,1.28,108.97,108.93,64.04,2.58,63.33,63.26,765.32,24.42,765.4,765.39,80.38,2.66,80.39,80.38,134.35,4.58,134.35,134.34,54.6,1.04,54.61,54.56,8.9,0.02,8.89,8.88,16.32,0.12,16.44,16.41,3.33,0.15,3.33,3.33,5.36,0.13,5.36,5.35,12.23,0.55,12.16,12.23,219.34,8.73,219.33,219.32,58.78,1.48,58.78,58.77,60.4,4.13,60.39,60.38,244.1,6.54,244.3,244.2
"05/22/18",11.73,0.3,11.85,11.67,92.84,3.87,92.84,92.83,98.9,3.82,99.13,98.9,162.54,7.1,162.66,162.49,7.29,0.28,7.29,7.28,35.71,1.68,35.71,35.71,0,0,0,0,4.59,0.05,4.6,4.58,109.23,1.28,109.17,109.11,62.62,2.58,62.68,62.62,770.27,24.42,770.5,770.3,80.87,2.66,80.88,80.87,134.69,4.58,134.69,134.68,54.69,1.04,54.68,54.66,9.2,0.02,9.21,9.21,16.74,0.12,16.7,16.68,3.35,0.15,3.35,3.34,5.32,0.13,5.34,5.32,12.15,0.55,12.18,12.1,215.92,8.73,216.2,216.18,58.45,1.48,58.45,58.44,61.03,4.13,61.04,61.03,239.35,6.54,239.5,239.35
"05/23/18",11.56,0.3,11.57,11.49,92.86,3.87,92.87,92.86,99.45,3.82,99.5,99.41,163.41,7.1,163.52,163.41,7.25,0.28,7.26,7.25,35.57,1.68,35.57,35.56,0,0,0,0,4.54,0.05,4.56,4.54,109.91,1.28,109.91,109.85,63.58,2.58,63.51,63.42,753.82,24.42,753.7,753.69,79.61,2.66,79.61,79.6,132.49,4.58,132.54,132.49,53.45,1.04,53.46,53.44,9.17,0.02,9.18,9.17,16.79,0.12,16.82,16.78,3.38,0.15,3.37,3.37,5.3,0.13,5.3,5.3,12.06,0.55,12.31,12.04,216.58,8.73,216.58,216.57,58.4,1.48,58.4,58.39,61.71,4.13,61.7,61.69,240.85,6.54,240.85,240.8
"05/24/18",11.76,0.3,11.79,11.71,93.87,3.87,93.89,93.87,99.68,3.82,99.73,99.64,165.14,7.1,165.14,164.97,7.36,0.28,7.37,7.35,36.06,1.68,36.07,36.06,0,0,0,0,4.5,0.05,4.51,4.5,110.1,1.28,110.19,110.13,64.13,2.58,64.13,63.98,745.1,24.42,744.89,744.65,77.09,2.66,77.1,77.09,131.23,4.58,131.23,131.21,52.6,1.04,52.77,52.7,8.89,0,8.97,8.96,16.82,0.21,16.92,16.91,3.35,0.15,3.36,3.34,5.37,0.13,5.38,5.37,12.08,0.55,12.26,12.01,216.96,8.73,216.92,216.9,58.55,1.48,58.55,58.54,61.53,4.13,61.53,61.52,241.55,6.54,241.55,241.45
"05/25/18",12.2,0.3,12.22,12.1,94,3.87,94,93.97,101.07,3.82,101.11,101,167.91,7.1,167.91,167.39,7.51,0.28,7.52,7.51,36.28,1.68,36.28,36.28,0,0,0,0,4.55,0.05,4.57,4.55,111.83,1.28,111.62,111.58,65.43,2.58,65.56,65.43,746.62,24.42,746.63,746.57,77.38,2.66,77.39,77.38,134.35,4.58,134.66,134.35,54.58,1.04,54.68,54.63,9.27,0,9.27,9.26,16.87,0.21,16.88,16.87,3.34,0.15,3.34,3.33,5.33,0.13,5.33,5.32,12.06,0.55,12.41,12.05,216.81,8.73,216.76,216.75,56.79,1.48,56.79,56.78,61.43,4.13,61.44,61.43,240.05,6.54,240.05,240
"05/28/18",12.13,0.3,12.28,12.13,94.55,3.87,94.56,94.55,101.74,3.82,101.74,101.71,168.19,7.1,168.19,168.14,7.49,0.28,7.5,7.49,36.28,1.68,36.28,36.27,0,0,0,0,4.81,0.05,4.81,4.8,111.65,1.28,111.46,111.37,66.24,2.58,66.39,66.21,771.13,24.42,771.09,770.77,80.66,2.66,80.68,80.66,142.01,4.58,142.02,142.01,58.73,1.04,58.79,58.72,9.38,0.13,9.38,9.37,16.41,0.21,16.3,16.29,3.36,0.15,3.37,3.36,5.22,0.13,5.22,5.22,11.99,0.55,12.05,11.8,216.81,8.73,216.87,216.83,56.79,1.48,55.98,55.97,61.43,4.13,61.25,61.24,240.05,6.54,242.13,242.06
"05/29/18",12.28,0.3,12.33,12.25,92.38,3.87,92.43,92.38,100.31,3.82,100.51,100.28,167.91,7.1,167.91,167.85,7.37,0.28,7.38,7.37,36.1,1.68,36.1,36.09,0,0,0,0,4.69,0.05,4.69,4.68,110.41,1.28,110.28,110.25,68.68,2.58,68.71,68.65,761.79,24.42,761.76,761.67,79.51,2.66,79.51,79.5,141.42,4.58,141.52,141.42,56.09,1.04,56.11,56.1,9.66,0.13,9.63,9.62,17.08,0.21,17.04,17.04,3.36,0.15,3.36,3.36,5.18,0.13,5.18,5.17,11.76,0.55,14.88,11.62,219.74,8.73,219.81,219.75,56.71,1.48,56.69,56.68,61.56,4.13,61.55,61.54,248.75,6.54,248.85,248.75
"05/30/18",12.01,0.3,12.22,11.96,92.88,3.87,92.89,92.88,99.8,3.82,99.82,99.77,166.58,7.1,166.64,166.58,7.37,0.28,7.37,7.36,35.95,1.68,35.95,35.94,0,0,0,0,4.66,0.05,4.66,4.66,110.44,1.28,110.59,110.53,69.43,2.58,69.58,69.3,756,24.42,755.8,755.79,79.99,2.66,79.99,79.98,144.72,4.58,144.72,144.71,55.43,1.04,55.51,55.5,9.66,0.13,9.69,9.68,16.89,0.21,16.87,16.86,3.43,0.15,3.42,3.42,5.2,0.13,5.21,5.2,11.74,0.55,11.78,11.65,224.84,8.73,224.96,224.94,57.76,1.48,57.75,57.74,62.35,4.13,62.36,62.35,256,6.54,256.2,256.15
"05/31/18",12.13,0.3,12.29,12.09,92.51,3.87,92.52,92.49,98.76,3.82,98.81,98.74,165.71,7.1,165.77,165.71,7.37,0.28,7.37,7.36,36.28,1.68,36.28,36.28,0,0,0,0,4.89,0.05,4.91,4.89,109.57,1.28,110.01,109.94,70.73,2.58,70.7,70.51,782.31,24.42,782.82,782.78,82.26,2.66,82.27,82.26,149.64,4.58,149.64,149.57,55.17,1.04,55.2,55.18,9.53,0.13,9.56,9.54,16.69,0.21,16.75,16.71,3.43,0.15,3.42,3.42,5.2,0.13,5.24,5.23,11.67,0.55,12.88,11.62,223.08,8.73,223.05,223.01,56.56,1.48,56.57,56.56,61.65,4.13,61.66,61.65,253.85,6.54,253.85,253.8
"06/01/18",12.23,0.3,12.29,12.15,92.53,3.87,92.53,92.5,98.55,3.82,98.55,98.48,164.56,7.1,164.62,164.56,7.35,0.28,7.35,7.35,35.67,1.68,35.69,35.67,0,0,0,0,4.84,0.05,4.84,4.83,109.88,1.28,109.91,109.85,69.46,2.58,69.61,69.55,776.04,24.42,775.93,775.92,81.88,2.66,81.88,81.87,145.58,4.58,145.6,145.58,52.55,1.04,52.58,52.55,9.3,0.13,9.34,9.33,16.61,0.21,16.6,16.6,3.39,0.15,3.39,3.38,5.27,0.13,5.27,5.27,11.91,0.55,12.13,11.81,222.75,8.73,222.78,222.76,55.59,1.48,55.59,55.58,61.61,4.13,61.62,61.61,255,6.54,254.85,254.75
"06/04/18",12.26,0.3,12.44,12.15,94.93,3.87,94.94,94.93,101.34,3.82,101.34,101.16,165.6,7.1,165.6,165.48,7.46,0.28,7.47,7.46,36.38,1.68,36.38,36.36,0,0,0,0,4.8,0.05,4.81,4.8,111.86,1.28,111.74,111.68,71.25,2.58,71.13,71.07,814.43,24.42,814.42,814.35,85.2,2.66,85.2,85.19,147.22,4.58,147.27,147.22,52.84,1.04,52.81,52.8,9.4,0.13,9.41,9.4,16.71,0.21,16.71,16.7,3.37,0.15,3.37,3.36,5.29,0.13,5.3,5.29,11.86,0.55,11.87,11.84,225.83,8.73,225.79,225.78,56.01,1.48,56.01,56,61.38,4.13,61.4,61.38,260.15,6.54,260.15,260.1
"06/05/18",12.16,0.3,12.22,12.14,94.03,3.87,94.03,94.01,100.49,3.82,100.49,100.47,166.06,7.1,166.06,165.89,7.59,0.28,7.59,7.58,36.25,1.68,36.25,36.25,0,0,0,0,4.73,0.05,4.74,4.73,111.86,1.28,111.73,111.66,71.25,2.58,71.14,71.07,820.76,24.42,821.63,821.59,86.24,2.66,86.24,86.23,148.24,4.58,148.42,148.24,53.38,1.04,53.4,53.35,9.27,0.13,9.3,9.3,16.51,0.21,16.68,16.65,3.35,0.15,3.36,3.36,5.22,0.13,5.23,5.22,11.7,0.55,11.76,11.67,225.27,8.73,225.23,225.19,55.87,1.48,55.86,55.83,61.1,4.13,61.11,61.1,261.05,6.54,261.2,261.15
"06/06/18",12.37,0.3,12.44,12.18,92.83,3.87,92.83,92.8,98.58,3.82,98.6,98.53,163.12,7.1,163.18,163.12,7.57,0.28,7.58,7.56,35.87,1.68,35.87,35.86,0,0,0,0,4.79,0.05,4.79,4.78,110.56,1.28,110.59,110.53,70.05,2.58,69.92,69.86,818.37,24.42,818.64,818.52,85.52,2.66,85.52,85.51,149.98,4.58,150.03,149.98,53.13,1.04,53.12,53.11,9.43,0.13,9.42,9.41,16.92,0.21,16.98,16.97,3.33,0.15,3.34,3.33,5.16,0.13,5.16,5.16,11.64,0.55,14.88,11.62,224.36,8.73,224.34,224.33,52.47,1.48,52.46,52.45,61.79,4.13,61.79,61.77,259.85,6.54,259.85,259.75
