"","A:TWEX(P)","A:TWEX(EPS)","A:TWEX(PA)","A:TWEX(PB)","B:ABI(P)","B:ABI(EPS)","B:ABI(PA)","B:ABI(PB)","H:HB(P)","H:HB(EPS)","H:HB(PA)","H:HB(PB)","F:RCD(P)","F:RCD(EPS)","F:RCD(PA)","F:RCD(PB)","I:CPR(P)","I:CPR(EPS)","I:CPR(PA)","I:CPR(PB)","DGE(P)","DGE(EPS)","DGE(PA)","DGE(PB)","K:BBCA(P)","K:BBCA(EPS)","K:BBCA(PA)","K:BBCA(PB)","K:CHRE(P)","K:CHRE(EPS)","K:CHRE(PA)","K:CHRE(PB)","DK:CAB(P)","DK:CAB(EPS)","DK:CAB(PA)","DK:CAB(PB)","DK:RBR(P)","DK:RBR(EPS)","DK:RBR(PA)","DK:RBR(PB)","CN:KCM(P)","CN:KCM(EPS)","CN:KCM(PA)","CN:KCM(PB)","CN:YWU(P)","CN:YWU(EPS)","CN:YWU(PA)","CN:YWU(PB)","CN:JYB(P)","CN:JYB(EPS)","CN:JYB(PA)","CN:JYB(PB)","CN:TTB(P)","CN:TTB(EPS)","CN:TTB(PA)","CN:TTB(PB)","IN:MLC(P)","IN:MLC(EPS)","IN:MLC(PA)","IN:MLC(PB)","IN:UBB(P)","IN:UBB(EPS)","IN:UBB(PA)","IN:UBB(PB)","MX:BEC(P)","MX:BEC(EPS)","MX:BEC(PA)","MX:BEC(PB)","BR:AVS(P)","BR:AVS(EPS)","BR:AVS(PA)","BR:AVS(PB)","CL:CVZ(P)","CL:CVZ(EPS)","CL:CVZ(PA)","CL:CVZ(PB)","U:STZ(P)","U:STZ(EPS)","U:STZ(PA)","U:STZ(PB)","U:BF.B(P)","U:BF.B(EPS)","U:BF.B(PA)","U:BF.B(PB)","U:TAP(P)","U:TAP(EPS)","U:TAP(PA)","U:TAP(PB)","U:SAM(P)","U:SAM(EPS)","U:SAM(PA)","U:SAM(PB)"
"06/29/20",7.41,0.42,7.43,7.4,50.28,1.73,50.28,50.27,94.68,4.34,94.72,94.61,161.33,6.4,161.33,161.28,8.68,0.31,8.68,8.68,35.47,1.69,35.48,35.47,2.82,0.05,2.83,2.82,5.51,0.06,5.51,5.51,134.06,6.76,134.33,134.27,85.12,3.55,85.27,85.15,1523.9,35.71,1523.9,1523.73,174.45,4.67,174.45,174.44,108.84,5.1,108.84,108.63,74.93,1.22,74.93,74.92,8.33,0.13,8.32,8.31,14.34,0.23,14.4,14.37,4.71,0.11,4.73,4.69,3.77,0.17,3.77,3.77,8.65,0.45,8.79,9.01,174.17,0,174.17,173.96,63.24,1.72,63.24,63.23,35.42,4.13,35.42,35.41,547.63,7.51,548.01,547.63
"06/30/20",7.67,0.42,7.71,7.65,50.59,1.73,50.59,50.57,94.63,4.34,94.79,94.63,161.51,6.4,161.51,161.45,8.65,0.31,8.66,8.65,35.22,1.69,35.23,35.22,2.89,0.05,2.89,2.89,5.54,0.06,5.55,5.54,135.67,6.76,136.1,135.97,85.4,3.55,85.49,85.43,1523.6,35.71,1523.6,1523.58,178.22,4.67,178.23,178.22,109.5,5.1,109.51,109.5,79.68,1.22,79.68,79.67,8.45,0.13,8.44,8.43,14.8,0.23,14.8,14.79,4.69,0.11,4.71,4.68,3.74,0.17,3.75,3.74,8.59,0.45,8.68,8.89,174.95,0,174.42,174.35,63.66,1.72,63.66,63.62,34.36,4.13,34.36,34.35,536.65,7.51,536.65,535.56
"07/01/20",7.81,0.42,7.82,7.75,50.08,1.73,50.08,50.07,94.06,4.34,94.06,93.99,162.08,6.4,162.14,162.08,8.77,0.31,8.77,8.75,35.42,1.69,35.43,35.42,2.89,0.05,2.92,2.91,5.54,0.06,5.74,5.73,135.08,6.76,135.26,135.17,86.2,3.55,86.02,85.92,1556.3,35.71,1556.46,1556.3,189.53,4.67,189.54,189.53,115.52,5.1,115.53,115.52,83.7,1.22,83.72,83.7,8.54,0.13,8.55,8.55,14.59,0.23,14.67,14.62,4.78,0.11,4.78,4.75,3.79,0.17,3.79,3.79,8.93,0.45,8.74,8.84,185.88,0,185.88,185.77,64.52,1.72,64.54,64.52,35.06,4.13,35.07,35.06,555.67,7.51,555.69,555.67
"07/02/20",8,0.42,8.01,7.94,51.68,1.73,51.68,51.67,95.14,4.34,95.25,95.14,165.89,6.4,165.89,165.77,9.01,0.31,9.02,9.01,36.01,1.69,36.01,36,2.9,0.05,2.9,2.89,5.96,0.06,5.96,5.96,136.81,6.76,136.72,136.59,87.1,3.55,87.16,87.07,1608.09,35.71,1608.09,1608.08,197.36,4.67,197.36,197.35,127.07,5.1,121.76,127.07,82.09,1.22,82.11,82.09,8.48,0.13,8.49,8.49,15.05,0.23,15.04,14.99,4.72,0.11,4.74,4.72,3.74,0.17,3.74,3.74,9.02,0.45,8.91,9.01,185.8,0,185.81,185.8,64.43,1.72,64.43,64.42,35.34,4.13,35.35,35.34,559.2,7.51,556.99,556.97
"07/03/20",8.05,0.42,8.1,8.02,51.75,1.73,51.77,51.75,95.21,4.34,95.23,95.21,164.27,6.4,164.27,164.22,8.9,0.31,8.91,8.9,35.33,1.69,35.33,35.32,2.9,0.05,2.91,2.9,6.01,0.06,6.02,6.01,137.31,6.76,137.34,137.27,87.72,3.55,87.6,87.53,1605.79,35.71,1605.79,1605.49,196.55,4.67,196.55,196.54,129.28,5.1,129.29,129.28,81.8,1.22,81.81,81.8,8.39,0.13,8.39,8.38,14.79,0.23,14.81,14.79,4.7,0.11,4.71,4.7,3.74,0.17,3.74,3.74,9.03,0.45,9.07,8.91,185.8,0.29,186.44,186.46,64.43,1.72,64.63,64.62,35.34,4.13,35.8,35.78,559.2,7.51,548.74,548.66
"07/06/20",8.12,0.42,8.19,8.08,53.63,1.73,53.64,53.63,96.45,4.34,96.48,96.43,165.66,6.4,165.71,165.66,9.11,0.31,9.11,9.09,36.23,1.69,36.23,36.21,2.98,0.05,2.99,2.98,5.86,0.06,5.87,5.86,137.24,6.76,137.21,137.18,87.94,3.55,87.84,87.75,1666.41,35.71,1666.41,1666.4,200.82,4.67,200.83,200.82,138.52,5.1,138.52,138.51,80.47,1.22,80.48,80.47,8.4,0.13,8.4,8.4,15.12,0.23,15.08,15.07,4.64,0.11,4.65,4.64,3.79,0.17,3.8,3.79,9.25,0.45,9.13,9.21,186.49,0.29,186.5,186.48,64.72,1.72,64.72,64.71,35.66,4.13,35.68,35.66,554.88,7.51,554.89,554.88
"07/07/20",8.28,0.42,8.34,8.24,53.74,1.73,53.74,53.72,96.38,4.34,96.41,96.38,163.47,6.4,163.52,163.47,9.16,0.31,9.16,9.16,35.86,1.69,35.86,35.84,2.98,0.05,2.98,2.96,5.9,0.06,5.9,5.89,137.34,6.76,137.15,137.09,87.6,3.55,87.69,87.6,1758.07,35.71,1758.59,1758.07,210.27,4.67,210.27,210.26,140.5,5.1,140.5,140.49,82.94,1.22,82.94,82.91,8.46,0.13,8.45,8.45,14.97,0.23,14.95,14.95,4.61,0.11,4.62,4.6,3.82,0.17,3.82,3.81,9,0.45,9.06,9.19,182.46,0.29,182.5,182.47,64.17,1.72,64.19,64.17,34.66,4.13,34.67,34.66,581.66,7.51,581.66,581.4
"07/08/20",8.25,0.42,8.28,8.24,53.29,1.73,53.29,53.26,96.48,4.34,96.52,96.48,162.6,6.4,162.6,162.49,9.2,0.31,9.2,9.2,36.09,1.69,36.1,36.09,3.05,0.05,3.05,3.03,5.93,0.06,5.94,5.93,136.75,6.76,136.44,136.38,87.84,3.55,87.75,87.63,1751.13,35.71,1751.26,1751.13,211.8,4.67,211.81,211.8,138.73,5.1,138.73,138.72,81.64,1.22,81.64,81.63,8.74,0.13,8.85,8.85,15.15,0.23,15.18,15.12,4.46,0.11,4.46,4.45,3.89,0.17,3.89,3.89,8.71,0.45,8.82,9.2,183.48,0.29,183.51,183.46,64.04,1.72,64.05,64.04,34.74,4.13,34.75,34.74,588.16,7.51,588.15,587.46
"07/09/20",8.01,0.42,8.11,8,52.2,1.73,52.2,52.18,95.72,4.34,95.81,95.72,162.02,6.4,162.02,161.97,9.36,0.31,9.37,9.36,35.48,1.69,35.48,35.48,3.04,0.05,3.05,3.04,5.92,0.06,5.93,5.92,134.8,6.76,135.36,135.26,89.64,3.55,90.04,89.92,1776.81,35.71,1776.81,1776.8,212.18,4.67,212.19,212.18,139.57,5.1,139.58,139.57,81.24,1.22,81.25,81.24,8.92,0.13,8.93,8.92,15.26,0.23,15.26,15.19,4.5,0.11,4.51,4.49,3.87,0.17,3.87,3.87,8.42,0.45,8.46,9.11,182.39,0.29,182.48,182.39,63.25,1.72,63.3,63.29,33.25,4.13,33.26,33.25,593.63,7.51,593.63,593.62
"07/10/20",7.7,0.42,7.79,7.64,54.41,1.73,54.43,54.41,97.45,4.34,97.49,97.45,162.95,6.4,162.95,162.31,9.39,0.31,9.4,9.39,36.27,1.69,36.27,36.25,2.96,0.05,2.96,2.94,5.84,0.06,5.84,5.84,143.4,6.76,143.28,143.16,93.04,3.55,93.17,93.07,1784.99,35.71,1785.03,1784.99,215.59,4.67,215.59,215.58,139.61,5.1,139.65,139.61,81.5,1.22,81.5,81.48,9.07,0.13,9.11,9.11,14.71,0.23,14.66,14.65,4.42,0.11,4.43,4.42,3.92,0.17,3.93,3.92,8.48,0.45,8.51,8.96,184.93,0.29,184.93,184.85,64.8,1.72,64.8,64.79,34.66,4.13,34.66,34.64,603.67,7.51,603.67,603.66
"07/13/20",8.02,0.42,8.05,7.9,54.25,1.73,54.25,54.24,98.02,4.34,98.11,98.02,163.75,6.4,163.75,163.7,9.33,0.31,9.34,9.33,36.55,1.69,36.55,36.55,3.05,0.05,3.05,3.04,6.12,0.06,6.12,6.12,144.3,6.76,144.42,144.33,93.48,3.55,93.79,93.69,1855.96,35.71,1855.97,1855.96,227.26,4.67,227.27,227.26,143.72,5.1,143.73,143.72,84.21,1.22,84.21,84.2,8.97,0.13,8.98,8.98,14.37,0.23,14.39,14.37,4.3,0.11,4.33,4.3,3.7,0.17,3.7,3.7,8.64,0.45,8.67,8.58,179.69,0.29,179.81,179.69,64.68,1.72,64.68,64.67,34.32,4.13,34.32,34.31,589.64,7.51,589.64,589.63
