"","U:MGM(FFNOSH)","U:LVS(FFNOSH)","@WYNN(FFNOSH)","@BJK(FFNOSH)","@GDEN(FFNOSH)","U:BYD(FFNOSH)","U:BALY(FFNOSH)","@RRR(FFNOSH)"
"08/08/17","449751","398149","72584","231","11788","76389","0","61087"
"08/09/17","449751","398149","72584","231","11788","76389","0","61087"
"08/10/17","449751","398149","72584","231","11788","76389","0","61087"
"08/11/17","449751","398149","72584","231","11788","76389","0","61087"
"08/14/17","449751","398149","72584","231","11788","76389","0","61087"
"08/15/17","449751","398149","72584","231","11788","76389","0","61087"
"08/16/17","449751","398149","72584","231","11788","76389","0","61087"
"08/17/17","449751","398149","72584","231","11788","76389","0","61087"
"08/18/17","449751","398149","72584","231","11788","76389","0","61087"
"08/21/17","449751","398149","72584","231","11788","76389","0","61087"
"08/22/17","449751","398149","72584","231","11788","76389","0","61087"
"08/23/17","449751","398149","72584","231","11788","76389","0","61087"
"08/24/17","449751","398149","72584","231","11788","76389","0","61087"
"08/25/17","449751","398149","72584","231","11788","76389","0","61087"
"08/28/17","449751","398149","72584","231","11788","76389","0","61087"
"08/29/17","449751","398149","72584","231","11788","76389","0","61087"
"08/30/17","449751","398149","72584","231","11788","76389","0","61087"
"08/31/17","449751","398149","72584","231","11788","76389","0","61087"
"09/01/17","495736","398019","73218","550","11788","76052","0","58696"
"09/04/17","495736","398019","73218","550","11788","76052","0","58696"
"09/05/17","495736","398019","73218","550","11788","76052","0","58696"
"09/06/17","495736","398019","73218","550","11788","76052","0","58696"
"09/07/17","495736","398019","73218","550","11788","76052","0","58696"
"09/08/17","495736","398019","73218","550","11788","76052","0","58696"
"09/11/17","495736","398019","73218","550","11788","76052","0","58696"
"09/12/17","495736","398019","73218","550","11788","76052","0","58696"
"09/13/17","495736","398019","73218","550","11788","76052","0","58696"
"09/14/17","495736","398019","73218","550","11788","76052","0","58696"
"09/15/17","495736","398019","73218","550","11788","76052","0","58696"
"09/18/17","495736","398019","73218","550","11788","76052","0","58696"
"09/19/17","495736","398019","73218","550","11788","76052","0","58696"
"09/20/17","495736","398019","73218","550","11788","76052","0","58696"
"09/21/17","495736","398019","73218","550","11788","76052","0","58696"
"09/22/17","495736","398019","73218","550","11788","76052","0","58696"
"09/25/17","495736","398019","73218","550","11788","76052","0","58696"
"09/26/17","495736","398019","73218","550","11788","76052","0","58696"
"09/27/17","495736","398019","73218","550","11788","76052","0","58696"
"09/28/17","495736","398019","73218","550","11788","76052","0","58696"
"09/29/17","495736","398019","73218","550","11788","76052","0","58696"
"10/02/17","495736","398019","73434","550","11788","76052","0","59298"
"10/03/17","495736","398019","73434","550","11788","76052","0","59298"
"10/04/17","495736","398019","73434","550","11788","76052","0","59298"
"10/05/17","495736","398019","73434","550","11788","76052","0","59298"
"10/06/17","495736","398019","73434","550","11788","76052","0","59298"
"10/09/17","495736","398019","73434","550","11788","76052","0","59298"
"10/10/17","495736","398019","73434","550","11788","76052","0","59298"
"10/11/17","495736","398019","73434","550","11788","76052","0","59298"
"10/12/17","495736","398019","73434","550","11788","76052","0","59298"
"10/13/17","495736","398019","73434","550","11788","76052","0","59298"
"10/16/17","495736","398019","73434","550","11788","76052","0","59298"
"10/17/17","495736","398019","73434","550","11788","76052","0","59298"
"10/18/17","495736","398019","73434","550","11788","76052","0","59298"
"10/19/17","495736","398019","73434","550","11788","76052","0","59298"
"10/20/17","495736","398019","73434","550","11788","76052","0","59298"
"10/23/17","495736","398019","73434","550","11788","76052","0","59298"
"10/24/17","495736","398019","73434","550","11788","76052","0","59298"
"10/25/17","495736","398019","73434","550","11788","76052","0","59298"
"10/26/17","495736","398019","73434","550","11788","76052","0","59298"
"10/27/17","495736","398019","73434","550","11788","76052","0","59298"
"10/30/17","495736","398019","73434","550","11788","76052","0","59298"
"10/31/17","495736","398019","73434","550","11788","76052","0","59298"
"11/01/17","486682","397176","73434","650","17114","75728","0","59298"
"11/02/17","486682","397176","73434","650","17114","75728","0","59298"
"11/03/17","486682","397176","73434","650","17114","75728","0","59298"
"11/06/17","486682","397176","73434","650","17114","75728","0","59298"
"11/07/17","486682","397176","73434","650","17114","75728","0","59298"
"11/08/17","486682","397176","73434","650","17114","75728","0","59298"
"11/09/17","486682","397176","73434","650","17114","75728","0","59298"
"11/10/17","486682","397176","73434","650","17114","75728","0","59298"
"11/13/17","486682","397176","73434","650","17114","75728","0","59298"
"11/14/17","486682","397176","73434","650","17114","75728","0","59298"
"11/15/17","486682","397176","73434","650","17114","75728","0","59298"
"11/16/17","486682","397176","73434","650","17114","75728","0","59298"
"11/17/17","486682","397176","73434","650","17114","75728","0","59298"
"11/20/17","486682","397176","73434","650","17114","75728","0","59298"
"11/21/17","486682","397176","73434","650","17114","75728","0","59298"
"11/22/17","486682","397176","73434","650","17114","75728","0","59298"
"11/23/17","486682","397176","73434","650","17114","75728","0","59298"
"11/24/17","486682","397176","73434","650","17114","75728","0","59298"
"11/27/17","486682","397176","73434","650","17114","75728","0","59298"
"11/28/17","486682","397176","73434","650","17114","75728","0","59298"
"11/29/17","486682","397176","73434","650","17114","75728","0","59298"
"11/30/17","486682","397176","73434","650","17114","75728","0","59298"
"12/01/17","529102","397176","73978","743","13083","75636","0","59419"
"12/04/17","529102","397176","73978","743","13083","75636","0","59419"
"12/05/17","529102","397176","73978","743","13083","75636","0","59419"
"12/06/17","529102","397176","73978","743","13083","75636","0","59419"
"12/07/17","529102","397176","73978","743","13083","75636","0","59419"
"12/08/17","529102","397176","73978","743","13083","75636","0","59419"
"12/11/17","529102","397176","73978","743","13083","75636","0","59419"
"12/12/17","529102","397176","73978","743","13083","75636","0","59419"
"12/13/17","529102","397176","73978","743","13083","75636","0","59419"
"12/14/17","529102","397176","73978","743","13083","75636","0","59419"
"12/15/17","529102","397176","73978","743","13083","75636","0","59419"
"12/18/17","529102","397176","73978","743","13083","75636","0","59419"
"12/19/17","529102","397176","73978","743","13083","75636","0","59419"
"12/20/17","529102","397176","73978","743","13083","75636","0","59419"
"12/21/17","529102","397176","73978","743","13083","75636","0","59419"
"12/22/17","529102","397176","73978","743","13083","75636","0","59419"
"12/25/17","529102","397176","73978","743","13083","75636","0","59419"
"12/26/17","529102","397176","73978","743","13083","75636","0","59419"
"12/27/17","529102","397176","73978","743","13083","75636","0","59419"
"12/28/17","529102","397176","73978","743","13083","75636","0","59419"
"12/29/17","529102","397176","73978","743","13083","75636","0","59419"
"01/01/18","529102","397176","73978","743","16089","75636","0","59419"
"01/02/18","529102","397176","73978","743","16089","75636","0","59419"
"01/03/18","529102","397176","73978","743","16089","75636","0","59419"
"01/04/18","529102","397176","73978","743","16089","75636","0","59419"
"01/05/18","529102","397176","73978","743","16089","75636","0","59419"
"01/08/18","529102","397176","73978","743","16089","75636","0","59419"
"01/09/18","529102","397176","73978","743","16089","75636","0","59419"
"01/10/18","529102","397176","73978","743","16089","75636","0","59419"
"01/11/18","529102","397176","73978","743","16089","75636","0","59419"
"01/12/18","529102","397176","73978","743","16089","75636","0","59419"
"01/15/18","529102","397176","73978","743","16089","75636","0","59419"
"01/16/18","529102","397176","73978","743","16089","75636","0","59419"
"01/17/18","529102","397176","73978","743","16089","75636","0","59419"
"01/18/18","529102","397176","73978","743","16089","75636","0","59419"
"01/19/18","529102","397176","73978","743","16089","75636","0","59419"
"01/22/18","529102","397176","73978","743","16089","75636","0","59419"
"01/23/18","529102","397176","73978","743","16089","75636","0","59419"
"01/24/18","529102","397176","73978","743","16089","75636","0","59419"
"01/25/18","529102","397176","73978","743","16089","75636","0","59419"
"01/26/18","529102","397176","73978","743","16089","75636","0","59419"
"01/29/18","529102","397176","73978","743","16089","75636","0","59419"
"01/30/18","529102","397176","73978","743","16089","75636","0","59419"
"01/31/18","529102","397176","73978","743","16089","75636","0","59419"
"02/01/18","529194","395578","74172","693","16089","75650","0","59911"
"02/02/18","529194","395578","74172","693","16089","75650","0","59911"
"02/05/18","529194","395578","74172","693","16089","75650","0","59911"
"02/06/18","529194","395578","74172","693","16089","75650","0","59911"
"02/07/18","529194","395578","74172","693","16089","75650","0","59911"
"02/08/18","529194","395578","74172","693","16089","75650","0","59911"
"02/09/18","529194","395578","74172","693","16089","75650","0","59911"
"02/12/18","529194","395578","74172","693","16089","75650","0","59911"
"02/13/18","529194","395578","74172","693","16089","75650","0","59911"
"02/14/18","529194","395578","74172","693","16089","75650","0","59911"
"02/15/18","529194","395578","74172","693","16089","75650","0","59911"
"02/16/18","529194","395578","74172","693","16089","75650","0","59911"
"02/19/18","529194","395578","74172","693","16089","75650","0","59911"
"02/20/18","529194","395578","74172","693","16089","75650","0","59911"
"02/21/18","529194","395578","74172","693","16089","75650","0","59911"
"02/22/18","529194","395578","74172","693","16089","75650","0","59911"
"02/23/18","529194","395578","74172","693","16089","75650","0","59911"
"02/26/18","529194","395578","74172","693","16089","75650","0","59911"
"02/27/18","529194","395578","74172","693","16089","75650","0","59911"
"02/28/18","529194","395578","74172","693","16089","75650","0","59911"
"03/01/18","460946","395411","92825","660","21051","71765","0","61839"
"03/02/18","460946","395411","92825","660","21051","71765","0","61839"
"03/05/18","460946","395411","92825","660","21051","71765","0","61839"
"03/06/18","460946","395411","92825","660","21051","71765","0","61839"
"03/07/18","460946","395411","92825","660","21051","71765","0","61839"
"03/08/18","460946","395411","92825","660","21051","71765","0","61839"
"03/09/18","460946","395411","92825","660","21051","71765","0","61839"
"03/12/18","460946","395411","92825","660","21051","71765","0","61839"
"03/13/18","460946","395411","92825","660","21051","71765","0","61839"
"03/14/18","460946","395411","92825","660","21051","71765","0","61839"
"03/15/18","460946","395411","92825","660","21051","71765","0","61839"
"03/16/18","460946","395411","92825","660","21051","71765","0","61839"
"03/19/18","460946","395411","92825","660","21051","71765","0","61839"
"03/20/18","460946","395411","92825","660","21051","71765","0","61839"
"03/21/18","460946","395411","92825","660","21051","71765","0","61839"
"03/22/18","460946","395411","92825","660","21051","71765","0","61839"
"03/23/18","460946","395411","92825","660","21051","71765","0","61839"
"03/26/18","460946","395411","92825","660","21051","71765","0","61839"
"03/27/18","460946","395411","92825","660","21051","71765","0","61839"
"03/28/18","460946","395411","92825","660","21051","71765","0","61839"
"03/29/18","460946","395411","92825","660","21051","71765","0","61839"
"03/30/18","460946","395411","92825","660","21051","71765","0","61839"
"04/02/18","460946","394635","92955","70","21095","71765","0","65493"
"04/03/18","460946","394635","92955","70","21095","71765","0","65493"
"04/04/18","460946","394635","92955","70","21095","71765","0","65493"
"04/05/18","460946","394635","92955","70","21095","71765","0","65493"
"04/06/18","460946","394635","92955","70","21095","71765","0","65493"
"04/09/18","460946","394635","92955","70","21095","71765","0","65493"
"04/10/18","460946","394635","92955","70","21095","71765","0","65493"
"04/11/18","460946","394635","92955","70","21095","71765","0","65493"
"04/12/18","460946","394635","92955","70","21095","71765","0","65493"
"04/13/18","460946","394635","92955","70","21095","71765","0","65493"
"04/16/18","460946","394635","92955","70","21095","71765","0","65493"
"04/17/18","460946","394635","92955","70","21095","71765","0","65493"
"04/18/18","460946","394635","92955","70","21095","71765","0","65493"
"04/19/18","460946","394635","92955","70","21095","71765","0","65493"
"04/20/18","460946","394635","92955","70","21095","71765","0","65493"
"04/23/18","460946","394635","92955","70","21095","71765","0","65493"
"04/24/18","460946","394635","92955","70","21095","71765","0","65493"
"04/25/18","460946","394635","92955","70","21095","71765","0","65493"
"04/26/18","460946","394635","92955","70","21095","71765","0","65493"
"04/27/18","460946","394635","92955","70","21095","71765","0","65493"
"04/30/18","460946","394635","92955","70","21095","71765","0","65493"
"05/01/18","460963","394635","92955","170","21095","71656","0","65493"
"05/02/18","460963","394635","92955","170","21095","71656","0","65493"
"05/03/18","460963","394635","92955","170","21095","71656","0","65493"
"05/04/18","460963","394635","92955","170","21095","71656","0","65493"
"05/07/18","460963","394635","92955","170","21095","71656","0","65493"
"05/08/18","460963","394635","92955","170","21095","71656","0","65493"
"05/09/18","460963","394635","92955","170","21095","71656","0","65493"
"05/10/18","460963","394635","92955","170","21095","71656","0","65493"
"05/11/18","460963","394635","92955","170","21095","71656","0","65493"
"05/14/18","460963","394635","92955","170","21095","71656","0","65493"
"05/15/18","460963","394635","92955","170","21095","71656","0","65493"
"05/16/18","460963","394635","92955","170","21095","71656","0","65493"
"05/17/18","460963","394635","92955","170","21095","71656","0","65493"
"05/18/18","460963","394635","92955","170","21095","71656","0","65493"
"05/21/18","460963","394635","92955","170","21095","71656","0","65493"
"05/22/18","460963","394635","92955","170","21095","71656","0","65493"
"05/23/18","460963","394635","92955","170","21095","71656","0","65493"
"05/24/18","460963","394635","92955","170","21095","71656","0","65493"
"05/25/18","460963","394635","92955","170","21095","71656","0","65493"
"05/28/18","460963","394635","92955","170","21095","71656","0","65493"
"05/29/18","460963","394635","92955","170","21095","71656","0","65493"
"05/30/18","460963","394635","92955","170","21095","71656","0","65493"
"05/31/18","460963","394635","92955","170","21095","71656","0","65493"
"06/01/18","455395","394635","92120","699","21095","76906","0","65233"
"06/04/18","455395","394635","92120","699","21095","76906","0","65233"
"06/05/18","455395","394635","92120","699","21095","76906","0","65233"
"06/06/18","455395","394635","92120","699","21095","76906","0","65233"
"06/07/18","455395","394635","92120","699","21095","76906","0","65233"
"06/08/18","455395","394635","92120","699","21095","76906","0","65233"
"06/11/18","455395","394635","92120","699","21095","76906","0","65233"
"06/12/18","455395","394635","92120","699","21095","76906","0","65233"
"06/13/18","455395","394635","92120","699","21095","76906","0","65233"
"06/14/18","455395","394635","92120","699","21095","76906","0","65233"
"06/15/18","455395","394635","92120","699","21095","76906","0","65233"
"06/18/18","455395","394635","92120","699","21095","76906","0","65233"
"06/19/18","455395","394635","92120","699","21095","76906","0","65233"
"06/20/18","455395","394635","92120","699","21095","76906","0","65233"
"06/21/18","455395","394635","92120","699","21095","76906","0","65233"
"06/22/18","455395","394635","92120","699","21095","76906","0","65233"
"06/25/18","455395","394635","92120","699","21095","76906","0","65233"
"06/26/18","455395","394635","92120","699","21095","76906","0","65233"
"06/27/18","455395","394635","92120","699","21095","76906","0","65233"
"06/28/18","455395","394635","92120","699","21095","76906","0","65233"
"06/29/18","455395","394635","92120","699","21095","76906","0","65233"
"07/02/18","455395","393451","92177","599","21095","76906","0","65446"
"07/03/18","455395","393451","92177","599","21095","76906","0","65446"
"07/04/18","455395","393451","92177","599","21095","76906","0","65446"
"07/05/18","455395","393451","92177","599","21095","76906","0","65446"
"07/06/18","455395","393451","92177","599","21095","76906","0","65446"
"07/09/18","455395","393451","92177","599","21095","76906","0","65446"
"07/10/18","455395","393451","92177","599","21095","76906","0","65446"
"07/11/18","455395","393451","92177","599","21095","76906","0","65446"
