"","A:TWEX(FFNOSH)","B:ABI(FFNOSH)","H:HB(FFNOSH)","F:RCD(FFNOSH)","I:CPR(FFNOSH)","DGE(FFNOSH)","K:BBCA(FFNOSH)","K:CHRE(FFNOSH)","DK:CAB(FFNOSH)","DK:RBR(FFNOSH)","CN:KCM(FFNOSH)","CN:YWU(FFNOSH)","CN:JYB(FFNOSH)","CN:TTB(FFNOSH)","IN:MLC(FFNOSH)","IN:UBB(FFNOSH)","MX:BEC(FFNOSH)","BR:AVS(FFNOSH)","CL:CVZ(FFNOSH)","U:STZ(FFNOSH)","U:BF.B(FFNOSH)","U:TAP(FFNOSH)","U:SAM(FFNOSH)"
"11/08/19","650588","898168","238276","177939","569184","2074887","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308807","174726","6907"
"11/11/19","650588","898168","238276","177939","569184","2074887","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308807","174726","6907"
"11/12/19","650588","898168","238276","177939","569184","2074887","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308807","174726","6907"
"11/13/19","650588","898168","238276","177939","569184","2074887","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308807","174726","6907"
"11/14/19","650588","898168","238276","177939","569184","2074887","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308807","174726","6907"
"11/15/19","650588","898168","238276","177939","569184","2074887","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308807","174726","6907"
"11/18/19","650588","898168","238276","177939","569184","2074887","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308807","174726","6907"
"11/19/19","650588","898168","238276","177939","569184","2074887","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308807","174726","6907"
"11/20/19","650588","898168","238276","177939","569184","2074887","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308807","174726","6907"
"11/21/19","650588","898168","238276","177939","569184","2074887","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308807","174726","6907"
"11/22/19","650588","898168","238276","177939","569184","2074887","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308807","174726","6907"
"11/25/19","650588","898168","238276","177939","569184","2074887","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308807","174726","6907"
"11/26/19","650588","898168","238276","177939","569184","2074887","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308807","174726","6907"
"11/27/19","650588","898168","238276","177939","569184","2074887","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308807","174726","6907"
"11/28/19","650588","898168","238276","177939","569184","2074887","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308807","174726","6907"
"11/29/19","650588","898168","238276","177939","569184","2074887","1692453","1560099","105655","42185","477426","1753237","523282","290781","325267","75959","513707","4395237","147801","158426","308807","174726","6907"
"12/02/19","658089","898168","238276","177939","569184","2069755","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75859","513707","4395237","147801","158402","308807","174726","7055"
"12/03/19","658089","898168","238276","177939","569184","2069755","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75859","513707","4395237","147801","158402","308807","174726","7055"
"12/04/19","658089","898168","238276","177939","569184","2069755","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75859","513707","4395237","147801","158402","308807","174726","7055"
"12/05/19","658089","898168","238276","177939","569184","2069755","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75859","513707","4395237","147801","158402","308807","174726","7055"
"12/06/19","658089","898168","238276","177939","569184","2069755","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75859","513707","4395237","147801","158402","308807","174726","7055"
"12/09/19","658089","898168","238276","177939","569184","2069755","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75859","513707","4395237","147801","158402","308807","174726","7055"
"12/10/19","658089","898168","238276","177939","569184","2069755","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75859","513707","4395237","147801","158402","308807","174726","7055"
"12/11/19","658089","898168","238276","177939","569184","2069755","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75859","513707","4395237","147801","158402","308807","174726","7055"
"12/12/19","658089","898168","238276","177939","569184","2069755","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75859","513707","4395237","147801","158402","308807","174726","7055"
"12/13/19","658089","898168","238276","177939","569184","2069755","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75859","513707","4395237","147801","158402","308807","174726","7055"
"12/16/19","658089","898168","238276","177939","569184","2069755","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75859","513707","4395237","147801","158402","308807","174726","7055"
"12/17/19","658089","898168","238276","177939","569184","2069755","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75859","513707","4395237","147801","158402","308807","174726","7055"
"12/18/19","658089","898168","238276","177939","569184","2069755","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75859","513707","4395237","147801","158402","308807","174726","7055"
"12/19/19","658089","898168","238276","177939","569184","2069755","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75859","513707","4395237","147801","158402","308807","174726","7055"
"12/20/19","658089","898168","238276","177939","569184","2069755","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75859","513707","4395237","147801","158402","308807","174726","7055"
"12/23/19","658089","898168","238276","177939","569184","2069755","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75859","513707","4395237","147801","158402","308807","174726","7055"
"12/24/19","658089","898168","238276","177939","569184","2069755","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75859","513707","4395237","147801","158402","308807","174726","7055"
"12/25/19","658089","898168","238276","177939","569184","2069755","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75859","513707","4395237","147801","158402","308807","174726","7055"
"12/26/19","658089","898168","238276","177939","569184","2069755","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75859","513707","4395237","147801","158402","308807","174726","7055"
"12/27/19","658089","898168","238276","177939","569184","2069755","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75859","513707","4395237","147801","158402","308807","174726","7055"
"12/30/19","658089","898168","238276","177939","569184","2069755","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75859","513707","4395237","147801","158402","308807","174726","7055"
"12/31/19","658089","898168","238276","177939","569184","2069755","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75859","513707","4395237","147801","158402","308807","174726","7055"
"01/01/20","676665","898168","238276","177939","569184","2069308","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75959","513707","4395237","147801","158402","308807","174726","7055"
"01/02/20","676665","898168","238276","177939","569184","2069308","1692453","1560099","107025","42185","527666","1753237","523282","290781","325267","75959","513707","4395237","147801","158402","308807","174726","7055"
