"","A:TWEX(FFNOSH)","B:ABI(FFNOSH)","H:HB(FFNOSH)","F:RCD(FFNOSH)","I:CPR(FFNOSH)","DGE(FFNOSH)","K:BBCA(FFNOSH)","K:CHRE(FFNOSH)","DK:CAB(FFNOSH)","DK:RBR(FFNOSH)","CN:KCM(FFNOSH)","CN:YWU(FFNOSH)","CN:JYB(FFNOSH)","CN:TTB(FFNOSH)","IN:MLC(FFNOSH)","IN:UBB(FFNOSH)","MX:BEC(FFNOSH)","BR:AVS(FFNOSH)","CL:CVZ(FFNOSH)","U:STZ(FFNOSH)","U:BF.B(FFNOSH)","U:TAP(FFNOSH)","U:SAM(FFNOSH)"
"11/12/20","670132","898168","238276","200682","533264","2069523","1692453","1560099","102625","42461","527666","1753237","523282","303981","320191","0","548106","4396360","147801","155400","309489","178774","8083"
"11/13/20","670132","898168","238276","200682","533264","2069523","1692453","1560099","102625","42461","527666","1753237","523282","303981","320191","0","548106","4396360","147801","155400","309489","178774","8083"
"11/16/20","670132","898168","238276","200682","533264","2069523","1692453","1560099","102625","42461","527666","1753237","523282","303981","320191","0","548106","4396360","147801","155400","309489","178774","8083"
"11/17/20","670132","898168","238276","200682","533264","2069523","1692453","1560099","102625","42461","527666","1753237","523282","303981","320191","0","548106","4396360","147801","155400","309489","178774","8083"
"11/18/20","670132","898168","238276","200682","533264","2069523","1692453","1560099","102625","42461","527666","1753237","523282","303981","320191","0","548106","4396360","147801","155400","309489","178774","8083"
"11/19/20","670132","898168","238276","200682","533264","2069523","1692453","1560099","102625","42461","527666","1753237","523282","303981","320191","0","548106","4396360","147801","155400","309489","178774","8083"
"11/20/20","670132","898168","238276","200682","533264","2069523","1692453","1560099","102625","42461","527666","1753237","523282","303981","320191","0","548106","4396360","147801","155400","309489","178774","8083"
"11/23/20","670132","898168","238276","200682","533264","2069523","1692453","1560099","102625","42461","527666","1753237","523282","303981","320191","0","548106","4396360","147801","155400","309489","178774","8083"
"11/24/20","670132","898168","238276","200682","533264","2069523","1692453","1560099","102625","42461","527666","1753237","523282","303981","320191","0","548106","4396360","147801","155400","309489","178774","8083"
"11/25/20","670132","898168","238276","200682","533264","2069523","1692453","1560099","102625","42461","527666","1753237","523282","303981","320191","0","548106","4396360","147801","155400","309489","178774","8083"
"11/26/20","670132","898168","238276","200682","533264","2069523","1692453","1560099","102625","42461","527666","1753237","523282","303981","320191","0","548106","4396360","147801","155400","309489","178774","8083"
"11/27/20","670132","898168","238276","200682","533264","2069523","1692453","1560099","102625","42461","527666","1753237","523282","303981","320191","0","548106","4396360","147801","155400","309489","178774","8083"
"11/30/20","670132","898168","238276","200682","533264","2069523","1692453","1560099","102625","42461","527666","1753237","523282","303981","320191","0","548106","4396360","147801","155400","309489","178774","8083"
"12/01/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"12/02/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"12/03/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"12/04/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"12/07/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"12/08/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"12/09/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"12/10/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"12/11/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"12/14/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"12/15/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"12/16/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"12/17/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"12/18/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"12/21/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"12/22/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"12/23/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"12/24/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"12/25/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"12/28/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"12/29/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"12/30/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"12/31/20","670132","899462","238276","200682","531751","2069601","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"01/01/21","670132","899462","238276","200682","531192","2069631","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"01/04/21","670132","899462","238276","200682","531192","2069631","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"01/05/21","670132","899462","238276","200682","531192","2069631","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"01/06/21","670132","899462","238276","200682","531192","2069631","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"01/07/21","670132","899462","238276","200682","531192","2069631","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"01/08/21","670132","899462","238276","200682","531192","2069631","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"01/11/21","670132","899462","238276","200682","531192","2069631","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"01/12/21","670132","899462","238276","200682","531192","2069631","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"01/13/21","670132","899462","238276","200682","531192","2069631","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"01/14/21","670132","899462","238276","200682","531192","2069631","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"01/15/21","670132","899462","238276","200682","531192","2069631","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"01/18/21","670132","899462","238276","200682","531192","2069631","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"01/19/21","670132","899462","238276","200682","531192","2069631","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"01/20/21","670132","899462","238276","200682","531192","2069631","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"01/21/21","670132","899462","238276","200682","531192","2069631","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"01/22/21","670132","899462","238276","200682","531192","2069631","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"01/25/21","670132","899462","238276","200682","531192","2069631","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"01/26/21","670132","899462","238276","200682","531192","2069631","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"01/27/21","670132","899462","238276","200682","531192","2069631","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"01/28/21","670132","899462","238276","200682","531192","2069631","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"01/29/21","670132","899462","238276","200682","531192","2069631","1692453","1560099","103628","42461","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309489","178774","7977"
"02/01/21","670132","899462","238276","207326","531192","2069643","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309585","178873","8131"
"02/02/21","670132","899462","238276","207326","531192","2069643","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309585","178873","8131"
"02/03/21","670132","899462","238276","207326","531192","2069643","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309585","178873","8131"
"02/04/21","670132","899462","238276","207326","531192","2069643","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309585","178873","8131"
"02/05/21","670132","899462","238276","207326","531192","2069643","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309585","178873","8131"
"02/08/21","670132","899462","238276","207326","531192","2069643","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309585","178873","8131"
"02/09/21","670132","899462","238276","207326","531192","2069643","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309585","178873","8131"
"02/10/21","670132","899462","238276","207326","531192","2069643","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309585","178873","8131"
"02/11/21","670132","899462","238276","207326","531192","2069643","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309585","178873","8131"
"02/12/21","670132","899462","238276","207326","531192","2069643","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309585","178873","8131"
"02/15/21","670132","899462","238276","207326","531192","2069643","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309585","178873","8131"
"02/16/21","670132","899462","238276","207326","531192","2069643","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309585","178873","8131"
"02/17/21","670132","899462","238276","207326","531192","2069643","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309585","178873","8131"
"02/18/21","670132","899462","238276","207326","531192","2069643","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309585","178873","8131"
"02/19/21","670132","899462","238276","207326","531192","2069643","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309585","178873","8131"
"02/22/21","670132","899462","238276","207326","531192","2069643","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309585","178873","8131"
"02/23/21","670132","899462","238276","207326","531192","2069643","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309585","178873","8131"
"02/24/21","670132","899462","238276","207326","531192","2069643","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309585","178873","8131"
"02/25/21","670132","899462","238276","207326","531192","2069643","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309585","178873","8131"
"02/26/21","670132","899462","238276","207326","531192","2069643","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4396360","147801","167498","309585","178873","8131"
"03/01/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"03/02/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"03/03/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"03/04/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"03/05/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"03/08/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"03/09/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"03/10/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"03/11/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"03/12/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"03/15/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"03/16/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"03/17/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"03/18/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"03/19/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"03/22/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"03/23/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"03/24/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"03/25/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"03/26/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"03/29/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"03/30/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"03/31/21","660661","899462","238276","207326","531192","2069654","1692453","1560099","103628","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167627","8004"
"04/01/21","661069","899462","238276","207326","531192","2069675","1692453","1560099","100728","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167628","8004"
"04/02/21","661069","899462","238276","207326","531192","2069675","1692453","1560099","100728","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167628","8004"
"04/05/21","661069","899462","238276","207326","531192","2069675","1692453","1560099","100728","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167628","8004"
"04/06/21","661069","899462","238276","207326","531192","2069675","1692453","1560099","100728","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167628","8004"
"04/07/21","661069","899462","238276","207326","531192","2069675","1692453","1560099","100728","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167628","8004"
"04/08/21","661069","899462","238276","207326","531192","2069675","1692453","1560099","100728","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167628","8004"
"04/09/21","661069","899462","238276","207326","531192","2069675","1692453","1560099","100728","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167628","8004"
"04/12/21","661069","899462","238276","207326","531192","2069675","1692453","1560099","100728","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167628","8004"
"04/13/21","661069","899462","238276","207326","531192","2069675","1692453","1560099","100728","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167628","8004"
"04/14/21","661069","899462","238276","207326","531192","2069675","1692453","1560099","100728","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167628","8004"
"04/15/21","661069","899462","238276","207326","531192","2069675","1692453","1560099","100728","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167628","8004"
"04/16/21","661069","899462","238276","207326","531192","2069675","1692453","1560099","100728","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167628","8004"
"04/19/21","661069","899462","238276","207326","531192","2069675","1692453","1560099","100728","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167628","8004"
"04/20/21","661069","899462","238276","207326","531192","2069675","1692453","1560099","100728","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167628","8004"
"04/21/21","661069","899462","238276","207326","531192","2069675","1692453","1560099","100728","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167628","8004"
"04/22/21","661069","899462","238276","207326","531192","2069675","1692453","1560099","100728","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167628","8004"
"04/23/21","661069","899462","238276","207326","531192","2069675","1692453","1560099","100728","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167628","8004"
"04/26/21","661069","899462","238276","207326","531192","2069675","1692453","1560099","100728","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167628","8004"
"04/27/21","661069","899462","238276","207326","531192","2069675","1692453","1560099","100728","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167628","8004"
"04/28/21","661069","899462","238276","207326","531192","2069675","1692453","1560099","100728","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167628","8004"
"04/29/21","661069","899462","238276","207326","531192","2069675","1692453","1560099","100728","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167628","8004"
"04/30/21","661069","899462","238276","207326","531192","2069675","1692453","1560099","100728","42575","577906","1753237","551829","303981","320191","0","548106","4400472","142021","167498","309585","167628","8004"
"05/03/21","661069","899462","238276","207326","531192","2069540","1692453","1560099","100728","42575","577906","1753237","551829","304276","320191","0","548106","4400346","142021","167498","309648","167628","8004"
"05/04/21","661069","899462","238276","207326","531192","2069540","1692453","1560099","100728","42575","577906","1753237","551829","304276","320191","0","548106","4400346","142021","167498","309648","167628","8004"
"05/05/21","661069","899462","238276","207326","531192","2069540","1692453","1560099","100728","42575","577906","1753237","551829","304276","320191","0","548106","4400346","142021","167498","309648","167628","8004"
"05/06/21","661069","899462","238276","207326","531192","2069540","1692453","1560099","100728","42575","577906","1753237","551829","304276","320191","0","548106","4400346","142021","167498","309648","167628","8004"
"05/07/21","661069","899462","238276","207326","531192","2069540","1692453","1560099","100728","42575","577906","1753237","551829","304276","320191","0","548106","4400346","142021","167498","309648","167628","8004"
"05/10/21","661069","899462","238276","207326","531192","2069540","1692453","1560099","100728","42575","577906","1753237","551829","304276","320191","0","548106","4400346","142021","167498","309648","167628","8004"
"05/11/21","661069","899462","238276","207326","531192","2069540","1692453","1560099","100728","42575","577906","1753237","551829","304276","320191","0","548106","4400346","142021","167498","309648","167628","8004"
"05/12/21","661069","899462","238276","207326","531192","2069540","1692453","1560099","100728","42575","577906","1753237","551829","304276","320191","0","548106","4400346","142021","167498","309648","167628","8004"
"05/13/21","661069","899462","238276","207326","531192","2069540","1692453","1560099","100728","42575","577906","1753237","551829","304276","320191","0","548106","4400346","142021","167498","309648","167628","8004"
"05/14/21","661069","899462","238276","207326","531192","2069540","1692453","1560099","100728","42575","577906","1753237","551829","304276","320191","0","548106","4400346","142021","167498","309648","167628","8004"
"05/17/21","661069","899462","238276","207326","531192","2069540","1692453","1560099","100728","42575","577906","1753237","551829","304276","320191","0","548106","4400346","142021","167498","309648","167628","8004"
"05/18/21","661069","899462","238276","207326","531192","2069540","1692453","1560099","100728","42575","577906","1753237","551829","304276","320191","0","548106","4400346","142021","167498","309648","167628","8004"
"05/19/21","661069","899462","238276","207326","531192","2069540","1692453","1560099","100728","42575","577906","1753237","551829","304276","320191","0","548106","4400346","142021","167498","309648","167628","8004"
"05/20/21","661069","899462","238276","207326","531192","2069540","1692453","1560099","100728","42575","577906","1753237","551829","304276","320191","0","548106","4400346","142021","167498","309648","167628","8004"
"05/21/21","661069","899462","238276","207326","531192","2069540","1692453","1560099","100728","42575","577906","1753237","551829","304276","320191","0","548106","4400346","142021","167498","309648","167628","8004"
"05/24/21","661069","899462","238276","207326","531192","2069540","1692453","1560099","100728","42575","577906","1753237","551829","304276","320191","0","548106","4400346","142021","167498","309648","167628","8004"
"05/25/21","661069","899462","238276","207326","531192","2069540","1692453","1560099","100728","42575","577906","1753237","551829","304276","320191","0","548106","4400346","142021","167498","309648","167628","8004"
"05/26/21","661069","899462","238276","207326","531192","2069540","1692453","1560099","100728","42575","577906","1753237","551829","304276","320191","0","548106","4400346","142021","167498","309648","167628","8004"
"05/27/21","661069","899462","238276","207326","531192","2069540","1692453","1560099","100728","42575","577906","1753237","551829","304276","320191","0","548106","4400346","142021","167498","309648","167628","8004"
"05/28/21","661069","899462","238276","207326","531192","2069540","1692453","1560099","100728","42575","577906","1753237","551829","304276","320191","0","548106","4400346","142021","167498","309648","167628","8004"
"05/31/21","661069","899462","238276","207326","531192","2069540","1692453","1560099","100728","42575","577906","1753237","551829","304276","320191","0","548106","4400346","142021","167498","309648","167628","8004"
"06/01/21","661069","899462","238276","194099","535805","2069423","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179010","8060"
"06/02/21","661069","899462","238276","194099","535805","2069423","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179010","8060"
"06/03/21","661069","899462","238276","194099","535805","2069423","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179010","8060"
"06/04/21","661069","899462","238276","194099","535805","2069423","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179010","8060"
"06/07/21","661069","899462","238276","194099","535805","2069423","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179010","8060"
"06/08/21","661069","899462","238276","194099","535805","2069423","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179010","8060"
"06/09/21","661069","899462","238276","194099","535805","2069423","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179010","8060"
"06/10/21","661069","899462","238276","194099","535805","2069423","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179010","8060"
"06/11/21","661069","899462","238276","194099","535805","2069423","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179010","8060"
"06/14/21","661069","899462","238276","194099","535805","2069423","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179010","8060"
"06/15/21","661069","899462","238276","194099","535805","2069423","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179010","8060"
"06/16/21","661069","899462","238276","194099","535805","2069423","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179010","8060"
"06/17/21","661069","899462","238276","194099","535805","2069423","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179010","8060"
"06/18/21","661069","899462","238276","194099","535805","2069423","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179010","8060"
"06/21/21","661069","899462","238276","194099","535805","2069423","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179010","8060"
"06/22/21","661069","899462","238276","194099","535805","2069423","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179010","8060"
"06/23/21","661069","899462","238276","194099","535805","2069423","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179010","8060"
"06/24/21","661069","899462","238276","194099","535805","2069423","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179010","8060"
"06/25/21","661069","899462","238276","194099","535805","2069423","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179010","8060"
"06/28/21","661069","899462","238276","194099","535805","2069423","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179010","8060"
"06/29/21","661069","899462","238276","194099","535805","2069423","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179010","8060"
"06/30/21","661069","899462","238276","194099","535805","2069423","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179010","8060"
"07/01/21","661069","899462","238276","194099","535805","2069209","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179049","8155"
"07/02/21","661069","899462","238276","194099","535805","2069209","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179049","8155"
"07/05/21","661069","899462","238276","194099","535805","2069209","1692453","1560099","100728","42490","577906","1753237","551829","304276","320191","80397","548106","4402554","126114","167498","309691","179049","8155"
