"X.AMRS.PA.","X.GRWG.PA.","U.YOLO.PA.","U.CNBS.PA.","U.MJ.PA.","X.POTX.PA.","U.STZ.PA.","U.IIPR.PA.","X.CARA.PA.","X.TLRY.PA.","X.SNDL.PA.","X.CNTTQ.PA."
2.97,4.91,12.83,14.35,18.75,16.66,190.85,82.67,16.8,21.33,3.38,1.16
3.09,4.62,12.89,14.4,18.67,16.81,190.76,83.11,16.89,20.46,3.26,1.16
2.98,4.62,12.94,14.45,18.73,16.95,189.95,82.54,17.31,20.95,3.47,1.18
3.02,4.55,12.79,14.35,18.57,16.76,189.66,81.61,17.36,21.37,3.53,0.21
3.03,4.54,12.6,14.16,18.3,16.5,190.27,81.53,16.89,21.21,3.35,1.17
2.85,4.7,12.6,14.1,18.26,16.57,191.95,81.77,16.29,20.85,3.07,1.14
2.92,4.39,12.48,14,18.26,16.51,193.99,79.45,16.36,21.21,2.83,1.11
2.85,4.28,12.01,13.42,17.46,15.57,191.56,80.75,16.08,19.79,2.64,1.03
2.63,4.56,11.74,12.98,16.83,14.92,190.89,84.91,16.11,18.56,2.52,1.08
2.69,4.65,12.01,13.44,17.3,15.42,192.77,92.41,16.19,19.54,2.64,1.13
2.59,4.92,11.98,13.28,17.11,15.22,192.58,94.11,16.17,18.93,2.58,1.12
2.66,5.03,11.86,13,16.94,14.85,190.86,93.48,16.03,19.22,1.54,1.08
2.57,4.81,11.61,12.65,16.58,14.32,188.29,89.5,16.11,17.55,1.2,1.07
2.86,4.95,11.56,12.66,16.65,14.39,189.19,92.3,16.3,17.28,1.35,1.04
2.92,4.89,11.71,12.92,16.95,14.79,192.93,94.98,16.7,18.15,1.44,1.04
3.32,4.97,11.7,12.76,16.73,14.57,197.14,95.06,16.98,17.61,1.32,1.02
3.15,5.28,11.8,12.6,16.48,14.2,199.81,95.17,17.31,17.81,1.3,0.99
3.33,5.98,11.33,12.36,16.09,13.85,200.19,92.53,17.15,16.93,1.22,0.94
3.36,5.73,11.09,12.16,15.85,13.46,200.07,92.06,17.44,16.03,1.15,0.9
3.61,5.88,11.2,12.37,16.07,13.72,199.95,92.58,17.27,16.85,1.18,0.89
3.85,5.85,10.98,12.15,15.8,13.32,198.75,92.85,17.49,16.33,1.18,0.81
3.81,5.8,11,12.13,15.83,13.3,201.19,94.38,17.26,16.15,1.18,0.81
3.75,6.34,11.45,12.65,16.42,13.97,203.83,98.99,17.77,17.39,1.33,0.83
3.57,6.37,11.56,12.71,16.5,14.07,203.71,100.91,17.62,17.24,1.38,2.12
3.4,6.28,11.46,12.53,16.36,13.87,203.82,102.3,17.19,17.1,1.36,0.85
3.33,6.54,11.47,12.59,16.5,13.93,206.64,105.81,17.19,18.51,1.36,0.81
3.11,6.43,11.52,12.72,16.64,14.07,208.34,106.97,17.21,19.24,1.39,0.84
3.3,6.22,11.31,12.46,16.46,13.84,207.41,105.54,17.23,19.36,1.54,0.82
3.28,5.54,10.82,11.84,15.58,13.08,201.55,102.26,16.37,17.29,1.6,0.79
3.18,5.21,10.4,11.41,15.08,12.54,195.29,96.48,15.99,16.59,1.49,0.76
3.13,5.39,10.2,11.23,14.92,12.28,190.99,96.11,15.87,15.89,1.46,0.75
2.94,4.98,9.61,10.72,14.17,11.68,175.66,94.98,15.36,14.59,1.43,0.67
3.19,5.53,9.8,10.79,13.96,11.47,172.38,91.94,15.03,14.4,1.46,0.63
3.47,5.43,9.8,10.79,14.21,11.5,177.22,97.8,15.56,15.3,1.49,0.67
3.29,5.43,9.56,10.46,13.73,11.17,177.4,95.45,14.84,13.01,1.5,0.65
3.66,5.35,9.94,10.79,14.32,11.65,185.97,98.13,15.95,12.51,1.66,0.66
3.56,4.95,9.54,10.35,13.73,11.08,182.68,96.15,16,11.2,1.51,0.64
3.6,4.72,9.12,9.92,13.1,10.47,179.17,93.73,15.28,10.03,1.44,0.6
3.06,3.91,8.16,8.81,11.76,9.5,164.24,83.11,13.81,7.68,1.25,0.47
3.08,4.43,8.39,9.18,12.12,9.64,165.39,85.92,13.96,7.85,1.06,0.52
2.96,3.91,7.74,8.57,11.33,9.06,155.18,76.84,13.43,7.08,0.92,0.51
2.66,3.61,6.69,7.45,9.93,7.69,131.56,65.69,11.04,5.96,0.82,0.47
1.82,3.68,7.13,7.85,10.32,7.8,133.01,71.53,11.56,4.03,0.75,0.48
1.57,2.95,6.31,7.18,9.55,7.42,124.75,56.9,9.87,3.05,0.72,0.49
2.15,3.25,6.6,7.42,9.94,7.49,124.45,59,11.24,2.9,0.68,0.45
2.01,2.88,6,6.86,9.17,6.96,121.25,46.53,9.11,2.47,0.59,0.4
2.38,3,6.29,7.22,9.65,7.41,123.07,51.62,10.48,3.73,0.69,0.42
2.19,3.07,6.54,7.47,9.75,7.87,119.7,59.79,10.52,3.85,0.81,0.47
1.94,3.29,6.69,7.51,9.67,7.85,105.69,60.56,11.07,3.85,0.75,0.49
2.14,3.59,7.35,8.06,10.39,8.33,123.82,65.56,12.26,4.02,0.79,0.54
2.01,3.82,7.62,8.57,11,8.94,126.43,73.87,12.52,5.05,0.8,0.67
2.17,4.39,8.23,9.25,12.07,9.85,140.68,84,13.34,7.87,1.03,0.74
2.26,4.35,8.12,9.19,12.12,9.95,145.19,79.05,12.61,9.1,1.06,0.7
2.45,4,7.87,8.88,11.6,9.3,146.66,80.08,13.26,6.61,0.98,0.64
2.56,3.81,7.8,8.78,11.47,9.24,143.26,75.32,13.2,6.88,0.64,1
2.17,3.37,7.25,8.22,10.59,8.55,136.92,69.03,12.43,5.86,0.57,5.85
2.29,3.35,7.3,8.34,10.83,8.66,129.99,68.73,12.7,6.07,0.49,5.98
2.26,3.24,7.17,8.11,10.48,8.34,132.03,66.85,12.82,5.51,0.47,6.11
2.56,3.38,7.43,8.53,10.92,8.7,142.09,70.44,13.41,5.97,0.53,6.24
2.51,3.34,7.49,8.57,10.98,8.73,149.6,70.12,13.4,6.38,0.52,6.37
2.45,3.71,7.66,8.9,11.31,8.95,157.76,69.01,14.1,6.98,0.56,6.51
2.48,3.79,7.79,8.95,11.51,8.99,166.13,75.58,13.77,6.77,0.62,6.64
2.41,3.93,7.87,8.97,11.42,8.98,160.63,74.8,13.7,6.46,0.62,6.78
2.34,4.17,7.96,9.12,11.42,9.08,157.64,73.01,14.17,6.56,0.59,6.91
2.39,4.31,8.03,9.32,11.65,9.25,167.84,76.3,14.58,7.03,0.59,7.05
2.4,4.24,7.87,9.18,11.4,9.12,162.23,71.35,13.94,6.8,0.58,7.19
2.25,4.25,7.71,9.03,11.1,8.9,162.16,73.11,14.1,6.34,0.54,7.33
2.28,4.21,7.95,9.36,11.52,9.11,162.7,73.35,14.66,6.5,0.54,7.47
2.35,4.24,8.04,9.4,11.56,9.15,156.62,71.85,14.86,6.75,0.58,7.61
2.38,4.18,8,9.27,11.33,9.08,152.79,71.03,15.42,6.81,0.54,7.75
2.67,4.18,8.06,9.27,11.39,9.02,155.23,71.54,15.71,6.8,0.52,7.9
2.48,4.15,8.23,9.48,11.53,9.14,153.07,72.89,15.68,6.82,0.53,8.04
2.68,4.35,8.43,9.67,11.9,9.41,158.8,74.18,15.84,8.08,0.51,8.19
2.84,4.57,8.82,10.09,12.38,10,163.16,76.51,16.16,8.44,0.49,8.33
2.9,4.62,8.72,9.9,12.29,9.8,167.42,77,15.58,8.05,0.5,8.48
2.84,4.8,8.89,10.07,12.44,9.99,169.46,80,15.89,8.12,0.5,8.63
2.7,4.7,8.69,9.79,12.03,9.62,164.69,78.01,14.85,8.07,0.57,8.78
2.49,4.58,8.42,9.43,11.55,9.21,161.57,74.92,14.26,7.24,0.64,8.93
2.4,4.82,8.53,9.64,11.94,9.49,163.85,76.5,14.53,7.66,0.57,9.08
2.42,4.88,8.64,9.69,11.82,9.49,163.02,76.85,14.62,7.39,0.55,9.21
2.34,4.6,8.63,9.68,11.75,9.5,165.51,78.1,14.99,7.47,0.56,9.28
2.51,4.59,8.65,9.71,11.78,9.58,164.94,75.53,14.77,7.64,0.52,9.19
2.68,4.82,8.79,9.73,11.86,9.45,166.06,74.86,14.23,7.79,0.52,9.15
3.48,5.05,8.74,9.73,11.73,9.36,163.31,73.39,15.84,8.09,0.51,9.4
3.26,4.66,8.75,9.66,11.54,9.21,160.58,74.14,15.13,7.48,0.49,9.25
3.23,4.69,8.41,9.15,10.95,8.55,155.32,70.87,14.16,7.2,0.41,8.94
3.14,5.46,8.59,9.41,11.1,8.78,157.96,71.69,15.11,7.19,0.39,8.98
3.42,5.37,9.08,9.89,11.99,9.8,158.51,74.07,15.05,7.77,0.55,9.04
3.51,5.55,9.77,10.34,12.92,11.14,168.51,76.09,15.07,7.98,0.61,8.69
3.54,5.96,9.76,10.5,12.66,10.85,168.82,77.74,15.24,8.16,0.58,8.25
3.6,6,9.88,10.65,12.72,10.59,172.58,79.03,15.99,8.06,0.55,8.3
3.66,5.99,10.23,11.09,13.47,11.56,171,80.5,15.94,9.68,0.6,8.69
3.51,6.66,10.85,11.75,14,12.29,172.31,82.92,16.46,10.29,0.86,8.82
3.53,6.57,11.21,12.09,14.27,12.73,174.14,84.85,16.61,10.62,0.95,8.75
3.56,6.42,11.2,12.05,14.3,12.75,176.65,85,16.32,10.8,0.91,8.9
3.37,6.86,11.02,11.9,14.24,12.44,179.26,84.27,16.08,10.65,0.87,8.83
3.18,6.5,11.08,12.02,14.35,12.49,175.44,85.79,16.25,10.39,0.88,8.75
3.72,6.61,10.78,11.45,13.75,11.69,172.7,81.69,15.87,9.85,0.86,8.94
5.37,6.8,10.88,11.64,13.85,11.92,173.32,87.33,15.72,10.05,0.87,9.38
4.86,7.24,10.95,11.74,13.9,11.87,173.01,87.99,15.88,10.03,0.83,9.74
5.01,6.67,11.2,11.88,14.05,12.08,174.82,90.31,16.09,10.1,0.83,9.79
4.87,6.84,11.21,11.84,14.05,12.1,175.73,90.23,15.62,10.1,0.81,9.74
4.68,6.77,11.23,11.81,14.02,12.09,181.42,93.47,15.38,9.5,0.83,9.96
4.39,7.13,11.85,12.58,15.28,13.5,185.93,95.86,16.4,10.44,1.09,9.86
4.32,7.78,11.82,12.45,14.96,13.07,183.45,92.86,16.08,10.15,1.1,9.55
4.05,7.58,11.73,12.37,14.79,12.93,180.55,92.42,16.48,9.69,1.1,9.47
3.74,6.58,10.59,11.23,13.44,11.58,168.67,87.34,14.98,8.38,0.91,9.64
3.9,6.57,10.78,11.37,13.73,11.8,170.29,90.04,15.06,8.41,0.98,10.11
3.88,6.62,10.88,11.52,13.6,11.84,173.7,95.75,15.52,8.44,1,9.78
3.99,6.75,11,11.71,13.85,11.91,177.59,98.71,15.78,8.25,1.01,8.24
3.84,6.54,10.92,11.51,13.59,11.63,178.72,98.26,15.85,8.1,0.93,7.68
3.9,7.41,11.14,11.74,13.65,11.64,184.25,98.98,16.2,8.57,0.9,7.88
3.9,7.35,10.93,11.62,13.51,11.57,181.29,95.66,16.62,8.31,0.88,7.99
4.41,7.07,10.96,11.6,13.47,11.55,179.73,95.89,17.33,8.41,0.85,7.77
4.25,6.99,11.02,11.66,13.55,11.6,180.46,96.09,17.31,8.57,0.91,7.55
4.09,7.02,10.59,11.4,13.2,11.29,171.71,91.89,16.79,8.18,0.85,7.4
4.06,7.07,10.52,11.4,13.23,11.09,173.39,92.63,17.3,8.57,0.85,7.37
4.23,6.53,10.34,11.06,12.83,10.81,169.12,89.25,17.03,7.93,0.81,7.56
4.18,6.03,10.37,11.21,13,10.55,174.17,90.42,16.8,7.71,0.83,7.75
4.28,6.86,10.2,11.02,12.86,10.24,174.42,88.04,17.1,7.11,0.8,7.64
4.53,6.88,10.39,11.22,12.96,10.34,185.88,93.77,17.71,7.03,0.8,7.4
4.78,6.79,10.26,11.15,12.91,10.3,185.81,92.71,17.52,6.96,0.78,7.48
4.87,6.91,10.3,11.33,12.98,10.43,186.44,95.14,17.5,7.41,0.8,7.24
4.77,6.98,10.42,11.47,13.08,10.49,186.5,96.47,17.58,7.84,0.81,7.03
4.59,6.85,10.39,11.26,13.07,10.3,182.5,91.69,17.51,7.7,0.77,7.17
4.62,6.87,10.4,11.3,13.05,10.35,183.51,91.97,17.76,7.58,0.78,6.98
4.37,6.71,10.25,11.16,12.79,10.1,182.48,89.75,17.65,7.45,0.8,6.77
4.43,6.62,10.62,11.39,13.1,10.46,184.93,90.76,17.64,8.01,0.81,6.91
4.21,6.82,10.72,11.41,13.05,10.52,179.81,89.59,17.56,7.47,0.84,7.25
4.57,7.18,10.89,11.6,13.25,10.52,179.26,91.5,17.58,7.6,0.84,7.19
4.29,7.24,11.09,11.93,13.63,10.85,182.63,93.45,17.93,7.84,0.88,7.06
4.32,7.28,11,11.91,13.51,10.84,181.28,92.76,17.68,7.65,0.91,7.12
4.15,7.2,11.02,11.91,13.49,10.72,180.62,93.95,17.78,7.37,0.85,7.21
4.09,7.38,11.1,11.93,13.35,10.71,177.64,94.66,17.86,7.16,0.84,7.22
4.26,7.85,11.25,11.97,13.4,10.65,180.7,94.91,17.64,7.4,0.81,7.35
4.19,7.7,11.16,11.86,13.22,10.5,179.49,96.11,17.69,7.25,0.73,7.56
4.2,7.56,11.07,11.67,13.09,10.33,179,97.6,17.63,7.33,0.7,7.55
4.27,7.25,11,11.53,12.95,10.28,179.86,93.06,17.15,7.14,0.69,7.37
4.55,7.35,11.35,11.86,13.29,10.55,178.9,95.63,17.37,7.39,0.6,7.26
4.44,7.54,11.75,12.25,13.73,11.02,179.56,98.96,17.04,8.12,0.62,7.17
4.35,8.52,11.64,12.09,13.29,10.49,181.62,104.14,16.89,7.53,0.6,6.88
4.38,8.69,11.69,12.13,13.28,10.33,180.92,105.32,16.98,7.56,0.57,6.68
4.29,8.45,11.56,11.97,12.97,10.25,178.22,104.23,16.46,7.4,0.6,6.22
4.58,8.9,11.78,12.25,13.34,10.47,173.29,103.96,17.15,7.45,0.59,5.62
4.9,9.12,11.99,12.44,13.59,10.79,171.7,105.98,17.24,8.7,0.6,5.9
4.94,9.11,12.01,12.44,13.5,10.66,173.47,107.05,17.22,8.12,0.58,6.11
4.04,8.7,11.95,11.95,12.99,10.19,171.17,111.17,16.99,7.78,0.57,5.92
3.86,9.04,11.64,11.63,12.6,9.88,172.34,114.63,16.97,7.47,0.55,5.78
3.86,9.27,12.11,12.01,12.94,10.25,171.57,116.96,17.28,7.99,0.54,5.85
3.62,8.63,11.85,11.64,12.69,9.95,172.91,113.94,17.49,6.93,0.54,5.73
3.52,8.77,11.89,11.63,12.77,9.88,175.51,117.49,17.06,6.9,0.56,5.62
3.55,12.5,12.24,12.14,12.86,10.09,176.65,118.88,16.87,7.07,0.7,5.87
3.35,13.24,12.36,12.09,12.7,10.09,176.11,119.91,16.29,7.26,0.46,5.78
3.43,16.16,12.44,12.42,12.72,9.9,173.8,121.25,16.89,7.06,0.46,5.8
3.53,17.67,12.38,12.5,12.69,9.9,178.12,119.14,16.54,6.99,0.43,6.11
3.63,22.03,12.6,12.76,12.73,9.84,180,119.59,16.26,7.05,0.41,6.22
3.46,18.23,12.29,12.52,12.57,9.6,178.4,121.76,16.34,6.9,0.38,6.14
3.4,17.35,12,12.3,12.37,9.47,179.3,120.86,15.84,6.65,0.38,6.05
3.45,14.37,11.98,12.14,12.4,9.45,181.5,121.14,15.42,6.74,0.34,5.99
3.3,14.92,12.25,12.25,12.49,9.38,180.19,123.22,15.61,6.64,0.33,5.86
3.23,14.05,12,12.16,12.34,9.42,181.4,123.43,15.32,6.48,0.32,5.83
3.2,15.06,12.07,12.2,12.37,9.35,182.66,124.61,15.13,6.44,0.31,5.91
3.38,16.35,12.55,12.5,12.67,9.54,185.49,125.21,15.37,6.59,0.34,5.9
3.27,15.96,12.57,12.38,12.63,9.67,184.48,123.13,15.52,6.7,0.34,5.68
3.41,16.05,12.39,12.28,12.37,9.42,185.96,125.06,15.08,6.45,0.31,5.62
3.61,15.71,12.26,12.25,12.41,9.45,188.05,125.91,15.77,6.41,0.31,5.76
3.26,14.54,11.95,12.03,12.24,9.25,190.63,123.18,15.81,6.06,0.31,5.9
3.06,14.25,11.78,11.82,12.1,9.19,191.52,117.72,15.23,5.93,0.31,5.92
3,13.9,11.54,11.66,11.71,8.73,189.14,115.67,15.15,5.79,0.31,5.78
3.01,13.93,11.42,11.68,11.43,8.32,187.77,118.41,15.47,5.66,0.31,5.58
3.13,14.64,11.57,11.87,11.55,8.45,189.93,123.44,15.62,5.65,0.3,5.5
3.13,14.17,11.48,11.74,11.44,8.44,188.73,123.27,15.11,5.64,0.3,5.36
2.33,13.7,11.39,11.69,11.25,8.2,188.87,121.63,14.94,5.33,0.29,5.21
2.43,14.96,11.56,11.94,11.47,8.3,195.31,120.29,15.5,5.3,0.28,5.19
2.63,15.53,11.61,12.05,11.35,8.31,196.59,125.85,15.27,5.29,0.27,5.29
2.73,16.38,11.76,12.15,11.41,8.36,193.21,128.07,15.13,5.65,0.27,5.28
2.89,15.72,11.59,11.98,11.29,8.29,192.26,126.34,14.78,5.46,0.26,5.22
2.83,15.95,11.49,11.92,11.17,8.17,187.84,124.8,14.5,5.34,0.26,5.2
2.82,16.65,11.17,11.68,10.83,7.9,185.07,123.25,14.16,5.02,0.23,5.23
2.77,16.42,11.25,11.78,11.06,8.09,188.55,124.48,14.16,5.37,0.23,5.32
2.54,15.18,10.76,11.24,10.41,7.5,186.64,118.13,13.74,4.71,0.21,5.36
2.65,14.79,10.52,11.1,10.37,7.33,181.95,119.35,13.36,4.76,0.19,5.31
2.7,15.07,10.75,11.19,10.42,7.35,181.82,123.43,12.96,4.8,0.18,5.28
2.77,14.68,10.74,11.21,10.39,7.33,185.54,128.3,12.4,4.83,0.19,5.13
2.92,16.01,10.86,11.31,10.41,7.41,187.53,124.81,12.35,4.82,0.19,4.99
2.92,15.97,10.75,11.29,10.4,7.33,189.58,124.11,12.73,4.86,0.24,5
3.11,15.37,10.69,11.21,10.38,7.35,184.61,125.09,12.76,4.92,0.26,5.02
3.05,15.18,10.69,11.13,10.36,7.3,185.61,125.31,13.19,4.81,0.24,4.95
3.18,16.18,10.99,11.62,10.81,7.59,183.67,126.88,13.77,5.39,0.23,5
3.12,16.05,10.9,11.46,10.53,7.43,180.73,124.44,13.6,4.92,0.22,5.33
3.22,17.37,11.26,11.96,10.95,7.73,181.48,130.11,13.92,5.2,0.22,5.32
3.09,17.89,11.88,12.59,11.53,8.37,185.15,130.05,14.11,6.14,0.22,5.13
3.13,18.05,12.07,12.77,11.57,8.55,186.66,131.23,13.99,6.04,0.22,5.09
3.02,17.67,12.36,13.12,11.84,8.74,187.05,134.21,14,6.31,0.22,5.17
3,18.42,12.34,12.92,11.58,8.56,187.53,135.77,13.73,5.94,0.21,5.1
2.95,17.43,12.16,12.67,11.46,8.4,183.12,131.4,13.41,5.99,0.2,4.99
3.03,17.34,11.86,12.31,11.2,8.11,181.61,131.48,13.08,5.58,0.19,4.97
2.83,17.4,11.83,12.31,11.15,8.14,181.48,129.68,14.02,5.56,0.19,4.99
2.94,18.38,11.99,12.66,11.46,8.49,180.64,129.14,13.96,6.46,0.19,4.99
2.85,17.99,11.99,12.52,11.3,8.5,180.34,128.66,14.86,6.27,0.18,5.05
2.74,19.09,12.08,12.59,11.42,8.38,179.64,126.64,14.13,6.45,0.17,5.12
2.86,20.52,12.3,12.82,11.63,8.41,178.45,127.33,14.3,6.81,0.17,5.02
3.05,20.62,12.25,12.63,11.55,8.26,179.5,124.21,14.28,6.73,0.18,4.98
2.87,17.97,11.76,12.14,11.07,7.9,174.97,121.75,13.94,5.85,0.17,5.12
2.82,17.87,11.78,12.17,11.03,7.97,172.32,121.71,13.77,5.59,0.17,5.3
2.69,16.5,11.36,11.82,10.76,7.72,165.15,121.5,13.22,5.65,0.16,5.18
2.65,17.18,11.54,12,10.94,7.88,165.85,119.93,13.18,5.96,0.16,4.48
2.5,16.71,11.45,11.96,10.75,7.7,165.23,116.64,13.28,5.72,0.14,3.75
2.61,18.54,12.08,12.53,11.42,8.32,176.38,122.53,12.74,6.65,0.16,3.63
2.7,18.31,12.26,12.76,11.64,8.4,184.84,122.92,13.18,6.61,0.19,3.32
2.63,18.95,12.31,12.77,11.29,8.05,180.9,133.29,13.98,5.99,0.17,3.16
2.13,23.04,13.47,14,12.46,9.17,183.48,155.86,13.89,7.8,0.22,3.07
1.9,22.98,13.94,14.67,13.58,10.37,185.84,152.38,13.98,9.63,0.25,2.6
2.15,21.57,13.94,14.63,13.82,10.56,200.75,145.05,14.5,10.07,0.46,2.83
2.12,19.43,13.74,14.18,13.1,9.8,200.64,153.5,15.03,8.32,0.44,3.04
2.04,20.92,13.79,14.44,13.07,9.78,194.52,155.37,15.66,8.04,0.39,2.74
2.21,24.3,13.74,14.33,12.78,9.54,194.91,155.5,15.21,7.43,0.28,2.8
2.34,25.55,13.89,14.66,13.05,9.8,202.1,152.48,15.43,7.62,0.28,2.94
2.32,26.57,14.14,15,13.19,9.7,206.33,153.5,15.7,7.32,0.26,2.91
2.26,27.73,14.51,15.54,13.53,9.79,205.17,149.78,16.19,7.23,0.24,2.78
2.25,28.89,14.4,15.39,13.36,9.64,203.75,150.07,15.68,7.15,0.26,2.73
2.27,29.49,14.51,15.5,13.39,9.6,204.21,153.47,15.92,6.73,0.26,2.73
2.3,29.16,14.25,15.4,13.35,9.65,200.59,151.96,15.33,7.36,0.25,2.53
2.43,31.51,14.73,16.04,13.53,9.65,201.58,153.9,14.99,6.68,0.24,2.07
2.62,32.91,15.28,16.78,14.4,10.6,207.83,154.83,15.21,7.82,0.3,1.91
2.88,33.54,15.68,17.03,14.34,10.58,204.85,156.52,15.06,7.49,0.28,2.1
2.93,34.61,16.05,17.32,14.48,10.68,203.48,157.79,15.01,7.62,0.22,2.29
2.91,35.59,16.55,17.95,15.19,11.38,204.81,156.72,14.95,8.5,0.37,2.2
2.93,35.2,16.93,18.45,15.83,12.09,205.9,153.73,14.69,9.04,0.72,2.13
2.76,33.37,16.36,17.45,15,11.29,205.77,154.37,14.68,8.07,0.65,2.24
2.75,35.42,16.66,18.01,15.53,11.85,205,153.21,14.9,8.63,0.8,2.35
2.64,35.3,16.8,18.22,15.83,12.14,210,147.66,15.05,9.07,0.77,2.2
2.99,35.02,17.11,18.41,15.77,12.12,213.79,153.03,15.08,8.61,0.66,2.23
3.19,34.23,16.82,18.15,15.5,11.84,212.12,154.74,15.03,8.22,0.53,2.27
3.27,34.17,16.73,18.01,15.65,11.81,213.01,156.03,14.89,8.3,0.51,2.18
3.1,31.39,16.19,17.13,15.08,11.3,209.39,158.12,14.86,7.93,0.49,2.18
3.2,33.2,16.5,17.54,15.29,11.32,207.29,161.18,15.23,8.08,0.47,2.22
3.5,32.78,16.36,17.53,15.11,11.12,205.25,161.14,14.91,7.78,0.5,2.13
3.26,32.79,16.26,17.21,14.78,10.81,206.98,168.86,14.92,7.38,0.51,2.24
3.42,34.7,16.48,17.76,15.19,11.15,212.37,176.9,15.16,7.87,0.5,3.09
4.11,38.71,16.99,18.24,15.42,11.32,214.83,182.41,14.9,9.34,0.48,2.91
4.08,37.51,16.91,17.97,15.22,10.96,217.93,188.86,14.55,8.96,0.44,2.19
4.36,38.65,17,17.96,15.16,10.93,218.66,188.09,15.13,8.89,0.43,2.23
4.83,40.67,16.9,18.13,14.8,10.63,214.57,192.98,14.95,8.39,0.5,2.2
5.22,42.14,17.11,18.29,14.89,10.6,212.95,197.63,15.5,8.46,0.48,2.05
5.6,41.24,17.46,18.74,15.21,10.88,215.49,188.76,15.71,8.89,0.5,2.01
5.44,41.29,17.61,18.68,15,10.59,215.91,188.95,15.72,8.59,0.47,2.09
5.83,40.79,17.73,18.57,14.87,10.44,217.51,189.55,15.82,8.46,0.47,2.06
5.99,39.31,17.52,18.09,14.66,10.34,218.64,186.17,15.71,8.38,0.48,2
5.58,38.5,17,17.3,14.31,10.11,217.54,181.45,15.3,8.22,0.46,1.96
6.57,41.35,17.19,17.77,14.61,10.18,218.29,183.68,15.38,8.62,0.48,1.88
6.18,40.19,17.04,17.48,14.38,9.99,219.05,183.16,15.14,8.27,0.47,1.9
6.26,39.08,17.25,17.6,14.51,10.12,218.38,179.49,15.07,8.47,0.51,1.92
7.04,39.09,17.65,18.1,14.86,10.48,216.74,177.63,15.12,9,0.55,1.86
8.01,40.29,18.05,18.74,15.28,10.92,216.98,180.06,15.16,9.51,0.54,1.81
8.91,44.4,19.2,20.16,16.53,11.81,224.42,179.19,15.63,10.77,0.6,1.75
8.73,46.65,19.76,20.84,16.95,12.24,228.76,174.3,16.1,11.34,0.69,1.68
8.33,45.33,19.74,20.69,16.82,12.16,230.23,178.38,16,11.32,0.68,1.67
9.01,51.56,20.62,21.8,17.49,12.75,226.88,189.41,16.42,12.33,0.71,1.76
9.35,50.31,20.7,21.8,17.7,13.07,228.09,185.44,17.12,13.33,0.67,1.78
9.31,47.99,21.51,22.31,18.36,13.89,224.57,187.12,17.47,15.02,0.66,1.73
10.46,50.48,22.42,23.91,19.91,15.41,223.9,190.08,18.06,18.56,0.69,1.69
11.29,51.1,21.86,23.64,19.8,15.45,220,189.3,18.56,19.69,0.71,1.67
11.56,52.05,21.81,23.8,19.94,15.55,219.48,187.63,19.29,20.21,0.71,1.65
11.36,52.29,22.12,24.22,20.17,15.69,223.01,189.31,20.1,20.09,0.69,1.66
10.7,50.22,22.06,24.06,19.78,15.41,227.58,195.43,20.26,18.8,0.68,1.75
10.06,48.86,21.99,24.06,19.45,15.15,228.69,197.24,18.98,17.92,0.66,1.79
10.39,49.84,22,23.98,19.39,14.88,226.92,194.31,19.15,18,0.64,1.74
9.49,48.34,21.53,23.01,18.69,14.09,222.23,193.94,19.65,17.19,0.6,1.67
10.03,48.36,21.79,23.85,19.52,14.85,219.9,201.09,19.21,19.03,0.56,1.67
9.02,44.59,21.2,23.45,19.39,14.85,213.42,188,18.51,18.68,0.6,1.68
9.31,45.85,21.47,23.76,19.59,14.9,216.74,191.69,18.48,18.71,0.82,1.65
9.41,43.19,21.1,23.4,19.05,14.53,210.93,187.12,18.71,18.16,0.82,1.62
9.58,46.18,21.58,24.04,19.28,14.73,215.19,194.58,18.7,19.07,1.22,1.61
9.73,51.05,23.15,25.97,21.21,16.59,217.92,204.65,18.82,23.49,1.04,1.58
11.79,55.77,25.27,28.74,23.35,18.35,216.24,208.8,19.84,26.29,1.21,1.44
12.06,57.41,25.87,29.18,23.48,18.63,223.51,208.86,19.33,26.77,1.16,1.28
12.13,58.19,26.03,29.18,23.31,18.35,227.93,211.48,19.1,25.72,1.14,1.26
13.34,62.97,27.32,31.24,25.45,20.37,228.63,215.21,19.46,30.07,1.28,1.33
15.37,64.64,29,34.78,28.87,23.88,233.84,212.4,20.28,42.34,1.65,1.37
16.32,63.19,30.53,39.87,33.21,28.7,240.41,210.13,21.62,63.91,2.94,1.32
13.81,55.09,26.8,32.42,25.04,20.47,236.39,209.78,19.9,32.2,2.38,1.3
14.83,56.92,27.07,34.74,24.58,19.51,241.42,214.41,19.88,29.06,2.08,1.25
14.79,59.73,28.21,36.46,26.5,20.92,238.99,218.99,20.53,33.87,2.22,1.18
14.21,60.59,28.49,35.8,26.91,21.1,231.87,219.78,21.08,34.58,2.19,1.15
14.44,59.4,27.71,35.06,25.46,19.74,228.46,214.89,21.07,31.55,1.72,1.18
13.55,55.99,26.62,33.38,24.25,18.48,226.3,209.56,19.91,27.12,1.45,1.22
16.2,57.71,27.61,34.25,24.95,19.1,223.28,214.82,20.03,29.2,1.53,1.2
16.73,52.69,26.8,33.1,24.07,18.14,222.56,211.56,20.16,26.3,1.42,1.14
14.66,50.73,26,31.75,23.32,17.35,222.49,209.1,19.74,24.8,1.25,1.13
15.26,50.62,26.74,32.49,24.28,18.16,224.05,220.64,19.83,27.98,1.45,1.11
