"A.ASBX.PA.","D.RHM.PA.","I.LDO.PA.","F.CSF.PA.","BA..PA.","RR..PA.","TK.ASE.PA.","IS.ESLT.PA.","U.NOC.PA.","U.RTX.PA.","U.HII.PA.","U.LMT.PA.","X.AXON.PA.","X.MANT.PA.","U.BWXT.PA.","U.CW.PA.","X.SWBI.PA.","U.GD.PA.","U.RGR.PA.","X.POWW.PA.","U.CACI.PA.","X.HON.PA."
2.49,93.99,8.24,91.24,6.88,1.8,2.95,147.18,348.89,74.17,206.03,414.4,97.3,75.69,63.23,115.92,11.82,167.79,71.98,7.32,257.29,162.93
2.52,92.14,7.91,88.01,6.97,1.67,2.94,147.59,342.54,70.58,197.8,408.46,100.31,75.42,63.11,110,12.93,163.48,70.83,7.31,256.87,158.17
2.51,88.68,7.69,85.27,6.95,1.59,3,146.03,341.25,68.34,197.01,403.77,103.17,74.43,62.5,102,12.74,158.05,69.37,7.29,253.21,154.11
2.41,82.04,7.19,79.69,6.79,1.45,3,143.59,321,62.86,180.84,384.23,90.01,69.39,59.43,92.46,13.28,148.62,70.19,7.26,238.66,143.47
2.45,83.7,7.15,81.44,6.64,1.48,3,143.45,317.69,65.37,182.29,381.87,94.1,70.34,58.9,96.44,12.66,149.2,68.59,7.23,241.58,144.51
2.34,85.52,7.17,80.82,6.54,1.46,2.98,141.64,313.81,67.07,182.25,373.59,100.35,72.07,59.35,95.97,14.04,153.15,71.65,7.2,239.25,146.7
2.37,87.74,7.55,85.57,6.69,1.52,3.03,145.03,324.74,67.86,185.84,382.77,93.66,71.62,59.95,97.13,14.09,156.14,71.29,7.18,245.01,149.25
2.38,87.69,7.59,84.94,6.66,1.5,2.96,144.89,322.28,66.91,183.95,382.11,94.86,70.31,60.25,93.87,13.92,157.06,71.73,7.15,246.58,148.34
2.47,90.53,7.54,85.06,6.58,1.51,3.03,142.16,317.83,66.88,181.61,378.39,91.82,69.04,58.93,91.95,14.38,159.07,73.15,7.12,243.13,148.22
2.46,88.61,7.45,84.51,6.65,1.51,3.04,139.29,312.66,64.92,178.66,372.43,90.06,67.17,58.27,88.84,13.6,157.6,70.83,7.1,237.32,145.45
2.71,90.2,7.19,83.19,6.66,1.44,3,145.89,315.56,65.08,177.92,376.26,92.69,68.28,58.65,89.68,14.19,153.8,71.76,7.08,235.73,144.99
2.52,90.23,7.29,84.51,6.69,1.44,2.99,143.88,307.25,64.56,177.22,371.84,95.54,67.64,58,88.97,14.22,152.85,72.25,7.06,233.72,144.88
2.49,88.22,6.95,80.26,6.3,1.36,2.93,137.28,301.98,61.79,167.23,359.93,93.46,65.43,55.91,82.99,14.02,146.51,70.56,7.05,224.76,138.38
2.36,89.37,6.87,80.38,6.38,1.33,2.92,136.3,302.12,61.04,172.14,362.73,95.95,66.1,56.19,84.36,14.05,146.96,69.97,7.04,219.11,142.46
2.37,88.61,6.76,81.35,6.39,1.28,2.92,132.42,301.86,59.13,170.75,356.88,95.91,65.08,55.22,84.43,14.91,145.91,72.53,7.03,215.13,138.23
2.34,90.23,6.91,82.89,6.51,1.31,2.98,131.82,309.02,61.92,177.43,367.45,95.8,68.21,56.09,90.01,15.41,149.34,73.24,7.03,219.11,143.31
2.41,89.53,6.81,82.92,6.35,1.29,3.02,136.13,307.44,61.62,174.57,364.92,98.13,68.64,56.63,89.29,16.53,149.42,76,7.04,216.89,144.72
2.38,89.21,6.73,81.44,6.35,1.29,3.05,138.08,308.14,61.66,173.74,360.66,99.37,68.63,56.46,87.2,16.86,147.15,76.09,7.05,218.49,144.17
2.36,91.47,6.89,84.62,6.35,1.32,3.06,139.29,309.97,61.83,173.18,361.98,100.34,69,56.13,87.97,17.4,147.33,78.62,7.07,219.53,145.02
2.44,89.93,6.75,85.36,6.33,1.19,3,135.29,313.67,63.24,174.34,365.16,101.14,68.58,56.44,89.45,18,148.94,79.65,7.1,216.87,147.04
2.45,93.04,6.91,86.95,6.47,1.27,3.02,133.03,312.55,63.35,173.29,362.69,99.64,67.19,56,88.87,17.8,148.5,78.13,7.15,211.02,147.23
2.41,92.42,6.82,85.29,6.43,1.25,3.03,131.96,304.46,61.04,168.4,353.33,96.06,65.79,54.21,86.34,16.82,145.2,76.23,7.2,204.96,144.97
2.3,91.33,6.76,85.01,6.3,1.3,3,131.99,301.1,61.04,167.6,350.31,96.94,65.88,53.6,87.14,17.26,143.9,77.86,7.25,203.02,145.63
2.4,90.92,6.47,81.58,6.28,1.16,2.96,131.27,285.95,58.13,161.77,340.07,96.43,63.45,51.4,83.93,17.09,138.03,76.35,7.3,195.82,141.41
2.42,91.93,6.49,82.22,6.23,1.2,2.95,129.81,292.01,59.64,167.05,349.26,95.84,64.72,52.1,85.68,16.8,141.97,76.38,7.34,199.62,142.46
2.38,93.62,6.94,83.01,6.26,1.21,3.01,127.11,292.41,59.37,169.51,353.29,90.78,63.05,50.88,84.69,15.27,142.82,73.95,7.37,196.24,143.5
2.38,92.3,6.96,80.72,6.15,1.16,2.98,126.62,295.55,60.51,171.86,355.67,92.83,63.15,50.44,85.17,16.61,143.36,77.15,7.38,194.43,148.17
2.43,93.41,7.4,82.27,6.43,1.23,3.04,128.66,300.85,62.93,176.99,364.51,92.65,65.39,51.68,90.55,16.47,145.79,78.15,7.37,199.35,151.98
2.44,93.71,7.34,81.35,6.27,1.21,3.08,130.5,304,62.4,179.5,365.88,91.23,64.64,52.45,91.87,17.02,148.54,78.73,7.34,195.4,153.11
2.38,94.75,7.38,79.82,6.39,1.19,3.03,132.19,306.84,62.2,181.12,368.69,90.69,65.5,52.66,92.13,16.51,148.92,77.29,7.3,197.3,155.01
2.39,96.13,7.44,81.32,6.44,1.19,3.08,130.87,301.66,61.41,176.23,365.92,92.24,65.5,52.37,89.31,16.73,145.42,76.1,7.25,202.38,153.39
2.38,96.29,7.27,83.4,6.51,1.29,3.01,133.34,308.19,63.05,178.11,375.26,92.11,66.15,53.02,91.1,17.6,147.82,78.35,7.19,203.31,154.78
2.36,94.93,7.18,80.89,6.38,1.27,3.14,134.69,316.06,63.64,179.73,394.23,89.12,66.38,54.21,91.39,17.42,151.53,76.95,7.15,208.19,154.61
2.41,94.06,7.15,82.2,6.48,1.23,3.27,134.83,313.07,63.13,180.95,387.69,87.54,66.47,54.33,92,17.84,151.01,75.7,7.11,206.09,153.92
2.46,93.36,7.09,77.13,6.28,1.21,3.26,132.97,312.69,62.09,177.1,386.21,85.65,66.02,53.84,91.24,17.95,150.24,75.18,7.08,204.67,149.5
2.44,96.96,6.84,74.96,6.28,1.17,3.5,134.43,308.02,61.1,173.24,382.09,86.47,67.64,53.49,90.03,19.07,148.01,78.48,7.06,201.42,150.77
2.48,99.5,6.79,74.73,6.36,1.18,3.4,134.4,312.9,61.01,175.03,386.96,85.84,66.02,54.06,90.04,18.48,148.75,78.06,7.06,198.97,152.01
2.43,97.7,6.78,74.01,6.27,1.14,3.28,137.3,315.48,59.4,175.98,387.31,84.89,67.67,54.27,91.13,18.93,149.44,80.67,7.08,203.34,154.59
2.49,95.25,6.58,73.8,6.64,1.11,3.28,139.1,326.11,57.48,174.96,381.76,84.95,70.73,53.9,90.06,18.75,148.89,81.93,7.11,204.67,149.2
2.44,92.83,6.25,70.76,6.44,1.05,3.26,138.14,325.02,56.67,173.84,378.95,83.17,69.68,54.56,89.13,18.35,146.74,81.46,7.15,207.98,149.49
2.41,95.49,6.39,71.82,6.46,1.04,3.23,135.78,323.59,57.51,175.38,377.25,88.51,70.45,54.46,91.78,19.8,147.72,84.6,7.21,211.73,148.54
2.47,96.11,6.7,74.17,6.74,1.11,3.21,135.81,324.93,57.54,173.54,378,89.57,70.37,58.85,97.01,19.79,147.24,83.47,7.27,206.63,147.34
2.36,96.04,6.79,76.11,6.9,1.17,3.13,133.4,329.71,60.04,178.31,383.46,92.64,70.92,58.1,99.53,19.97,149.19,86.03,7.35,205.65,150.82
2.44,94.59,6.76,75.83,6.67,1.14,2.84,134.12,326.34,59.9,162.8,379.74,91.59,71.02,56.41,99.76,19.69,149.14,85.45,7.42,206.29,152.58
2.43,93.59,6.78,75.65,6.67,1.14,3.12,134.4,329.28,61.24,168.1,385.62,83.9,72.28,57.36,103.04,20.22,152.97,87.56,7.48,211.08,155.15
2.4,91.29,6.98,77.13,6.8,1.2,3.35,133.89,335.89,64.25,169.13,389.52,83.13,73.43,58.96,106.92,20.52,156.61,89.5,7.53,211.09,159.44
2.4,92.79,7.21,82.57,6.93,1.23,3.37,133.25,341.98,64.26,168.59,391.97,79.23,74.61,59.2,108.62,19.19,158.86,84.8,7.55,212.66,160.37
2.44,92.65,7.23,81.81,7.05,1.22,3.3,135.27,339.51,64.33,164.26,392.52,79.79,75.02,58.45,107.86,19.23,156.41,87.49,7.55,214.08,160.07
2.42,90.87,7.08,81.37,7.02,1.21,3.27,134.12,338.69,63.32,164.14,389.35,80.55,74.66,58.11,107.04,19.79,154.95,83.04,7.54,224.95,158.99
2.39,90.32,6.91,79.92,7.02,1.16,3.21,138.51,342.13,63.66,166.89,391.63,79.58,75.56,59.18,108.2,19.27,156.47,80.96,7.51,229.71,160.33
2.44,91.63,6.74,79.04,7.03,1.16,3.32,138.71,339.76,62.81,163.1,388.96,79.78,74.9,58.5,106.2,18.56,153.74,78.87,7.48,229.65,158.8
2.47,92.44,6.79,77.26,7.08,1.15,3.29,137.68,337.59,62.11,162.32,390.24,79.35,74.05,58.18,103.2,18.46,153.12,78.56,7.44,225.95,157.38
2.59,90.8,6.92,78.46,7.07,1.18,3.33,134,338.09,61.66,162.88,390.11,81,74.42,58.32,102.47,17.63,152.49,76.38,7.42,228.47,156.93
2.56,89.12,6.8,78.49,6.95,1.15,3.29,130.87,336.67,61,159.58,387.76,81.79,73.82,57.43,101.79,17.34,150.94,74.77,7.41,228.88,156.23
2.68,89.03,6.7,77.98,6.96,1.16,3.23,134.4,337.87,60.26,158.65,389.57,82.61,74.36,56.64,100.7,17.18,149.81,72.71,7.41,232.18,157.51
2.58,91.91,6.93,79.99,7.11,1.18,3.2,134.26,344.59,61.9,162.18,394.96,83.27,75.62,58.13,103.32,16.07,153.36,70.49,7.42,235.49,159.46
2.44,91.49,6.91,79.46,7.06,1.16,3.15,131.24,343,60.95,158.94,394.84,85.29,75.44,58.42,102.56,17.27,151.49,71.32,7.44,233.77,164.55
2.62,91.59,6.84,78.37,6.97,1.14,3.16,132.39,341.41,60.79,153.92,395.54,85.24,75.06,55.78,102.1,19.88,150.49,74.93,7.46,232.43,165.34
2.6,92.12,6.8,78.39,6.93,1.13,3.15,131.3,349.05,60.93,153.47,395.16,85.47,75.32,55.3,102.94,18.86,152.48,72.92,7.47,235.49,166
2.56,92.23,6.73,78.42,6.83,1.09,3.11,130.5,344.83,62.27,152.48,395.59,83.85,75.2,56.01,103.17,18.05,152.28,72.02,7.48,235.49,168.38
2.6,90.76,6.54,75.63,6.64,0.99,3.02,130.1,342.61,60.93,151.52,390.23,85.75,74.94,55.61,102.35,18.26,149.33,70.91,7.47,234.35,165.47
2.52,88.36,6.5,74.27,6.59,0.93,3.13,128.8,340.45,60.68,150.33,386.96,87.51,75.07,55.05,102.38,21.11,150.22,73.96,7.46,237.08,168.02
2.48,90.73,6.61,76.55,6.75,0.98,3.09,127.2,348.43,62,151.35,398.07,88.13,76.04,57.07,104.62,20.79,153.89,73.28,7.44,240.59,172.4
2.49,90.11,6.58,77.22,6.7,0.98,3.15,123.17,342.3,60.87,150.12,386.57,84.61,75.75,57.4,99.89,18.82,151.94,68.43,7.41,231.04,166.3
2.43,91.2,6.53,75.44,6.62,0.98,3.14,123.98,339.43,61.17,147.54,385.1,82.72,74.33,58.54,99.79,18.17,151.74,66.39,7.39,226.93,166.73
2.43,92.19,6.6,77.61,6.81,1.02,3.14,127.2,334.93,60.29,143.89,381.62,80.84,72.57,57.79,98.18,17.81,149.43,65.46,7.38,224.27,165.62
2.43,90.78,6.46,75.6,6.74,0.99,3.1,123.46,334.64,59.27,141.86,380.46,81.42,72.06,57.22,96.56,17.35,146.99,64.91,7.37,223.26,164.33
2.38,90.25,6.36,76.3,6.76,0.95,3.08,123.61,339.42,59.6,141.36,385.31,85.25,73.34,58.31,96.87,16.99,146.17,64.47,7.37,224.97,165.76
2.35,90.85,6.43,76.66,6.68,0.94,3.1,122.37,330.02,59.52,137.83,379.06,84.3,73.51,56.49,93.41,17.09,142.58,63.26,7.39,223.54,164.28
2.36,90.32,6.31,76.07,6.68,0.95,3.09,122.83,339.08,60.66,147.41,389.45,84.04,73.95,56.49,94.5,17.04,145.36,63.34,7.4,222.09,166.42
2.4,91.59,6.36,79.41,6.83,0.95,3.11,126.65,338.42,61.96,146.86,394.02,83.85,74.48,57.43,95.49,16.72,147.46,62.75,7.43,222.29,168.47
2.43,95,6.43,78.67,6.98,0.92,3.11,126.36,338.09,61.44,145.18,392.09,84.51,73.5,57.19,93.51,16.5,145.14,62.72,7.45,225.45,168.31
2.4,95.23,6.5,78.58,6.89,0.87,3.1,123.49,343.65,62.95,147.95,395.68,83.73,72.9,57.75,95.7,16.18,146.82,61.89,7.47,223.73,170.04
2.39,94.47,6.6,78.65,6.93,0.86,3.1,123.52,343.96,62.84,150.67,395.9,82.83,71.77,58.43,98.97,15.62,144.57,60.86,7.48,221.51,170.43
2.39,92.99,6.34,75.67,6.94,0.81,3.08,122.69,341.71,62.35,149.26,395.41,82.56,70.38,59.24,98.72,15.2,142.99,60.93,7.49,218.35,168.78
2.43,88.15,5.92,71.91,6.57,0.72,3.02,122.34,325.93,60.07,143.9,379.74,83.19,70.03,57.99,96.43,15.23,138.4,62.06,7.49,215.49,161.36
2.33,87.5,5.74,72.19,6.55,0.72,3.04,123.49,332.97,59.81,143.66,388.5,86.96,71.47,58.85,97.81,16.19,139.45,64.63,7.48,225.41,162.67
2.42,86.84,5.58,72.44,6.56,0.73,3.05,120.99,328.06,58.35,139.5,383.35,86.78,69.2,57.72,93.02,15.52,136.53,62.13,7.48,217.54,158.78
2.38,85.06,5.72,71.57,6.43,0.68,3.16,119.01,324.72,57.39,139.49,378.99,85.46,68.71,56.77,93.06,15.97,136.87,62.72,7.46,212.88,158.8
2.4,84.41,5.75,72.03,6.47,0.7,3.2,117.57,327.88,57.5,141.21,386.86,87.2,69.59,57.41,93.32,15.88,138.22,61.5,7.45,216.19,161.55
2.44,88.91,5.95,73.78,6.49,0.67,3.25,116.88,329.51,58.92,143.2,390.85,87.91,70.54,57.87,95.27,15.51,140.97,62.09,7.43,218.06,164.71
2.44,88.77,5.77,72.93,6.41,0.63,3.46,117.66,325.28,57.6,141.22,388.74,88.62,69.5,57.27,94.15,15.41,138.55,61.15,7.41,214.81,164.51
2.44,89.35,5.77,74.04,6.33,0.59,3.59,119.73,315.35,57.54,140.76,383.28,90.71,68.94,56.31,93.26,15.54,138.43,61.16,7.39,213.16,164.62
2.41,89.63,5.63,74.36,6.39,0.53,3.45,120.19,311.81,57.45,139.99,380.92,95.61,69.52,56.72,93.98,16.15,138.22,62.45,7.37,215.34,163.79
2.29,88.91,5.56,74.34,6.48,0.51,3.42,120.33,313.88,59.35,144.16,380.74,91.52,70.08,56.42,95.54,16.54,140.5,62.71,7.36,215.59,165.67
2.31,91.29,5.65,74.94,6.51,0.56,3.48,122.74,312.22,59.5,146.32,383.84,91.84,70.27,56.18,94.84,17.27,142.74,64.92,7.36,215.18,168.78
2.29,91.08,5.96,76.8,6.53,0.68,3.45,121.48,309.03,58.46,147.03,376.47,93.21,70.58,55.02,94.38,16.99,142.34,64.5,7.36,212.69,166.89
2.38,88.54,5.93,75.12,6.48,0.71,3.45,122.05,314.04,59.69,147.97,382.89,96.07,70.79,55.5,95.48,17.29,144.87,65.51,7.38,211.98,171.59
2.43,89.03,6.04,76.62,6.48,0.88,3.37,121.48,319.77,60.82,149.65,388.77,97.06,71.19,57.97,97.91,16.69,145.1,65.05,7.4,211.29,173.85
2.52,90.96,5.88,77.5,6.55,1.01,3.37,121.8,315.28,59.92,150,385.93,99.07,71.16,57.92,97.84,16.79,143.7,65.59,7.41,213.44,174.38
2.59,89.86,5.71,77.29,6.44,0.88,3.36,120.91,316.69,60.53,149.49,388.92,99.18,72.6,58.82,98.65,16.5,144.78,65.55,7.42,217.3,175.4
2.55,87.32,5.59,75.88,6.35,0.83,3.35,120.22,312.73,59.52,148.46,388.95,101.73,71.59,57.83,95.28,16.63,143.3,65.56,7.42,218.03,171.65
2.52,85.91,5.61,75.49,6.3,0.81,3.36,118.12,314.88,59.94,151.57,391.07,101.42,71.5,58.71,95.58,16.45,142.9,65.4,7.41,217.27,173.58
2.45,84.25,5.39,74.38,6.23,0.88,3.38,116.31,314.82,60.48,147.55,386.18,105.86,72.17,58.92,96.34,16.78,140.82,67.05,7.38,216.08,172.76
2.44,85.45,5.5,75.6,6.35,1,3.36,115.36,316.4,61.75,148,386.58,109.16,72.4,57.96,96.96,16.69,142.24,66.54,7.34,215.52,174.97
2.47,84.99,5.49,75.94,6.33,0.99,3.37,115.77,311.47,61.46,146.97,384.1,107.74,70.02,56.97,93.75,16.86,138.73,65.66,7.29,210.17,171.66
2.37,86.86,5.68,75.07,6.3,1.02,3.38,121.08,309.05,61.26,147.7,372.56,106.07,69.64,56.2,94.43,17.17,138.47,65.51,7.23,212.01,173.37
2.37,84.94,5.41,73.6,6.11,1.01,3.36,118.49,308.35,60.37,149.45,367.14,103.33,68.79,55.84,92.8,16.48,136.62,62.93,7.18,211.31,172.87
2.35,83.86,5.37,72.24,5.81,1.02,3.41,117.29,303.02,62.82,152.36,368.99,103.69,68.73,57.34,93.96,16.2,139.42,61.87,7.14,212.38,176.91
2.33,83.84,5.5,74.15,6.02,1.1,3.36,115.02,308.43,62.58,152.83,374.43,102.91,69.6,57.69,94.3,16.25,140.72,61.61,7.11,212.72,175.62
2.16,81.09,5.33,70.76,5.88,1.02,3.17,111.57,309.99,60.93,149.91,368.55,101.96,68.05,56.67,91.13,16.08,138.63,61.87,7.1,205.95,170.25
2.07,75.86,5.11,67.76,5.67,0.99,3.23,109.88,302.12,56.48,146.52,362.43,101.08,66.41,56.01,87.72,16.97,134.95,65.21,7.11,202.44,166.79
2.06,72.97,4.9,66.33,5.44,1.11,3.24,112,293.96,52.4,141.34,350.9,102.06,62.36,53.73,83.89,17.47,132.44,65.53,7.13,199.36,161.29
1.99,72.47,4.74,64.88,5.32,0.95,3.13,110.88,292.52,53.17,142.96,352.44,103.41,63.99,54.19,84.17,17.83,131.33,68.44,7.15,203.55,164.6
2.03,72.72,4.71,64.49,5.21,0.94,3.12,110.65,289.82,54.33,147.66,350.22,98.91,65.02,55.06,84.48,16.6,131.56,66.86,7.18,208.8,165.28
1.98,73.39,4.89,66.66,5.42,1.01,3.28,112.2,296.63,55.77,149.51,352.38,97.96,66.38,54.93,89.87,17.31,136.09,67.63,7.2,216.25,173.61
2.05,78.12,5.16,68.62,5.65,1.1,3.22,112,304.82,57.04,156.98,363.62,101.73,69.05,55.4,92.3,17.58,138.29,70.48,7.23,220.2,179.16
2.02,79.87,5.31,72.1,5.81,1.1,3.23,111.97,315.64,56.7,151.02,372.35,105.2,70.9,54.34,93.17,15.5,139.2,62.91,7.24,232.04,179.08
2.01,80.29,5.39,72.08,5.67,0.98,3.24,112.35,307.37,58.28,151.78,364.7,108.5,71.32,54.78,96.22,16.51,139.15,66.18,7.26,229.64,183.39
2.03,78.09,5,73,5.65,0.91,3.25,110.42,301.53,58.56,152.97,361.27,122.61,72.4,55.06,95.95,17.53,139.32,68.73,7.26,226.72,184.36
2.03,83.26,5.82,82.98,5.81,1.31,3.33,114.9,301.43,65,155.89,364.3,124.36,74.63,54.37,104.83,15.81,147.12,63.67,7.27,234.53,197.08
2.03,90.99,6.25,84.74,6.09,1.41,3.35,111.72,314.72,67.91,161.66,371.43,119.04,75.73,55.14,108.27,16.06,151.31,64.96,7.27,235.3,202.16
2.06,88.2,6.18,85.87,6.24,1.29,3.46,111.8,310.17,65.85,158.05,369.28,118.3,75.39,55.55,104.61,16.58,150.3,67.29,7.26,232.96,199.41
2.04,86.31,6.01,85.38,6.19,1.18,3.4,112.72,306.23,64.01,158.65,367.92,118.15,75.58,55.3,103.15,16.35,147.55,65.52,7.25,232.13,197.3
2.04,85.52,6.07,86.67,6.19,1.23,3.41,113.18,311.93,66.18,164.11,375.14,120.97,77.89,56.43,107.29,16.07,151.19,64.51,7.23,236.83,201.62
2.05,88.24,6.55,91.45,6.4,1.35,3.38,115.62,312.74,68.77,163.42,377.38,119.44,78.76,56.53,113.27,16.09,153.03,63,7.21,240.14,208.72
2.11,86.95,6.61,92.37,6.5,1.35,3.29,116.83,312.79,68.89,163.05,376.01,119.05,78.01,56.67,114.8,16.34,151.47,63.54,7.19,239.7,205.38
2.09,86.12,6.69,90.9,6.56,1.35,3.38,113.04,310.6,69.51,163.3,377.63,119.76,76.49,56.97,115.65,15.94,153.5,63.08,7.16,238.29,201.11
2.1,87.9,6.56,90.76,6.67,1.3,3.4,112.03,309.49,71.13,162.32,376.65,123.18,76.55,57.03,116.51,16.22,149.99,63.4,7.12,238.43,202.71
2.12,88.47,6.61,92.37,6.85,1.31,3.41,111.89,306.57,69.77,158.76,368.26,124.95,76.62,55.95,111.65,16.16,148.36,62.69,7.08,237.09,202
2.11,89.72,6.8,91.79,6.89,1.41,3.38,110.42,306.5,72.68,165.15,371.27,126.5,78.02,57.1,116.16,16.08,150.11,62.66,7.04,239.83,204.71
2.18,92.05,7.18,93.29,6.92,1.52,3.4,116.89,309.98,74.34,170.96,378.48,127.5,79.35,58.64,122.01,15.26,153.69,59.89,6.99,241.46,207.89
2.18,91.06,7.17,93.39,6.79,1.46,3.38,119.9,312.26,73.82,165.65,378.65,127.74,79.6,58.11,120.51,15.27,152.04,60.12,6.95,241.73,207.79
2.18,88.68,7.02,91.93,6.71,1.42,3.4,121.62,310.54,74.18,164.9,378.49,126.64,79.36,57.8,121.25,15.45,152.21,60.85,6.92,243.34,209.58
2.17,89.12,6.91,92.16,6.63,1.41,3.37,122.74,306.29,73.93,164.53,374.69,125.56,78.46,57.56,120.64,15.6,152.06,61.15,6.9,242.26,209.4
2.17,87.02,6.99,88.89,6.62,1.39,3.22,121.62,302.41,71.79,160.19,365.89,125.69,77.12,56.88,115.34,15.78,149.44,61.25,6.89,237.3,204.85
2.14,90,7.03,89.6,6.69,1.47,3.35,116.91,301.1,71.24,164.42,364.99,125.44,77.29,56.91,116.23,15.73,151.76,61.13,2.25,239.41,206.19
2.19,89.12,7.09,90,6.79,1.53,3.32,114.42,298.84,71.95,163.21,361.36,123.92,77.64,56.72,117.96,15.47,153.37,60.89,2.28,241.1,208.13
2.17,89.35,7.3,92.21,6.98,1.77,3.32,113.01,303.44,73.32,163.73,362.32,123.85,76.98,56.74,118.56,15.15,153.95,60.72,2.32,242.71,208.32
2.17,90.96,7.54,93.69,6.85,1.71,3.29,114.19,307.22,73.91,167.72,366.61,124.18,78.92,57.61,121.35,15.9,156.09,61.76,2.51,247.28,212.74
2.16,90.9,7.48,92.49,6.8,1.72,3.28,112.06,301,73.06,170.04,362.13,122.97,79.91,58.65,118.5,15.5,153,60.83,2.63,246.72,211.22
2.11,90.57,7.3,91.22,6.74,1.66,3.27,112.75,301.96,74.51,171.79,359.23,125.56,80.78,60.14,118.98,15.48,153.59,61.35,3.21,248.07,212.11
2.11,91.33,7.3,90.02,6.77,1.7,3.32,112.15,303.73,73.54,173.36,361.35,123.14,81.96,60.65,119.1,15.43,154.15,62.69,3.73,244.08,212.25
2.13,91.22,7.1,88.93,6.71,1.67,3.28,110.34,298.49,72.98,174.38,355.62,125.45,82.22,62.11,117.88,16.03,150.35,64.3,3.44,242.81,212.04
2.11,90.6,6.85,89.03,6.6,1.54,3.26,111.74,300.57,72.9,177.71,361.71,123.1,81.45,62.61,115.9,15.43,151.33,62.97,3.57,242.61,214.71
2.1,92.14,6.75,88.4,6.62,1.56,3.32,112.2,298.25,70.8,174.94,357.65,127.24,81.84,61.1,113.31,15.5,153.34,63.35,3.47,241.96,211.85
2.05,96.25,6.96,88.68,6.6,1.52,3.31,110.83,298.54,71.05,176.08,357.59,128.87,81.06,62.13,115.92,17.25,154.61,66.51,3.33,244.68,214.29
1.98,97.72,6.81,87.69,6.62,1.51,3.33,112.61,302.14,70.57,174.62,354.71,120.09,81.94,60.97,114.22,16.94,153.4,65.14,3.25,244.94,210.32
2.03,99.31,6.77,87.09,6.49,1.48,3.32,117.43,300.75,70.65,170.54,352.62,120.75,82.21,60.53,113.08,17.09,151.64,63.75,3.19,243.36,211.94
2.02,100.1,6.73,86.1,6.46,1.5,3.32,114.24,303.26,70.21,169.94,356.03,125.37,83.79,60.17,112.76,17.23,152.67,64.31,3.35,247.76,210.14
2,98.28,6.52,84.83,6.44,1.45,3.35,111.31,297.61,69.67,165.27,349.56,127.87,82.07,59.49,109.99,17.54,149.69,66.23,3.47,244.85,210.67
1.98,99.43,6.64,85.61,6.49,1.48,3.33,113.58,296.35,69.26,163.64,348.09,128.57,81.9,59.03,110.46,18.03,146.56,68.14,3.65,245.95,208
1.98,100.28,6.78,87.57,6.58,1.52,3.35,116.37,300.71,70.75,166.55,351.76,131.84,82.67,61.2,113.21,18.09,148.21,67.45,3.68,248.51,210.02
1.98,99.69,6.82,86.97,6.62,1.53,3.35,121.16,299.6,70.3,165.53,351.84,130.98,83.58,60.28,113.53,17.99,149.01,67.23,3.65,247.48,209.79
1.98,98.9,6.81,86.65,6.66,1.52,3.35,122.66,301.29,70.4,165.92,352.85,128.13,84.73,60.05,114.55,18.18,149.26,67.31,6.78,248.01,209.87
1.99,99.41,6.83,87.32,6.67,1.5,3.35,121.22,303.1,70.64,166.89,354.18,125.16,85.58,60.26,115.07,17.99,148.75,66.48,3.48,249.52,209.94
2,101.23,6.9,88.01,6.61,1.48,3.33,119.93,301.28,70.32,166.58,353.95,123.36,86.05,59.73,114.21,17.14,147.55,64.73,3.4,249.46,209.29
2,100.77,6.82,87,6.48,1.47,3.43,120.91,302.69,71.41,168.58,354.42,123.88,87.68,60.21,116.31,17.27,148.3,64.9,3.34,248.11,211.1
1.98,101.08,6.72,86.77,6.43,1.47,3.4,121.51,304.82,71.56,170.59,354.95,122.67,89.02,60.29,116.42,17.76,148.82,65.14,3.3,249.34,212.64
1.97,101.99,6.67,86.41,6.44,1.4,3.4,121.8,299.97,69.81,167.71,348.99,117.96,89.56,59.7,113.26,18.11,147.62,66.03,6.51,246.11,210.64
1.98,101.9,6.72,86.7,6.49,1.36,3.42,120.76,294.78,68.47,164.06,344.83,116.85,88.6,58.95,111.32,18.18,145.95,67.02,3.41,241.17,207.96
1.98,100.58,6.89,87.92,6.58,1.42,3.41,122.08,296.7,69.43,165.55,348.94,122.4,87.68,59.2,114.68,19.03,146.05,69.57,3.57,239.01,208.54
1.97,101.37,6.99,87,6.63,1.46,3.48,119.38,299.15,70.3,171.19,348.24,121.81,92.22,61.04,119.44,22.53,149.74,77.99,3.83,238.65,212.31
1.97,102.08,6.93,86.05,6.56,1.46,3.53,117.46,292.63,69.79,169.75,342.59,124.57,92.89,58.9,117.67,21.03,151.72,76.37,4.1,240.08,212.6
1.95,102.29,6.82,86.84,6.58,1.41,3.53,118.06,288.33,69.87,169.09,336.2,125.49,93.99,59.25,117,19.27,150.77,71.12,3.95,238.46,210.03
1.87,101.07,6.78,86.72,6.52,1.39,3.52,119.47,294.82,69.81,169.3,337.55,124.81,94.06,59.8,117.59,19.95,151.78,73.11,4.17,239.86,208.37
1.89,101.74,6.91,86.31,6.49,1.42,3.51,121.62,297.8,71.54,172.21,341.95,135.03,96.36,60.34,118.55,20.69,153.5,74.83,5.42,242.01,208.9
