"A.ASBX.PA.","D.RHM.PA.","I.LDO.PA.","F.CSF.PA.","BA..PA.","RR..PA.","TK.ASE.PA.","IS.ESLT.PA.","U.NOC.PA.","U.RTX.PA.","U.HII.PA.","U.LMT.PA.","X.AXON.PA.","X.MANT.PA.","U.BWXT.PA.","U.CW.PA.","X.SWBI.PA.","U.GD.PA.","U.RGR.PA.","X.POWW.PA.","U.CACI.PA.","X.HON.PA."
1.28,111.74,16.96,108.54,7.88,4.05,2.69,150.03,292.62,70.5,234.8,316.91,24.63,45.88,59.18,113.21,11.4,211.73,51.9,6.35,141.65,137.53
1.29,114.02,17.25,107.02,7.84,4.04,2.77,150.89,294.6,71.3,235.4,319.87,23.02,46.32,59.89,114.09,11.44,213.81,52.45,6.43,143.2,139.17
1.29,114.72,17.39,107.34,7.87,4.08,2.88,149.39,294.22,71.3,234.53,321.17,22.59,46.35,60.12,113.31,11.14,212.56,51.75,6.49,143.15,139.83
1.29,115.19,17.4,103.59,7.87,4.08,2.93,151.49,293.99,70.65,235.9,313.22,22.32,46.3,61.84,114.19,11.2,212.44,52,6.54,143.35,139.9
1.3,114.74,17.59,102.12,7.74,4.1,2.93,151.18,304.8,70.19,234.03,312.47,22.18,46.42,60.59,114.77,11.22,207.33,52.55,6.58,144.6,139.77
1.3,117.03,17.49,102.93,7.71,4.14,3,152.27,297.96,70.75,231.89,307.87,22.43,46.03,60.21,115.01,10.9,203.91,51.65,6.6,144.85,139.6
1.27,117.41,17.19,104.02,7.76,4.23,2.99,152.27,297.7,70.25,233.4,308,22.92,46.3,60.03,115.95,11.18,204.97,51.55,6.62,144.65,139.97
1.32,116.8,17.04,103.49,7.82,4.23,3.03,147.87,296.4,70.71,232.15,308.72,22.89,45.59,60.25,117.3,11.04,206.15,50.05,6.63,143.3,138.49
1.32,117.76,17.15,103.19,7.8,4.26,3.16,149.91,295.53,70.65,232.82,308.22,22.97,46.41,59.95,118.28,11.01,202.99,49.55,6.62,143.7,138.06
1.29,118.88,17.32,102.69,7.64,4.21,3.1,149.02,294.35,70.86,233.75,306.6,23.04,45.89,60.39,117.86,11.1,201.56,51.5,6.6,141.8,138.77
1.29,118.99,17.16,102.76,7.66,4.23,3.16,150.46,301.33,71.64,234.63,310.69,23.49,50.97,61.35,119.81,11.04,203.82,50.25,6.57,133.4,139.19
1.27,119.85,17.1,103.78,7.76,4.28,3.29,150.46,301.65,71.41,235.17,309.99,23.41,50.38,61.03,119.8,10.96,204.02,50.85,6.52,130,138.8
1.31,119.31,17.04,103.44,7.69,4.3,3.58,149.48,301.91,71.01,236.36,310.1,23.22,49.41,61.01,119.24,10.64,202.38,49.8,6.45,128.1,139.42
1.31,121.78,16.73,103.25,7.61,4.28,3.61,148.36,303.31,71.21,233.41,313.25,22.87,49.43,60.05,119.02,10.76,203.76,50.65,6.36,129.8,140.7
1.31,121.16,16.53,103.71,7.49,4.21,3.66,149.05,303.38,70.95,251.96,315.59,21.44,49.88,60.53,119.26,10.55,202.66,50.1,6.26,129.1,140.62
1.32,115.75,16.29,103.51,7.41,4.12,3.66,148.1,299.17,69.82,242.55,311.07,21.54,49.9,60.19,119.31,10.32,198.87,49.1,6.15,126.4,139.25
1.32,116.07,12.77,103.33,7.31,4.07,3.7,148.04,298.16,69.67,240.83,311.18,21.16,49.66,60.51,118.24,10.45,199.78,49.35,6.04,124.8,139.66
1.35,114.31,12.22,102.67,7.06,3.98,3.91,146.32,298.41,69.04,239.2,312.93,21.13,48.91,60.59,118.26,10.26,200.15,48.85,5.94,124.95,140.49
1.33,116.24,11.66,102.4,7.09,3.97,4.21,145.06,300.46,70.09,237.48,313.73,21.41,48.53,60.84,118.47,10.08,200.22,48.45,5.86,123.45,141.08
1.32,115.63,12.14,102.92,7.1,3.98,3.73,142.42,300.05,69.36,235.58,310.67,21.9,48.26,59.88,117.38,10.25,199.01,48.8,5.81,122.95,140.16
1.32,118.53,11.73,102.24,7.12,3.93,3.01,139.31,300.51,69.53,235.88,312.65,22.39,48.39,59.99,119.25,10.25,199.22,49.5,5.79,125.7,140.64
1.3,118.82,11.68,101.48,7.03,3.9,3.13,140.58,296.89,68.75,232.87,309.7,23.14,48.47,59.92,118.29,10.37,197.78,50.25,5.8,125.2,140.26
1.28,120.43,11.57,101.48,7.15,3.93,3.09,139.92,300.89,68.69,234.33,314.64,23.62,49,60.12,119.89,10.16,198.75,49.1,5.83,126.95,141.69
1.27,121.21,11.9,100.73,7.15,3.91,3.1,140.46,304.34,69.06,236.62,316.99,23.85,49.87,60.8,121.47,10.32,200.11,50,5.88,131,143.02
1.27,118.85,12.24,101.37,7.13,3.9,3.05,143.56,302.03,68.84,234.05,314.89,23.77,49.28,61.01,120.62,10.37,200.13,50.4,5.93,127.95,142.65
1.27,121.74,12.15,102.3,7.14,3.91,2.99,144.89,301.93,68.85,233.94,314.78,23.83,49.17,61.29,120.63,10.21,199.99,49.83,5.98,127.16,142.83
1.35,122.75,11.97,101.34,7.12,3.89,3,147.7,302.98,68.98,234.58,315.92,24.07,49.23,61.01,120.97,10.21,200.02,49.95,6.02,128.05,143.34
1.3,121.93,11.79,100.02,7.14,3.87,3,146.49,303.72,69.06,234.92,316.69,24.43,48.97,60.25,121.28,10.55,201.08,51.85,6.04,128,144.04
1.28,123.08,11.73,97.69,7.2,3.81,2.79,145.55,307.95,69.44,241.17,319.08,24.87,49.85,61.33,123.8,10.67,204.26,53.6,6.04,129.85,146.28
1.25,123.2,11.57,96.88,7.15,3.77,2.79,141.78,306.64,69.69,239.69,320.76,24.97,50.5,60.96,122.91,10.75,204.17,54.3,6.03,129.9,146.72
1.28,124.58,11.61,97.94,7.26,3.76,3.1,139.29,307.43,71.66,241.74,319.48,24.88,50.99,62.44,124.22,10.78,207.24,54.8,6,132.05,149.37
1.28,123.2,11.44,98.14,7.26,3.67,3.07,138.77,299.71,70.85,236.01,313.65,24.5,50.92,61.88,123.7,10.45,202.63,54.05,5.97,131,147.83
1.23,124.98,11.36,98.4,7.3,3.69,3.04,141.15,300.62,70.82,234.26,311.88,24.09,51.38,61.77,121.01,10.82,201.71,55.6,5.93,131.3,147.25
1.23,121.76,11.35,97.24,7.24,3.71,3,139,297.8,70.95,232.89,310.23,24.1,51.04,61.51,122.56,10.98,199.91,55.7,5.88,131.45,146.56
1.21,120.35,11.46,98.05,7.37,3.69,2.94,137.19,300.3,71.5,233.99,312.05,24,50.67,61.29,122.5,10.94,200.23,55,5.83,130.5,146.53
1.2,121.26,11.5,98.21,7.28,3.7,2.96,136.33,302.79,72.21,235.93,314.55,24.34,50.33,61.79,123.18,11.47,200.21,55.95,5.78,131.8,146.76
1.24,122.16,11.53,98.77,7.32,3.68,3.12,132.57,305.66,72.42,237.03,315.98,24.51,50.5,61.99,122.32,10.38,201.17,51.55,5.73,133.65,147.17
1.23,121.03,11.56,99.75,7.32,3.64,3.11,136.79,304.6,72.72,234.19,316.16,24.6,49.94,60.95,119.49,10.6,199.64,51.75,5.68,132.3,146.68
1.22,121.05,11.62,99.54,7.3,3.67,3.05,136.47,307.3,72.91,233.59,316.18,25.17,49.91,60.84,119.8,10.83,196.2,52.5,5.64,132.3,147.25
1.23,119.2,11.53,99.28,7.43,3.67,3,137.96,308.48,73.3,235.14,318.19,25.6,50.43,60.58,121.37,10.45,196.65,51.6,5.61,133.85,149.21
1.24,120.04,11.47,100.34,7.39,3.61,3.03,133.57,306.95,73,234.04,317.05,25.44,50.1,59.96,120.28,10.28,196.22,51.35,5.59,133,146.75
1.27,121.75,11.43,99.52,7.4,3.63,3.07,133.54,310.53,74.39,238.86,322.8,26.36,50.72,60.93,122.44,10.42,198.84,52.55,5.59,134.65,147.58
1.28,124.12,11.77,107.71,7.4,3.75,3.05,134.66,308.59,74.73,238.62,322.85,27,51.75,61.14,124.06,10.75,198.47,54.7,5.59,136.25,148.06
1.29,124.54,11.81,106.53,7.41,3.78,3.02,133.77,307.21,74.78,237.99,319.98,26.5,50.86,61.11,122.74,10.48,199.85,55.8,5.6,135.2,147.57
1.32,125.41,11.56,105.21,7.48,3.75,3.02,136.44,306.67,74.91,238.01,317.86,25.81,50.99,61.05,123.34,10.28,201.39,56.3,5.62,135.5,148.04
1.35,125.64,11.56,103.81,7.47,3.74,3,134.66,304.65,75.07,235.38,317.37,26.4,51.06,60.69,123.09,10.16,202.5,56.7,5.65,134.8,147.13
1.36,124.5,11.43,103.44,7.47,3.75,2.99,135.64,303.88,75.05,237.36,318.05,26.45,51,60.82,123.01,9.98,202.66,55.25,5.68,134.2,146.97
1.36,124.56,11.4,103.59,7.48,3.75,3.02,135.58,303.4,74.98,237.7,318.32,26.4,50.86,60.57,123.12,10.12,202.19,56.15,5.72,134.01,147.11
1.36,125.24,11.47,103.75,7.48,3.74,3.02,135.01,303.86,75,236.81,318.39,26.48,50.72,60.3,123.02,10.2,201.97,57.15,5.75,133.6,147.22
1.35,124.91,11.56,103.66,7.47,3.72,2.84,134.4,306.15,75.25,237.68,319.43,26.7,50.66,60.58,122.8,9.94,202.72,55.9,5.8,132.9,147.35
1.35,123.05,11.54,103.35,7.47,3.71,2.84,133.54,308.28,75.57,239.43,322.07,26.94,50.58,60.9,123.08,9.93,203.86,56.1,5.84,133.1,147.55
1.35,122.39,11.44,103.73,7.53,3.72,2.96,133.05,307.12,75.31,235.67,321.2,26.5,50.23,60.5,121.89,9.87,203.6,55.85,5.88,132.4,147.14
1.34,122.12,11.54,104.69,7.56,3.7,3.06,136.13,305.49,75.1,231.06,319.16,26.37,50.04,60.31,122.03,10.28,201.85,57.34,5.93,132.14,147.41
1.34,123.16,11.62,105.13,7.56,3.69,3.06,135.72,305.06,75.58,228.55,318.48,26.56,50.11,60.58,122.72,10.26,200.48,57.05,5.97,134.2,147.12
1.35,125.7,11.6,104.64,7.55,3.73,2.98,134,306.44,76.69,229.45,321.02,26.75,50.49,61.06,122.63,9.33,201.71,52.95,6.02,137.8,145.98
1.38,126.97,11.98,105.1,7.54,3.77,3,133.83,308.42,76.92,232.63,326.7,26.84,51.23,61.1,122.99,9.48,205.2,52.95,6.07,136.6,147.9
1.37,129.91,11.99,105.29,7.52,3.79,3.01,134.23,308.18,77.58,233.74,329.42,26.86,51.48,61.43,123.3,9.51,204.49,53.35,6.11,137.05,148.88
1.4,128.64,12.19,105.24,7.52,3.81,3.02,133.37,308.39,78.35,236.04,328.24,26.77,52.32,62.01,124.01,9.29,204.83,51.45,6.15,138.3,148.14
1.4,131.7,12.47,105.26,7.52,3.8,2.98,132.94,310.5,79.21,239.29,330.51,26.82,51.91,61.39,125.1,9.09,205.87,50.35,6.19,137.9,149.43
1.35,133.14,12.57,104.9,7.59,3.68,2.95,130.18,307.58,79.58,237.28,330.95,26.56,51.74,61.33,125,9.15,204.75,51.2,6.22,137.75,150.37
1.35,130.37,12.55,103.74,7.69,3.71,2.99,130.3,309.54,79.62,239.27,331.01,26.9,52.06,62.25,127.63,9.33,205.47,52.95,6.25,141.35,151.2
1.36,129.33,12.51,103.63,7.74,3.77,2.97,128.92,315.15,80.55,247.44,335.83,27.56,51.9,62.9,128.79,9.36,210.59,54.1,6.28,137.45,152.31
1.35,127.43,12.69,103.17,7.77,3.75,2.89,139,313.57,79.95,242.48,332.87,27.45,51.33,62.1,129.64,9.36,209.04,54.5,6.3,135.75,151.81
1.32,129.04,12.78,103.42,7.79,3.74,3,136.96,312.55,79.04,235.16,330.12,27.3,51.34,61.65,131.14,9.32,206.35,53.95,6.32,137.45,151.18
1.35,129.22,13,103.65,7.78,3.95,2.97,138.14,317.55,79.28,237.23,334.86,27.71,52.14,62.85,132.34,9.2,208.55,52.7,6.34,138.95,151.63
1.35,128.24,12.99,104.9,7.7,3.87,2.98,138.42,314.44,79.41,236.69,333,27.44,51.81,63.38,130.97,9.19,207.75,52.75,6.35,137.5,151.09
1.35,131.81,12.97,105.33,7.72,3.91,2.95,138.14,316.4,80.15,242.08,332,27.48,52.71,63.97,133.3,9.34,209.09,54,6.37,139.5,151.9
1.36,130.95,13.02,104.92,7.67,3.84,2.97,135.55,315.12,79.75,238.92,329,27.48,52.84,63.61,132.55,9.42,208.2,54.15,6.38,138.7,151.82
1.36,132.68,12.87,104.36,7.66,3.85,2.96,135.61,313.69,80.22,235.04,328.7,27.45,52.37,63.73,131.85,9.53,207.54,54.5,6.39,139.35,152.85
1.35,132.33,12.64,102.61,7.43,3.78,3.18,136.84,313.55,80.06,238.11,330.5,27.23,51.47,63.54,131.5,9.58,219.42,55.05,6.4,137.8,153.18
1.32,133.37,12.55,101.32,7.43,3.7,3.06,136.41,325.1,81.23,241.3,334.92,27.52,51.34,64.03,132.43,9.46,226.64,55,6.41,138.9,154.92
1.31,132.5,12.82,103.95,7.61,3.75,3.03,138.08,335.11,81.38,247.76,344.72,27.48,52.2,64.65,133.48,9.72,226.2,54.75,6.43,141.6,157.82
1.34,131.29,13.01,104.09,7.73,3.78,3.03,142.16,338.43,80.6,247.71,351.15,27.41,52.13,64.51,133.2,9.42,225.54,53.05,6.44,144.05,154.59
1.35,130.83,11.47,103.3,7.67,3.77,3.07,146.49,339.46,80.52,244.84,350.62,27.36,51.65,64.03,132.64,9.28,224.29,52.8,6.45,140.65,152.27
1.35,131.87,11.21,104.23,7.8,3.82,3.09,148.27,340.54,81.4,237.66,354.87,26.47,52.08,63.43,130.67,9.17,222.57,53.05,6.47,140.25,152.92
1.32,132.85,11.35,103.51,7.79,3.82,3.11,148.42,343.06,81.5,241.42,357.51,25.85,52.31,64.49,131.28,8.8,225.19,51.3,6.5,150.45,152.82
1.31,129.45,11.09,102.59,7.78,3.79,3.06,143.16,336.8,79.36,243.72,352.52,25.83,51.3,63.78,128.9,8.6,221.76,50.6,6.53,146.8,149.99
1.31,123.68,10.57,101.83,7.69,3.68,3.01,142.67,322.49,75.04,228.28,336.36,25.03,48.65,60.71,121.33,8.08,211.33,48.9,6.56,142.7,143.76
1.3,126.68,10.28,99.5,7.37,3.59,2.95,138.74,327.59,76.53,227.73,337.62,25.16,48.21,61.72,121.14,8.15,212.57,49.4,6.61,143.55,145.07
1.32,129.45,10.44,101,7.56,3.63,2.97,139.49,337.79,77.8,234.9,345.52,25.95,49.09,61.7,122.54,8.24,215.06,50.5,6.67,146.05,144.8
1.31,126.22,10.18,101.53,7.47,3.62,2.89,145.32,324.02,75.2,225.4,334.59,25.33,48.68,59.84,116.54,8.29,206.11,50.25,6.74,142.5,139.82
1.32,120.57,10.02,101.85,7.34,3.57,2.88,144.94,332.59,73.8,230.2,341.34,25.28,49.66,60.88,118.29,7.96,212.22,49.55,6.82,143.95,141.68
1.31,126.56,9.97,100.63,7.43,3.62,2.89,145.35,337.63,75.14,234.96,345.82,25.61,50.96,61.92,119.98,7.85,209.56,48.3,6.9,149.3,143.2
1.28,122.01,9.7,100.49,7.48,3.63,2.84,148.91,343.36,74.19,237.58,350.28,26.85,51.28,61.92,119.32,7.82,211.89,48.75,6.99,148.85,142.18
1.29,123.97,10.16,100.93,7.53,3.6,3.03,150.2,349.65,74.73,241.99,354.7,27.93,51.83,63.46,122.08,8.26,218.26,50.15,7.08,150.75,144.03
1.3,125.01,10.3,102.06,7.77,3.68,2.97,150.49,356.99,76.68,255.38,360.99,28.4,52.84,64.34,125.55,8.38,225.4,50,7.17,150.45,147.04
1.28,126.85,10.45,103.44,7.85,3.65,2.99,149.91,356.1,76.24,265.79,360.71,28.74,52.99,64.16,127.26,8.26,224.22,50.25,7.25,150.1,147.55
1.29,125.53,10.47,104.2,7.79,3.64,3.01,149.34,352.46,74.97,266.09,359.45,28.47,53.1,63.82,129.39,8.04,222.6,49.74,7.33,149.65,147.61
1.29,125.53,10.47,106.23,7.84,3.69,2.91,148.27,350.44,74.57,266.27,358.69,28.08,52.92,63.66,129.82,7.83,221.88,48.35,7.39,149.15,147.77
1.31,126.16,10.5,106.56,7.9,3.7,3.02,145.12,350.61,76.17,270.91,357.27,28.11,53.65,63.65,129.19,7.73,220.89,47.3,7.45,149.15,147.55
1.31,125.47,10.17,106.35,7.68,3.68,2.99,144.89,348.7,78.79,262.99,355.49,28.2,58.77,63.55,135.91,7.78,220.2,49,7.49,150.2,146.86
1.34,126.16,10.26,106.35,7.42,3.67,2.99,146.58,351.51,78.53,265.13,358.69,28.58,58.26,64.22,136.12,7.68,221.1,49.9,7.51,151.5,148.54
1.3,127.26,10.21,106.03,7.59,3.72,3.01,144.34,355.21,79.88,266.25,358.7,28.16,58.21,64.81,137.78,7.47,226.79,48.85,7.51,153.2,149.84
1.35,125.18,10.16,105.77,7.53,3.74,2.93,143.59,353.65,78.98,262.57,358.13,27.26,56.22,63.3,136.55,7.14,223.92,46.15,7.49,152.1,147.35
1.34,126.33,10.22,105.66,7.62,3.69,2.9,143.02,349.86,79.44,261.94,352.46,34.84,56.39,63.04,134.97,6.91,222.49,43.1,7.45,149.1,144.58
1.32,121.09,10.19,105.01,7.62,3.63,2.85,142.13,339.87,76.88,260.43,339.76,37.7,56.52,63.57,130.04,7.23,219.33,45.2,7.4,149.65,140.92
1.31,118.78,9.9,103.23,7.57,3.58,2.82,140.69,343.12,76.65,260.86,341.72,38.76,57.1,63.8,132.16,7.49,223.44,47.6,7.36,150.3,141.86
1.32,120.91,9.96,103.49,7.52,3.59,2.85,138.71,344.8,77.68,260.16,342.36,38.3,57.59,64.43,133.86,7.78,224.64,49.35,7.33,152.95,142.2
1.32,122.47,10.15,109.95,7.71,3.63,2.83,137.33,341.99,77.62,258.7,339.59,39.1,56.68,63.94,135,8.18,224.83,50.55,7.32,153.45,143.01
1.32,122.24,10.17,109.21,7.69,4.05,2.82,135.75,346.91,77.22,259.55,342.2,39.77,57.97,63.99,135.34,8.03,226.27,50.65,7.33,153.35,144.05
1.32,122.99,10.37,110.87,7.74,4.04,2.81,135.06,346.5,77.41,260.95,341.86,39.8,57.41,64.37,135.59,8.13,226.71,51.15,7.38,153.95,144.8
1.32,123.62,10.59,111.49,7.91,4.06,2.83,142.73,349.64,79.08,264.09,340.5,39.86,58.49,65.61,139.91,8.2,229.95,50.55,7.44,156,147.66
1.31,122.7,10.68,112.02,7.84,3.99,2.87,136.7,344.71,77.56,258.21,333.17,39.42,55.44,64.6,137.5,8.16,224.69,50.5,7.51,153.5,145.84
1.32,120.97,10.56,112.39,7.63,3.96,2.92,137.05,344.3,76.74,258.72,333.5,39.36,54.83,64.38,136.66,8.13,223.31,50.55,7.58,154.2,145.11
1.31,124.78,10.74,111.95,7.61,3.96,2.89,136.39,340.1,76.43,255.55,331.76,39.02,54.67,63.81,135.59,8.12,221.69,50.2,7.64,154.65,144.07
1.32,128.29,10.99,112.44,7.67,3.99,2.86,137.07,340.84,76.25,254,333.23,38.62,53.9,63.39,135.51,7.98,222.56,49.4,7.68,154.15,144.68
1.32,128.12,10.94,112.02,7.69,3.95,2.86,135.75,338.71,75.73,254.24,331.56,37.96,53.07,63.53,137.25,8.04,222.64,50.45,7.69,157.2,145.21
1.31,129.62,10.86,111.98,7.64,3.91,2.84,135.27,344.93,75.03,253.99,335.25,37.4,54.64,63.33,137.25,8.01,223.93,51,7.67,145.6,143.85
1.31,133.66,10.92,111.81,7.69,3.96,2.86,132.74,347.62,75.01,256.54,335.63,38.36,55.15,64.32,137.58,7.79,225.38,50,7.64,151.55,144.13
1.31,132.56,10.84,111.86,7.65,3.91,2.86,130.67,347.23,74.91,255.67,335.54,38.8,55.23,66.23,138.82,7.89,223.76,50.5,7.59,150.45,144.94
1.34,129.91,10.63,111.72,7.52,3.86,2.84,129.29,338.75,73.24,249.15,327.02,38.56,54.59,65.26,135.79,7.73,218.38,49.65,7.54,147.85,140.63
1.33,127.89,10.84,110.94,7.43,3.77,2.87,126.08,345.87,72.16,254.11,336.32,37.91,53.54,65.27,133.79,7.56,218.78,49.45,7.48,146.8,137.21
1.31,131.98,10.77,111.17,7.36,3.8,2.87,124.87,355.23,74.71,262.3,343.93,38.72,55.65,67.35,138.2,7.38,223.54,49.25,7.43,148.1,140.71
1.33,131.7,10.98,112.6,7.54,3.83,2.84,123.63,349.45,73.88,254.79,338.85,38.64,54.41,65.56,134.49,7.5,221.12,49.25,7.38,149.05,138.18
1.33,130.77,10.84,114.51,7.56,3.83,2.84,120.96,344.64,73.4,253.18,335.31,37.92,54.15,64.5,131.56,7.6,217.39,50.25,7.34,148.8,137.22
1.33,132.85,10.82,114.33,7.64,3.82,2.85,121.16,349.04,74.23,257.76,337.97,39.32,55.46,63.53,135.12,7.93,220.89,52.5,7.31,151.4,138.41
1.33,134.75,10.82,114.42,7.65,3.83,2.87,124.29,348.6,73.56,255.25,335.93,39.02,54.72,62.57,133.47,8.13,220.36,53.1,7.28,150.26,137.22
1.34,135.19,10.75,114.91,7.6,3.82,2.85,122.97,345.27,72.82,253.41,332.66,39.48,53.93,62.61,131.36,8.25,218.85,53.65,7.26,148.95,136.32
1.33,133.77,10.58,114.95,7.54,3.75,2.81,120.62,345.94,73.64,259.13,334.64,42.41,55.35,63.74,134.56,8.34,220.32,55.4,7.24,151.45,138.09
1.32,131.98,10.48,114.21,7.58,3.67,2.7,118.41,353.41,74.18,259.91,341.74,41.98,56.58,63.94,136.16,8.23,218.49,55.3,7.22,152.75,138.65
1.35,134.29,10.87,114.24,7.84,3.79,2.65,118.81,360.01,74.16,261.04,346.47,42.87,57.39,65.23,138.98,8.43,221.3,56.35,7.2,154.9,140.17
1.35,133.83,10.92,115.55,7.9,3.8,2.66,119.73,351.71,72.4,256.24,334.87,41.85,57.04,64.59,134.31,8.25,215.7,54.95,7.18,151.4,136.64
1.32,135.5,10.88,116.88,7.92,3.85,2.58,118.26,347.54,72.1,257.05,335.91,41.31,57.43,64.85,134.58,8.06,214.97,54.15,7.16,151.65,136.77
1.31,137.17,10.99,117.17,7.91,3.89,2.53,116.43,346.67,72.52,254.83,339.33,42.1,58.22,65.36,136.85,8.04,214.51,54.25,7.13,154.4,139.45
1.3,135.56,10.77,117.28,7.84,3.88,2.48,120.88,346.7,72.22,254.46,339.5,42.78,58.53,65.87,136.46,8,216.36,54.2,7.1,153.65,138.18
1.25,135.9,10.9,116.76,7.78,3.86,2.48,123.58,352.11,72.7,257.21,342.76,43.1,59.25,66,137.49,8.33,218.27,55.1,7.05,154.8,140.26
1.23,128.81,10.83,117.05,7.8,3.8,2.47,126.05,350.6,72.41,256.7,342.65,42.8,58.89,66.57,137.51,8.36,218.4,55,6.98,154,139.9
1.29,129.56,11,117.28,7.87,3.85,2.52,127.54,351.89,73.04,258.69,345.84,42.97,59.64,67.53,139.46,8.33,218.47,54.9,6.91,155.4,140.55
1.29,130.14,11.07,118.61,7.89,3.77,2.46,127.14,355.02,73.48,261.06,349.24,43,60.56,69.37,140.5,8.49,221.4,55.45,6.84,157.4,142.36
1.29,131,11.26,119.47,7.89,3.81,2.52,127.87,357.75,73.61,263.8,351.25,42.74,61.42,69.95,140.44,8.69,225.54,56.2,6.77,159.35,143.05
1.29,130.77,11.44,118.95,7.78,3.84,2.49,129.06,358.08,73.05,265.67,353.35,42.99,61.15,70.64,142.03,8.59,224.97,56,6.71,158.85,142.08
1.32,130.54,11.45,119.3,7.9,3.8,2.48,128.77,355.89,72.59,263.56,352.09,42.7,60.92,70.96,142.04,8.56,223.3,56.3,6.67,159,144.12
1.31,131.87,11.52,119.7,7.95,3.74,2.47,126.48,356.17,72.82,264.91,358.53,42.74,60.98,70.8,141.11,8.75,225.96,56.7,6.64,159.35,142.3
1.31,128.75,11.34,120.39,8.12,3.75,2.43,125.5,341.28,72.04,255.78,336.62,42.81,60.33,69.31,135.51,8.69,221.94,56.45,6.64,156.85,140.92
1.3,126.68,11.14,117.91,8.06,3.7,2.36,124.61,332.81,71.63,252.5,329.38,43.01,59.82,68.9,134.19,8.69,214.61,56.55,6.64,154.4,140.79
1.28,127.66,11.08,119.07,8.03,3.72,2.33,123.89,334,72.45,251.5,330.41,42.74,60.26,69.16,131.87,8.54,211.77,56.55,6.66,155.45,140.57
1.28,126.1,10.96,120.22,8.06,3.71,2.49,122.63,321.95,72.23,245.79,322.03,41.62,59.75,68.35,131.48,8.56,203.7,56.5,6.68,153.35,140.68
1.3,125.64,11.09,121.09,8.03,3.71,2.34,119.64,322.03,70.87,243.26,320.86,41.98,59.09,67.82,128.12,8.45,201.39,55.25,6.7,151,138.52
1.29,127.44,11.24,120.24,8.04,3.71,2.3,120.91,307.29,70.17,234.67,308.36,41.51,57.94,66.94,126.62,8.45,197.33,55.85,6.7,149.95,138.34
1.3,128.35,11.28,121.43,8.05,3.7,2.33,119.41,307.16,69.89,231.77,305.7,42,57.36,66.54,126.49,8.47,195.73,56,6.69,147.55,136.89
1.3,127.83,11.22,126.04,8.05,3.67,2.31,118.75,315.68,69.41,206.86,309.8,41.45,54.36,66.31,125,8.19,194.99,56.55,6.67,152.6,137.29
1.29,132.91,11.2,125.58,8.06,3.69,2.29,120.33,313.96,70.51,210.65,311.44,44.55,52.47,66.5,123.14,8.3,195.07,58.15,6.64,156.05,137.79
1.29,134.58,11.13,127.03,8.03,3.73,2.26,119.47,317.15,71.3,215.85,317.7,44.93,52.49,67.67,126.42,8.2,196.47,58.1,6.61,158,138.03
1.3,134.81,11.14,127.03,8.02,3.73,2.15,117.69,329.2,71.83,221.82,324.18,44.67,53.15,66.59,128.74,8.29,199.59,57.65,6.59,160.15,138.11
1.29,133.25,11.47,128.06,8.07,3.67,2.17,118.23,327.51,72.61,221.54,326.08,54.62,53.29,66.5,131.84,8.32,201.02,60.35,6.58,160.75,139.46
1.29,130.66,11.08,128.12,8.13,3.65,2.18,116.89,326.48,73.2,222.55,324.47,55.46,54.05,67.48,133.67,8.52,201.66,60.45,6.59,162,141.02
1.28,129.85,11.1,127.66,8.33,3.7,2.16,115.65,325.28,73.42,220.29,324.04,57.27,54.1,67.63,134.66,8.67,203.92,61.05,6.62,163.9,141.11
1.28,128.87,10.88,127.83,8.29,3.65,2.19,116.74,318.7,73.73,218.47,319.16,57.01,52.26,67.52,131.85,8.63,203.12,59.3,6.67,163.3,141.05
1.3,128.24,10.88,127.72,8.37,3.72,2.18,116.05,319.96,73.44,218.4,319.64,54.55,52.09,67.77,131.71,8.69,201.65,59.15,6.72,162.5,141.08
1.3,130.25,10.65,128.12,8.39,3.71,2.21,115.25,321.15,73.6,220.59,319.37,54.33,52.58,68.36,131.68,8.77,200.5,59.4,6.77,163.95,141.26
1.31,131.12,10.68,127.54,8.45,3.71,2.26,116.43,324.54,73.5,220.87,320.37,57.12,52.85,68.38,131.91,8.82,201.72,60,6.82,164.3,140.85
1.32,131.29,10.44,126.85,8.52,3.79,2.23,116.04,329.08,73.86,221.7,320.52,57.93,53.8,68.46,131.92,8.82,202.56,59.9,6.86,164.3,142.03
1.34,132.1,10.19,127.31,8.6,3.81,2.21,115.65,331.36,75.53,222.77,324.28,59.65,53.6,68.62,133.92,8.96,205.8,60.35,6.88,165.25,144.13
1.34,132.1,10.31,126.1,8.49,3.82,2.2,116.66,324.43,75.42,220.75,317.22,61.73,52.91,68,131.13,9.02,204.43,60.9,6.88,163.25,144.6
1.34,130.14,10.15,125.81,8.49,3.77,2.2,115.56,328.2,75.25,222.54,325.31,59.8,53.48,68.04,131.81,9.16,205.61,61.55,6.87,163.5,144.88
1.34,128.64,10.18,124.43,8.48,3.75,2.2,115.85,332.69,75.14,227.52,326.52,62.09,53.67,68.11,132.24,9.59,208.73,62.7,6.86,163.25,144.66
1.34,128.93,10.4,126.1,8.45,3.73,2.2,115.51,331.88,74.92,224.82,320.86,63.02,53.37,67.83,130.67,9.62,208.11,63.15,6.84,163.5,144.22
