"A.TWEX.PA.","B.ABI.PA.","H.HB.PA.","F.RCD.PA.","I.CPR.PA.","DGE.PA.","K.BBCA.PA.","K.CHRE.PA.","DK.CAB.PA.","DK.RBR.PA.","CN.KCM.PA.","CN.YWU.PA.","CN.JYB.PA.","CN.TTB.PA.","IN.MLC.PA.","IN.UBB.PA.","MX.BEC.PA.","BR.AVS.PA.","CL.CVZ.PA.","U.STZ.PA.","U.BF.B.PA.","U.TAP.PA.","U.SAM.PA."
7.09,44.37,84.97,157.12,7.93,35.92,2.85,4.82,128.14,76.65,1324.48,141.84,102.41,56.99,7.74,13.82,3.82,3.11,8.51,163.85,62.08,38.23,469.64
7.3,44.57,85.13,153.72,7.99,35.63,2.84,4.86,128.14,76.95,1338.06,143.27,103.75,57.35,7.04,12.98,3.87,3.16,8.42,163.02,63.25,37.45,486.57
7.24,44.94,85.06,153.32,8.1,36.3,2.79,5.07,130.65,78.46,1353.96,144.04,104.24,57.57,7.09,12.82,3.93,3.13,8.49,165.51,64.6,37.68,487.93
7.31,45.6,85.48,155.51,8.11,36.49,2.72,5,128.55,78.93,1366.51,147.8,103.63,57.8,7.19,12.45,3.93,3.05,8.39,164.94,64.69,37.61,476.99
7.27,46.1,86.51,157.64,8.31,36.65,2.87,5.16,128.3,79.47,1369.19,148.84,103.96,57.7,7.15,12.7,4.04,3.18,8.13,166.06,65.94,38.93,483.13
7.6,45.87,87.18,155.74,8.32,37.19,2.99,5.08,130.25,80.2,1377.93,147.75,102.43,57.07,7.04,12.62,4,3.16,7.94,163.31,66.8,38.55,482.3
7.43,44.78,87.44,154.47,8.46,37.88,2.94,5.02,131.21,80.45,1388.33,148.83,100.89,58.26,7.2,12.9,3.97,3.1,8,160.58,66.75,37.69,486.52
7.24,42.67,85.98,149.45,8.31,37.07,3.04,5.2,127.62,78.62,1391.4,152.06,102.67,61.93,7.31,13.12,3.97,2.98,7.69,155.32,65.95,36.22,484.9
7.14,41.28,82.68,145.19,8.03,35.42,2.94,5.21,124.8,75.66,1381.66,152.39,101.91,62.91,7.72,13.39,3.88,3.1,7.72,157.96,65.56,36.27,503.63
7.21,42.67,83.63,146.69,8,36.04,2.98,5.23,124.99,76.9,1367.5,151.26,99.58,63.2,7.66,13.02,4.03,3.1,7.91,158.51,66.43,36.38,499.53
7.21,45.16,87.67,152.05,8.29,37.33,2.89,5.19,128.64,79.18,1402.29,157.47,104.73,63.79,7.74,12.55,4.12,3.2,8.04,168.51,67.59,38.55,498.05
7.41,43.9,87.55,152.91,7.79,37.31,2.85,5.25,128.98,79.83,1402.03,157.72,108.65,63.22,7.96,12.48,4.1,3.15,8.04,168.82,67.07,37.83,519.48
7.26,44.26,88.36,154.53,7.97,37.36,2.78,5.25,130.4,79.39,1407.08,157.12,106.48,63.34,8.19,12.48,3.77,3.21,8.01,172.58,68.69,37.88,524.41
7.23,43.27,88.34,154.59,7.81,37.13,2.76,5.13,130.53,78.67,1422.86,157.98,104.88,62.37,8.65,13.23,3.81,3.14,7.89,171,65.72,36.8,514.58
7.12,43.23,88.06,153.38,7.96,37.22,2.59,4.96,130.33,78.61,1383.44,150.24,101.88,61.01,8.39,13.02,3.78,3.11,7.84,172.31,64.78,36.84,520.3
7.08,44.3,89.77,157.58,7.98,37.32,2.68,5.08,132.45,80.26,1419.47,153.13,106.77,62.08,8.24,13.03,3.92,3.25,7.99,174.14,63.61,36.06,523.83
7.21,46.68,91.36,159.95,8.05,37.57,2.71,5.19,136.13,82.36,1414.39,153.96,108.76,63.58,8.29,13.24,3.95,3.31,8.16,176.65,63.55,36.75,528.57
7.13,48.89,96.25,162.54,8.01,38.33,2.73,5.08,134.61,80.54,1393.83,152.23,108.84,63.62,8.24,13.28,3.96,3.54,8.29,179.26,65.82,39.75,539.08
7.31,50.02,96.96,165.37,8.53,38.81,2.73,5.14,137.99,84.1,1399.79,152.24,108.59,64.5,8.05,13.49,3.97,3.39,8.35,175.44,66,38.36,543.48
7.09,48.38,95.16,161.62,8.42,36.75,2.79,5.26,134.52,82.95,1423.39,154.35,109.89,65.92,8.41,13.61,4.07,3.3,8.39,172.7,66.03,37.95,564.73
7.15,50.65,96.85,163.52,8.29,37.45,2.85,5.48,134.33,81.29,1478.42,165.18,111.71,67.06,8.42,13.84,4.12,3.34,8.42,173.32,65.53,37.98,569.27
7.37,51.54,97.01,164.45,8.49,37.03,2.96,5.75,137.62,82.71,1469.27,165.37,109.54,64.35,8.18,13.77,4.31,3.43,8.48,173.01,65.35,39.32,568.34
7.64,55.53,99.27,167.79,8.48,38.01,3.18,5.67,139.91,86.67,1457.38,164.82,109.15,65.93,8.18,13.38,4.31,3.51,8.56,174.82,65.83,40.55,555.93
7.76,56.24,99.2,169.58,8.53,37.87,3.27,5.86,139.66,86.54,1466.43,165.45,110.4,70.1,8.27,13.48,4.23,3.54,8.64,175.73,65.43,42.31,529.93
7.86,59.01,99.91,169.23,8.53,38.09,3.19,5.77,142.59,86.29,1484.15,166.74,113.84,68.26,8.38,14.56,4.26,3.71,8.71,181.42,67.43,42.4,523.02
8.07,58.47,100.07,170.33,8.53,37.9,3.18,5.61,143.87,85.06,1464.48,167.28,116.13,67.17,8.53,14.61,4.19,3.86,8.76,185.93,68.02,43.38,515.03
8.37,56.38,98.99,169.17,8.52,37.36,3.26,5.69,139.91,82.49,1475.35,169.37,117.4,67.13,8.68,14.34,4.21,3.79,8.76,183.45,69.19,41.75,534.24
8.52,54.88,98.09,169.17,8.58,37.7,3.16,5.75,139.07,83.51,1482.98,169.3,117.43,67.69,8.7,14.46,4.19,3.69,8.71,180.55,68.4,39.48,524.57
8.16,50.57,93.82,164.16,8.43,36.44,3.07,5.64,135.14,80.54,1458.62,166.71,114.61,65.37,8.47,14.23,4.12,3.63,8.61,168.67,65.65,36.55,509.61
7.97,52.14,93.96,165.71,8.6,36.51,3.03,5.6,134.71,79.7,1475.3,168.2,115.33,67.03,8.81,14.48,4.26,3.59,8.55,170.29,65.29,38.06,515.01
7.74,50.99,93.62,162.2,8.45,35.79,2.86,5.41,132.76,79.89,1440.48,163.54,110.04,66.43,8.74,14.4,4.27,3.55,8.62,173.7,65.84,38.29,552.82
8.19,53.79,96.92,167.16,8.73,37.25,2.95,5.46,136.53,82.21,1462.17,164.23,111.96,67.48,8.61,14.32,4.27,3.51,8.84,177.59,66.16,39.82,541.98
8.13,53.21,97.35,166.23,8.76,37.3,2.93,5.56,138.76,85.99,1463.33,162.35,109.93,67.18,8.61,14.27,4.19,3.65,8.92,178.72,67.12,38.78,536.78
8.03,53.17,97.05,165.25,8.82,36.85,2.94,5.6,139.22,87.1,1471.66,164.94,110.91,68.73,8.73,14.44,4.5,3.61,8.94,184.25,66.79,39.09,533.9
7.88,52.84,99.87,164.62,9,38.09,2.98,5.67,139.29,88.52,1499.63,172.44,112.79,73.22,8.8,14.55,4.53,3.66,9.04,181.29,65.32,38,533.79
7.72,51.84,97.79,163.35,8.88,36.74,2.9,5.6,137.55,86.26,1499.25,169.77,110.52,71.76,9.12,14.77,4.57,3.73,9.1,179.73,65.71,37.97,535.93
7.57,53.39,99.18,164.62,9.06,36.8,2.96,5.66,140.18,88.12,1535.72,174.95,114.31,75.73,8.89,14.85,4.55,3.68,9.12,180.46,65.12,37.99,535.51
7.96,50.68,96.02,160.7,8.82,35.52,2.91,5.59,135.88,85.52,1521.31,175.61,109.71,75.2,8.68,14.92,4.56,3.62,9.07,171.71,63.82,36.51,530.49
7.83,50.88,95.88,161.68,8.53,35.27,2.89,5.55,135.39,85.46,1512.47,173.99,107.05,73.39,8.6,15,4.63,3.75,8.96,173.39,63.34,35.58,533.61
7.72,49.98,96.36,161.56,8.68,35.46,2.87,5.55,136.04,85.8,1518.91,174.12,107.81,72.96,8.45,14.54,4.7,3.69,8.92,169.12,61.03,34.43,563.71
7.43,50.28,94.72,161.33,8.68,35.48,2.83,5.51,134.33,85.27,1523.9,174.45,108.84,74.93,8.32,14.4,4.73,3.77,8.79,174.17,63.24,35.42,548.01
7.71,50.59,94.79,161.51,8.66,35.23,2.89,5.55,136.1,85.49,1523.6,178.23,109.51,79.68,8.44,14.8,4.71,3.75,8.68,174.42,63.66,34.36,536.65
7.82,50.08,94.06,162.14,8.77,35.43,2.92,5.74,135.26,86.02,1556.46,189.54,115.53,83.72,8.55,14.67,4.78,3.79,8.74,185.88,64.54,35.07,555.69
8.01,51.68,95.25,165.89,9.02,36.01,2.9,5.96,136.72,87.16,1608.09,197.36,121.76,82.11,8.49,15.04,4.74,3.74,8.91,185.81,64.43,35.35,556.99
8.1,51.77,95.23,164.27,8.91,35.33,2.91,6.02,137.34,87.6,1605.79,196.55,129.29,81.81,8.39,14.81,4.71,3.74,9.07,186.44,64.63,35.8,548.74
8.19,53.64,96.48,165.71,9.11,36.23,2.99,5.87,137.21,87.84,1666.41,200.83,138.52,80.48,8.4,15.08,4.65,3.8,9.13,186.5,64.72,35.68,554.89
8.34,53.74,96.41,163.52,9.16,35.86,2.98,5.9,137.15,87.69,1758.59,210.27,140.5,82.94,8.45,14.95,4.62,3.82,9.06,182.5,64.19,34.67,581.66
8.28,53.29,96.52,162.6,9.2,36.1,3.05,5.94,136.44,87.75,1751.26,211.81,138.73,81.64,8.85,15.18,4.46,3.89,8.82,183.51,64.05,34.75,588.15
8.11,52.2,95.81,162.02,9.37,35.48,3.05,5.93,135.36,90.04,1776.81,212.19,139.58,81.25,8.93,15.26,4.51,3.87,8.46,182.48,63.3,33.26,593.63
7.79,54.43,97.49,162.95,9.4,36.27,2.96,5.84,143.28,93.17,1785.03,215.59,139.65,81.5,9.11,14.66,4.43,3.93,8.51,184.93,64.8,34.66,603.67
8.05,54.25,98.11,163.75,9.34,36.55,3.05,6.12,144.42,93.79,1855.97,227.27,143.73,84.21,8.98,14.39,4.33,3.7,8.67,179.81,64.68,34.32,589.64
8.34,53.39,97.49,162.26,9.25,36.45,3.15,6.21,143.77,93.51,1835.14,230.07,143.82,86.39,8.8,14.31,4.32,3.68,8.75,179.26,66.22,35.09,622.52
8.19,54.75,100.1,163.12,9.46,37.38,3.11,6.39,146.93,94.68,1825.3,233.26,149.36,90.19,8.55,14.32,4.31,3.79,8.46,182.63,66.24,35.78,640.4
8.23,54.62,97.93,161.79,9.45,36.96,2.95,6.16,146.96,94.56,1681.26,209.93,134.42,81.57,8.66,13.95,4.3,3.71,8.39,181.28,66.72,36.07,630.97
8.23,54.18,96.71,160.53,9.35,37,3.04,6.49,145.17,94.99,1717.34,213.93,133.78,84.9,8.62,14.07,4.32,3.74,8.53,180.62,67.48,36.1,643.95
8.1,54.2,97.26,161.45,9.43,36.7,3.07,6.28,144.64,96.26,1705.99,210.05,133.52,83.42,8.55,14.07,4.28,3.73,8.61,177.64,66.27,35.02,650.79
8.16,56.1,97.98,164.91,9.53,37.03,3.15,6.44,146.03,98.46,1737.24,214.12,139,85.16,8.46,14.04,4.39,3.88,8.48,180.7,67.13,35.86,654.29
8.38,54.26,96.41,162.02,9.4,36.51,3.02,6.37,145.82,97.69,1748.69,217.58,141.11,87.06,8.52,14.13,4.39,3.89,8.32,179.49,67.53,35.8,664.13
8.32,54.69,96.8,165.95,9.58,37.49,3.1,6.8,146.5,99.42,1746.61,218.8,140.93,88.57,8.71,14.27,4.62,3.81,8.32,179,68.5,36.55,658.2
8.16,54.17,95.58,166.35,9.42,36.73,3.05,6.64,144.64,96.73,1661.61,209.75,135.57,83.7,8.51,14.27,4.58,3.94,8.45,179.86,68.03,36.49,828.34
8.03,52.9,94.93,166.23,9.36,36.57,3.08,6.86,144.58,99.08,1689.94,212.57,140.08,83.83,8.51,14.03,4.98,4.04,8.56,178.9,68.9,36.16,814.19
8.1,54.74,96.98,167.16,9.87,37.32,3.25,6.93,144.98,99.33,1739.33,222.89,141.19,86.82,8.4,13.83,4.88,3.99,8.55,179.56,68.37,36.33,817.83
8.11,55.12,98.62,171.6,10.07,37.79,3.28,6.91,146.22,100.72,1741.63,223.9,140.82,87.54,8.24,13.69,4.67,4.01,8.47,181.62,69.23,36.74,816.49
8.25,55.87,96.5,170.96,9.81,37.57,3.44,6.93,146.53,99.7,1749.74,225.3,142.3,88.09,8.2,13.66,4.59,3.85,8.38,180.92,69.22,37.45,797.11
7.97,53.19,94.84,168.37,9.82,36.79,3.6,6.93,143.65,98.96,1748.69,226.54,140.67,86.45,8.29,13.63,4.82,3.67,8.29,178.22,69.34,37.52,811.02
7.97,53.42,92.92,173.1,9.89,37.84,3.55,6.93,143.99,98.58,1737.31,226.77,139.87,85.77,8.18,13.47,4.75,3.62,8.28,173.29,69.06,36.81,817.23
8.1,54.87,91.77,171.02,9.83,35.75,3.45,6.94,143.22,97.84,1739.31,224.77,140.21,84.41,8.2,13.45,4.72,3.54,8.34,171.7,68.4,36.76,829.76
7.84,54.46,90.53,169.12,9.91,34.45,3.49,6.99,143.96,98.99,1737.24,226.51,139.35,84.48,8.33,13.67,4.67,3.48,8.16,173.47,67.54,36.53,842.74
7.9,53.14,88.47,166.87,9.73,33.84,3.44,6.96,141.61,98.43,1705.97,219.78,136.64,82.08,8.29,13.66,4.68,3.5,8.12,171.17,67.63,36.57,844.76
8,52.78,88.36,166.12,9.8,33.72,3.37,6.89,141.7,98.58,1698.79,215.86,136.73,80.14,8.38,13.78,4.61,3.52,8.31,172.34,68.72,37.27,825.76
8.14,53.35,89.19,165.89,9.83,33.73,3.35,6.76,140.09,96.51,1701.82,214.5,135.76,80.03,8.49,13.77,4.56,3.5,8.3,171.57,69.4,37.91,794.41
8.19,55.35,90.71,166.23,9.87,33.76,3.5,6.85,142.29,98.86,1710.72,217.68,135.47,79.88,8.33,13.82,4.6,3.55,8.16,172.91,69.64,38.23,797.84
8.38,55.62,91.75,167.33,10.07,34.98,3.53,6.64,145.63,99.64,1694.51,215.04,132.68,77.81,8.31,13.72,4.66,3.56,8.08,175.51,71.24,38.44,818.98
9.41,55.3,91.56,168.83,10.07,34.81,3.51,6.69,137.96,99.02,1702.87,215.49,133.54,77.72,8.45,14.09,4.7,3.5,8.07,176.65,71.51,37.81,844.81
9.43,55.09,89.93,164.91,9.91,34.2,3.57,6.76,136.84,96.85,1729.95,221.74,136.26,78.01,8.32,13.74,4.55,3.5,8.09,176.11,71.18,37.68,818.48
9.13,54.66,89.9,170.21,9.92,34.62,3.51,6.94,135.45,97.44,1760.15,229.13,137.54,80.4,8.36,13.89,4.38,3.4,8.09,173.8,72.07,37.75,836.68
7.75,55.16,89.95,167.73,9.85,34.54,3.53,6.98,134.89,95.3,1776.81,229.74,136.34,82.75,8.41,14.32,4.45,3.46,8.04,178.12,72.49,37.77,844.19
7.15,56.37,90.62,169.75,9.97,34.72,3.59,6.91,138.33,104.65,1757.03,231.42,136.02,83.96,8.43,14.49,4.56,3.4,7.98,180,72.75,37.86,846.18
7.21,55.01,89.77,167.62,9.89,34.12,3.45,6.7,135.94,103.69,1733.08,225.43,132.81,80.61,8.33,14.63,4.43,3.41,7.91,178.4,72.31,37.17,853.78
7.26,54.25,88.89,165.6,9.83,34.02,3.48,6.74,134.4,102.76,1746.45,227.47,135.31,85.4,8.33,14.83,4.28,3.43,7.89,179.3,72.1,36.81,883.35
7.15,56.05,91.24,169.29,10.02,34.5,3.55,6.82,136.69,103.51,1766.76,234.34,137.45,85.42,8.3,15.06,4.34,3.4,7.93,181.5,72.83,38.04,891.87
7.07,56.33,90.66,169.52,9.96,34.16,3.52,6.53,138.92,103.23,1798.7,245.39,141.84,85.61,8.25,15.11,4.37,3.37,7.84,180.19,72.5,37.63,876.29
7.15,57.59,90.83,170.27,10.07,33.47,3.46,6.6,137.96,104.77,1798.69,246.47,137.79,86.02,8.2,15.04,4.33,3.36,7.77,181.4,72.79,37.51,882.93
6.88,57.89,91.2,169.46,9.92,33.39,3.44,6.65,137.37,104.43,1802.85,247.97,137.52,91.27,8.13,14.98,4.37,3.35,7.77,182.66,72.91,37.58,891.31
6.84,57.23,90.46,167.79,9.77,32.97,3.44,6.78,134.98,102.61,1829.93,250.49,147.53,94.79,8.35,14.87,4.4,3.37,7.78,185.49,73.6,37.9,878.61
6.8,56.28,89.53,165.95,9.91,32.12,3.35,6.51,135.76,100.97,1861.13,249.96,146.96,91.03,7.78,14.48,4.54,3.26,7.59,184.48,73.17,37.64,882.38
6.77,55.86,87.6,163.58,10.13,32.05,3.28,6.46,133.81,101.8,1876.78,246.06,145.42,89.88,8.02,14.46,4.57,3.34,7.27,185.96,72.74,37.02,881.44
6.8,57.69,89.12,167.33,10.48,33.23,3.37,6.56,134.64,103.01,1869.6,245.64,143.92,87.96,8.14,15.47,4.53,3.37,7.38,188.05,79.89,37.92,856.62
6.97,57.93,90.46,168.02,10.25,33.15,3.32,6.52,137,103.63,1867.43,248.55,154.22,88.89,8.28,16.47,4.52,3.33,7.59,190.63,79.35,38.01,813.84
6.66,56.77,88.54,163,10.13,32.8,3.25,6.43,135.11,101.52,1843.47,239.79,150.83,84.89,8.12,16.09,4.5,3.33,7.55,191.52,80.12,38.32,810.39
6.64,56.9,88.2,164.68,10.41,33.41,3.18,6.22,136.1,103.01,1795.04,236.31,149.72,81.65,7.99,15.83,4.56,3.3,7.57,189.14,79.25,38.08,802.26
6.74,54.98,88.1,162.2,10.35,34.16,3.23,6.28,133.99,100.91,1782.44,231.15,142.7,80.21,7.82,15.48,4.37,3.27,7.67,187.77,78.96,37.77,792.14
6.65,55.74,88.82,163.75,10.45,34.75,3.23,6.23,133.59,100.75,1758.07,226.02,138.36,78.1,7.88,15.51,4.35,3.26,7.7,189.93,81.16,37.53,801.12
6.66,56.09,89.37,164.27,10.41,34.61,3.14,6.27,134.55,100.66,1776.61,232.48,139.39,78.4,7.85,15.18,4.5,3.26,7.61,188.73,79.57,35.61,831.31
6.64,54.97,89.33,164.22,10.53,34.58,3.22,6.32,132.35,101.71,1804.94,237.34,141.86,79.96,7.78,15.11,4.54,3.18,7.61,188.87,79.35,35.1,852.91
6.66,54.95,89.72,164.22,10.53,34.56,3.26,6.41,133.41,100.66,1839.4,239.64,142.43,81.22,7.78,15.01,4.47,3.32,7.62,195.31,79.47,35.01,866.98
6.64,55.34,89.95,164.68,10.68,34.93,3.18,6.55,133.9,100.94,1834.1,239.9,142.97,82.12,7.73,14.97,4.48,3.41,7.54,196.59,78.95,34.3,875.54
6.65,55.81,89.63,163.29,10.77,34.56,3.24,6.58,134.67,101.71,1797.59,235.4,140.79,81.93,7.83,14.73,4.47,3.32,7.47,193.21,77.94,34.56,859.38
6.58,56.52,90.36,161.45,10.8,34.28,3.15,6.49,137.49,103.04,1739.87,231.93,137.44,79.15,7.86,14.88,4.49,3.48,7.5,192.26,77.25,35.06,881.17
6.53,56.1,91.22,159.78,10.82,33.75,3.14,6.41,134.43,100.63,1765.36,239.06,139.12,79.37,7.76,14.53,4.57,3.38,7.45,187.84,76.35,34.32,880.6
6.51,53.17,87.85,157.41,10.57,32.66,3.05,6.32,129.17,99.67,1736.02,234.25,137.25,78.03,7.36,13.9,4.5,3.36,7.39,185.07,75.83,33.59,881.61
6.51,53.3,87.32,156.2,10.68,32.81,2.96,6.16,130.09,99.67,1734.83,232.16,135.53,77.38,7.34,13.77,4.56,3.38,7.38,188.55,76.14,33.74,913.36
6.53,52.7,87.34,156.37,10.78,33,2.98,6.17,130.19,99.11,1718.48,228.42,134.57,77.24,7.29,13.77,4.5,3.29,7.39,186.64,75.36,33.1,898.13
6.66,51.68,86.7,155.62,10.81,32.96,2.98,6.07,130.4,99.39,1697.66,225.31,130.2,75.42,7.06,13.09,4.71,3.36,7.33,181.95,74.79,33.04,869.97
6.64,51.96,86.17,152.68,10.52,33.13,2.96,6.03,130.06,99.82,1703.07,226.22,131.09,76.56,7.29,13.59,4.64,3.39,7.34,181.82,74.46,32.66,877.17
6.51,53.97,89.1,156.84,10.85,35.14,2.93,6.03,132.88,102.98,1729.95,229.28,131.28,74.47,7.53,13.81,4.62,3.3,7.39,185.54,75.64,33.58,898.61
6.63,53.43,88.27,156.78,10.77,34.73,2.91,5.99,131.83,105.86,1723.7,228.87,130.5,75.08,7.29,13.56,4.69,3.26,7.42,187.53,75.24,33.54,882.23
6.65,53.32,87.69,157.01,10.75,34.81,2.89,6.08,132.91,101.68,1737.76,230.17,130.18,78.23,7.35,13.75,4.77,3.32,7.4,189.58,75.31,33.56,883.92
6.58,52.82,87.48,156.37,10.81,35.09,2.84,6.15,134.18,102.17,1742.74,227.63,127.92,80.49,7.44,13.72,4.74,3.36,7.34,184.61,75.48,32.79,873.31
6.44,52.83,87.69,155.34,10.8,35.25,2.82,6.17,134.49,101.52,1732.85,223.82,124.13,81.39,7.46,13.59,4.8,3.32,7.28,185.61,75.64,34.04,880.11
6.62,53.96,88.2,157.3,10.78,35.23,2.92,6.17,136.1,100.94,1716.84,220.4,120.22,81.29,7.48,13.67,4.6,3.38,7.21,183.67,76.41,34.95,885.74
6.58,56.29,88.82,155.86,10.69,35.2,3.13,6.21,135.91,101.9,1703.44,219.17,117.59,80.52,7.51,13.91,4.64,3.53,7.17,180.73,76.19,34.92,896.5
6.7,57.29,91.93,157.93,10.74,35.44,3.15,6.3,134.24,100.78,1701.42,221.93,117.64,79.44,7.55,13.64,4.66,3.58,7.17,181.48,77.16,35.68,916.67
6.76,58.05,93.94,157.99,10.72,35.56,3.23,6.19,137.49,100.47,1719.53,230.45,121.79,78.39,7.44,13.8,4.78,3.61,7.33,185.15,77.98,36.8,921.52
6.73,58.25,93.32,159.31,10.8,35.46,3.32,6.03,137.62,101,1766.51,237.03,131.43,77.73,7.44,14.13,4.95,3.59,7.43,186.66,78.42,36.12,919.13
6.76,58.7,93.78,161.04,11,35.33,3.21,5.87,139.75,103.47,1823.28,251.78,146.05,78.22,7.56,13.81,4.94,3.59,7.44,187.05,78.98,35.65,948.56
6.78,57,93.16,162.66,11.03,35.48,3.11,5.84,139.13,102.21,1811.19,252.34,157.48,79.68,7.49,13.87,4.94,3.63,7.38,187.53,78.13,35.35,972.21
6.8,56.63,91.96,162.26,10.97,35.24,3.06,5.89,138.2,101.9,1800.79,249.35,159.14,77.24,7.46,13.86,4.87,3.66,7.28,183.12,77.48,35.42,963.56
6.86,53.95,90.11,159.2,10.82,34.52,3.01,5.94,135.82,100.32,1796.95,248.83,158.31,79.15,7.19,13.84,4.87,3.56,7.17,181.61,76.26,35.57,948.61
6.72,54.7,91.1,163.24,10.91,34.87,3.03,5.96,134.18,100.35,1786.19,246.71,159.75,78.57,7.27,13.93,4.89,3.51,7.07,181.48,75.95,35.4,946.84
6.72,55.98,90.92,164.39,10.79,34.5,3.08,5.93,135.17,99.95,1769.52,245.98,158.31,77.67,7.33,13.76,4.8,3.47,7,180.64,74.38,34.72,933.78
6.61,55.75,91.45,164.97,10.84,34.56,3.17,6.09,135.17,101.22,1805.98,250.98,164.68,78.86,7.32,13.76,4.77,3.54,6.94,180.34,74.51,34.71,915.38
6.64,54.09,90.16,162.54,10.51,33.64,3.18,6.11,130.31,97.87,1805.37,251.82,164.83,81.18,7.4,13.72,4.78,3.54,6.94,179.64,74.75,34.6,911.84
6.64,54.39,91.66,168.94,10.67,34.03,3.17,6.05,130.19,98.18,1814.83,251.77,174.79,81.98,7.36,13.7,4.72,3.59,6.93,178.45,75.19,35.31,918.09
6.58,55.95,93.59,170.62,10.68,34.53,3.16,6.03,131.89,99.85,1791.4,246.69,170.68,84.33,7.52,13.67,5.05,3.67,6.85,179.5,74.42,35.69,1091.11
6.69,55.19,93.29,169,10.48,34.16,3.13,6.09,130.74,98.89,1711.51,242.29,174.55,82.29,7.38,13.4,5,3.75,6.77,174.97,72.77,34.9,1046.1
6.58,54.22,92.49,166.93,10.63,34.2,3.1,6.18,129.57,98.99,1692.46,243.28,174.75,82.89,7.37,13.09,4.98,3.62,6.74,172.32,72.35,33.81,1079.04
6.64,52.19,89.4,161.45,10.34,33.3,3.05,6.3,127.65,96.42,1734.05,249.94,177.79,86.7,7.3,12.87,4.98,3.54,6.66,165.15,69.71,32.96,1060.37
6.67,52.46,88.38,159.83,10.16,32.82,2.98,6.51,127.37,96.66,1748.69,260.39,175.32,91.13,7.2,13,4.87,3.42,6.53,165.85,69.63,33.37,1057.16
6.72,51.47,87.94,159.6,10.34,32.82,2.92,6.17,125.14,96.7,1739.34,254.49,175.04,82.57,7.19,13.21,4.74,3.22,6.36,165.23,69.78,35.29,1041.33
6.77,51.82,88.47,161.51,10.16,32.96,2.8,5.97,126.26,97.19,1743.52,255.9,182.45,83.45,7.19,13.19,4.61,3.27,6.2,176.38,70.86,37.55,1040.35
6.58,53.64,89.7,164.27,10.28,33.59,2.89,6.04,128.14,98,1765.36,260.8,182.53,82.74,7.27,13.31,4.61,3.38,6.21,184.84,72.94,38.7,1003.8
6.37,53.99,91.47,168.25,10.48,34.79,2.86,6.1,131.83,101.59,1770.15,263.5,183.49,83.9,7.28,13.23,4.79,3.39,6.38,180.9,73.86,37.29,1024.67
5.88,55,94.93,170.1,10.62,34.91,2.94,6.25,133.34,102.52,1793.41,270.19,183.07,85.09,7.61,13.59,4.9,3.52,6.61,183.48,75.11,38.25,1025.24
6.41,54.97,93.76,170.21,10.7,34.71,2.89,6.26,132.79,103.04,1771.21,270.06,181.29,84,7.74,13.5,4.95,3.51,6.84,185.84,75.31,38.32,1062
6.61,61.23,104.11,182.72,11.04,38.12,2.92,6.53,142.01,105.95,1814.9,281.21,186.43,84.81,7.93,13.95,4.98,3.76,7.06,200.75,77.01,41.16,949.6
6.64,65.42,107.43,184.69,11.06,39.1,3.26,6.94,146.68,108.46,1817.43,284.12,189.37,87.38,8.05,15.04,4.95,4.02,7.27,200.64,78.75,42.81,917.64
6.9,65.55,105.4,185.55,11.38,38.98,3.12,6.8,149.35,109.91,1803.37,280.08,186.44,87.43,8.09,14.84,4.9,3.94,7.47,194.52,78.54,42.37,958.4
6.84,64.73,104.55,183.76,11.2,38.75,3.17,6.86,148.29,107.03,1806.81,278.76,187.34,90.15,7.94,14.61,4.94,3.86,7.66,194.91,77.83,42.21,956.61
6.75,64.07,104.27,183.07,11.1,38.14,3.17,6.91,146.47,106.88,1776.29,276,182.26,88.48,7.89,14.6,5.18,3.99,7.84,202.1,79.58,44.15,939.61
6.93,66.02,107.06,187.22,11.28,39.9,3.35,7.12,150.46,109.91,1802.02,284.33,187.39,90.23,7.89,14.61,5.2,4.06,7.94,206.33,81.2,44.93,948.09
7.32,65.16,106.46,185.67,11.26,39.35,3.25,6.93,149.13,109.32,1787.02,280.28,182.33,89.23,7.98,14.76,5.15,4.09,7.94,205.17,81.25,45.14,965.38
7.39,64.8,106.09,186.93,11.17,39.1,3.28,7.05,148.2,108.43,1763.95,274.67,185.95,88.36,8.02,14.71,5.22,3.92,7.87,203.75,79.19,43.54,918.84
7.24,63.65,104.06,185.55,11.05,39.13,3.46,7.41,146.96,106.91,1791.6,275.73,184.43,90.72,8.15,14.97,5.17,3.9,7.79,204.21,80.19,44.07,930.27
7.3,63.26,102.89,180.07,10.92,38.78,3.53,7.57,146.41,105.67,1791.37,279.61,185.31,94.93,8.17,15.57,5.09,3.81,7.77,200.59,79.84,43.56,938.3
7.33,64.04,103.19,180.01,11.02,38.34,3.74,7.84,145.17,103.23,1864.53,283.9,181.54,96.96,8.09,15.44,5.12,3.88,7.94,201.58,80.17,44.12,930.2
7.53,66.57,103.65,178.86,10.83,38.13,3.63,7.77,144.55,101.25,1836.75,283.07,194.2,97.92,8.04,15.28,4.97,3.91,8.23,207.83,81.82,47.05,894.27
7.74,65.7,102.73,179.09,10.99,38.68,3.51,7.48,143.99,99.64,1798.69,273.89,182.89,91.44,7.83,14.93,5.02,3.83,8.35,204.85,81.22,46.49,904.01
