"","A:ASBX(P)","A:ASBX(EPS)","A:ASBX(PA)","A:ASBX(PB)","D:RHM(P)","D:RHM(EPS)","D:RHM(PA)","D:RHM(PB)","I:LDO(P)","I:LDO(EPS)","I:LDO(PA)","I:LDO(PB)","F:CSF(P)","F:CSF(EPS)","F:CSF(PA)","F:CSF(PB)","BA.(P)","BA.(EPS)","BA.(PA)","BA.(PB)","IS:ESLT(P)","IS:ESLT(EPS)","IS:ESLT(PA)","IS:ESLT(PB)","RR.(P)","RR.(EPS)","RR.(PA)","RR.(PB)","TK:ASE(P)","TK:ASE(EPS)","TK:ASE(PA)","TK:ASE(PB)","U:NOC(P)","U:NOC(EPS)","U:NOC(PA)","U:NOC(PB)","U:RTX(P)","U:RTX(EPS)","U:RTX(PA)","U:RTX(PB)","U:HII(P)","U:HII(EPS)","U:HII(PA)","U:HII(PB)","U:LMT(P)","U:LMT(EPS)","U:LMT(PA)","U:LMT(PB)","@AXON(P)","@AXON(EPS)","@AXON(PA)","@AXON(PB)","@MANT(P)","@MANT(EPS)","@MANT(PA)","@MANT(PB)","U:BWXT(P)","U:BWXT(EPS)","U:BWXT(PA)","U:BWXT(PB)","U:CW(P)","U:CW(EPS)","U:CW(PA)","U:CW(PB)","@SWBI(P)","@SWBI(EPS)","@SWBI(PA)","@SWBI(PB)","U:GD(P)","U:GD(EPS)","U:GD(PA)","U:GD(PB)","U:RGR(P)","U:RGR(EPS)","U:RGR(PA)","U:RGR(PB)","@POWW(P)","@POWW(EPS)","@POWW(PA)","@POWW(PB)","U:CACI(P)","U:CACI(EPS)","U:CACI(PA)","U:CACI(PB)","@HON(P)","@HON(EPS)","@HON(PA)","@HON(PB)"
"08/28/20",2.55,0.18,2.56,2.55,92.23,0,92.23,91.61,6.73,1.06,6.73,6.73,78.39,3.41,78.42,78.39,682.48,55.95,682.74,682.48,595.27,8.3,596.84,595.27,108.68,0,108.72,108.68,3.11,0.31,3.11,3.11,344.75,14.27,344.83,344.67,62.24,0,62.27,62.26,152.46,12.89,152.48,152.46,395.59,22.82,395.59,395.36,83.84,0,83.85,83.83,75.14,3.14,75.2,75.14,56,2.88,56.01,56,103.16,5.95,103.17,103.16,18.05,0,18.05,18.04,152.27,11.26,152.28,152.27,72.02,2.64,72.02,72.01,2.56,0,7.48,7.47,235.48,12.61,235.49,235.48,168.38,7.74,168.38,168.37
"08/31/20",2.59,0.18,2.6,2.59,90.18,0,90.76,90.11,6.54,1.06,6.54,6.54,75.53,3.41,75.63,75.53,682.48,55.95,664.08,663.98,595,8.3,595,594.35,108.68,0,98.9,98.85,3.02,0.31,3.02,3.02,342.61,14.27,342.61,342.6,61,0,60.93,60.92,151.52,12.89,151.52,151.48,390.26,22.82,390.23,390.21,85.68,0,85.75,85.7,74.85,3.14,74.94,74.86,55.61,2.88,55.61,55.6,102.32,5.95,102.35,102.32,18.26,0,18.26,18.25,149.35,11.26,149.33,149.32,70.86,2.64,70.91,70.86,2.4,0,7.47,7.47,234.19,12.61,234.35,233.96,165.55,7.74,165.47,165.37
"09/01/20",2.49,0.18,2.52,2.49,88.17,0,88.36,87.85,6.5,1.06,6.5,6.49,74.15,3.41,74.27,74.15,658.31,55.95,658.58,658.31,589.09,8.3,589.09,588.83,93.16,0,93.22,93.16,3.13,0.31,3.13,3.13,340.38,14.27,340.45,340.38,60.68,0,60.68,60.67,150.33,12.89,150.33,150.32,386.81,22.82,386.96,386.79,87.43,0,87.51,87.43,75.01,3.14,75.07,75.02,55.03,2.88,55.05,55.04,102.37,5.95,102.38,102.37,21.11,0,21.11,21.08,150.19,11.26,150.22,150.19,73.95,2.64,73.96,73.95,2.25,0,7.46,7.45,237,12.61,237.08,237,167.97,7.74,168.02,167.98
"09/02/20",2.48,0.18,2.48,2.47,90.34,0,90.73,90.27,6.61,1.06,6.61,6.61,76.55,3.41,76.55,76.5,675.13,55.95,675.13,674.86,581.74,8.3,581.74,581.34,98.08,0,98.08,98.04,3.09,0.31,3.09,3.08,348.36,14.27,348.43,348.36,62,0,62,61.98,151.35,12.89,151.35,151.34,398.07,22.82,398.07,397.99,88.13,0,88.13,88.02,76.03,3.14,76.04,76.03,57.07,2.88,57.07,57.06,104.53,5.95,104.62,104.54,20.79,0,20.79,20.78,153.92,11.26,153.89,153.88,73.28,2.64,73.28,73.27,2.41,0,7.44,7.43,240.34,12.61,240.59,240.34,172.47,7.74,172.4,172.36
"09/03/20",2.49,0.18,2.49,2.48,91.98,0,90.11,89.26,6.58,1.06,6.58,6.58,77.2,3.41,77.22,77.2,669.87,55.95,670.13,669.87,563.48,8.3,563.35,563.09,98.39,0,98.44,98.39,3.14,0.31,3.15,3.14,342.23,14.27,342.3,342.23,60.86,0,60.87,60.86,150.12,12.89,150.12,150,386.29,22.82,386.57,386.3,84.54,0,84.61,84.48,75.7,3.14,75.75,75.7,57.38,2.88,57.4,57.39,99.93,5.95,99.89,99.88,18.82,0,18.82,18.81,151.94,11.26,151.94,151.93,68.4,2.64,68.43,68.4,2.44,0,7.41,7.4,231.02,12.61,231.04,231.03,166.3,7.74,166.3,166.23
"09/04/20",2.41,0.18,2.43,2.41,91.77,0,91.2,90.32,6.53,1.06,6.53,6.53,75.35,3.41,75.44,75.35,661.73,55.95,661.73,661.47,567.03,8.3,567.03,565.45,98.04,0,98.08,98.04,3.14,0.31,3.14,3.14,339.03,14.27,339.43,339.03,61.17,0,61.17,61.16,147.51,12.89,147.54,147.51,385.02,22.82,385.1,385.02,82.67,0,82.72,82.67,74.23,3.14,74.33,74.23,58.53,2.88,58.54,58.53,99.79,5.95,99.79,99.75,18.16,0,18.17,18.16,151.7,11.26,151.74,151.7,66.38,2.64,66.39,66.37,2.37,0,7.39,7.38,226.83,12.61,226.93,226.8,166.69,7.74,166.73,166.69
"09/07/20",2.41,0.18,2.43,2.38,91.33,0,92.19,91.36,6.6,1.06,6.6,6.6,77.61,3.41,77.61,77.5,681.43,55.95,681.43,681.17,581.47,8.3,581.74,581.47,101.64,0,101.64,101.56,3.14,0.31,3.14,3.14,339.03,14.27,334.93,334.59,61.17,0,60.29,60.28,147.51,12.89,143.89,143.88,385.02,22.82,381.62,381.49,82.67,0,80.84,80.81,74.23,3.14,72.57,72.47,58.53,2.88,57.79,57.78,99.79,5.95,98.18,98.08,18.16,0,17.81,17.78,151.7,11.26,149.43,149.4,66.38,2.64,65.46,65.45,2.37,0,7.38,7.37,226.83,12.61,224.27,224.15,166.69,7.74,165.62,165.56
"09/08/20",2.4,0.18,2.43,2.38,90.18,0,90.78,89.9,6.46,1.06,6.46,6.46,75.56,3.41,75.6,75.56,674.07,55.95,674.07,673.81,564.4,8.3,564.66,564.4,98.67,0,98.71,98.67,3.1,0.31,3.1,3.1,334.56,14.27,334.64,334.57,59.25,0,59.27,59.26,141.76,12.89,141.86,141.83,380.23,22.82,380.46,380.23,81.35,0,81.42,81.35,71.97,3.14,72.06,71.97,57.21,2.88,57.22,57.21,96.53,5.95,96.56,96.47,17.35,0,17.35,17.32,146.96,11.26,146.99,146.96,64.91,2.64,64.91,64.88,2.49,0,7.37,7.36,223.26,12.61,223.26,223.25,164.27,7.74,164.33,164.27
"09/09/20",2.36,0.18,2.38,2.35,90.3,0,90.25,89.37,6.36,1.06,6.36,6.36,76.3,3.41,76.3,76.25,675.91,55.95,675.91,675.65,564.93,8.3,565.32,564.93,94.98,0,95.29,94.98,3.08,0.31,3.08,3.08,339.41,14.27,339.42,339.41,59.58,0,59.6,59.58,141.35,12.89,141.36,141.35,385.24,22.82,385.31,385.24,85.24,0,85.25,85.17,73.27,3.14,73.34,73.25,58.3,2.88,58.31,58.3,96.87,5.95,96.87,96.86,16.99,0,16.99,16.98,146.17,11.26,146.17,146.11,64.43,2.64,64.47,64.43,2.43,0,7.37,7.36,225.08,12.61,224.97,224.91,165.75,7.74,165.76,165.75
"09/10/20",2.34,0.18,2.35,2.33,91.08,0,90.85,90.25,6.42,1.06,6.43,6.42,76.66,3.41,76.66,76.6,666.98,55.95,667.51,666.98,559.01,8.3,559.67,559.54,93.89,0,93.98,93.89,3.1,0.31,3.1,3.1,330.02,14.27,330.02,329.86,59.52,0,59.52,59.5,137.83,12.89,137.83,137.78,379.11,22.82,379.06,379.02,84.29,0,84.3,84.29,73.46,3.14,73.51,73.46,56.45,2.88,56.49,56.43,93.31,5.95,93.41,93.31,17.09,0,17.09,17.08,142.58,11.26,142.58,142.5,63.26,2.64,63.26,63.23,2.39,0,7.39,7.38,223.42,12.61,223.54,223.3,164.27,7.74,164.28,164.21
"09/11/20",2.31,0.18,2.36,2.3,90.13,0,90.32,89.51,6.31,1.06,6.31,6.3,76.07,3.41,76.07,76.04,667.24,55.95,667.51,667.24,562.17,8.3,561.77,561.12,94.66,0,94.74,94.66,3.09,0.31,3.09,3.09,338.88,14.27,339.08,338.73,60.65,0,60.66,60.65,147.4,12.89,147.41,147.4,389.45,22.82,389.45,389.37,83.91,0,84.04,83.9,73.82,3.14,73.95,73.81,56.49,2.88,56.49,56.48,94.49,5.95,94.5,94.49,17.03,0,17.04,17.03,145.36,11.26,145.36,145.26,63.33,2.64,63.34,63.33,2.4,0,7.4,7.39,222.09,12.61,222.09,221.97,166.45,7.74,166.42,166.37
"09/14/20",2.38,0.18,2.4,2.37,91.13,0,91.59,91.26,6.36,1.06,6.36,6.36,79.36,3.41,79.41,79.36,683.27,55.95,683.27,683.01,579.24,8.3,579.24,578.45,94.79,0,94.89,94.79,3.11,0.31,3.11,3.11,338.45,14.27,338.42,338.38,61.97,0,61.96,61.95,146.85,12.89,146.86,146.85,393.75,22.82,394.02,393.7,83.84,0,83.85,83.72,74.32,3.14,74.48,74.3,57.43,2.88,57.43,57.41,95.49,5.95,95.49,95.48,16.71,0,16.72,16.71,147.47,11.26,147.46,147.43,62.74,2.64,62.75,62.74,2.3,0,7.43,7.42,222.37,12.61,222.29,222.11,168.47,7.74,168.47,168.43
"09/15/20",2.41,0.18,2.43,2.41,95.02,0,95,94.35,6.43,1.06,6.43,6.43,78.56,3.41,78.67,78.53,697.72,55.95,697.98,697.72,577.93,8.3,577.93,577.27,91.64,0,91.68,91.64,3.1,0.31,3.11,3.1,338.02,14.27,338.09,338.02,61.44,0,61.44,61.41,145.27,12.89,145.18,145.16,392.55,22.82,392.09,392.08,84.4,0,84.51,84.36,73.36,3.14,73.5,73.36,57.19,2.88,57.19,57.18,93.47,5.95,93.51,93.47,16.49,0,16.5,16.49,145.14,11.26,145.14,145.13,62.72,2.64,62.72,62.71,2.4,0,7.45,7.44,225.29,12.61,225.45,225.29,168.3,7.74,168.31,168.3
"09/16/20",2.39,0.18,2.4,2.38,94.15,0,95.23,94.45,6.5,1.06,6.5,6.5,78.49,3.41,78.58,78.49,689.31,55.95,689.31,689.05,563.48,8.3,564.79,563.48,86.7,0,86.86,86.7,3.1,0.31,3.1,3.1,343.47,14.27,343.65,343.5,62.92,0,62.95,62.94,147.94,12.89,147.95,147.94,395.58,22.82,395.68,395.26,83.73,0,83.73,83.69,72.9,3.14,72.9,72.79,57.74,2.88,57.75,57.74,95.7,5.95,95.7,95.69,16.17,0,16.18,16.17,146.78,11.26,146.82,146.78,61.88,2.64,61.89,61.88,2.4,0,7.47,7.46,223.72,12.61,223.73,223.72,170,7.74,170.04,170
"09/17/20",2.38,0.18,2.39,2.38,94.54,0,94.47,93.87,6.6,1.06,6.6,6.6,78.63,3.41,78.65,78.63,692.99,55.95,693.25,692.99,564.53,8.3,564.93,564.79,85.6,0,85.6,85.57,3.1,0.31,3.1,3.1,343.84,14.27,343.96,343.84,62.81,0,62.84,62.77,150.59,12.89,150.67,150.62,395.94,22.82,395.9,395.82,82.83,0,82.83,82.77,71.77,3.14,71.77,71.69,58.42,2.88,58.43,58.42,98.97,5.95,98.97,98.96,15.62,0,15.62,15.6,144.59,11.26,144.57,144.56,60.86,2.64,60.86,60.85,2.39,0,7.48,7.47,221.33,12.61,221.51,221.33,170.34,7.74,170.43,170.34
"09/18/20",2.39,0.18,2.39,2.39,93.22,0,92.99,92.67,6.34,1.06,6.34,6.34,75.67,3.41,75.67,75.65,694.04,55.95,694.3,694.04,564.53,8.3,561.12,561.37,81.2,0,81.23,81.2,3.08,0.31,3.08,3.08,341.5,14.27,341.71,341.46,62.35,0,62.35,62.34,149.18,12.89,149.26,149.2,395.14,22.82,395.41,395.19,82.55,0,82.56,82.5,70.29,3.14,70.38,70.29,59.25,2.88,59.24,59.18,98.7,5.95,98.72,98.7,15.19,0,15.2,15.19,142.99,11.26,142.99,142.97,60.93,2.64,60.93,60.92,2.38,0,7.49,7.48,218.15,12.61,218.35,218.28,168.7,7.74,168.78,168.71
"09/21/20",2.38,0.18,2.43,2.37,88.15,0,88.15,86.72,5.92,1.06,5.92,5.92,71.84,3.41,71.91,71.84,657,55.95,657,656.74,559.54,8.3,559.54,559.15,72.44,0,72.44,72.35,3.02,0.31,3.02,3.02,325.89,14.27,325.93,325.89,60.02,0,60.07,60.02,143.9,12.89,143.9,143.89,379.61,22.82,379.74,379.72,83.18,0,83.19,83.15,70.03,3.14,70.03,70.02,57.96,2.88,57.99,57.98,96.3,5.95,96.43,96.42,15.22,0,15.23,15.22,138.33,11.26,138.4,138.33,62.08,2.64,62.06,62.03,2.37,0,7.49,7.48,215.44,12.61,215.49,215.46,161.37,7.74,161.36,161.34
"09/22/20",2.3,0.18,2.33,2.29,87.23,0,87.5,86.65,5.74,1.06,5.74,5.74,72.17,3.41,72.19,72.17,655.03,55.95,655.16,655.03,564.79,8.3,564.79,563.48,72.44,0,72.45,72.44,3.04,0.31,3.04,3.04,332.8,14.27,332.97,332.81,59.79,0,59.81,59.79,143.61,12.89,143.66,143.59,388.42,22.82,388.5,388.42,86.88,0,86.96,86.85,71.41,3.14,71.47,71.41,58.82,2.88,58.85,58.83,97.8,5.95,97.81,97.8,16.19,0,16.19,16.18,139.45,11.26,139.45,139.44,64.66,2.64,64.63,64.62,2.37,0,7.48,7.47,225.23,12.61,225.41,225.36,162.68,7.74,162.67,162.66
"09/23/20",2.41,0.18,2.42,2.41,87,0,86.84,86.19,5.58,1.06,5.58,5.58,72.35,3.41,72.44,72.35,656.08,55.95,656.08,655.95,551.66,8.3,553.37,551.66,73.2,0,73.2,73.17,3.04,0.31,3.05,3.04,328.06,14.27,328.06,328.05,58.33,0,58.35,58.33,139.43,12.89,139.5,139.43,383.24,22.82,383.35,382.96,86.71,0,86.78,86.71,69.12,3.14,69.2,69.12,57.71,2.88,57.72,57.71,93.02,5.95,93.02,92.99,15.51,0,15.52,15.5,136.51,11.26,136.53,136.51,62.13,2.64,62.13,62.1,2.36,0,7.48,7.47,217.19,12.61,217.54,217.21,158.79,7.74,158.78,158.71
"09/24/20",2.37,0.18,2.38,2.35,84.18,0,85.06,84.51,5.72,1.06,5.72,5.72,71.43,3.41,71.57,71.43,642.81,55.95,642.95,642.81,544.3,8.3,544.3,544.04,67.66,0,67.72,67.66,3.16,0.31,3.16,3.15,324.72,14.27,324.72,324.66,57.38,0,57.39,57.37,139.49,12.89,139.49,139.48,378.76,22.82,378.99,378.75,85.39,0,85.46,85.38,68.72,3.14,68.71,68.69,56.76,2.88,56.77,56.76,93.06,5.95,93.06,93,15.96,0,15.97,15.96,136.9,11.26,136.87,136.84,62.71,2.64,62.72,62.71,2.38,0,7.46,7.45,212.87,12.61,212.88,212.87,158.76,7.74,158.8,158.76
"09/25/20",2.4,0.18,2.4,2.38,83.4,0,84.41,83.61,5.75,1.06,5.75,5.75,72.03,3.41,72.03,71.98,647.28,55.95,647.28,647.15,544.3,8.3,537.74,538.37,69.76,0,69.8,69.76,3.2,0.31,3.2,3.2,328,14.27,327.88,327.87,57.49,0,57.5,57.49,141.22,12.89,141.21,141.15,386.7,22.82,386.86,386.71,87.2,0,87.2,87.18,69.57,3.14,69.59,69.56,57.37,2.88,57.41,57.37,93.32,5.95,93.32,93.29,15.88,0,15.88,15.87,138.21,11.26,138.22,138.21,61.49,2.64,61.5,61.48,2.37,0,7.45,7.44,215.9,12.61,216.19,215.9,161.49,7.74,161.55,161.49
"09/28/20",2.42,0.18,2.44,2.38,87.07,0,88.91,88.04,5.95,1.06,5.95,5.94,73.78,3.41,73.78,73.64,648.72,55.95,648.72,648.59,544.3,8.3,534.55,535.07,67.28,0,67.28,67.25,3.25,0.31,3.25,3.25,329.52,14.27,329.51,329.18,58.89,0,58.92,58.9,143.13,12.89,143.2,143.13,390.51,22.82,390.85,390.46,87.91,0,87.91,87.86,70.54,3.14,70.54,70.46,57.86,2.88,57.87,57.86,95.2,5.95,95.27,95.2,15.51,0,15.51,15.5,140.92,11.26,140.97,140.93,62.08,2.64,62.09,62.08,2.31,0,7.43,7.42,217.68,12.61,218.06,217.68,164.64,7.74,164.71,164.64
"09/29/20",2.44,0.18,2.44,2.41,88.34,0,88.77,87.92,5.77,1.06,5.77,5.77,72.91,3.41,72.93,72.91,641.11,55.95,641.11,640.98,537.87,8.3,538.13,537.87,63.28,0,63.41,63.28,3.46,0.31,3.46,3.46,325.28,14.27,325.28,325.04,57.6,0,57.6,57.59,141.21,12.89,141.22,141.21,388.74,22.82,388.74,388.57,88.62,0,88.62,88.6,69.5,3.14,69.5,69.44,57.27,2.88,57.27,57.22,94.11,5.95,94.15,94.1,15.4,0,15.41,15.4,138.55,11.26,138.55,138.51,61.15,2.64,61.15,61.07,2.49,0,7.41,7.4,214.8,12.61,214.81,214.8,164.51,7.74,164.51,164.46
"09/30/20",2.4,0.18,2.44,2.38,88.45,0,89.35,88.5,5.77,1.06,5.77,5.77,73.99,3.41,74.04,73.99,633.09,55.95,633.23,633.09,547.59,8.3,547.59,546.41,58.59,0,58.59,58.57,3.59,0.31,3.59,3.59,315.49,14.27,315.35,315.31,57.54,0,57.54,57.5,140.75,12.89,140.76,140.75,383.28,22.82,383.28,383.27,90.7,0,90.71,90.65,68.88,3.14,68.94,68.88,56.31,2.88,56.31,56.3,93.26,5.95,93.26,93.22,15.52,0,15.54,15.53,138.43,11.26,138.43,138.39,61.16,2.64,61.16,61.15,2.52,0,7.39,7.38,213.16,12.61,213.16,213.15,164.61,7.74,164.62,164.49
"10/01/20",2.39,0.18,2.41,2.38,88.8,0,89.63,88.75,5.63,1.06,5.63,5.63,74.31,3.41,74.36,74.31,638.87,55.95,638.87,638.74,549.69,8.3,549.69,548.38,52.64,0,52.67,52.64,3.45,0.31,3.45,3.44,311.81,14.27,311.81,311.8,57.46,0,57.45,57.44,139.98,12.89,139.99,139.98,380.89,22.82,380.92,380.8,95.61,0,95.61,95.59,69.51,3.14,69.52,69.41,56.65,2.88,56.72,56.71,93.93,5.95,93.98,93.93,16.15,0,16.15,16.14,138.22,11.26,138.22,138.14,62.44,2.64,62.45,62.44,2.65,0,7.37,7.36,215.23,12.61,215.34,215.1,163.68,7.74,163.79,163.75
"10/02/20",2.28,0.18,2.29,2.27,88.15,0,88.91,88.06,5.56,1.06,5.56,5.56,74.31,3.41,74.34,74.31,647.81,55.95,647.81,647.67,551.4,8.3,550.35,549.29,51.2,0,51.2,51.19,3.42,0.31,3.42,3.42,313.95,14.27,313.88,313.81,59.34,0,59.35,59.34,144.13,12.89,144.16,144.13,380.58,22.82,380.74,380.56,91.55,0,91.52,91.45,70.08,3.14,70.08,70.05,56.42,2.88,56.42,56.4,95.48,5.95,95.54,95.53,16.54,0,16.54,16.53,140.49,11.26,140.5,140.49,62.71,2.64,62.71,62.66,2.69,0,7.36,7.35,215.58,12.61,215.59,215.58,165.61,7.74,165.67,165.61
"10/05/20",2.3,0.18,2.31,2.3,91.22,0,91.29,90.41,5.65,1.06,5.65,5.65,74.89,3.41,74.94,74.89,650.3,55.95,650.56,650.3,561.38,8.3,561.38,560.85,55.63,0,55.69,55.63,3.48,0.31,3.48,3.48,312.18,14.27,312.22,312.18,59.51,0,59.5,59.47,146.32,12.89,146.32,146.31,383.96,22.82,383.84,383.57,91.84,0,91.84,91.78,70.27,3.14,70.27,70.26,56.18,2.88,56.18,56.17,94.84,5.95,94.84,94.83,17.27,0,17.27,17.26,142.73,11.26,142.74,142.73,64.86,2.64,64.92,64.86,2.84,0,7.36,7.35,215.09,12.61,215.18,215.17,168.72,7.74,168.78,168.74
"10/06/20",2.29,0.18,2.29,2.28,91.06,0,91.08,90.2,5.96,1.06,5.96,5.95,76.78,3.41,76.8,76.78,652.67,55.95,652.67,652.53,555.6,8.3,555.6,555.34,67.62,0,67.62,67.53,3.45,0.31,3.45,3.45,308.97,14.27,309.03,308.97,58.45,0,58.46,58.45,147.13,12.89,147.03,147.02,376.46,22.82,376.47,376.12,93.22,0,93.21,93.19,70.44,3.14,70.58,70.43,55,2.88,55.02,55,94.32,5.95,94.38,94.31,16.99,0,16.99,16.98,142.31,11.26,142.34,142.31,64.5,2.64,64.5,64.45,2.79,0,7.36,7.35,212.5,12.61,212.69,212.49,166.89,7.74,166.89,166.78
"10/07/20",2.36,0.18,2.38,2.36,88.38,0,88.54,88.17,5.92,1.06,5.93,5.92,75.03,3.41,75.12,75.03,648.2,55.95,648.2,648.07,558.23,8.3,558.23,557.96,70.61,0,70.61,70.55,3.45,0.31,3.45,3.45,313.89,14.27,314.04,314.03,59.69,0,59.69,59.68,147.94,12.89,147.97,147.94,382.94,22.82,382.89,382.49,96.07,0,96.07,96,70.63,3.14,70.79,70.63,55.44,2.88,55.5,55.46,95.47,5.95,95.48,95.47,17.3,0,17.29,17.28,144.87,11.26,144.87,144.78,65.5,2.64,65.51,65.49,2.85,0,7.38,7.37,211.59,12.61,211.98,211.69,171.55,7.74,171.59,171.57
"10/08/20",2.41,0.18,2.43,2.4,89,0,89.03,88.17,6.04,1.06,6.04,6.03,76.62,3.41,76.62,76.34,647.15,55.95,647.54,647.15,554.29,8.3,555.6,554.29,88.06,0,88.06,87.9,3.37,0.31,3.37,3.37,319.68,14.27,319.77,319.7,60.8,0,60.82,60.8,149.64,12.89,149.65,149.64,388.59,22.82,388.77,388.59,97.07,0,97.06,97.03,71.13,3.14,71.19,71.13,57.97,2.88,57.97,57.96,97.91,5.95,97.91,97.9,16.69,0,16.69,16.68,145.04,11.26,145.1,145,65.05,2.64,65.05,65.04,2.92,0,7.4,7.39,211.08,12.61,211.29,211.12,173.78,7.74,173.85,173.81
"10/09/20",2.52,0.18,2.52,2.47,88.84,0,90.96,90.5,5.88,1.06,5.88,5.88,77.5,3.41,77.5,77.26,654.5,55.95,654.77,654.5,556.39,8.3,557.04,556.39,100.61,0,100.61,100.34,3.37,0.31,3.37,3.37,315.28,14.27,315.28,315.04,59.91,0,59.92,59.91,149.98,12.89,150,149.99,385.93,22.82,385.93,385.73,98.99,0,99.07,98.99,71.09,3.14,71.16,71.1,57.85,2.88,57.92,57.88,97.83,5.95,97.84,97.83,16.79,0,16.79,16.78,143.66,11.26,143.7,143.69,65.59,2.64,65.59,65.57,2.63,0,7.41,7.4,213.44,12.61,213.44,213.39,174.38,7.74,174.38,174.3
"10/12/20",2.56,0.18,2.59,2.54,88.87,0,89.86,88.98,5.71,1.06,5.71,5.71,77.26,3.41,77.29,77.26,644,55.95,644,643.86,552.97,8.3,552.97,551.92,87.83,0,88.08,87.83,3.36,0.31,3.36,3.36,316.59,14.27,316.69,316.52,60.53,0,60.53,60.52,149.45,12.89,149.49,149.45,388.92,22.82,388.92,388.71,99.18,0,99.18,99.11,72.6,3.14,72.6,72.47,58.81,2.88,58.82,58.81,98.54,5.95,98.65,98.61,16.5,0,16.5,16.48,144.73,11.26,144.78,144.73,65.55,2.64,65.55,65.54,2.55,0,7.42,7.41,216.74,12.61,217.3,216.99,175.36,7.74,175.4,175.35
"10/13/20",2.52,0.18,2.55,2.52,87.41,0,87.32,86.84,5.59,1.06,5.59,5.59,75.81,3.41,75.88,75.81,634.54,55.95,634.67,634.54,549.82,8.3,549.82,548.77,82.53,0,83.02,82.53,3.35,0.31,3.35,3.35,312.6,14.27,312.73,312.66,59.52,0,59.52,59.51,148.46,12.89,148.46,148.38,388.95,22.82,388.95,388.61,101.75,0,101.73,101.6,71.6,3.14,71.59,71.49,57.83,2.88,57.83,57.82,95.25,5.95,95.28,95.25,16.62,0,16.63,16.62,143.24,11.26,143.3,143.18,65.56,2.64,65.56,65.55,2.4,0,7.42,7.41,217.98,12.61,218.03,217.76,171.55,7.74,171.65,171.54
"10/14/20",2.48,0.18,2.52,2.47,86.14,0,85.91,85.31,5.61,1.06,5.61,5.6,75.49,3.41,75.49,75.44,628.89,55.95,630.07,628.89,539.18,8.3,540.23,539.18,81.13,0,81.13,81.11,3.36,0.31,3.36,3.36,314.89,14.27,314.88,314.81,59.94,0,59.94,59.93,151.53,12.89,151.57,151.53,390.72,22.82,391.07,390.59,101.42,0,101.42,101.35,71.5,3.14,71.5,71.4,58.71,2.88,58.71,58.62,95.58,5.95,95.58,95.57,16.44,0,16.45,16.43,142.89,11.26,142.9,142.89,65.39,2.64,65.4,65.39,2.34,0,7.41,7.4,217.19,12.61,217.27,217.22,173.47,7.74,173.58,173.48
"10/15/20",2.44,0.18,2.45,2.44,83.45,0,84.25,83.45,5.38,1.06,5.39,5.38,74.15,3.41,74.38,74.15,623.11,55.95,623.11,622.98,531.96,8.3,531.96,531.83,87.94,0,88.06,87.94,3.38,0.31,3.38,3.38,314.82,14.27,314.82,314.75,60.49,0,60.48,60.47,147.55,12.89,147.55,147.44,386.12,22.82,386.18,385.95,105.86,0,105.86,105.81,72.13,3.14,72.17,72.13,58.91,2.88,58.92,58.91,96.31,5.95,96.34,96.33,16.78,0,16.78,16.77,140.81,11.26,140.82,140.81,66.99,2.64,67.05,66.99,2.4,0,7.38,7.37,215.78,12.61,216.08,215.83,172.61,7.74,172.76,172.61
"10/16/20",2.41,0.18,2.44,2.41,84.16,0,85.45,84.64,5.49,1.06,5.5,5.49,75.6,3.41,75.6,75.58,634.93,55.95,634.93,634.8,527.36,8.3,527.62,527.36,100.02,0,100.06,100.02,3.36,0.31,3.36,3.36,316.24,14.27,316.4,316.39,61.75,0,61.75,61.71,148,12.89,148,147.99,386.5,22.82,386.58,386.38,109.16,0,109.16,109,72.3,3.14,72.4,72.29,57.93,2.88,57.96,57.93,96.89,5.95,96.96,96.89,16.68,0,16.69,16.68,142.24,11.26,142.24,142.22,66.53,2.64,66.54,66.53,2.09,0,7.34,7.33,215.48,12.61,215.52,215.49,174.86,7.74,174.97,174.86
"10/19/20",2.45,0.18,2.47,2.44,84.53,0,84.99,84.3,5.49,1.06,5.49,5.49,75.05,3.41,75.94,76,633.23,55.95,633.49,633.23,529.33,8.3,529.46,529.33,99.17,0,99.17,99.11,3.37,0.31,3.37,3.36,311.33,14.27,311.47,311.33,61.46,0,61.46,61.43,146.96,12.89,146.97,146.96,383.71,22.82,384.1,383.7,107.62,0,107.74,107.61,69.87,3.14,70.02,69.87,56.94,2.88,56.97,56.94,93.74,5.95,93.75,93.74,16.86,0,16.86,16.85,138.68,11.26,138.73,138.68,65.59,2.64,65.66,65.59,2,0,7.29,7.28,209.98,12.61,210.17,209.98,171.59,7.74,171.66,171.59
"10/20/20",2.37,0.18,2.37,2.36,86.37,0,86.86,86.01,5.68,1.06,5.68,5.67,75.07,3.41,75.07,75.05,629.68,55.95,630.47,629.68,553.37,8.3,553.76,553.63,102.32,0,102.32,102.23,3.38,0.31,3.38,3.38,309.05,14.27,309.05,309.04,61.24,0,61.26,61.25,147.7,12.89,147.7,147.68,372.21,22.82,372.56,372.21,106.07,0,106.07,105.94,69.64,3.14,69.64,69.58,56.17,2.88,56.2,56.17,94.38,5.95,94.43,94.38,17.16,0,17.17,17.16,138.46,11.26,138.47,138.46,65.51,2.64,65.51,65.5,2.27,0,7.23,7.22,212,12.61,212.01,212,173.26,7.74,173.37,173.27
