"","A:ASBX(P)","A:ASBX(EPS)","A:ASBX(PA)","A:ASBX(PB)","D:RHM(P)","D:RHM(EPS)","D:RHM(PA)","D:RHM(PB)","I:LDO(P)","I:LDO(EPS)","I:LDO(PA)","I:LDO(PB)","F:CSF(P)","F:CSF(EPS)","F:CSF(PA)","F:CSF(PB)","BA.(P)","BA.(EPS)","BA.(PA)","BA.(PB)","IS:ESLT(P)","IS:ESLT(EPS)","IS:ESLT(PA)","IS:ESLT(PB)","RR.(P)","RR.(EPS)","RR.(PA)","RR.(PB)","TK:ASE(P)","TK:ASE(EPS)","TK:ASE(PA)","TK:ASE(PB)"
"1245",2.44,0.16,2.47,2.38,95.72,0,96.11,95.51,6.69,1.06,6.7,6.69,74.15,3.41,74.17,74.08,674.07,55.95,674.07,673.81,621.14,7.17,621.14,620.62,110.57,7.17,110.57,110.52,3.21,0.3,3.21,3.21
"1246",2.34,0.16,2.36,2.34,96.04,0,96.04,95.39,6.79,1.06,6.79,6.79,76.11,3.41,76.11,76.09,689.31,55.95,689.57,689.31,610.11,7.17,610.11,609.58,116.52,7.17,116.52,116.47,3.13,0.3,3.13,3.13
"1247",2.43,0.16,2.44,2.43,94.42,0,94.59,93.89,6.75,1.06,6.76,6.75,75.81,3.41,75.83,75.81,666.98,55.95,666.98,666.46,613.26,7.17,613.39,613.26,114.09,7.17,114.22,114.09,2.84,0.3,2.84,2.84
"1248",2.4,0.16,2.43,2.38,93.18,0,93.59,92.95,6.78,1.06,6.78,6.77,75.65,3.41,75.65,75.63,666.98,55.95,666.98,666.72,613.39,7.17,614.71,613.39,113.85,7.17,113.85,113.77,3.12,0.3,3.12,3.12
"1249",2.39,0.16,2.4,2.38,90.18,0,91.29,90.41,6.98,1.06,6.98,6.98,77.13,3.41,77.13,77.08,679.59,55.95,679.85,679.59,609.45,7.17,612.34,609.45,119.76,7.17,119.76,119.45,3.35,0.3,3.35,3.35
"1250",2.39,0.16,2.4,2.38,91.68,0,92.79,92.09,7.21,1.06,7.21,7.21,82.57,3.41,82.57,82.5,692.46,55.95,692.73,692.46,609.45,7.17,609.45,609.32,123.37,7.17,123.37,123.28,3.37,0.3,3.37,3.37
"1251",2.41,0.16,2.44,2.39,92.07,0,92.65,91.26,7.23,1.06,7.23,7.23,81.81,3.41,81.81,81.79,704.02,55.95,704.55,704.02,618.65,7.17,618.65,616.41,122.34,7.17,122.42,122.34,3.3,0.3,3.3,3.3
"1252",2.38,0.16,2.42,2.38,90.78,0,90.87,90,7.08,1.06,7.08,7.08,81.3,3.41,81.37,81.3,701.66,55.95,701.92,701.66,613.26,8.3,613.39,613.26,120.67,7.17,120.67,120.62,3.27,0.3,3.27,3.27
"1253",2.38,0.16,2.39,2.37,89.72,0,90.32,89.44,6.91,1.06,6.91,6.9,79.92,3.41,79.92,79.89,701.4,55.95,701.66,701.4,633.09,8.3,633.49,633.09,115.89,7.17,115.89,115.84,3.21,0.3,3.21,3.21
"1254",2.42,0.16,2.44,2.4,91.1,0,91.63,90.76,6.73,1.06,6.74,6.73,79.04,3.41,79.04,78.99,703.5,55.95,703.5,703.23,634.41,8.3,634.41,633.09,115.98,7.17,115.98,115.93,3.32,0.3,3.32,3.32
"1255",2.46,0.16,2.47,2.44,92.67,0,92.44,91.93,6.79,1.06,6.79,6.78,77.22,3.41,77.26,77.22,707.7,55.95,707.7,706.65,630.07,8.3,629.68,629.29,114.94,7.17,114.94,114.89,3.29,0.31,3.29,3.29
"1256",2.58,0.16,2.59,2.57,90.66,0,90.8,90,6.92,1.06,6.92,6.92,78.46,3.41,78.46,78.37,706.65,55.95,706.65,706.39,612.87,8.3,612.87,612.74,118.23,7.17,118.23,118.19,3.33,0.31,3.33,3.33
"1257",2.54,0.16,2.56,2.52,88.82,0,89.12,88.4,6.8,1.06,6.8,6.79,78.42,3.41,78.49,78.42,694.3,55.95,694.57,694.3,598.55,8.3,598.55,598.29,115.39,7.17,115.44,115.39,3.29,0.31,3.29,3.29
"1258",2.64,0.16,2.68,2.64,89.03,0,89.03,88.17,6.7,1.06,6.7,6.7,77.98,3.41,77.98,77.96,696.14,55.95,696.4,696.14,614.71,8.3,614.71,614.44,116.43,7.17,116.43,116.39,3.23,0.31,3.23,3.23
"1259",2.57,0.18,2.58,2.56,91.13,0,91.91,91.01,6.93,1.06,6.93,6.93,79.99,3.41,79.99,79.94,711.38,55.95,711.38,711.11,614.05,8.3,614.05,612.74,117.87,7.17,118.09,117.87,3.2,0.31,3.2,3.2
"1260",2.44,0.18,2.44,2.43,91.22,0,91.49,90.71,6.9,1.06,6.91,6.9,79.34,3.41,79.46,79.34,705.6,55.95,705.6,705.34,599.99,8.3,600.26,599.99,115.93,7.17,115.98,115.93,3.15,0.31,3.15,3.15
"1261",2.6,0.18,2.62,2.56,91.47,0,91.59,91.13,6.84,1.06,6.84,6.84,78.37,3.41,78.37,78.35,697.19,55.95,697.19,696.93,605.51,8.3,605.51,604.2,114.04,7.17,114.09,114.04,3.16,0.31,3.16,3.16
"1262",2.58,0.18,2.6,2.54,91.54,0,92.12,91.29,6.8,1.06,6.8,6.8,78.35,3.41,78.39,78.35,692.46,55.95,693.25,692.46,600.65,8.3,600.52,600.39,112.68,0,112.74,112.68,3.15,0.31,3.15,3.15
"1263",2.55,0.18,2.56,2.55,92.23,0,92.23,91.61,6.73,1.06,6.73,6.73,78.39,3.41,78.42,78.39,682.48,55.95,682.74,682.48,595.27,8.3,596.84,595.27,108.68,0,108.72,108.68,3.11,0.31,3.11,3.11
"1264",2.59,0.18,2.6,2.59,90.18,0,90.76,90.11,6.54,1.06,6.54,6.54,75.53,3.41,75.63,75.53,682.48,55.95,664.08,663.98,595,8.3,595,594.35,108.68,0,98.9,98.85,3.02,0.31,3.02,3.02
"1265",2.49,0.18,2.52,2.49,88.17,0,88.36,87.85,6.5,1.06,6.5,6.49,74.15,3.41,74.27,74.15,658.31,55.95,658.58,658.31,589.09,8.3,589.09,588.83,93.16,0,93.22,93.16,3.13,0.31,3.13,3.13
"1266",2.48,0.18,2.48,2.47,90.34,0,90.73,90.27,6.61,1.06,6.61,6.61,76.55,3.41,76.55,76.5,675.13,55.95,675.13,674.86,581.74,8.3,581.74,581.34,98.08,0,98.08,98.04,3.09,0.31,3.09,3.08
"1267",2.49,0.18,2.49,2.48,91.98,0,90.11,89.26,6.58,1.06,6.58,6.58,77.2,3.41,77.22,77.2,669.87,55.95,670.13,669.87,563.48,8.3,563.35,563.09,98.39,0,98.44,98.39,3.14,0.31,3.15,3.14
"1268",2.41,0.18,2.43,2.41,91.77,0,91.2,90.32,6.53,1.06,6.53,6.53,75.35,3.41,75.44,75.35,661.73,55.95,661.73,661.47,567.03,8.3,567.03,565.45,98.04,0,98.08,98.04,3.14,0.31,3.14,3.14
"1269",2.41,0.18,2.43,2.38,91.33,0,92.19,91.36,6.6,1.06,6.6,6.6,77.61,3.41,77.61,77.5,681.43,55.95,681.43,681.17,581.47,8.3,581.74,581.47,101.64,0,101.64,101.56,3.14,0.31,3.14,3.14
"1270",2.4,0.18,2.43,2.38,90.18,0,90.78,89.9,6.46,1.06,6.46,6.46,75.56,3.41,75.6,75.56,674.07,55.95,674.07,673.81,564.4,8.3,564.66,564.4,98.67,0,98.71,98.67,3.1,0.31,3.1,3.1
"1271",2.36,0.18,2.38,2.35,90.3,0,90.25,89.37,6.36,1.06,6.36,6.36,76.3,3.41,76.3,76.25,675.91,55.95,675.91,675.65,564.93,8.3,565.32,564.93,94.98,0,95.29,94.98,3.08,0.31,3.08,3.08
"1272",2.34,0.18,2.35,2.33,91.08,0,90.85,90.25,6.42,1.06,6.43,6.42,76.66,3.41,76.66,76.6,666.98,55.95,667.51,666.98,559.01,8.3,559.67,559.54,93.89,0,93.98,93.89,3.1,0.31,3.1,3.1
"1273",2.31,0.18,2.36,2.3,90.13,0,90.32,89.51,6.31,1.06,6.31,6.3,76.07,3.41,76.07,76.04,667.24,55.95,667.51,667.24,562.17,8.3,561.77,561.12,94.66,0,94.74,94.66,3.09,0.31,3.09,3.09
"1274",2.38,0.18,2.4,2.37,91.13,0,91.59,91.26,6.36,1.06,6.36,6.36,79.36,3.41,79.41,79.36,683.27,55.95,683.27,683.01,579.24,8.3,579.24,578.45,94.79,0,94.89,94.79,3.11,0.31,3.11,3.11
"1275",2.41,0.18,2.43,2.41,95.02,0,95,94.35,6.43,1.06,6.43,6.43,78.56,3.41,78.67,78.53,697.72,55.95,697.98,697.72,577.93,8.3,577.93,577.27,91.64,0,91.68,91.64,3.1,0.31,3.11,3.1
"1276",2.39,0.18,2.4,2.38,94.15,0,95.23,94.45,6.5,1.06,6.5,6.5,78.49,3.41,78.58,78.49,689.31,55.95,689.31,689.05,563.48,8.3,564.79,563.48,86.7,0,86.86,86.7,3.1,0.31,3.1,3.1
"1277",2.38,0.18,2.39,2.38,94.54,0,94.47,93.87,6.6,1.06,6.6,6.6,78.63,3.41,78.65,78.63,692.99,55.95,693.25,692.99,564.53,8.3,564.93,564.79,85.6,0,85.6,85.57,3.1,0.31,3.1,3.1
"1278",2.39,0.18,2.39,2.39,93.22,0,92.99,92.67,6.34,1.06,6.34,6.34,75.67,3.41,75.67,75.65,694.04,55.95,694.3,694.04,564.53,8.3,561.12,561.37,81.2,0,81.23,81.2,3.08,0.31,3.08,3.08
"1279",2.38,0.18,2.43,2.37,88.15,0,88.15,86.72,5.92,1.06,5.92,5.92,71.84,3.41,71.91,71.84,657,55.95,657,656.74,559.54,8.3,559.54,559.15,72.44,0,72.44,72.35,3.02,0.31,3.02,3.02
"1280",2.3,0.18,2.33,2.29,87.23,0,87.5,86.65,5.74,1.06,5.74,5.74,72.17,3.41,72.19,72.17,655.03,55.95,655.16,655.03,564.79,8.3,564.79,563.48,72.44,0,72.45,72.44,3.04,0.31,3.04,3.04
"1281",2.41,0.18,2.42,2.41,87,0,86.84,86.19,5.58,1.06,5.58,5.58,72.35,3.41,72.44,72.35,656.08,55.95,656.08,655.95,551.66,8.3,553.37,551.66,73.2,0,73.2,73.17,3.04,0.31,3.05,3.04
"1282",2.37,0.18,2.38,2.35,84.18,0,85.06,84.51,5.72,1.06,5.72,5.72,71.43,3.41,71.57,71.43,642.81,55.95,642.95,642.81,544.3,8.3,544.3,544.04,67.66,0,67.72,67.66,3.16,0.31,3.16,3.15
"1283",2.4,0.18,2.4,2.38,83.4,0,84.41,83.61,5.75,1.06,5.75,5.75,72.03,3.41,72.03,71.98,647.28,55.95,647.28,647.15,544.3,8.3,537.74,538.37,69.76,0,69.8,69.76,3.2,0.31,3.2,3.2
"1284",2.42,0.18,2.44,2.38,87.07,0,88.91,88.04,5.95,1.06,5.95,5.94,73.78,3.41,73.78,73.64,648.72,55.95,648.72,648.59,544.3,8.3,534.55,535.07,67.28,0,67.28,67.25,3.25,0.31,3.25,3.25
"1285",2.44,0.18,2.44,2.41,88.34,0,88.77,87.92,5.77,1.06,5.77,5.77,72.91,3.41,72.93,72.91,641.11,55.95,641.11,640.98,537.87,8.3,538.13,537.87,63.28,0,63.41,63.28,3.46,0.31,3.46,3.46
"1286",2.4,0.18,2.44,2.38,88.45,0,89.35,88.5,5.77,1.06,5.77,5.77,73.99,3.41,74.04,73.99,633.09,55.95,633.23,633.09,547.59,8.3,547.59,546.41,58.59,0,58.59,58.57,3.59,0.31,3.59,3.59
"1287",2.39,0.18,2.41,2.38,88.8,0,89.63,88.75,5.63,1.06,5.63,5.63,74.31,3.41,74.36,74.31,638.87,55.95,638.87,638.74,549.69,8.3,549.69,548.38,52.64,0,52.67,52.64,3.45,0.31,3.45,3.44
"1288",2.28,0.18,2.29,2.27,88.15,0,88.91,88.06,5.56,1.06,5.56,5.56,74.31,3.41,74.34,74.31,647.81,55.95,647.81,647.67,551.4,8.3,550.35,549.29,51.2,0,51.2,51.19,3.42,0.31,3.42,3.42
"1289",2.3,0.18,2.31,2.3,91.22,0,91.29,90.41,5.65,1.06,5.65,5.65,74.89,3.41,74.94,74.89,650.3,55.95,650.56,650.3,561.38,8.3,561.38,560.85,55.63,0,55.69,55.63,3.48,0.31,3.48,3.48
"1290",2.29,0.18,2.29,2.28,91.06,0,91.08,90.2,5.96,1.06,5.96,5.95,76.78,3.41,76.8,76.78,652.67,55.95,652.67,652.53,555.6,8.3,555.6,555.34,67.62,0,67.62,67.53,3.45,0.31,3.45,3.45
"1291",2.36,0.18,2.38,2.36,88.38,0,88.54,88.17,5.92,1.06,5.93,5.92,75.03,3.41,75.12,75.03,648.2,55.95,648.2,648.07,558.23,8.3,558.23,557.96,70.61,0,70.61,70.55,3.45,0.31,3.45,3.45
"1292",2.41,0.18,2.43,2.4,89,0,89.03,88.17,6.04,1.06,6.04,6.03,76.62,3.41,76.62,76.34,647.15,55.95,647.54,647.15,554.29,8.3,555.6,554.29,88.06,0,88.06,87.9,3.37,0.31,3.37,3.37
"1293",2.52,0.18,2.52,2.47,88.84,0,90.96,90.5,5.88,1.06,5.88,5.88,77.5,3.41,77.5,77.26,654.5,55.95,654.77,654.5,556.39,8.3,557.04,556.39,100.61,0,100.61,100.34,3.37,0.31,3.37,3.37
"1294",2.56,0.18,2.59,2.54,88.87,0,89.86,88.98,5.71,1.06,5.71,5.71,77.26,3.41,77.29,77.26,644,55.95,644,643.86,552.97,8.3,552.97,551.92,87.83,0,88.08,87.83,3.36,0.31,3.36,3.36
"1295",2.52,0.18,2.55,2.52,87.41,0,87.32,86.84,5.59,1.06,5.59,5.59,75.81,3.41,75.88,75.81,634.54,55.95,634.67,634.54,549.82,8.3,549.82,548.77,82.53,0,83.02,82.53,3.35,0.31,3.35,3.35
"1296",2.48,0.18,2.52,2.47,86.14,0,85.91,85.31,5.61,1.06,5.61,5.6,75.49,3.41,75.49,75.44,628.89,55.95,630.07,628.89,539.18,8.3,540.23,539.18,81.13,0,81.13,81.11,3.36,0.31,3.36,3.36
"1297",2.44,0.18,2.45,2.44,83.45,0,84.25,83.45,5.38,1.06,5.39,5.38,74.15,3.41,74.38,74.15,623.11,55.95,623.11,622.98,531.96,8.3,531.96,531.83,87.94,0,88.06,87.94,3.38,0.31,3.38,3.38
"1298",2.41,0.18,2.44,2.41,84.16,0,85.45,84.64,5.49,1.06,5.5,5.49,75.6,3.41,75.6,75.58,634.93,55.95,634.93,634.8,527.36,8.3,527.62,527.36,100.02,0,100.06,100.02,3.36,0.31,3.36,3.36
"1299",2.45,0.18,2.47,2.44,84.53,0,84.99,84.3,5.49,1.06,5.49,5.49,75.05,3.41,75.94,76,633.23,55.95,633.49,633.23,529.33,8.3,529.46,529.33,99.17,0,99.17,99.11,3.37,0.31,3.37,3.36
"1300",2.37,0.18,2.37,2.36,86.37,0,86.86,86.01,5.68,1.06,5.68,5.67,75.07,3.41,75.07,75.05,629.68,55.95,630.47,629.68,553.37,8.3,553.76,553.63,102.32,0,102.32,102.23,3.38,0.31,3.38,3.38
"1301",2.36,0.18,2.37,2.35,84.18,0,84.94,84.14,5.41,1.06,5.41,5.4,73.55,3.41,73.6,73.55,610.63,55.95,610.77,610.63,541.81,8.3,541.94,541.81,101.24,0,101.28,101.24,3.36,0.31,3.36,3.36
"1302",2.33,0.18,2.35,2.33,83.84,0,83.86,83.05,5.37,1.06,5.37,5.37,72.24,3.41,72.24,72.21,580.95,55.95,581.21,580.95,535.11,8.3,536.42,535.11,102.27,0,102.27,101.41,3.41,0.31,3.41,3.41
"1303",2.32,0.18,2.33,2.32,83.61,0,83.84,83.03,5.5,1.06,5.5,5.5,74.15,3.41,74.15,73.74,601.57,55.95,601.7,601.57,525.39,8.3,526.05,525.39,109.85,0,109.85,108.94,3.36,0.31,3.36,3.36
"1304",2.16,0.18,2.16,2.15,79.89,0,81.09,80.31,5.33,1.06,5.33,5.33,70.69,3.41,70.76,70.69,588.17,55.95,588.17,588.04,510.15,6.69,510.28,510.15,101.91,0,102.1,101.91,3.17,0.31,3.17,3.17
"1305",2.06,0.18,2.07,2.05,75.97,0,75.86,75.14,5.11,1.06,5.11,5.1,67.62,3.41,67.76,67.62,567.29,55.95,567.42,567.29,502.4,6.69,502.54,502.4,98.71,0,98.71,98.67,3.23,0.36,3.23,3.23
"1306",2.05,0.18,2.06,2.05,72.14,0,72.97,72.28,4.9,1.06,4.9,4.9,66.31,3.41,66.33,66.31,543.25,55.95,543.78,543.25,512.25,6.69,512.25,512.12,111.04,0,111.12,111.04,3.24,0.36,3.24,3.24
"1307",1.98,0.18,1.99,1.97,71.98,0,72.47,71.78,4.74,1.06,4.74,4.74,64.88,3.41,64.88,64.81,532.48,55.95,532.48,532.35,507.13,6.69,507.13,503.72,95.1,0,95.25,95.1,3.24,0.36,3.13,3.13
"1308",1.98,0.18,2.03,1.98,72.65,0,72.72,72.03,4.71,1.06,4.71,4.71,64.44,3.41,64.49,64.44,521.45,55.95,521.45,521.32,504.77,6.69,506.08,504.77,93.68,0,93.81,93.68,3.11,0.36,3.12,3.11
"1309",1.95,0.18,1.98,1.94,73.71,0,73.39,72.88,4.89,1.06,4.89,4.89,66.63,3.41,66.66,66.63,542.33,55.95,542.33,540.89,512.25,6.69,513.17,512.65,100.56,0,100.56,100.48,3.28,0.36,3.28,3.28
"1310",2.03,0.18,2.05,2.03,78.09,0,78.12,77.38,5.16,1.06,5.16,5.16,68.59,3.41,68.62,68.59,564.79,55.95,564.93,564.79,512.25,6.69,512.25,512.12,110.33,0,110.33,109.46,3.22,0.36,3.22,3.22
"1311",2,0.18,2.02,2,79.39,0,79.87,79.11,5.3,1.06,5.31,5.3,72.08,3.41,72.1,72.08,580.82,55.95,580.82,580.69,511.6,6.69,512.12,511.6,110.2,0,110.2,110.15,3.23,0.36,3.23,3.23
"1312",2,0.18,2.01,1.98,80.4,0,80.29,79.52,5.39,0.99,5.39,5.39,72.08,3.41,72.08,72.05,567.03,55.95,567.42,567.03,512.25,6.69,513.83,512.25,97.88,0,98.2,97.88,3.24,0.36,3.24,3.24
"1313",2.03,0.18,2.03,2,77.93,0,78.09,77.59,5,0.99,5,5,72.97,3.41,73,72.97,565.45,55.95,565.45,565.32,505.03,6.69,505.03,504.51,91.37,0,91.37,91.34,3.25,0.36,3.25,3.25
"1314",2.02,0.18,2.03,2.01,82.5,0,83.26,82.92,5.82,0.99,5.82,5.82,82.98,3.41,82.98,82.02,580.42,55.95,580.69,580.42,525.52,6.69,525.52,525.39,131.35,0,131.35,131.32,3.33,0.36,3.33,3.33
"1315",1.99,0.18,2.03,1.98,90.09,0,90.99,90.09,6.25,0.99,6.25,6.25,84.71,3.41,84.74,84.71,608.93,55.95,609.06,608.93,510.94,6.69,510.94,510.55,140.54,0,140.54,140.48,3.35,0.36,3.35,3.35
"1316",2.03,0.18,2.06,2.02,88.29,0,88.2,87.34,6.18,0.99,6.18,6.17,85.8,3.41,85.87,85.8,624.43,55.95,624.43,624.03,511.47,6.69,511.34,511.2,129.27,0,129.38,129.27,3.45,0.36,3.46,3.45
"1317",2,0.18,2.04,2,86.1,0,86.31,85.8,6.01,0.99,6.01,6.01,85.38,3.41,85.38,85.36,618.65,55.95,618.65,618.12,513.04,6.69,515.54,513.04,118.21,0,118.34,118.21,3.39,0.36,3.4,3.39
"1318",2.02,0.18,2.04,2,85.18,0,85.52,84.69,6.07,0.99,6.07,6.07,86.65,3.41,86.67,86.65,618.91,55.95,618.91,618.78,517.64,6.69,517.64,517.51,123.07,0,123.07,123.05,3.41,0.36,3.41,3.41
"1319",2.04,0.18,2.05,2.04,87.97,0,88.24,87.39,6.54,0.99,6.55,6.54,91.4,3.41,91.45,91.4,639.4,55.95,639.53,639.4,528.8,6.69,528.8,528.41,135.29,0,135.35,135.29,3.38,0.36,3.38,3.38
"1320",2.08,0.18,2.11,2.08,86.77,0,86.95,86.44,6.61,0.99,6.61,6.6,92.35,3.41,92.37,92.33,650.43,55.95,650.43,650.04,533.93,6.69,534.32,533.93,134.89,0,134.89,134.76,3.29,0.36,3.29,3.29
"1321",2.08,0.18,2.09,2.08,86.12,0,86.12,85.34,6.68,0.99,6.69,6.68,90.9,3.41,90.9,90.87,655.55,55.95,655.69,655.55,516.59,6.69,516.98,516.59,134.76,0,134.76,134.7,3.38,0.36,3.38,3.38
"1322",2.08,0.18,2.1,2.08,87.16,0,87.9,87.39,6.56,0.99,6.56,6.56,90.76,3.41,90.76,90.73,666.98,55.95,666.98,666.72,512.25,6.69,512.39,512.25,129.46,0,129.61,129.46,3.4,0.36,3.4,3.4
"1323",2.1,0.18,2.12,2.1,88.22,0,88.47,87.83,6.61,0.99,6.61,6.6,92.37,3.41,92.37,92.33,684.32,55.95,684.58,684.32,511.73,6.69,511.73,511.6,130.61,0,130.61,130.56,3.41,0.36,3.41,3.41
"1324",2.1,0.18,2.11,2.1,89.7,0,89.72,89.23,6.8,0.99,6.8,6.8,91.79,3.41,91.79,91.77,688.52,55.95,688.79,688.52,504.64,6.69,505.03,504.64,140.54,0,140.54,140.48,3.38,0.36,3.38,3.37
"1325",2.16,0.18,2.18,2.14,91.61,0,92.05,91.63,7.18,0.99,7.18,7.18,93.25,3.41,93.29,93.25,691.68,55.95,691.68,691.41,534.58,6.69,534.58,534.32,152.03,0,152.03,151.64,3.4,0.36,3.4,3.4
"1326",2.17,0.18,2.18,2.16,90.18,0,91.06,90.3,7.17,0.99,7.17,7.17,93.39,3.41,93.39,93.16,678.54,55.95,678.54,678.28,548.38,6.69,548.38,547.72,145.66,0,145.66,145.6,3.38,0.36,3.38,3.38
"1327",2.17,0.18,2.18,2.16,88.24,0,88.68,88.45,7.02,0.99,7.02,7.02,91.91,3.41,91.93,91.86,670.66,55.95,670.66,670.4,555.47,6.69,556.26,555.86,142.25,0,142.31,142.25,3.4,0.36,3.4,3.4
"1328",2.16,0.18,2.17,2.14,88.75,0,89.12,88.7,6.9,0.99,6.91,6.9,92.09,3.41,92.16,92.09,662.25,55.95,662.52,662.25,561.38,6.69,561.38,559.93,141.4,0,141.46,141.4,3.36,0.36,3.37,3.36
"1329",2.14,0.18,2.17,2.13,86.93,0,87.02,86.19,6.99,0.99,6.99,6.98,88.87,3.41,88.89,88.87,661.99,55.95,661.99,661.73,556.26,6.69,556.26,555.86,138.83,0,138.83,138.77,3.22,0.36,3.22,3.22
"1330",2.14,0.18,2.14,2.12,90,0,90,89.14,7.02,0.99,7.03,7.02,89.58,3.41,89.6,89.58,668.82,55.95,669.35,668.82,534.58,6.69,534.72,534.58,147.24,0,147.24,146.98,3.35,0.36,3.35,3.34
"1331",2.18,0.18,2.19,2.17,87.99,0,89.12,88.27,7.09,0.99,7.09,7.09,89.97,3.41,90,89.93,678.8,55.95,679.07,678.8,522.24,6.69,523.29,522.24,153.35,0,153.35,153.28,3.32,0.36,3.32,3.32
"1332",2.14,0.18,2.17,2.14,89.26,0,89.35,88.5,7.3,0.99,7.3,7.3,92.21,3.41,92.21,92.14,697.98,55.95,698.24,697.98,516.33,6.69,516.85,516.33,177.19,0,177.19,176.99,3.32,0.36,3.32,3.31
"1333",2.13,0.18,2.17,2.12,90.99,0,90.96,90.76,7.54,0.99,7.54,7.54,93.66,3.41,93.69,93.64,685.11,55.95,685.11,684.85,520.14,6.69,522.24,520.14,171.08,0,171.15,171.08,3.29,0.36,3.29,3.29
"1334",2.11,0.18,2.16,2.11,91.17,0,90.9,90.85,7.48,0.99,7.48,7.48,92.49,3.41,92.49,92.42,678.54,55.95,680.12,678.54,512.39,6.69,512.52,512.39,171.87,0,172.13,171.87,3.28,0.36,3.28,3.28
"1335",2.11,0.18,2.11,2.09,89.72,0,90.57,89.7,7.3,0.99,7.3,7.3,91.22,3.41,91.22,91.2,673.55,55.95,673.81,673.55,515.67,6.69,515.67,514.88,165.83,0,166.09,165.83,3.27,0.36,3.27,3.27
"1336",2.08,0.18,2.11,2.08,91.56,0,91.33,90.46,7.3,0.99,7.3,7.29,90.02,3.41,90.02,89.95,676.96,55.95,676.96,676.7,512.65,6.69,512.91,512.65,170.29,0,170.42,170.29,3.31,0.36,3.32,3.31
"1337",2.08,0.18,2.13,2.08,91.33,0,91.22,90.46,7.1,0.99,7.1,7.09,88.91,3.41,88.93,88.89,671.45,55.95,671.45,671.19,504.37,6.69,504.64,504.37,166.81,0,166.88,166.81,3.28,0.36,3.28,3.28
"1338",2.08,0.18,2.11,2.08,90.53,0,90.6,89.72,6.85,0.99,6.85,6.84,88.98,3.41,89.03,88.98,660.15,55.95,660.15,659.89,510.94,6.69,511.07,510.94,153.68,0,154.2,153.68,3.26,0.36,3.26,3.26
"1339",2.07,0.18,2.1,2.06,92.26,0,92.14,91.73,6.75,0.99,6.75,6.75,88.38,3.41,88.4,88.36,661.99,55.95,661.99,661.47,512.52,6.69,513.17,512.52,155.98,0,156.04,155.98,3.32,0.36,3.32,3.32
"1340",2.03,0.18,2.05,2.01,95.67,0,96.25,96.22,6.95,0.99,6.96,6.95,88.66,3.41,88.68,88.66,659.36,55.95,659.89,659.36,505.82,6.69,506.87,505.82,151.44,0,151.51,151.44,3.31,0.36,3.31,3.31
"1341",1.96,0.18,1.98,1.96,97.1,0,97.72,97.31,6.8,0.99,6.81,6.8,87.64,3.41,87.69,87.64,661.99,55.95,662.25,661.99,514.88,6.69,515.01,514.88,150.79,0,150.85,150.79,3.32,0.36,3.33,3.32
"1342",2.03,0.18,2.03,2.02,99.82,0,99.31,98.39,6.76,0.99,6.77,6.76,87.07,3.41,87.09,87.02,648.59,55.95,648.72,648.59,537.08,6.69,537.08,535.9,147.7,0,147.7,147.63,3.32,0.36,3.32,3.32
"1343",1.99,0.18,2.02,1.99,99.61,0,100.1,99.06,6.73,0.99,6.73,6.73,86.1,3.41,86.1,86.07,646.49,55.95,646.49,646.36,522.37,6.69,522.5,522.37,149.67,0,149.74,149.67,3.32,0.36,3.32,3.32
"1344",1.97,0.18,2,1.96,98.05,0,98.28,97.54,6.52,0.99,6.52,6.52,84.76,3.41,84.83,84.76,644.13,55.95,644.39,644.13,508.97,6.69,509.1,508.97,144.81,0,144.88,144.81,3.35,0.36,3.35,3.35
"1345",1.94,0.18,1.98,1.94,98.69,0,99.43,98.51,6.63,0.99,6.64,6.63,85.59,3.41,85.61,85.59,649.12,55.95,649.12,648.99,518.95,6.69,519.48,518.95,147.96,0,147.96,147.9,3.33,0.36,3.33,3.33
"1346",1.96,0.18,1.98,1.96,98.02,0,100.28,99.64,6.78,0.99,6.78,6.78,87.57,3.41,87.57,87.55,658.31,55.95,658.31,658.05,532.22,6.69,532.22,531.96,151.84,0,151.97,151.84,3.34,0.36,3.35,3.34
"1347",1.97,0.18,1.98,1.96,98.02,0,99.69,99.18,6.78,0.99,6.82,6.82,86.93,3.41,86.97,86.93,661.99,55.95,661.99,660.94,554.15,6.69,554.15,554.02,152.03,0,152.76,152.03,3.35,0.36,3.35,3.35
"1348",1.97,0.18,1.98,1.96,98.02,0,98.9,98.24,6.78,0.99,6.81,6.81,86.93,3.41,86.65,86.61,661.99,55.95,665.8,664.52,560.98,6.69,560.98,560.85,152.03,0,151.88,151.01,3.35,0.36,3.35,3.35
"1349",1.97,0.18,1.99,1.97,98.14,0,99.41,98.48,6.83,0.99,6.83,6.83,87.27,3.41,87.32,87.27,661.99,55.95,667.41,666.53,553.5,6.69,554.42,554.02,152.03,0,150.24,149.69,3.35,0.36,3.35,3.35
"1350",1.98,0.18,2,1.98,101.09,0,101.23,100.31,6.9,0.99,6.9,6.89,88.01,3.41,88.01,87.97,660.94,55.95,661.2,660.94,548.38,6.69,548.51,548.38,148.23,0,148.36,148.23,3.33,0.36,3.33,3.33
"1351",1.97,0.18,2,1.97,100.72,0,100.77,100.7,6.82,0.99,6.82,6.82,87,3.41,87,86.97,647.54,55.95,647.54,647.41,552.97,6.69,552.97,552.58,147.17,0,147.31,147.17,3.43,0.36,3.43,3.43
