"","A:ASBX(P)","A:ASBX(EPS)","A:ASBX(PA)","A:ASBX(PB)","D:RHM(P)","D:RHM(EPS)","D:RHM(PA)","D:RHM(PB)","I:LDO(P)","I:LDO(EPS)","I:LDO(PA)","I:LDO(PB)","F:CSF(P)","F:CSF(EPS)","F:CSF(PA)","F:CSF(PB)","BA.(P)","BA.(EPS)","BA.(PA)","BA.(PB)","IS:ESLT(P)","IS:ESLT(EPS)","IS:ESLT(PA)","IS:ESLT(PB)","RR.(P)","RR.(EPS)","RR.(PA)","RR.(PB)","TK:ASE(P)","TK:ASE(EPS)","TK:ASE(PA)","TK:ASE(PB)"
"94",1.02,0.09,1.02,1.01,78.37,4.46,78.42,78.01,11.34,0.3,11.34,11.34,82.86,4.24,82.88,82.71,657.39,52.8,658.05,657.39,430.03,5.49,430.03,429.77,306.83,24.97,306.83,306.6,0.84,0.02,0.84,0.84
"95",0.97,0.09,0.99,0.97,76.88,4.46,77.22,76.76,11.57,0.3,11.58,11.57,82.6,4.24,82.6,82.45,652.4,52.8,652.4,652.14,436.07,5.49,436.2,436.07,300.44,24.97,300.44,300.23,0.8,0.02,0.8,0.8
"96",1,0.09,1.02,0.99,77.72,4.46,77.88,77.42,11.64,0.3,11.64,11.62,82.82,4.24,82.95,82.82,658.05,52.8,658.05,657.39,440.01,5.49,441.2,440.01,297.69,24.97,297.69,297.46,0.8,0.02,0.8,0.8
"97",1.02,0.09,1.06,1.01,76.42,4.46,76.37,75.68,11.37,0.3,11.38,11.37,81.21,4.24,81.28,81.2,648.99,52.8,648.99,648.86,444.22,5.49,443.95,443.82,290.03,24.97,290.03,289.82,0.8,0.02,0.8,0.8
"98",1.05,0.09,1.05,1.05,76.51,4.46,78.26,77.63,12.15,0.3,12.17,12.15,82.98,4.24,83.02,82.98,652.14,52.8,652.4,652.14,445.92,5.49,445.92,445.66,291.72,24.97,291.93,291.72,0.8,0.02,0.8,0.8
"99",1.1,0.09,1.12,1.07,78.98,4.46,78.97,78.42,12.51,0.3,12.51,12.5,83.04,4.24,83.13,83.03,653.45,52.8,653.45,653.32,440.67,5.49,440.67,440.41,289.82,24.97,289.82,289.59,0.8,0.02,0.8,0.8
"100",1.1,0.09,1.11,1.09,78.42,4.46,78.83,78.19,12.39,0.3,12.4,12.39,84.13,4.24,84.13,83.91,653.06,52.8,653.06,652.93,447.24,5.49,447.37,447.24,287.47,24.97,287.69,287.47,0.8,0.02,0.8,0.8
"101",1.1,0.09,1.11,1.08,79.14,4.46,79.2,78.56,12.64,0.97,12.65,12.64,84.48,4.24,84.54,84.46,659.36,52.8,660.02,659.36,454.59,5.49,454.59,454.46,287.26,24.97,287.26,287.05,0.8,0.02,0.8,0.8
"102",1.08,0.09,1.1,1.07,78.79,4.46,78.84,78.21,12.43,0.97,12.44,12.43,85.19,4.24,85.19,85.04,664.62,52.8,665.27,664.62,457.09,5.49,457.09,455.91,298.32,24.97,298.32,298.11,0.81,0.02,0.81,0.81
"103",1.08,0.09,1.09,1.08,79.25,4.46,78.89,78.43,12.88,0.97,12.89,12.88,86.31,4.24,86.31,86.26,652.93,52.8,653.72,652.93,460.5,5.49,460.64,460.5,304.7,24.97,304.7,304.49,0.82,0.02,0.82,0.82
"104",1.06,0.09,1.1,1.05,76.97,4.46,76.52,76.06,12.86,0.97,12.86,12.85,86.43,4.24,86.43,86.25,653.58,52.8,653.58,653.32,456.17,5.49,457.22,457.09,298.74,24.97,298.74,298.53,0.84,0.02,0.84,0.84
"105",1.06,0.09,1.07,1.06,76.91,4.46,77.39,76.93,13,0.97,13,12.95,87.02,4.24,87.06,87,655.16,52.8,655.16,655.03,469.57,6.23,469.57,468.91,295.33,24.97,295.33,295.12,0.83,0.02,0.83,0.83
"106",1.06,0.09,1.07,1.04,78.88,4.46,78.7,78.24,12.96,0.97,12.97,12.96,88.47,4.24,88.5,88.39,664.62,52.8,665.27,664.62,486.64,6.23,486.9,486.64,288.75,24.97,288.75,288.53,0.81,0.02,0.81,0.81
"107",1.04,0.09,1.05,1.04,79.42,4.46,79.54,79.07,12.95,0.97,12.96,12.95,88.81,4.24,88.81,88.77,654.77,52.8,655.03,654.77,486.64,6.23,481.72,481.65,288.53,24.97,288.75,288.53,0.83,0.02,0.83,0.83
"108",1.04,0.09,1.04,1.05,79.42,4.46,79.51,79.05,12.95,0.97,12.9,12.88,88.81,4.24,88.79,88.7,654.77,52.8,650.81,650.67,472.85,6.23,472.98,472.85,288.53,24.97,287.15,286.93,0.84,0.02,0.84,0.84
"109",1.04,0.09,1.05,1.07,79.42,4.46,79.23,78.77,12.95,0.97,12.84,12.83,88.81,4.24,88.85,88.65,654.77,52.8,656.84,656.43,477.19,6.23,477.45,477.32,288.53,24.97,284.88,284.67,0.84,0.02,0.84,0.84
"110",1.06,0.09,1.07,1.06,78.9,4.46,79.62,79.16,12.9,0.97,12.9,12.89,89.05,4.24,89.06,88.87,665.93,52.8,666.59,665.93,471.93,6.23,471.27,471.01,286.84,24.97,287.05,286.84,0.84,0.02,0.84,0.84
"111",1.09,0.09,1.1,1.05,80.43,4.46,80.83,80.37,13.04,0.97,13.05,13.04,89.32,4.24,89.32,89.29,672.5,52.8,673.16,672.5,473.11,6.23,473.9,473.11,293.43,24.97,293.64,293.43,0.85,0.02,0.85,0.85
"112",1.14,0.09,1.15,1.14,80.68,4.46,80.93,80.46,12.86,0.97,12.86,12.85,88.8,4.24,88.82,88.8,668.56,52.8,669.22,668.56,464.58,6.23,464.84,464.44,290.03,24.97,290.03,289.82,0.85,0.02,0.85,0.85
"113",1.12,0.09,1.13,1.12,80.32,4.46,81.18,80.72,12.72,0.97,12.74,12.72,87.79,4.24,87.79,87.78,658.71,52.8,658.71,658.05,467.47,6.23,467.47,466.94,281.73,24.97,281.73,281.52,0.85,0.02,0.85,0.85
"114",1.13,0.09,1.17,1.12,81.73,4.46,80.82,80.36,13.1,0.97,13.11,13.09,88.36,4.24,88.37,88.36,658.71,52.8,658.71,658.05,473.11,6.23,473.24,473.11,280.45,24.97,280.66,280.45,0.87,0.02,0.87,0.86
"115",1.07,0.09,1.09,1.06,76.8,4.46,77.22,76.76,12.8,0.97,12.82,12.8,87.65,4.24,87.65,87.61,646.89,52.8,646.89,646.62,469.96,6.23,470.22,469.96,277.26,24.97,277.26,277.05,0.87,0.02,0.87,0.87
"116",1.08,0.09,1.09,1.07,77.44,4.46,78.88,78.41,12.81,0.97,12.81,12.8,88.27,4.24,88.3,88.19,648.59,52.8,648.72,648.59,471.41,6.23,471.41,470.75,279.82,24.97,280.03,279.82,0.87,0.02,0.87,0.87
"117",1.05,0.09,1.06,1.04,75.99,4.46,75.98,75.75,12.35,0.97,12.36,12.35,87.84,4.24,87.85,87.83,645.7,52.8,645.84,645.7,478.1,6.23,478.1,477.97,278.55,24.97,278.55,278.33,0.88,0.02,0.88,0.88
"118",1.06,0.09,1.08,1.04,75.96,4.46,77.19,76.73,12.64,0.97,12.65,12.64,88.22,4.24,88.24,88.21,654.24,52.8,654.64,654.24,480.07,6.23,479.94,479.81,283.64,24.97,283.85,283.64,0.89,0.02,0.89,0.89
"119",1.02,0.09,1.05,1.02,77.6,4.46,77.61,77.15,12.71,0.97,12.71,12.7,87.61,4.24,87.71,87.55,655.42,52.8,655.55,655.42,490.06,6.23,489.93,489.79,282.37,24.97,282.79,282.37,0.89,0.02,0.89,0.89
"120",1.05,0.09,1.05,1.03,76.71,4.46,77.29,76.86,12.26,0.97,12.27,12.26,87.75,4.24,87.84,87.71,658.71,52.8,659.36,658.71,487.17,6.23,487.17,486.51,279.61,24.97,279.82,279.61,0.92,0.02,0.92,0.92
"121",1.05,0.09,1.05,1.05,79.12,4.46,79.67,79.21,12.62,0.97,12.62,12.6,87.35,4.24,87.37,87.35,661.99,52.8,661.99,661.33,493.34,6.23,493.34,492.82,286.84,24.97,287.05,286.84,0.95,0.02,0.95,0.95
"122",1.06,0.09,1.07,1.05,80.24,4.46,79.8,79.34,12.54,0.97,12.54,12.52,87.5,4.24,87.52,87.48,670.53,52.8,670.53,669.87,493.87,6.23,493.87,493.34,285.77,24.97,285.77,285.56,0.94,0.02,0.94,0.94
"123",1.06,0.09,1.07,1.04,77.81,4.46,78.14,77.68,12.52,0.97,12.54,12.52,87.84,4.24,87.84,87.77,672.5,52.8,672.5,671.84,497.28,6.23,497.28,497.15,282.79,24.97,282.79,282.58,0.94,0.02,0.94,0.94
"124",1.13,0.09,1.13,1.12,78.16,4.46,79.14,78.68,12.75,0.97,12.77,12.75,87.82,4.24,87.85,87.82,669.87,52.8,670.53,669.87,500.96,6.23,500.96,500.04,283.01,24.97,283.01,282.79,0.93,0.02,0.93,0.93
"125",1.14,0.09,1.15,1.13,78.97,4.46,79.93,79.47,12.75,0.97,12.75,12.74,88.65,4.24,88.66,88.46,679.72,52.8,680.38,679.72,507.13,6.23,507.13,506.34,296.19,24.97,296.4,296.19,0.93,0.02,0.93,0.93
"126",1.18,0.09,1.19,1.18,78.86,4.46,78.93,78.47,12.73,0.97,12.73,12.72,87.23,4.24,87.25,87.14,670.53,52.8,670.53,669.87,495.18,6.23,495.18,494.92,290.87,24.97,290.87,290.66,0.93,0.02,0.93,0.93
"127",1.15,0.09,1.15,1.13,78.86,4.46,78.79,78.33,12.63,0.97,12.63,12.62,87.25,4.24,87.25,87.06,654.9,52.8,654.9,654.64,486.12,6.23,486.25,486.12,294.28,24.97,294.28,294.06,0.92,0.02,0.92,0.92
"128",1.12,0.09,1.15,1.12,78.13,4.46,78.64,78.18,12.63,0.97,12.64,12.63,87.34,4.24,87.39,87.29,642.81,52.8,642.81,642.68,494.13,6.23,493.87,493.47,290.87,24.97,290.87,290.66,0.93,0.02,0.93,0.93
"129",1.12,0.09,1.16,1.14,79.17,4.46,79.3,78.84,12.69,0.97,12.7,12.69,87.91,4.24,87.91,87.82,643.47,52.8,643.47,643.34,488.61,6.23,488.74,488.61,286.19,24.97,286.42,286.19,0.92,0.02,0.92,0.92
"130",1.15,0.09,1.15,1.15,79.39,4.46,79.7,79,12.74,0.97,12.75,12.74,88.16,4.24,88.22,88.1,636.12,52.8,636.12,635.98,501.09,6.23,501.09,500.7,284.5,24.97,284.71,284.5,0.92,0.02,0.92,0.92
"131",1.14,0.09,1.15,1.13,80.72,4.46,80.73,80.38,13.08,0.97,13.09,13.08,88.93,4.24,89.05,88.9,641.11,52.8,641.24,641.11,490.98,6.23,491.76,491.24,286.19,24.97,286.19,285.98,0.94,0.02,0.94,0.94
"132",1.15,0.09,1.18,1.15,81.04,4.46,80.72,80.62,13.11,0.97,13.12,13.11,88.49,4.24,88.52,88.42,635.72,52.8,635.72,635.46,490.98,6.23,487.6,486.99,298.28,24.97,298.28,298.05,0.93,0.02,0.94,0.93
"133",1.14,0.09,1.15,1.13,78.84,4.46,79.11,78.65,12.72,0.97,12.73,12.72,87.07,4.24,87.07,87.02,626.92,52.8,626.92,626.79,489.66,6.23,490.58,489.66,287.74,24.97,287.95,287.74,0.93,0.02,0.93,0.93
"134",1.11,0.09,1.15,1.1,77.21,4.46,77.64,77.18,12.67,0.97,12.71,12.67,86.82,4.24,86.82,86.74,626.92,52.8,623.78,623.5,489.01,6.23,489.01,487.82,287.74,24.97,277.85,277.62,0.92,0.02,0.92,0.92
"135",1.1,0.09,1.11,1.09,75.88,4.46,75.83,75.37,12.56,0.97,12.57,12.56,87.53,4.24,87.68,87.53,625.48,52.8,625.48,625.08,479.68,6.23,479.94,479.68,275.92,24.97,276.14,275.92,0.91,0.02,0.91,0.91
"136",1.09,0.09,1.1,1.07,75.44,4.46,75.27,74.81,12.71,0.97,12.72,12.71,87.74,4.24,87.74,87.6,628.5,52.8,628.63,628.5,485.59,6.23,485.2,485.07,277.21,24.97,277.43,277.21,0.88,0.02,0.88,0.88
"137",1.1,0.09,1.12,1.1,75.88,4.46,76.21,75.75,12.33,1.1,12.36,12.33,86.78,4.24,86.78,86.72,631.26,52.8,631.65,631.26,479.55,6.23,479.68,479.55,270.77,24.97,270.77,270.34,0.88,0.02,0.88,0.87
"138",1.06,0.09,1.08,1.06,75.88,4.46,76.37,75.91,11.98,1.1,11.98,11.97,87.04,4.24,87.07,87.04,642.29,52.8,642.29,640.58,484.02,6.23,484.02,483.88,277.87,24.97,278.08,277.87,0.91,0.02,0.91,0.91
"139",1.06,0.09,1.06,1.06,76.43,4.46,76.27,75.81,11.83,1.1,11.83,11.82,87.86,4.24,87.98,87.77,645.05,52.8,645.31,645.05,484.67,6.23,484.54,484.02,275.92,24.97,275.92,275.71,0.92,0.02,0.92,0.92
"140",1.09,0.09,1.1,1.08,76.32,4.46,76.77,76.31,11.97,1.1,11.97,11.96,88.27,4.24,88.27,88.15,644.78,52.8,644.78,644.65,485.99,6.23,485.99,485.85,278.72,24.97,278.93,278.72,0.92,0.03,0.92,0.92
"141",1.07,0.09,1.08,1.06,75.08,4.46,76.53,76.07,12.42,1.1,12.43,12.42,88.52,4.24,88.52,88.39,644.13,52.8,644.26,644.13,485.99,6.23,482.87,482.95,283.01,24.97,283.01,282.8,0.93,0.03,0.93,0.93
"142",1.06,0.09,1.08,1.05,70.41,4.6,70.69,70.23,12.34,1.1,12.35,12.34,88.45,4.24,88.58,88.39,640.71,52.8,640.71,640.45,485.99,6.23,476.37,476.35,276.57,24.97,277,276.57,0.93,0.03,0.94,0.93
"143",1.07,0.09,1.08,1.06,69.01,4.6,68.77,68.49,12.33,1.1,12.34,12.33,88.57,4.24,88.65,88.55,640.71,52.8,640.71,640.19,470.62,6.23,470.75,470.62,279.36,24.97,279.36,279.15,0.93,0.03,0.93,0.93
"144",1.09,0.09,1.09,1.08,69.01,4.6,68.52,68.11,12.32,1.1,12.33,12.32,89.29,4.24,89.3,89.13,643.73,52.8,643.86,643.73,465.89,6.23,466.02,465.89,284.95,24.97,284.95,284.52,0.91,0.03,0.91,0.91
"145",1.04,0.09,1.04,1.04,67.73,4.6,68.27,67.69,12.07,1.1,12.07,12.05,88.32,4.24,88.32,88.23,638.74,52.8,638.87,638.74,456.96,6.67,456.96,456.69,285.38,24.97,285.6,285.38,0.91,0.03,0.91,0.91
"146",1.03,0.09,1.05,1.02,67.04,4.6,67.94,67.48,12.19,1.1,12.19,12.18,87.92,4.24,87.92,87.79,632.7,52.8,632.7,632.57,464.97,6.67,464.97,464.84,281.94,24.97,281.94,281.73,0.89,0.03,0.89,0.89
"147",1.04,0.09,1.05,1.04,67.94,4.6,68.46,68.05,12.15,1.1,12.18,12.15,87.85,4.24,87.9,87.82,627.71,52.8,627.84,627.71,466.68,6.67,466.68,466.28,272.7,24.97,272.7,272.49,0.89,0.03,0.88,0.88
"148",1.04,0.09,1.05,1.03,69.22,4.6,69.48,69.12,12.35,1.1,12.35,12.29,89.12,4.24,89.12,88.97,635.06,52.8,635.2,635.06,464.58,6.67,464.31,464.05,276.35,24.97,276.35,276.14,0.88,0.03,0.88,0.88
"149",1,0.09,1.01,0.99,68.99,4.6,69.03,68.57,12.17,1.1,12.18,12.17,88.83,4.24,88.88,88.83,630.07,52.8,630.6,630.07,473.9,6.67,474.16,473.9,272.91,24.97,273.14,272.91,0.9,0.03,0.9,0.9
"150",1,0.09,1.03,0.99,69.51,4.6,69.58,69.18,12.51,1.1,12.51,12.49,89.68,4.24,89.74,89.66,634.28,52.8,634.93,634.28,484.54,6.67,484.54,484.41,274.42,24.97,274.42,274.2,0.93,0.03,0.93,0.93
"151",0.99,0.09,1,0.97,70.07,4.6,70.49,70.03,12.66,1.1,12.66,12.65,89.28,4.24,89.3,89.23,632.04,52.8,632.04,631.91,485.07,6.67,485.07,484.02,268.19,24.97,268.19,267.97,0.93,0.03,0.93,0.93
"152",0.97,0.09,0.97,0.97,70.38,4.6,70.47,70.24,12.66,1.1,12.67,12.66,89.81,4.24,89.81,89.78,633.49,52.8,633.62,633.49,484.93,6.67,484.93,484.8,268.83,24.97,269.05,268.83,0.91,0.03,0.91,0.91
"153",0.97,0.09,0.98,0.97,70.25,4.6,70.64,70.28,12.6,1.1,12.6,12.58,89.64,4.24,89.65,89.57,634.41,52.8,634.54,634.41,483.36,6.67,483.75,482.57,264.32,24.97,264.76,264.32,0.93,0.03,0.93,0.93
"154",0.99,0.09,0.99,0.99,70.44,4.6,70.78,70.32,12.41,1.1,12.41,12.4,89.42,4.24,89.44,89.42,634.41,52.8,634.03,633.91,484.67,6.67,484.93,484.67,264.32,24.97,265.88,265.52,0.94,0.03,0.94,0.94
"155",0.99,0.09,0.99,0.99,71.4,4.6,71.48,70.91,12.27,1.1,12.28,12.27,89.79,4.24,89.79,89.73,635.2,52.8,635.33,635.2,476.4,6.67,479.29,476.4,266.04,24.97,266.25,266.04,0.93,0.03,0.93,0.93
"156",0.95,0.09,0.98,0.95,71.01,4.6,70.82,70.44,12.04,1.1,12.06,12.04,89.34,4.24,89.34,89.33,640.98,52.8,641.11,640.98,474.69,6.67,475.21,474.69,260.03,24.97,260.03,259.81,0.91,0.03,0.91,0.91
"157",0.94,0.09,0.95,0.94,71.1,4.6,71.27,70.81,12.1,1.1,12.1,12.09,89.37,4.24,89.37,89.35,647.28,52.8,647.54,647.28,469.57,6.67,469.57,468.78,260.88,24.97,260.88,260.67,0.91,0.03,0.91,0.91
"158",0.97,0.09,0.98,0.95,69.3,4.6,69.73,69.27,11.7,1.1,11.72,11.7,88.14,4.24,88.19,88.13,644.78,52.8,644.78,644.13,473.51,6.67,473.77,473.51,260.24,24.97,260.45,260.24,0.91,0.03,0.91,0.91
"159",0.95,0.09,0.97,0.95,69.81,4.6,69.91,69.45,11.46,1.1,11.46,11.45,88.36,4.24,88.38,88.29,645.7,52.8,646.23,645.7,470.62,6.67,470.88,470.62,263.25,24.97,263.46,263.25,0.9,0.03,0.9,0.9
"160",0.94,0.09,0.95,0.94,70,4.6,70.94,70.53,11.66,1.1,11.66,11.64,87.71,4.24,87.74,87.71,648.86,52.8,648.86,648.59,478.76,6.67,478.76,478.1,260.67,24.97,260.67,260.45,0.89,0.03,0.89,0.89
"161",0.96,0.09,0.97,0.95,69.47,4.6,69.65,69.19,11.59,1.1,11.6,11.59,87.82,4.24,87.82,87.7,647.41,52.8,647.41,647.28,475.21,6.67,476.66,475.21,262.81,24.97,262.81,262.6,0.9,0.03,0.9,0.9
"162",0.93,0.09,0.94,0.93,67.5,4.6,67.87,67.41,11.22,1.1,11.23,11.22,86.62,4.24,86.62,86.61,637.69,52.8,637.82,637.69,468.91,6.67,468.91,468.65,257.66,24.97,257.66,257.44,0.9,0.03,0.9,0.89
"163",0.93,0.09,0.93,0.92,65.5,4.6,65.63,64.98,10.67,1.1,10.68,10.67,85.2,4.24,85.23,85.19,629.81,52.8,629.81,629.68,468.91,6.67,465.91,465.02,259.37,24.97,259.81,259.37,0.89,0.03,0.89,0.89
"164",0.93,0.09,0.9,0.89,64.62,4.6,64.52,64.06,10.66,1.1,10.68,10.66,83.42,4.24,83.43,83.42,625.61,52.8,626,625.61,461.82,6.67,463.66,461.82,258.08,24.97,258.31,258.08,0.87,0.03,0.87,0.87
"165",0.87,0.09,0.88,0.87,63.55,4.6,63.51,63.03,10.41,1.1,10.43,10.41,82.51,4.24,82.53,82.47,623.9,52.8,624.03,623.9,459.06,6.67,459.98,459.06,257.87,24.97,257.87,257.66,0.85,0.03,0.86,0.85
"166",0.89,0.09,0.9,0.89,64.62,4.6,64.72,64.3,10.82,1.1,10.82,10.81,83.19,4.24,83.24,83.18,627.32,52.8,627.58,627.32,463.26,6.67,463.66,463.26,263.25,24.97,263.25,263.04,0.86,0.03,0.86,0.86
"167",0.89,0.09,0.9,0.89,62.95,4.6,63.41,62.97,10.72,1.1,10.72,10.72,83.15,4.24,83.31,83.15,624.43,52.8,624.82,624.43,457.22,6.67,458.01,457.22,259.16,24.97,259.37,259.16,0.84,0.03,0.84,0.84
"168",0.88,0.09,0.88,0.87,63.43,4.6,63.4,62.94,11,1.1,11,10.98,83.33,4.24,83.36,83.33,628.89,52.8,628.89,628.63,459.45,6.67,459.32,459.19,264.32,24.97,264.53,264.32,0.85,0.03,0.85,0.85
"169",0.89,0.09,0.9,0.89,66.88,4.6,67.06,66.6,11.52,1.1,11.52,11.5,85.84,4.24,85.84,85.79,649.91,52.8,649.91,649.64,470.75,6.67,470.75,470.62,272.49,24.97,272.49,272.27,0.89,0.03,0.89,0.89
"170",0.91,0.09,0.93,0.9,66.33,4.6,67.52,67.11,11.47,1.1,11.48,11.47,86.33,4.24,86.33,86.32,651.48,52.8,651.75,651.48,461.69,6.67,462.34,461.69,271.19,24.97,271.19,270.98,0.88,0.03,0.88,0.88
"171",0.92,0.09,0.94,0.91,67.19,4.6,67.39,66.96,11.36,1.1,11.36,11.36,86.46,4.24,86.48,86.43,660.02,52.8,660.02,659.36,465.1,6.67,465.1,464.97,273.14,24.97,273.14,272.91,0.87,0.03,0.87,0.87
"172",0.89,0.09,0.91,0.88,68.95,4.6,69.01,68.32,11.74,1.1,11.74,11.73,87.53,4.24,87.64,87.49,661.99,52.8,662.65,661.99,461.03,6.67,461.55,461.03,277,24.97,277.21,277,0.88,0.03,0.88,0.88
"173",0.88,0.09,0.89,0.88,65.33,4.6,64.84,64.23,10.34,1.1,10.35,10.34,83.36,4.24,83.4,83.35,631.52,52.8,631.52,630.99,448.95,6.67,449.21,448.95,278.93,24.97,278.93,278.72,0.88,0.03,0.89,0.88
"174",0.89,0.09,0.89,0.89,60.93,4.6,61.31,60.86,9.66,1.1,9.68,9.66,81.1,4.24,81.16,81.05,615.89,52.8,615.89,615.76,453.81,6.67,454.46,453.81,280.22,24.97,280.44,280.22,0.87,0.03,0.87,0.87
"175",0.87,0.09,0.87,0.86,61.25,4.6,61.67,61.22,10.34,1.1,10.34,10.33,84.76,4.24,84.84,84.76,634.93,52.8,634.93,634.8,458.4,6.67,458.4,457.48,287.74,24.97,287.74,287.53,0.88,0.03,0.89,0.88
"176",0.89,0.09,0.89,0.88,62.19,4.6,61.78,61.32,10.35,1.1,10.35,10.34,86.43,4.24,86.55,86.42,663.96,52.8,663.96,663.3,455.12,6.67,455.12,454.99,302.78,24.97,303.01,302.78,0.88,0.03,0.88,0.88
"177",0.89,0.09,0.87,0.91,61.52,4.6,62.07,61.67,10.45,1.1,10.45,10.42,86.5,4.24,86.52,86.48,688.26,52.8,688.92,688.26,457.88,6.67,457.88,457.22,305.79,24.97,306.01,305.79,0.88,0.03,0.88,0.87
"178",0.89,0.09,0.86,0.91,63.01,4.6,63.29,62.92,10.42,1.1,10.44,10.42,87.61,4.24,87.67,87.55,696.14,52.8,696.8,696.14,460.9,6.67,460.9,460.64,305.79,24.97,305.79,305.58,0.9,0.03,0.9,0.9
"179",0.81,0.09,0.82,0.81,63.87,4.6,63.44,62.99,10.48,1.1,10.49,10.48,86.62,4.24,86.62,86.61,694.17,52.8,694.17,693.51,459.85,6.67,459.58,459.32,303.65,24.97,303.65,303.43,0.9,0.03,0.91,0.9
"180",0.8,0.09,0.81,0.8,61.12,4.6,61.47,60.95,10.14,1.1,10.14,10.14,85.42,4.24,85.5,85.39,700.08,52.8,700.74,700.08,459.85,6.67,461.03,459.85,305.58,24.97,305.79,305.58,0.9,0.03,0.9,0.9
"181",0.8,0.09,0.81,0.8,59.98,4.6,60.4,59.93,9.92,1.1,9.93,9.92,84.4,4.24,84.58,84.4,691.54,52.8,691.54,690.89,460.24,6.67,460.9,460.24,300.42,24.97,300.42,300.21,0.9,0.03,0.9,0.9
"182",0.78,0.09,0.78,0.78,59.42,4.6,59.48,59.05,10.12,1.1,10.13,10.11,86.59,4.24,86.59,86.5,696.14,52.8,696.14,695.48,475.35,6.67,475.35,475.21,313.11,24.97,313.32,313.11,0.9,0.03,0.91,0.91
"183",0.78,0.09,0.79,0.78,61.66,4.6,61.59,61.07,10.69,1.1,10.69,10.68,87.18,4.24,87.18,87.14,705.99,52.8,705.99,705.34,482.04,6.67,481.91,481.78,315.89,24.97,316.11,315.89,0.91,0.03,0.91,0.91
"184",0.8,0.09,0.81,0.8,62.95,4.6,62.96,62.56,11,1.1,11.01,11,88.52,4.24,88.52,88.49,716.5,52.8,716.5,715.84,485.59,6.67,485.99,485.59,311.16,24.97,311.16,310.95,0.91,0.03,0.91,0.91
"185",0.8,0.09,0.81,0.8,63.81,4.6,63.9,63.48,11.24,1.1,11.24,11.23,89.26,4.24,89.56,89.23,710.59,52.8,710.59,709.93,488.61,6.67,488.74,488.61,311.16,24.97,311.39,311.16,0.91,0.03,0.91,0.91
"186",0.8,0.09,0.81,0.8,62.85,4.6,62.58,62.06,11.05,1.1,11.05,11.05,89.5,4.24,89.62,89.5,711.9,52.8,711.9,711.25,484.67,6.67,484.67,484.28,320.84,24.97,321.05,320.84,0.93,0.03,0.93,0.93
"187",0.81,0.09,0.81,0.81,65.98,4.6,66.05,65.53,11.28,1.1,11.28,11.27,89.64,4.24,89.65,89.6,708.62,52.8,708.62,707.96,491.37,6.67,491.37,490.19,320.84,24.97,320.84,320.62,0.93,0.03,0.93,0.93
"188",0.8,0.09,0.81,0.8,65.52,4.6,65.51,64.99,11.17,1.1,11.17,11.17,89,4.24,89.03,89,705.34,52.8,705.99,705.34,489.66,6.67,490.85,490.58,319.98,24.97,320.41,319.98,0.92,0.03,0.92,0.92
"189",0.81,0.09,0.82,0.81,66.26,4.6,66.16,65.85,11.24,1.1,11.24,11.23,89.14,4.24,89.2,89.13,701.4,52.8,702.05,701.4,482.31,6.67,482.31,481.91,317.19,24.97,317.19,316.97,0.84,0.03,0.85,0.84
"190",0.79,0.09,0.79,0.79,65.84,4.6,66.12,65.68,11.16,1.1,11.17,11.16,89.08,4.24,89.25,89.07,709.93,52.8,709.93,709.28,481.78,6.67,481.78,481.52,317.83,24.97,317.83,317.61,0.85,0.03,0.85,0.85
"191",0.8,0.09,0.8,0.79,67.67,4.6,67.81,67.39,11.11,1.1,11.12,11.11,89.6,4.24,89.6,89.59,711.9,52.8,712.56,711.9,480.99,6.67,482.7,480.99,319.33,24.97,319.33,319.12,0.87,0.03,0.87,0.87
"192",0.81,0.09,0.81,0.81,66.9,4.6,67.3,66.78,11.13,1.1,11.13,11.12,87.9,4.24,87.99,87.87,704.02,52.8,704.68,704.02,484.41,6.67,484.41,482.31,319.77,24.97,319.77,319.56,0.84,0.03,0.84,0.84
"193",0.78,0.09,0.79,0.78,67.38,4.6,67.68,67.24,11.16,1.1,11.17,11.16,90.92,4.85,91.08,90.71,699.42,52.8,699.42,698.77,489.66,6.67,489.93,489.4,309.66,24.97,309.87,309.66,0.83,0.03,0.83,0.83
"194",0.8,0.09,0.81,0.8,67.76,4.6,68.27,67.83,11.14,1.1,11.14,11.13,92.26,4.85,92.26,92.24,700.08,52.8,700.08,699.42,488.88,6.67,489.53,488.88,308.59,24.97,308.8,308.59,0.85,0.03,0.85,0.85
"195",0.79,0.09,0.8,0.79,71.42,4.6,71.5,71.28,11.12,1.1,11.13,11.12,93.86,4.85,93.87,93.86,702.05,52.8,702.05,701.4,497.94,6.67,497.94,497.54,312.46,24.97,312.67,312.46,0.84,0.03,0.84,0.84
"196",0.8,0.09,0.8,0.79,71.34,4.6,71.67,71.04,11.19,1.1,11.19,11.19,94.27,4.85,94.38,94.27,708.62,52.8,709.28,708.62,499.65,6.67,499.65,499.12,314.6,24.97,315.04,314.6,0.87,0.03,0.87,0.87
"197",0.8,0.09,0.81,0.79,71.76,4.6,72.13,71.69,11.49,1.22,11.51,11.47,94.55,4.85,94.55,94.48,706.65,53.2,706.65,705.99,504.11,6.67,504.37,504.11,357.16,24.97,357.37,357.16,0.88,0.03,0.88,0.88
