Name,RHEINMETALL,RHEINMETALL - EARNINGS PER SHR,RHEINMETALL - ASK PRICE,RHEINMETALL - BID PRICE,NORTHROP GRUMMAN,NORTHROP GRUMMAN - EARNINGS PER SHR,NORTHROP GRUMMAN - ASK PRICE,NORTHROP GRUMMAN - BID PRICE,RAYTHEON TECHNOLOGIES,RAYTHEON TECHNOLOGIES - EARNINGS PER SHR,RAYTHEON TECHNOLOGIES - ASK PRICE,RAYTHEON TECHNOLOGIES - BID PRICE,HNTGTN.INGALLS INDS.,HNTGTN.INGALLS INDS. - EARNINGS PER SHR,HNTGTN.INGALLS INDS. - ASK PRICE,HNTGTN.INGALLS INDS. - BID PRICE,LEONARDO,LEONARDO - EARNINGS PER SHR,LEONARDO - ASK PRICE,LEONARDO - BID PRICE,THALES,THALES - EARNINGS PER SHR,THALES - ASK PRICE,THALES - BID PRICE,BAE SYSTEMS,BAE SYSTEMS - EARNINGS PER SHR,BAE SYSTEMS - ASK PRICE,BAE SYSTEMS - BID PRICE,LOCKHEED MARTIN,LOCKHEED MARTIN - EARNINGS PER SHR,LOCKHEED MARTIN - ASK PRICE,LOCKHEED MARTIN - BID PRICE,AXON ENTERPRISE,AXON ENTERPRISE - EARNINGS PER SHR,AXON ENTERPRISE - ASK PRICE,AXON ENTERPRISE - BID PRICE,MANTECH INTL.'A',MANTECH INTL.'A' - EARNINGS PER SHR,MANTECH INTL.'A' - ASK PRICE,MANTECH INTL.'A' - BID PRICE,BWX TECHNOLOGIES,BWX TECHNOLOGIES - EARNINGS PER SHR,BWX TECHNOLOGIES - ASK PRICE,BWX TECHNOLOGIES - BID PRICE,CURTISS WRIGHT,CURTISS WRIGHT - EARNINGS PER SHR,CURTISS WRIGHT - ASK PRICE,CURTISS WRIGHT - BID PRICE,ELBIT SYSTEMS,ELBIT SYSTEMS - EARNINGS PER SHR,ELBIT SYSTEMS - ASK PRICE,ELBIT SYSTEMS - BID PRICE,ROLLS-ROYCE HOLDINGS,ROLLS-ROYCE HOLDINGS - EARNINGS PER SHR,ROLLS-ROYCE HOLDINGS - ASK PRICE,ROLLS-ROYCE HOLDINGS - BID PRICE,SMITH WESSON BRANDS,SMITH WESSON BRANDS - EARNINGS PER SHR,SMITH WESSON BRANDS - ASK PRICE,SMITH WESSON BRANDS - BID PRICE,ASELSAN ELNK.SANVETC.,ASELSAN ELNK.SANVETC. - EARNINGS PER SHR,ASELSAN ELNK.SANVETC. - ASK PRICE,ASELSAN ELNK.SANVETC. - BID PRICE,GENERAL DYNAMICS,GENERAL DYNAMICS - EARNINGS PER SHR,GENERAL DYNAMICS - ASK PRICE,GENERAL DYNAMICS - BID PRICE,STURM RUGER & CO,STURM RUGER & CO - EARNINGS PER SHR,STURM RUGER & CO - ASK PRICE,STURM RUGER & CO - BID PRICE,AMMO,AMMO - EARNINGS PER SHR,AMMO - ASK PRICE,AMMO - BID PRICE,CACI INTERNATIONAL 'A',CACI INTERNATIONAL 'A' - EARNINGS PER SHR,CACI INTERNATIONAL 'A' - ASK PRICE,CACI INTERNATIONAL 'A' - BID PRICE,AUSTAL,AUSTAL - EARNINGS PER SHR,AUSTAL - ASK PRICE,AUSTAL - BID PRICE,HONEYWELL INTL.,HONEYWELL INTL. - EARNINGS PER SHR,HONEYWELL INTL. - ASK PRICE,HONEYWELL INTL. - BID PRICE
01/16/17,65.572,4.15,65.572,65.072,230.17,11.72,NA,NA,65.0094,5.05,NA,NA,191.58,8.97,NA,NA,12.85,1.24,12.88,12.85,89.07,4.21,89.15,89.03,611.5,40.5,611.5,610.5,254.53,17.11,NA,NA,25.23,0.3,NA,NA,41.06,1.49,NA,NA,40.99,1.39,NA,NA,97.4,4.1,NA,NA,400,5.57,399.8999,399.3999,218.91,19.01,218.91,218.75,15.8219,1.83,NA,NA,6.85,0.33,6.85,6.84,177.89,9.33,NA,NA,51.35,4.36,NA,NA,1.9975,0,NA,NA,123.6,5.85,NA,NA,1.64,0,1.64,1.625,113.0479,6.12,NA,NA
01/17/17,65.945,4.15,66.263,65.763,228.48,11.72,228.48,228.46,64.8619,5.05,64.8619,64.856,189.61,8.97,189.6,189.56,12.93,1.24,12.94,12.93,88.98,4.21,89.15,88.98,605,40.5,605,604.5,254.12,17.11,254.23,254.18,24.82,0.3,24.82,24.81,40.38,1.49,40.38,40.36,40.73,1.39,40.74,40.73,95.61,4.1,95.61,95.6,399.5,5.57,399.6001,399.5,228.63,19.01,228.79,228.63,15.9141,1.83,15.9218,15.9141,7.05,0.33,7.06,7.05,175.97,9.33,175.96,175.93,52.2,4.36,52.2,52.15,1.9975,0,NA,NA,122.3,5.85,122.35,122.3,1.605,0,1.635,1.595,112.2436,6.12,112.2532,112.2436
01/18/17,68.58,4.15,68.9,68.5,230.24,11.72,230.31,230.29,65.1273,5.05,65.1332,65.1273,190.94,8.97,190.96,190.95,13.05,1.24,13.05,13.03,88.67,4.21,88.84,88.67,605,40.5,605,604.5,254.07,17.11,254.15,254.1,25.1,0.3,25.11,25.1,40.18,1.49,40.18,40.17,40.67,1.39,40.67,40.66,95.81,4.1,95.77,95.73,399,5.57,399.1001,399,228.3,19.01,228.46,228.3,15.7144,1.83,15.7144,15.7067,6.94,0.33,6.95,6.94,175.99,9.33,176,175.99,51.55,4.36,51.55,51.5,1.9975,0,NA,NA,123.3,5.85,123.3,123.25,1.605,0,1.62,1.6,113.0383,6.12,113.0383,113.0287
01/19/17,68.951,4.15,69.438,68.95,232.39,11.72,232.39,232.34,65.3102,5.05,65.3043,65.2866,194.82,8.97,194.9,194.84,13.1,1.24,13.1,13.08,88.62,4.21,88.62,88.45,602,40.5,602,601.5,257.03,17.11,257.01,256.9399,25.09,0.3,25.1,25.09,39.99,1.49,39.99,39.98,41.49,1.39,41.49,41.48,95.8,4.1,95.78,95.76,400.5,5.57,400.5,400.3,231.26,19.01,231.26,231.09,15.5608,1.83,15.5685,15.5608,6.84,0.33,6.85,6.84,177.81,9.33,177.83,177.81,51.55,4.36,51.55,51.45,1.9975,0,NA,NA,122.25,5.85,122.2,122.15,1.575,0,1.61,1.55,112.8947,6.12,112.8851,112.8755
01/20/17,69.443,4.15,69.789,69.289,232.11,11.72,232.19,232.16,65.3456,5.05,65.322,65.3102,195.71,8.97,195.83,195.75,13,1.24,13,12.99,89.02,4.21,89.08,89.02,600.5,40.5,601,600.5,257.73,17.11,257.73,257.6599,24.85,0.3,24.86,24.85,40.19,1.49,40.2,40.19,41.47,1.39,41.48,41.47,96.41,4.1,96.42,96.41,400.3999,5.57,400.3999,399.8999,226.65,19.01,226.65,226.49,15.4609,1.83,15.4686,15.4609,6.86,0.33,6.87,6.86,178.28,9.33,178.29,178.28,50.65,4.36,50.75,50.7,1.9975,0,NA,NA,123.2,5.85,123.25,123.2,1.59,0,1.61,1.58,112.8085,6.12,112.799,112.7894
01/23/17,69.057,4.15,69.491,68.991,231.69,11.72,231.77,231.74,65.0802,5.05,65.0802,65.0684,193.54,8.97,193.59,193.54,12.62,1.24,12.63,12.62,88.85,4.21,88.86,88.63,600,40.5,600.5,600,257.48,17.11,257.78,257.6699,24.81,0.3,24.81,24.8,39.84,1.49,39.84,39.83,41.46,1.39,41.47,41.46,95.62,4.1,95.6,95.59,401.2,5.57,401.2,401,227.64,19.01,227.8,227.64,15.4532,1.83,15.4532,15.4456,6.85,0.33,6.85,6.85,177.23,9.33,177.26,177.25,50.4,4.36,50.4,50.35,1.9975,0,NA,NA,121.3,5.85,121.3,121.25,1.545,0,1.6,1.545,112.4159,6.12,112.4255,112.4159
01/24/17,69.973,4.15,70.63,70.13,232.59,11.72,232.62,232.59,65.8292,5.05,65.8174,65.7938,194.76,8.97,194.73,194.66,12.77,1.24,12.77,12.76,88.55,4.21,88.58,88.46,598,40.5,598.5,598,252.91,17.11,252.9,252.85,25.18,0.3,25.18,25.17,40.16,1.49,40.16,40.13,42.04,1.39,42.05,42.04,97.27,4.1,97.26,97.25,403.5,5.57,403.6001,403.5,224.02,19.01,224.18,224.02,15.9294,1.83,15.9294,15.9218,6.75,0.33,6.76,6.75,177.25,9.33,177.32,177.25,51.3,4.36,51.3,51.2,2.25,0,NA,NA,123.5,5.85,123.5,123.45,1.63,0,1.64,1.565,112.9425,6.12,112.9425,112.9234
01/25/17,71.58,4.15,72,71.8,230.84,11.72,230.94,230.85,65.4459,5.05,65.4459,65.44,192.72,8.97,192.73,192.72,12.85,1.24,12.86,12.85,87.3,4.21,87.38,87.27,600.5,40.5,600.5,600,251,17.11,251.03,251,25.11,0.3,25.11,25.1,40.26,1.49,40.27,40.26,41.94,1.39,41.96,41.95,98.19,4.1,98.18,98.17,406.5,5.57,406.5,405.5,225.83,19.01,225.83,225.66,16.0446,1.83,16.0446,16.037,6.53,0.33,6.53,6.53,175.32,9.33,175.37,175.35,51.8,4.36,51.8,51.75,2.25,0,NA,NA,123,5.85,122.95,122.9,1.64,0,1.675,1.575,112.866,6.12,112.9138,112.9043
01/26/17,71.914,4.15,71.936,71.436,226.96,11.72,226.9,226.87,65.092,5.05,65.0861,65.0684,194.3,8.97,194.3,194.24,12.54,1.24,12.55,12.53,86.93,4.21,87.04,86.92,596,40.5,596.5,596,254.97,17.49,254.95,254.92,24.88,0.3,24.89,24.88,39.89,1.49,39.89,39.88,41.74,1.39,41.74,41.73,98.46,4.1,98.52,98.49,408.8,5.57,409.1001,408.8,227.8,19.01,227.97,227.8,15.9755,1.83,15.9832,15.9755,6.72,0.33,6.72,6.72,177.3,9.33,177.29,177.16,52.1,4.36,52.1,52.05,2.25,0,NA,NA,122.95,5.85,123,122.9,1.64,0,NA,NA,112.9521,6.12,112.9425,112.9234
01/27/17,71.749,4.15,71.541,71.191,229.83,11.72,229.76,229.74,64.7027,3.61,64.7027,64.6968,191.53,8.97,191.45,191.43,12.54,1.24,12.55,12.54,87.42,4.21,87.43,87.29,592.5,40.5,593,592.5,253.5,17.49,253.5,253.48,24.83,0.3,24.84,24.83,39.82,1.49,39.83,39.81,41.88,1.39,41.88,41.87,97.9,4.1,97.9,97.89,414.1001,5.57,414.2,414.1001,225.83,19.01,225.99,225.83,15.8066,1.83,15.8066,15.7989,6.66,0.33,6.66,6.65,185.14,9.33,185.08,185.06,51.85,4.36,51.85,51.8,2.25,0,NA,NA,122.5,5.85,122.5,122.45,1.575,0,1.6,1.565,113.383,6.12,113.3638,113.3447
01/30/17,70.365,4.15,70.853,70.45,229.48,12.19,229.37,229.31,64.3901,3.61,64.3901,64.3783,192.61,8.97,192.59,192.53,12.2,1.24,12.21,12.2,86.13,4.21,86.13,85.99,585,40.5,585,584.5,252.83,17.49,252.61,252.6,24.89,0.3,24.89,24.88,38.6,1.49,38.6,38.59,41.85,1.39,41.85,41.84,97.94,4.1,97.97,97.94,408.5,5.57,408.3999,408.3,217.27,19.01,217.27,217.1,15.5147,1.83,15.5224,15.5147,6.79,0.33,6.79,6.79,182.47,9.33,182.45,182.43,50.35,4.36,50.4,50.35,1.81,0,NA,NA,120.8,5.85,120.9,120.8,1.63,0,1.64,1.58,114.0436,5.94,114.0149,114.0054
01/31/17,70.606,4.15,71.201,70.701,229.08,12.19,229.18,229.12,64.685,3.61,64.6909,64.685,193.96,8.97,193.98,193.96,11.92,1.24,11.92,11.91,86.78,4.21,86.93,86.76,582,40.5,582.5,582,251.33,17.49,251.33,251.32,24.98,0.3,24.98,24.97,38.94,1.49,38.94,38.93,41.49,1.39,41.48,41.47,98.06,4.1,98.07,98.06,414.5,5.57,414.5,414,219.74,19.01,219.9,219.74,16.3596,1.83,16.3672,16.3596,6.83,0.33,6.84,6.83,181.08,9.52,181.01,181,52.75,4.36,52.75,52.7,1.25,0,NA,NA,122.8,5.85,122.8,122.7,1.6,0,1.6,1.565,113.2873,5.94,113.316,113.2968
02/01/17,69.987,4.15,70.092,69.592,228.82,12.19,228.91,228.82,63.8062,3.61,63.8062,63.8003,192.79,8.97,192.84,192.79,12.33,1.24,12.33,12.31,87.99,4.21,88,87.96,582.5,40.5,582.5,582,250.9,17.49,250.91,250.9,25.13,0.3,25.13,25.12,38.68,1.49,38.68,38.65,41.57,1.39,41.57,41.55,97.18,4.1,97.19,97.18,415.7,5.57,415.8999,415.7,219.9,19.01,220.07,219.9,16.3135,1.83,16.3135,16.3058,6.84,0.33,6.85,6.84,181.03,9.52,180.98,180.96,51.2,4.36,51.25,51.2,1.25,0,NA,NA,123.25,5.85,123.1,123.05,1.625,0,1.635,1.61,112.9809,5.94,112.9809,112.9713
02/02/17,68.579,4.15,68.58,68.122,229.85,12.19,229.98,229.92,63.9123,3.61,63.9182,63.9123,194.75,8.97,194.66,194.64,12.5,1.24,12.5,12.49,88.6,4.21,88.6,88.59,583.5,40.5,583.5,582.5,251.97,17.49,251.96,251.94,25.72,0.3,25.72,25.71,38.7,1.49,38.69,38.67,41.52,1.39,41.52,41.51,96.36,4.1,96.32,96.29,410.6001,5.57,410.6001,410.3,221.88,19.01,222.04,221.88,15.7605,1.83,15.7681,15.7605,6.81,0.33,6.82,6.81,180.36,9.52,180.36,180.34,50.9,4.36,50.9,50.85,2.5,0,NA,NA,131.55,5.85,131.55,131.45,1.73,0,1.73,1.66,112.9713,5.94,112.9809,112.9713
02/03/17,68.349,4.15,68.689,68.139,231.36,12.19,231.36,231.33,64.6732,3.61,64.6732,64.6673,199.28,8.97,199.33,199.29,12.46,1.24,12.46,12.45,88.36,4.21,88.55,88.36,583.5,40.5,584,583.5,254.46,17.49,254.4,254.33,26.27,0.3,26.29,26.27,39.18,1.49,39.18,39.13,41.72,1.39,41.73,41.72,98.68,4.1,98.68,98.62,417.8999,5.57,418,417.8999,220.89,19.01,220.89,220.72,15.4532,1.83,15.4609,15.4532,6.82,0.33,6.83,6.82,183.12,9.52,183.08,183.07,50.05,4.36,50.05,50,2.5,0,NA,NA,130.2,5.85,130.2,130.15,1.7,0,1.7,1.68,114.1203,5.94,114.1203,114.1011
02/06/17,67.774,4.15,67.947,67.447,232.82,12.19,232.82,232.79,65.2807,3.61,65.2925,65.2807,199.45,8.97,199.45,199.4,12.05,1.24,12.05,12.04,88.3,4.21,88.31,88.26,588,40.5,588,587.5,255.31,17.49,255.32,255.31,26.92,0.3,26.94,26.93,38.94,1.49,38.94,38.92,41.73,1.39,41.75,41.73,98.4,4.1,98.4,98.38,420.3,5.57,420.3,420.1001,224.02,19.01,224.02,223.85,15.3611,1.83,15.3611,15.3534,7.01,0.33,7.01,7.01,183.04,9.52,183.04,183.02,50.25,4.36,50.25,50.15,2.5,0,NA,NA,129.45,6.32,129.45,129.4,1.695,0,1.7,1.69,114.2639,5.94,114.283,114.2639
02/07/17,67.01,4.15,67.19,67.129,232.98,12.19,233.02,232.99,65.6169,3.61,65.6051,65.5933,199.01,8.97,199.11,199.02,12.08,1.24,12.09,12.06,89.27,4.21,89.33,89.19,598,40.5,598.5,598,256.3701,17.49,256.3501,256.29,26.81,0.3,26.82,26.81,38.92,1.49,38.94,38.92,41.64,1.39,41.65,41.64,98.34,4.1,98.37,98.34,425.5,5.57,425.5,424.8999,230.6,19.01,230.6,230.44,15.0615,1.83,15.0615,15.0539,7,0.33,7,7,183.21,9.52,183.2,183.18,49.4,4.36,49.4,49.35,3.9,0,NA,NA,129.3,6.32,129.3,129.25,1.68,0,1.7,1.65,114.6277,5.94,114.6181,114.6086
02/08/17,67.8,4.15,67.861,67.361,232.42,12.19,232.49,232.47,65.1156,3.61,65.1156,65.1096,198.64,8.97,198.63,198.61,11.92,1.24,11.92,11.91,89.21,4.21,89.31,89.19,599.5,40.5,599.5,598.5,256.74,17.49,256.75,256.74,26.54,0.3,26.53,26.52,37.78,1.49,37.78,37.76,41.77,1.39,41.77,41.76,97.58,4.1,97.59,97.56,423.2,5.57,423.7,423.3999,237.02,19.01,237.18,237.02,15.5838,1.83,15.5838,15.5761,6.96,0.33,6.96,6.96,183.14,9.52,183.13,183.11,50.55,4.36,50.55,50.5,2.3,0,NA,NA,126.2,6.32,126.2,126.15,1.71,0,1.72,1.66,114.6373,5.94,114.6469,114.6373
02/09/17,67.271,4.15,67.271,66.771,234.84,12.19,234.83,234.73,64.9327,3.61,64.9386,64.9327,198.87,8.97,198.84,198.78,11.99,1.24,11.99,11.98,89.28,4.21,89.3,89.25,600,40.5,600,599.5,258.2,17.49,258.1201,258.0701,26.89,0.3,26.89,26.87,38.39,1.49,38.38,38.37,41.9,1.39,41.9,41.89,98.58,4.1,98.53,98.48,430.1001,5.57,430.5,430.3999,236.36,19.01,236.36,236.2,15.1076,1.83,15.1076,15.0999,6.95,0.33,6.95,6.95,182.59,9.52,182.56,182.54,49.3,4.36,49.3,49.25,2,0,NA,NA,127.5,6.32,127.5,127.4,1.705,0,1.72,1.685,115.5277,5.94,115.5277,115.5085
02/10/17,67.029,4.15,67.362,66.862,236.25,12.19,236.31,236.28,65.4989,3.61,65.4989,65.493,200.35,8.97,200.35,200.28,11.84,1.24,11.84,11.83,89.33,4.21,89.38,89.28,612,40.5,612.5,612,260.55,17.49,260.54,260.53,27.34,0.3,27.34,27.33,38.87,1.49,38.87,38.85,41.97,1.39,41.97,41.96,99.73,4.1,99.73,99.72,436.7,5.57,437,436.8999,241.13,19.01,241.13,240.97,15.4149,1.83,15.4149,15.4072,6.97,0.33,6.97,6.97,184.4,9.52,184.41,184.38,50.15,4.36,50.1,50.05,2.5,0,NA,NA,126.45,6.32,126.45,126.4,1.76,0,1.77,1.755,116.6671,5.94,116.6958,116.6862
02/13/17,67.379,4.15,67.938,67.438,239.08,12.19,239.1,239.08,66.0711,3.61,66.0711,66.0652,201.19,8.97,201.19,201.17,11.93,1.24,11.93,11.92,89.9,4.21,89.94,89.88,616,40.5,616,615.5,262.3501,17.49,262.3899,262.3501,27.18,0.3,27.17,27.16,39.64,1.49,39.64,39.61,42.29,1.39,42.3,42.29,100.33,4.1,100.3,100.29,439.8999,5.57,439.8999,439.7,243.6,19.01,243.6,243.44,14.7697,1.83,14.7774,14.7697,6.96,0.33,6.97,6.96,186.6,9.52,186.6,186.59,50,4.36,49.95,49.9,2.5,0,NA,NA,126.35,6.32,126.35,126.3,1.76,0,1.76,1.75,118.3618,5.94,118.3714,118.3618
02/14/17,71,4.15,71.3,71.105,239.62,12.19,239.61,239.57,65.8056,3.61,65.8174,65.8056,202.59,8.97,202.68,202.59,11.94,1.24,11.94,11.93,88.85,4.21,88.93,88.81,605.5,40.5,606,605.5,262.5601,17.49,262.5601,262.54,27.01,0.3,27.02,27.01,38.84,1.49,38.84,38.82,42.11,1.39,42.11,42.1,100.29,4.1,100.28,100.25,439.1001,5.57,439.8999,439.5,233.89,9.91,233.89,233.73,14.762,1.83,14.762,14.7543,6.89,0.33,6.89,6.88,187.23,9.52,187.23,187.22,49.75,4.36,49.8,49.7,2.5,0,NA,NA,125.1,6.32,125.1,124.95,1.76,0,1.77,1.73,118.3618,5.94,118.3618,118.3522
02/15/17,71,4.15,71.1,70.825,241.59,12.19,241.67,241.66,66.0062,3.61,66.018,66.0121,205.7,8.97,205.7,205.62,11.75,1.24,11.76,11.75,88.61,4.21,88.63,88.53,608.5,40.5,608.5,608,263.46,17.49,263.4099,263.3701,26.53,0.3,26.53,26.52,39.15,1.49,39.15,39.14,42.38,1.39,42.38,42.36,99.46,4.1,99.45,99.3,433.5,5.57,433.5,433.3999,231.92,9.91,231.92,231.75,14.4701,1.83,14.4701,14.4625,6.73,0.33,6.73,6.73,187.99,9.52,187.99,187.97,49.15,4.36,49.15,49.1,2.5,0,NA,NA,126.15,6.32,126.15,126.1,1.74,0,1.77,1.715,118.9938,5.94,119.0033,118.9938
02/16/17,70.706,4.15,71.084,70.584,243.53,12.19,243.53,243.51,66.1006,3.61,66.1064,66.1006,209.94,8.97,209.94,209.89,11.92,1.24,11.92,11.91,88.05,4.21,88.09,87.98,603.5,40.5,603.5,603,265.3301,17.49,265.3201,265.3,26.67,0.3,26.68,26.67,40.44,1.49,40.47,40.44,42.43,1.39,42.43,42.42,95.99,4.1,96,95.99,434,5.57,435,434.1001,228.3,9.91,228.46,228.3,14.9002,1.83,14.9079,14.9002,6.67,0.33,6.67,6.67,188.74,9.52,188.74,188.71,50,4.36,50,49.95,2.5,0,NA,NA,127.6,6.32,127.6,127.55,1.75,0,1.76,1.715,118.8789,5.94,118.8789,118.8692
02/17/17,72.755,4.15,72.781,72.081,243.58,12.19,243.58,243.55,66.1477,3.61,66.1241,66.1123,211.91,8.97,211.95,211.92,11.83,1.24,11.84,11.83,89.1,4.21,89.19,89.1,606.5,40.5,606.5,606,265.3501,17.49,265.3201,265.26,26.5,0.3,26.5,26.49,40.46,1.49,40.45,40.44,42.24,1.39,42.24,42.22,97.35,4.16,97.34,97.32,437.8999,5.57,437.8,437.5,219.24,9.91,219.41,219.24,14.762,1.83,14.762,14.7543,6.67,0.33,6.68,6.67,189.06,9.52,189.02,188.96,49.7,4.36,49.75,49.7,2.5,0,NA,NA,126.7,6.32,126.7,126.65,1.77,0,1.775,1.72,119.2618,5.94,119.2331,119.214
02/20/17,72.986,4.15,72.995,72.495,243.58,12.19,NA,NA,66.1477,3.61,NA,NA,211.91,12.14,NA,NA,11.88,1.24,11.89,11.88,90.15,4.21,90.2,90.15,612,40.5,612,611.5,265.3501,17.49,NA,NA,26.5,0.3,NA,NA,40.46,1.49,NA,NA,42.24,1.39,NA,NA,97.35,4.16,NA,NA,434.6001,5.57,436,434.6001,233.07,9.91,233.23,233.07,14.762,1.83,NA,NA,6.67,0.4,6.68,6.67,189.06,9.52,NA,NA,49.7,4.36,NA,NA,2.5,0,NA,NA,126.7,6.32,NA,NA,1.765,0,1.775,1.75,119.2618,5.94,NA,NA
02/21/17,72.306,4.15,72.547,72.297,244.12,12.19,244.1,244.09,66.3542,3.61,66.3306,66.3188,212.66,12.14,212.66,212.61,11.85,1.24,11.85,11.84,89.8,4.21,89.94,89.8,608.5,40.5,609,608.5,265.6599,17.49,265.6399,265.6001,26.57,0.3,26.56,26.55,40.9,1.49,40.91,40.9,42.46,1.39,42.45,42.44,98.31,4.16,98.3,98.29,435,5.57,435,434.8999,241.13,9.91,241.13,240.97,14.7697,1.83,14.7774,14.7697,6.96,0.4,6.96,6.96,189.59,9.52,189.54,189.53,49.3,4.36,49.3,49.25,2.5,0,NA,NA,127.75,6.32,127.75,127.65,1.73,0,1.76,1.715,119.4055,5.94,119.4055,119.3959
02/22/17,72,4.15,72.284,71.9,242.98,12.19,242.93,242.91,66.4485,3.61,66.4426,66.4367,215.26,12.14,215.3,215.26,11.78,1.24,11.79,11.77,89.22,4.21,89.33,89.22,605.5,40.5,605.5,605,265.9199,17.49,265.8401,265.75,26.24,0.3,26.24,26.23,40.94,1.49,40.98,40.94,42.49,1.39,42.5,42.49,98.24,4.16,98.24,98.23,433,5.57,433,432,247.39,9.91,247.55,247.39,14.8465,1.83,14.8619,14.8542,6.94,0.4,6.95,6.94,189.89,9.52,189.85,189.84,50.3,4.36,50.3,50.2,2,0,NA,NA,128.65,6.32,128.65,128.6,1.735,0,1.75,1.72,119.7214,5.94,119.7214,119.7119
02/23/17,71.865,4.15,71.905,71.405,243.86,12.19,243.89,243.85,66.1123,3.61,66.1418,66.1241,214.35,12.14,214.41,214.36,11.8,0.88,11.81,11.8,88.99,4.21,89.14,88.97,609.5,40.3,609.5,609,264.8501,17.49,264.8501,264.8101,25.47,0.3,25.46,25.45,36.5,1.49,36.51,36.5,42.41,1.39,42.41,42.4,97.63,4.16,97.62,97.59,433,5.57,433,432.7,251.5,9.91,251.5,251.01,14.9002,1.83,14.9002,14.8926,7.1,0.4,7.1,7.09,188.3,9.52,188.29,188.27,50.15,4.36,50.2,50.15,1.17,0,NA,NA,125.65,6.32,125.65,125.55,1.775,0,1.775,1.77,119.5108,5.94,119.4917,119.4725
02/24/17,70.828,4.15,70.806,70.306,245.05,12.19,245.18,245.12,66.3306,3.61,66.2952,66.2893,216.98,12.14,217.05,216.99,12.25,0.88,12.26,12.24,89.11,4.21,89.28,89.1,615,40.3,615,614.5,266,17.49,265.95,265.9299,25.625,0.3,25.63,25.62,36.92,1.47,36.93,36.91,42.4,1.39,42.42,42.4,97.83,4.16,97.83,97.81,437.1001,5.57,437.2,437.1001,251.34,9.91,251.5,251.34,14.9386,1.83,14.9463,14.9386,7.1,0.4,7.11,7.1,189.63,9.52,189.59,189.58,49.85,4.59,49.9,49.85,2.4,0,NA,NA,127.45,6.32,127.45,127.4,1.76,0,1.775,1.75,119.7119,5.94,119.6927,119.6831
02/27/17,71.9,4.15,72.11,71.61,248.6,12.19,248.62,248.61,66.537,3.61,66.5488,66.5429,218.13,12.14,218.13,218.07,12.85,0.88,12.86,12.85,89.72,4.21,89.78,89.67,618,40.3,618,617.5,269.3601,17.49,269.3899,269.3601,26.08,0.3,26.09,26.08,36.73,1.47,36.72,36.7,42.75,1.39,42.75,42.74,99.24,4.16,99.21,99.2,432,5.57,432,431.8999,252.82,9.91,252.82,252.66,15.1537,1.83,15.1614,15.1537,7.29,0.4,7.29,7.29,190.4,9.52,190.42,190.4,50.2,4.59,50.2,50.15,2.4,0,NA,NA,128.05,6.32,128.05,128,1.72,0,1.78,1.7,119.5778,5.94,119.597,119.5778
02/28/17,72.398,4.15,72.383,71.883,247.09,12.19,247.18,247.15,66.3837,3.61,66.3896,66.3837,218.5,12.14,218.51,218.5,12.97,0.88,12.98,12.97,93,4.49,93.04,92.94,630,40.3,630,629.5,266.5801,17.49,266.6201,266.5801,25.67,0.3,25.67,25.66,36.62,1.47,36.61,36.57,46.44,1.39,46.45,46.44,97.83,4.16,97.79,97.78,430.5,5.57,432,430.5,259.08,9.91,259.08,258.91,14.931,1.83,14.9386,14.931,7.57,0.4,7.58,7.57,189.81,9.52,189.83,189.81,49.85,4.59,49.9,49.85,1.5,0,NA,NA,125.4,6.32,125.4,125.3,1.9,0,1.91,1.85,119.2044,5.94,119.2044,119.1948
03/01/17,76.246,4.69,76.279,75.779,245.93,12.19,245.98,245.97,67.0501,3.61,67.0619,67.0443,219.47,12.14,219.51,219.47,13.42,0.88,13.42,13.41,92,4.49,92.07,92,638.5,40.3,638.5,638,268.3799,17.49,268.28,268.27,24.34,0.3,24.32,24.31,36.82,1.47,36.81,36.78,48.01,1.76,48.02,48.01,99.53,4.16,99.51,99.48,433.2,5.57,433.3,433.2,257.59,9.91,257.59,257.43,14.9386,1.83,14.9386,14.9233,7.99,0.4,7.99,7.99,192.41,9.52,192.41,192.4,49.95,4.59,49.95,49.9,2.48,0,NA,NA,128.45,6.32,128.35,128.25,1.855,0,1.9,1.84,121.8374,5.94,121.8374,121.8278
03/02/17,75.258,4.69,75.116,74.616,243.07,12.19,243.05,243.03,66.4662,3.61,66.4544,66.4485,218.32,12.14,218.35,218.32,13.72,0.88,13.73,13.72,91.72,4.49,91.78,91.69,650.5,40.3,651,650,266.99,17.49,266.9099,266.8401,22.97,0.3,22.97,22.96,36.29,1.47,36.29,36.24,47.4,1.76,47.42,47.4,96.9,4.16,96.9,96.89,434,5.57,434,433.3,255.62,9.91,255.78,255.62,14.8849,1.83,14.8849,14.8695,7.88,0.4,7.89,7.88,191.05,9.52,191.05,191.04,50.3,4.59,50.35,50.3,2.48,0,NA,NA,125.7,6.32,125.7,125.65,1.845,0,1.86,1.835,120.9566,5.94,120.947,120.9374
