Name,RHEINMETALL,RHEINMETALL - EARNINGS PER SHR,RHEINMETALL - ASK PRICE,RHEINMETALL - BID PRICE,NORTHROP GRUMMAN,NORTHROP GRUMMAN - EARNINGS PER SHR,NORTHROP GRUMMAN - ASK PRICE,NORTHROP GRUMMAN - BID PRICE,RAYTHEON TECHNOLOGIES,RAYTHEON TECHNOLOGIES - EARNINGS PER SHR,RAYTHEON TECHNOLOGIES - ASK PRICE,RAYTHEON TECHNOLOGIES - BID PRICE,HNTGTN.INGALLS INDS.,HNTGTN.INGALLS INDS. - EARNINGS PER SHR,HNTGTN.INGALLS INDS. - ASK PRICE,HNTGTN.INGALLS INDS. - BID PRICE,LEONARDO,LEONARDO - EARNINGS PER SHR,LEONARDO - ASK PRICE,LEONARDO - BID PRICE,THALES,THALES - EARNINGS PER SHR,THALES - ASK PRICE,THALES - BID PRICE,BAE SYSTEMS,BAE SYSTEMS - EARNINGS PER SHR,BAE SYSTEMS - ASK PRICE,BAE SYSTEMS - BID PRICE,LOCKHEED MARTIN,LOCKHEED MARTIN - EARNINGS PER SHR,LOCKHEED MARTIN - ASK PRICE,LOCKHEED MARTIN - BID PRICE,AXON ENTERPRISE,AXON ENTERPRISE - EARNINGS PER SHR,AXON ENTERPRISE - ASK PRICE,AXON ENTERPRISE - BID PRICE,MANTECH INTL.'A',MANTECH INTL.'A' - EARNINGS PER SHR,MANTECH INTL.'A' - ASK PRICE,MANTECH INTL.'A' - BID PRICE,BWX TECHNOLOGIES,BWX TECHNOLOGIES - EARNINGS PER SHR,BWX TECHNOLOGIES - ASK PRICE,BWX TECHNOLOGIES - BID PRICE,CURTISS WRIGHT,CURTISS WRIGHT - EARNINGS PER SHR,CURTISS WRIGHT - ASK PRICE,CURTISS WRIGHT - BID PRICE,ELBIT SYSTEMS,ELBIT SYSTEMS - EARNINGS PER SHR,ELBIT SYSTEMS - ASK PRICE,ELBIT SYSTEMS - BID PRICE,ROLLS-ROYCE HOLDINGS,ROLLS-ROYCE HOLDINGS - EARNINGS PER SHR,ROLLS-ROYCE HOLDINGS - ASK PRICE,ROLLS-ROYCE HOLDINGS - BID PRICE,SMITH WESSON BRANDS,SMITH WESSON BRANDS - EARNINGS PER SHR,SMITH WESSON BRANDS - ASK PRICE,SMITH WESSON BRANDS - BID PRICE,ASELSAN ELNK.SANVETC.,ASELSAN ELNK.SANVETC. - EARNINGS PER SHR,ASELSAN ELNK.SANVETC. - ASK PRICE,ASELSAN ELNK.SANVETC. - BID PRICE,GENERAL DYNAMICS,GENERAL DYNAMICS - EARNINGS PER SHR,GENERAL DYNAMICS - ASK PRICE,GENERAL DYNAMICS - BID PRICE,STURM RUGER & CO,STURM RUGER & CO - EARNINGS PER SHR,STURM RUGER & CO - ASK PRICE,STURM RUGER & CO - BID PRICE,AMMO,AMMO - EARNINGS PER SHR,AMMO - ASK PRICE,AMMO - BID PRICE,CACI INTERNATIONAL 'A',CACI INTERNATIONAL 'A' - EARNINGS PER SHR,CACI INTERNATIONAL 'A' - ASK PRICE,CACI INTERNATIONAL 'A' - BID PRICE,AUSTAL,AUSTAL - EARNINGS PER SHR,AUSTAL - ASK PRICE,AUSTAL - BID PRICE,HONEYWELL INTL.,HONEYWELL INTL. - EARNINGS PER SHR,HONEYWELL INTL. - ASK PRICE,HONEYWELL INTL. - BID PRICE
12/29/20,87.66,0,87.78,86.98,300.99,14.64,301.28,301,70.34,0,70.32,70.31,166.58,14.58,166.58,166.52,5.98,0.86,5.98,5.974,76.32,2.96,76.32,76.28,503.2,42.6,503.4,503.2,353.8999,23.21,353.95,353.76,123.33,0,123.36,123.01,86.03,3.18,86.05,86.03,59.64,2.86,59.73,59.64,114.11,5.57,114.21,114.11,417.5,5.09,417.6001,417.5,112.85,0,112.95,112.85,17.13,0.68,17.14,17.13,17.9,1.91,17.9,17.89,147.55,11.02,147.55,147.48,64.69,3.76,64.73,64.67,3.43,0,3.4,3.37,249.05,13.63,249.46,249.05,2.71,0.25,2.73,2.7,209.13,6.74,209.29,209.13
12/30/20,87.34,0,87.38,87.32,302.6101,14.64,302.6899,302.6799,71.36,0,71.41,71.36,168.54,14.58,168.58,168.54,5.91,0.86,5.918,5.91,75.44,2.96,75.44,75.42,493,42.6,493,492.9,354.1599,23.21,354.4199,354.1699,123.88,0,123.88,123.76,87.65,3.18,87.68,87.65,60.16,2.86,60.21,60.16,116.26,5.57,116.31,116.26,421,5.09,421,420.7,112.05,0,112.15,112.05,17.265,0.68,17.27,17.26,18.44,1.91,18.45,18.44,148.3,11.02,148.3,148.22,64.89,3.76,64.9,64.89,3.33,0,3.34,3.33,248.11,13.63,248.11,247.81,2.69,0.25,2.73,2.69,210.95,6.74,211.1,211.09
12/31/20,87.34,0,NA,NA,304.72,14.64,304.8201,304.7,71.51,0,71.56,71.54,170.48,14.58,170.59,170.48,5.91,0.86,NA,NA,74.9,2.96,75.24,74.9,488.8,42.6,489.8,488.8,354.98,23.21,354.95,354.76,122.53,0,122.67,122.53,88.94,3.18,89.02,89.01,60.28,2.86,60.29,60.28,116.35,5.57,116.42,116.36,423.1001,5.09,423.1001,422.5,111.25,0,112,111.25,17.75,0.68,17.76,17.75,18.25,1.91,18.27,18.25,148.82,11.02,148.82,148.78,65.07,3.76,65.14,65.07,3.3,0,3.3,3.28,249.33,13.63,249.34,249.33,2.67,0.25,2.7,2.65,212.7,6.74,212.64,212.63
01/01/21,87.34,0,NA,NA,304.72,14.64,NA,NA,71.51,0,NA,NA,170.48,14.58,NA,NA,5.91,0.86,NA,NA,74.9,2.96,NA,NA,488.8,42.6,NA,NA,354.98,23.21,NA,NA,122.53,0,NA,NA,88.94,3.18,NA,NA,60.28,2.86,NA,NA,116.35,5.57,NA,NA,424,5.09,424.1001,424,111.25,0,NA,NA,17.75,0.68,NA,NA,18.25,1.91,NA,NA,148.82,11.02,NA,NA,65.07,3.76,NA,NA,3.3,0,NA,NA,249.33,13.63,NA,NA,2.67,0.25,NA,NA,212.7,6.74,NA,NA
01/04/21,87,0,88.36,87.56,294.76,14.64,294.78,294.77,68.43,0,68.47,68.46,164.05,14.58,164.06,164.05,5.83,0.86,5.83,5.828,75.18,2.96,75.18,75.12,493.9,42.6,494,493.9,344.6399,23.21,344.8301,344.6599,116.85,0,116.85,116.75,88.4,3.18,88.6,88.46,58.95,2.86,58.95,58.93,111.32,5.57,111.32,111.31,420.3,5.09,420.5,420.3,103.2,0,103.35,103.2,18.18,0.68,18.18,18.17,18.37,1.91,18.38,18.37,145.94,11.02,145.95,145.94,67,3.76,67.02,66.95,3.44,0,3.41,3.4,241.16,13.63,241.17,241.16,2.69,0.25,2.7,2.66,207.95,6.74,207.96,207.95
01/05/21,86.5,0,87.22,86.42,296.5901,14.64,296.7,296.5901,69.42,0,69.43,69.42,165.56,14.58,165.55,165.5,5.974,0.86,5.976,5.972,76.22,2.96,76.24,76.22,500.8,42.6,500.8,500.6,348.79,23.21,348.9399,348.8,122.3,0,122.4,122.33,87.52,3.18,87.68,87.55,59.22,2.86,59.2,59.19,114.62,5.57,114.68,114.64,425,5.09,425.1001,425,107.75,0,107.8,107.75,19.02,0.68,19.03,19.02,18.35,1.91,18.35,18.34,146.01,11.02,146.05,146.01,69.54,3.76,69.57,69.54,3.57,0,3.57,3.55,239.16,13.63,239.01,239,2.67,0.25,2.7,2.67,208.46,6.74,208.54,208.46
01/06/21,87.34,0,87.9,87.1,299.1399,14.64,299.1499,299.1399,70.28,0,70.3,70.29,170.98,14.58,171.19,171.18,6.062,0.86,6.062,6.06,75.44,2.96,75.44,75.42,505,42.6,505,504.8,348.03,23.21,348.24,348.03,121.69,0,121.81,121.69,92.06,3.18,92.22,92.17,61,2.86,61.04,60.98,119.42,5.57,119.44,119.43,415.7,5.09,415.7,415.6001,111.05,0,111.1,111.05,22.52,0.68,22.53,22.52,18.69,1.91,18.7,18.69,149.74,11.02,149.74,149.73,77.92,3.76,77.99,77.92,3.85,0,3.83,3.82,238.65,13.63,238.65,238.41,2.67,0.25,2.69,2.66,212.26,6.74,212.31,212.28
01/07/21,88.18,0,88.52,87.76,292.5801,14.64,292.6299,292.5801,69.78,0,69.79,69.78,169.74,14.58,169.75,169.74,6.01,0.86,6.01,6.008,74.6,2.96,74.62,74.58,499.3,42.6,499.4,499.3,342.55,23.21,342.5901,342.5,124.57,0,124.57,124.48,92.89,3.18,92.89,92.78,58.91,2.86,58.9,58.89,117.49,5.57,117.67,117.66,408,5.09,409,408,111.1,0,111.15,111.1,21.025,0.68,21.03,21.02,18.96,1.91,18.97,18.96,151.72,11.02,151.72,151.61,76.43,3.76,76.37,76.36,4.1,0,4.1,4.07,239.87,13.63,240.08,239.87,2.66,0.25,2.69,2.65,212.61,6.74,212.6,212.5
01/08/21,88.66,0,88.7,87.9,288.3301,14.64,288.3301,288.3201,69.86,0,69.87,69.85,169.09,14.58,169.09,169.02,5.916,0.86,5.918,5.916,75.28,2.96,75.3,75.28,500.6,42.6,500.8,500.6,336.1001,23.21,336.2,336.0601,125.36,0,125.49,125.23,93.98,3.18,93.99,93.94,59.23,2.86,59.25,59.19,116.99,5.57,117,116.99,411,5.09,411.1001,411,107.3,0,107.4,107.3,19.27,0.68,19.27,19.26,18.95,1.91,18.96,18.95,150.77,11.02,150.77,150.71,71.12,3.76,71.12,71.05,3.95,0,3.95,3.93,238.46,13.63,238.46,238.29,2.64,0.25,2.66,2.63,210.03,6.74,210.03,210.02
01/11/21,87.68,0,87.64,87.36,294.74,14.64,294.8201,294.75,69.8,0,69.81,69.8,169.2,14.58,169.3,169.2,5.876,0.86,5.878,5.876,75.2,2.96,75.2,75.16,496.4,42.6,496.5,496.4,337.6799,23.21,337.55,337.4199,124.84,0,124.81,124.8,94.06,3.18,94.06,93.84,59.8,2.86,59.8,59.79,117.58,5.57,117.59,117.58,416,5.09,416,415.8999,105.75,0,105.75,105.7,19.96,0.68,19.95,19.94,18.92,1.91,18.93,18.92,151.78,11.02,151.78,151.77,73.11,3.76,73.11,73.1,4.17,0,4.17,4.14,239.85,13.63,239.86,239.85,2.53,0.25,2.55,2.53,208.36,6.74,208.37,208.36
01/12/21,87.62,0,88.22,87.98,297.54,14.64,297.8,297.54,71.52,0,71.54,71.52,172.21,14.58,172.21,171.98,5.984,0.86,5.988,5.984,74.82,2.96,74.84,74.8,494.1,42.6,494.2,494.1,341.8501,23.21,341.95,341.8401,135,0,135.03,135.01,96.25,3.18,96.36,96.24,60.33,2.86,60.34,60.31,118.52,5.57,118.55,118.54,423.3999,5.09,423.5,423.3999,107.75,0,107.75,107.7,20.69,0.68,20.69,20.68,18.88,1.91,18.89,18.88,153.5,11.02,153.5,153.49,74.78,3.76,74.83,74.78,5.42,0,5.42,5.4,241.81,13.63,242.01,241.81,2.58,0.25,2.59,2.55,208.88,6.74,208.9,208.87
01/13/21,87.7,0,88.5,87.7,299.46,14.64,299.51,299.3501,70.5,0,70.51,70.5,171.3,14.58,171.36,171.32,5.87,0.86,5.872,5.87,74.78,2.96,74.8,74.78,493.8,42.6,493.9,493.8,345.49,23.21,345.5801,345.49,145.26,0,145.4,145.27,95.22,3.18,95.28,95.22,60.09,2.86,60.1,60.09,117.65,5.57,117.67,117.66,425.7,5.09,425.8,425.7,105.6,0,105.65,105.6,20.68,0.68,20.69,20.68,18.72,1.91,18.73,18.72,152.63,11.02,152.66,152.63,73.09,3.76,73.15,73.09,7.28,0,7.28,7.27,239.1,13.63,239.1,238.89,2.58,0.25,2.58,2.55,207.02,6.74,207.1,207.02
01/14/21,88.52,0,89.18,88.56,303.02,14.64,303.0801,303.02,70.94,0,70.94,70.93,172.02,14.58,172.22,172.03,5.914,0.86,5.914,5.91,77.06,2.96,77.06,77.02,501.6,42.6,501.6,501.2,347.4399,23.21,347.45,347.4399,149.64,0,149.65,149.64,97.55,3.18,97.68,97.55,61.22,2.86,61.27,61.21,117.65,5.57,117.66,117.65,436.3,5.09,436.3,436,106.65,0,106.65,106.6,21.56,0.68,21.55,21.54,18.56,1.91,18.57,18.56,154.09,11.02,154.1,154.09,72.92,3.76,73.03,72.88,6.7,0,6.69,6.68,242.69,13.63,243.07,242.87,2.55,0.25,2.58,2.53,208.61,6.74,208.7,208.69
01/15/21,86.56,0,87.52,86.66,300.75,14.64,300.51,300.5,69.2,0,69.2,69.18,171.47,14.58,171.47,171.46,5.86,0.86,5.862,5.86,76.44,2.96,76.46,76.44,495.6,42.6,495.7,495.6,347.27,23.21,347.27,347.26,150.77,0,150.77,150.63,97.37,3.18,97.37,97.28,59.85,2.86,59.9,59.85,116.01,5.57,116.03,116.02,442.8,5.09,442.8,442.7,105.9,0,105.9,105.85,21.17,0.68,21.18,21.17,18.18,1.91,18.19,18.18,153.17,11.02,153.17,153.12,72,3.76,72.07,72.06,6.83,0,6.8,6.78,245.25,13.63,245.45,245.25,2.52,0.25,2.52,2.51,205.97,6.74,206.1,205.97
01/18/21,88.96,0,88.68,87.88,300.75,14.64,NA,NA,69.2,0,NA,NA,171.47,14.58,NA,NA,5.848,0.86,5.848,5.844,75.46,2.96,75.52,75.46,488,42.6,488.1,488,347.27,23.21,NA,NA,150.77,0,NA,NA,97.37,3.18,NA,NA,59.85,2.86,NA,NA,116.01,5.57,NA,NA,447,5.09,447,446.8999,104.25,0,104.3,104.25,21.17,0.68,NA,NA,18.43,1.91,18.44,18.43,153.17,11.02,NA,NA,72,3.76,NA,NA,6.83,0,NA,NA,245.25,13.63,NA,NA,2.45,0.25,2.45,2.43,205.97,6.74,NA,NA
01/19/21,89.34,0,89.42,89.2,298.02,14.64,298.1899,298.02,69.36,0,69.35,69.34,170.57,14.58,170.58,170.57,5.856,0.86,5.858,5.856,75.6,2.96,75.6,75.58,485.8,42.6,485.9,485.8,341.5,23.21,341.5,341.49,159.36,0,159.37,159.36,99.29,3.18,99.29,99.13,59.99,2.86,59.99,59.98,118.02,5.57,118.03,118.02,442,5.09,442.8999,442.7,104.65,0,104.85,104.65,20.77,0.68,20.77,20.76,18.41,1.91,18.42,18.41,153.13,11.02,153.12,153.06,72.28,3.76,72.31,72.27,7.07,0,7.07,7.06,247.83,13.63,247.94,247.83,2.5,0.25,2.56,2.49,206.76,6.74,206.78,206.76
01/20/21,92.5,0,92.74,92.14,298.78,14.64,298.78,298.77,68.84,0,68.83,68.82,168.46,14.58,168.46,168.27,6.112,0.86,6.114,6.112,78.5,2.96,78.52,78.5,491.4,42.6,491.5,491.4,341.6699,23.21,341.6001,341.5901,164.56,0,164.72,164.55,99.12,3.18,99.12,98.95,58.88,2.86,58.86,58.85,117.88,5.57,117.85,117.84,447,5.09,447,446.7,107.4,0,107.4,107.35,18.79,0.68,18.8,18.79,18.19,1.91,18.2,18.19,154.03,11.02,154.03,153.99,70.09,3.76,70.09,70.08,6.47,0,6.47,6.45,249.8,13.63,249.97,249.8,2.56,0.25,2.58,2.55,208.08,6.74,208.08,208.07
01/21/21,91.28,0,91.38,91.26,296.8701,14.64,296.8899,296.8799,68.11,0,68.12,68.11,166.89,14.58,166.88,166.84,5.866,0.86,5.868,5.866,76.58,2.96,76.6,76.56,479.9,42.6,479.9,479.8,339.6699,23.21,339.7,339.6899,162.54,0,162.54,162.53,98.23,3.18,98.23,98.22,58.31,2.86,58.31,58.3,115.35,5.57,115.36,115.35,443,5.09,443.3,443,103.3,0,103.35,103.3,17.84,0.68,17.85,17.84,18.04,1.91,18.05,18.04,151.06,11.02,151.06,151.05,67.15,3.76,67.15,67.13,5.9,0,5.9,5.87,249.1,13.63,249.08,248.86,2.49,0.25,2.53,2.49,205.23,6.74,205.26,205.2
01/22/21,90.78,0,91.5,90.7,298.1599,14.64,298.22,298.0901,67.58,0,67.58,67.57,167.64,14.58,167.65,167.64,5.65,0.86,5.65,5.646,75.5,2.96,75.5,75.48,479.1,42.6,479.2,479.1,339.8799,23.21,339.8799,339.71,170.26,0,170.35,170.34,101.2,3.18,101.2,101.12,58.18,2.86,58.19,58.18,114.03,5.57,114.04,114.03,431,5.09,431.8,431,102.95,0,102.95,102.9,17.87,0.68,17.88,17.87,18.39,1.91,18.39,18.36,152.77,11.02,152.77,152.66,67.53,3.76,67.53,67.52,5.78,0,5.78,5.77,253.66,13.63,253.6,253.59,2.5,0.25,2.52,2.49,202.25,6.74,202.27,202.25
01/25/21,88.96,0,89.78,88.98,299.3501,14.64,299.3501,299.3401,66.28,0,66.31,66.3,166.51,14.58,166.56,166.48,5.486,0.86,5.488,5.482,73.2,2.96,73.2,73.18,471.2,42.6,471.2,471.1,343.51,23.21,343.5,343.4099,174.54,0,174.55,174.42,96.44,3.18,96.56,96.44,57.96,2.86,57.97,57.96,112.06,5.57,112.07,112.06,437,5.09,437,436.8,98,0,98,97.98,17.72,0.68,17.72,17.71,18.18,1.91,18.19,18.18,153.16,11.02,153.17,153.16,67.28,3.76,67.28,67.27,5.83,0,5.83,5.81,253.09,13.63,253.1,253.09,2.51,0.25,2.56,2.51,201.87,6.74,201.92,201.87
01/26/21,90.38,0,91.12,90.32,293.1101,14.64,293.1101,292.9399,67.2,0,67.22,67.2,160.88,14.58,160.88,160.83,5.646,0.86,5.646,5.644,73.36,2.96,73.36,73.34,470.1,42.6,470.1,470,330.6899,23.21,330.8301,330.6899,176.65,0,175.99,175.98,94.64,3.18,94.64,94.63,57.31,2.86,57.37,57.31,108.57,5.57,108.62,108.57,440,5.09,441,440,96.32,0,96.32,96.3,17.19,0.68,17.2,17.19,18.34,1.91,18.34,18.33,150.33,11.02,150.23,150.14,65.81,3.76,65.9,65.77,5.81,0,5.81,5.79,252.59,13.63,252.95,252.59,2.51,0.25,NA,NA,201.06,6.74,201.09,201.07
01/27/21,88.36,0,88.98,88.18,292.24,14.64,293.48,293.47,65.5,0,65.53,65.5,163.2,14.58,163.2,163.05,5.68,0.86,5.682,5.68,74.28,2.96,74.28,74.22,476.5,42.6,476.6,476.5,332.51,23.21,332.95,332.51,170.04,0,170.13,169.65,95.71,3.18,95.88,95.71,54.89,2.86,54.98,54.89,104.3,5.57,104.46,104.3,455.8999,5.09,455.8999,455.7,95.16,0,95.2,95.16,16.38,0.68,16.4,16.38,17.61,1.91,17.62,17.61,152.73,11.02,152.79,152.53,63.55,3.76,63.61,63.5,5.55,0,5.55,5.51,259.21,13.63,260.5801,260.5701,2.59,0.25,2.6,2.55,199.38,6.74,199.38,199.31
01/28/21,87.6,0,89.08,88.28,293.03,14.64,293.03,293.02,68.17,0,68.17,68.12,161.95,14.58,161.94,161.87,5.708,0.86,5.71,5.706,73.98,2.96,74,73.98,471.9,42.6,472,471.9,327.9299,24.3,327.9299,327.8201,163.97,0,164.09,163.97,92.02,3.18,92,91.69,55.13,2.86,55.18,55.1,107.97,5.57,107.97,107.89,457,5.09,457.1001,457,96.94,0,96.98,96.94,16.7,0.68,16.73,16.7,17.71,1.91,17.72,17.71,150.43,11.02,150.32,150.26,63.37,3.76,63.44,63.36,5.4,0,5.4,5.35,246.6,13.63,247.11,246.6,2.51,0.25,2.56,2.51,202.84,6.74,203.07,202.74
01/29/21,87.4,0,87.62,86.82,286.6101,14.64,286.5901,286.3201,66.73,0,66.7,66.69,157.33,14.58,157.37,157.26,5.736,0.86,5.74,5.736,74.18,2.96,74.2,74.14,462.1,42.6,462.1,462,321.8201,24.3,321.8501,321.77,164.16,0,164.69,164.16,89.69,3.18,89.69,89.39,53.92,2.86,54,53.92,103.79,5.57,103.79,103.66,442.1001,5.09,442.8,442.1001,91.7,0,91.86,91.7,16.56,0.68,16.56,16.54,17.3,1.91,17.33,17.3,146.68,11,146.74,146.68,63.36,3.76,63.36,63.35,5.25,0,5.3,5.25,241.22,14.7,241.68,241.48,2.57,0.25,2.6,2.55,195.37,6.74,195.31,195.13
02/01/21,87.54,0,88.68,87.88,292.3101,19.03,292.3201,292.3101,66.96,0,67,66.96,157.77,14.58,157.77,157.76,5.72,0.86,5.72,5.716,74.6,2.96,74.62,74.54,469.5,42.6,469.5,469.2,324.03,24.3,324.1499,324,166.15,0,166.15,165.53,88.87,3.18,88.86,88.85,54.94,2.86,54.94,54.93,107.98,5.57,107.98,107.82,447.5,5.09,447.6001,447.5,94.1,0,94.12,94.1,16.83,0.68,16.81,16.8,17.42,1.91,17.43,17.42,147.67,11,147.6,147.44,65.05,3.76,65.05,65.04,5.4,0,5.4,5.4,239.31,14.7,239.31,238.99,2.52,0.25,2.53,2.51,195.56,6.72,195.68,195.56
02/02/21,88.34,0,88.68,88.18,300,19.03,300.1799,299.8799,70.14,0,70.14,70.13,159.62,14.58,159.69,159.54,5.818,0.86,5.818,5.816,76.84,2.96,76.9,76.84,476.1,42.6,476.1,476,332.7,24.3,332.76,332.72,166.53,0,166.54,166.23,89.49,3.18,89.49,89.47,56.03,2.86,56,55.93,110.34,5.57,110.34,110.21,451.6001,5.09,451.6001,451,94.76,0,94.84,94.76,16.77,0.68,16.77,16.76,17.48,1.91,17.49,17.48,149.82,11,149.96,149.82,65.02,3.76,65.1,64.92,6.14,0,6.1,6.09,240.38,14.7,240.38,239.97,2.53,0.25,2.53,2.52,200.12,6.72,200.2,200.08
02/03/21,89.5,0,89.52,88.72,300.74,19.03,300.74,300.52,70.58,0,70.6,70.58,161.2,14.58,161.31,161.2,5.904,0.86,5.904,5.902,76.46,2.96,76.46,76.44,471.9,42.6,471.9,471.8,332.3899,24.3,332.3899,332.1399,167.55,0,167.82,167.43,88.43,3.18,88.43,88.35,55.44,2.86,55.51,55.43,112.08,5.57,112.08,112,460.2,5.09,460.2,460,91.88,0,91.88,91.86,16.96,0.68,16.94,16.93,17.93,1.91,17.93,17.92,153.08,11,153.16,153.08,65.84,3.76,65.84,65.83,6.72,0,6.72,6.67,238.93,14.7,238.93,238.69,2.51,0.25,2.53,2.5,199.14,6.72,199.14,199.13
02/04/21,90.26,0,90.34,90,301.8501,19.03,301.8501,301.6399,72.68,0,72.69,72.68,161.25,14.58,161.25,161.19,6.002,0.86,6.002,6,78.12,2.96,78.2,78.12,477.5,42.6,477.7,477.5,337.23,24.3,337.0601,336.74,175.34,0,175.35,174.85,89.42,3.18,89.42,89.33,56.45,2.86,56.45,56.39,113.7,5.57,113.7,113.59,460,5.09,460.3,460,93.9,0,93.92,93.9,17.83,0.68,17.81,17.8,17.75,1.91,17.76,17.75,157.53,11,157.52,157.51,67.85,3.76,67.93,67.85,7.34,0,7.34,7.3,239.82,14.7,239.81,239.76,2.47,0.25,2.49,2.46,200.59,6.72,200.67,200.59
02/05/21,88.26,0,89.32,88.52,298.79,19.03,298.8201,298.79,72.33,0,72.27,72.26,163.9,14.58,163.91,163.9,6.032,0.86,6.032,6.03,77.68,2.96,77.72,77.66,474,42.6,474.1,474,337.04,24.3,337.0901,337.01,177.18,0,177.41,177.14,88.77,3.18,88.77,88.6,56.11,2.86,56.12,56.11,112.72,5.57,112.77,112.72,464.7,5.09,464.8999,464.7,93.9,0,93.9,93.88,17.24,0.68,17.24,17.23,17.65,1.91,17.66,17.65,158.82,11,158.83,158.82,66.76,3.76,66.81,66.76,7.19,0,7.19,7.18,237.54,14.7,237.66,237.54,2.52,0.25,2.54,2.5,202.92,6.72,202.92,202.89
02/08/21,87.5,0,87.38,87,300.1299,19.03,300,299.8701,72.49,0,72.45,72.44,165.02,14.58,165.02,164.76,6.16,0.86,6.16,6.158,77.3,2.96,77.36,77.28,472.6,42.6,472.6,472.5,337.8401,24.3,338.02,337.77,182.39,0,182.4,181.93,89.76,3.18,89.76,89.58,56.99,2.86,56.99,56.98,113.59,5.57,113.59,113.58,461,5.09,461.1001,461,93,0,93,92.96,17.9,0.68,17.9,17.89,17.65,1.91,17.66,17.65,159.64,11,159.64,159.57,68.33,3.76,68.4,68.33,7.4,0,7.4,7.39,240.13,14.7,240.13,240.12,2.51,0.25,2.54,2.51,203.86,6.72,203.89,203.76
02/09/21,86.26,0,86.82,86.02,303.78,19.03,303.8501,303.73,73.04,0,73.05,73.04,167.22,14.58,167.24,167.22,6.158,0.86,6.16,6.158,78.12,2.96,78.12,78.08,479.8,42.6,479.8,479.7,342.3401,24.3,342.3899,342.3301,183.16,0,183.25,183.23,88.71,3.18,88.69,88.67,56.71,2.86,56.73,56.71,113.12,5.57,113.15,113.07,464.5,5.09,464.5,462.5,91.58,0,91.68,91.58,18.41,0.68,18.42,18.41,18.06,1.91,18.06,18.05,162.14,11,162.15,162.14,70.28,3.76,70.29,70.28,7.91,0,7.89,7.85,242.71,14.7,242.93,242.71,2.48,0.25,2.51,2.48,202.02,6.72,202.02,201.92
02/10/21,84.44,0,85.9,85.74,303.6299,19.03,303.6299,303.49,72.47,0,72.48,72.47,167.77,14.58,167.77,167.73,6.134,0.86,6.136,6.13,77.7,2.96,77.72,77.7,480,42.6,480.1,480,342.1899,24.3,342.1899,342.1799,187.98,0,188.41,187.83,85.93,3.18,86.1,85.93,57.1,2.86,57.1,57.09,113.59,5.57,113.59,113.58,469.8,5.09,469.8,469.2,92.8,0,92.8,92.78,18.06,0.68,18.06,18.05,17.97,1.91,17.97,17.96,163.13,11,163.16,163.15,67.82,3.76,67.82,67.81,7.75,0,7.75,7.71,239.08,14.7,238.99,238.68,2.55,0.25,2.55,2.52,202.16,6.72,202.19,202.16
02/11/21,85.5,0,87.04,86.48,299.6299,19.03,299.74,299.6299,72.33,0,72.37,72.33,170.53,14.58,170.71,170.51,6.044,0.86,6.048,6.044,78.16,2.96,78.18,78.16,479.3,42.6,479.3,479.2,339.1399,24.3,339.29,339.1399,203.51,0,203.63,203.62,86.48,3.18,86.51,86.41,58.56,2.86,58.56,58.55,115.7,5.57,115.71,115.7,463.2,5.09,463.3999,463.2,92.6,0,92.62,92.6,18.06,0.68,18.06,18.05,17.79,1.91,17.79,17.78,163.45,11,163.45,163.44,68.24,3.76,68.33,68.23,9.61,0,9.56,9.53,241,14.7,241.23,241,2.51,0.25,2.55,2.51,202.18,6.72,202.25,202.18
